"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d1f91e1c-f2f2-4073-bc90-b94585193774","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs"
"0ce3ccc0-4a3b-4d3e-8244-11ccd5295e27","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001"
"bd4526c6-3e8c-4ab4-9810-d7152b3a3ce8","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix"
"f33efb29-59e6-408b-924c-5db3c41797e4","","checklist-sectioned","work-in-progress","dfd0792bc8f18758287e0b5c80df4ea2bfad470ae7c43bb5e8a01884c25d72c5","checklist","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix","Area 1"
"5df3dcbf-bb87-5fa8-bd08-1e5b0c3155ef","","checkpoint-group","work-in-progress","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix","Area 1","Flush Boxes"
"7b67e797-84aa-5cc0-b186-e5495ffdec3e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights","PIR Sensors"
"2a289bc5-0842-5011-b5c8-7525750aeb32","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights","Occupancy Sensors"
"a062350b-7d44-5f6c-a4d2-8e7ca1a800ae","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights","Light Level Sensors"
"19b3d9a1-372e-59ef-8d94-0fdd7400479e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights","Emergency/ Exit Lighting"
"d09d6b3b-adc1-5823-a8e7-9f9ad207d386","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights","Nogging installed for Electrical Services"
"ed0ffc71-66a1-5eb9-8cdf-66e45f50ea62","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Seismic Bracing"
"ae5bc9e7-4525-50f4-aaa6-2dda8cca1145","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Seismic Bracing","For Lighting"
"9f63f5a7-6376-5125-b032-8ef41c259a5e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Seismic Bracing","Cable Tray"
"c4ada8c9-15bc-5248-8853-80f0aa944425","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Seismic Bracing","Switchboard"
"d5590ba1-07be-5dd9-b5db-3286f6f96340","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Ducts and Conduits"
"2499968d-a857-5aef-8d16-fa614ca89be2","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Ducts and Conduits","Correct size installed"
"c3624c25-7870-52f3-83d7-25e6e485b659","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Ducts and Conduits","Location as per plan"
"15fff9ee-b835-5f88-9242-0a8790a814ca","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Ducts and Conduits","separation from other services"
"199da01b-168a-5f0b-b8f1-6faa26df0b8b","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Ducts and Conduits","Clean inside and in good condition"
"940135c2-5242-4955-ab38-8279fcdc2c91","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal Second Fix"
"a09d3ece-0bd9-40dd-bc92-8352d9ebe590","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix"
"9450fbd8-d346-47b4-ba06-9a1b61a599ad","","checklist-sectioned","not-started","dfd0792bc8f18758287e0b5c80df4ea2bfad470ae7c43bb5e8a01884c25d72c5","checklist","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1"
"faa11d64-0e52-553d-9b5f-7d501f3e745e","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Flush Boxes"
"404c5632-3851-5266-8098-6639ea15c5a3","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Flush Boxes","Fire Rated or Acoustic"
"886ca96a-ab08-5b35-8cbb-8b0742315638","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Flush Boxes","Height as per plan"
"54646432-a7d4-598c-9078-e0e8c58beb01","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Flush Boxes","Location as per plan"
"bb9d0b57-31a3-57d1-b27b-e4683c460e28","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Flush Boxes","Intumescent Pad In Place"
"bf3a0aa5-0819-5949-bdab-1e9391c7ea87","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Flush Boxes","Flush Boxes Not back to back on Acoustic Walls"
"14a02ff5-ab33-5d77-a77f-2874f1c81caf","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cabling"
"b8a93893-0f64-5109-8104-4d7d504aa057","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cabling","Details"
"d86329b1-d386-5088-8937-cc8481a94e5d","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cabling","Circuits clearly labelled"
"ae9e5ae4-e44b-5be3-86a2-d2e18f1ab1d0","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cabling","No Horizontal cabling"
"df85fa03-fd61-54c7-95dc-83f453d48f24","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cabling","Separation between Data and Power at 300mm or as specified"
"d7f7864d-63ae-51b2-b5b4-734189ebf025","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cabling","Light Control cabling Required"
"b9209b97-0dc8-5af8-b30a-df4343a9342c","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cat Wires"
"1465f43d-b4be-556a-9121-786f8160c91d","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cat Wires","300mm Separation Between Power & Data"
"85bca62a-ec05-535c-8c11-1e22f08936ee","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cat Wires","Supported every 6 Meters or Adequately to avoid Sagging"
"c4d90013-4f57-5234-8dde-96f27ac4ea10","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cat Wires","Correctly Secured at Each End"
"529c7f2a-9152-5c69-8e61-f2fd518e239f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cat Wires","Turn Buckle Installed and Accessible"
"c0c3d9b5-ff00-57ae-ad80-4f79a70d2ca4","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cat Wires","Number of cables per cat wire. 8 maximum or as per electrical spec"
"4b55a54b-ce0b-541a-8ca6-521232619b5d","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cat Wires","Separation between services maintained"
"29f66681-7431-5be7-b043-22101570e4b7","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cat Wires","All cables secured via cable ties with ends cut"
"8f497f81-82bb-5526-88c3-122b1ecf7a34","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cable Tray"
"96938a00-e7e6-5d89-9382-b142d57fed70","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Cable Tray","Minimum 25% spare capacity left on cable tray"
"21a566c9-d09c-56bc-b342-4b82dd2db260","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights"
"04655ead-6ea1-57b6-b721-9318b55e252d","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights","Setout Correct"
"757e300a-f44a-54b2-9ad1-a73c91968422","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights","Cabling in correct location"
"11301703-4059-5bc5-b94a-d7094ac94828","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights","Control Cabling installed"
"9b7369fc-ed56-5d78-9c8f-66f1837f1d92","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights","PIR Sensors"
"7e714063-1af9-562e-b575-292ea6a0b45e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights","Occupancy Sensors"
"b002d5a4-9f6a-5c45-9aec-c780655692ca","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights","Light Level Sensors"
"c688378c-8c81-5a9f-9d5f-48b900cf49e6","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights","Emergency/ Exit Lighting"
"1390fbb1-528a-5c9f-98ec-c2753d627ab7","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Lights","Nogging installed for Electrical Services"
"e9ed70a9-0e39-5285-a24b-d01b58658784","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Seismic Bracing"
"eed047f9-ed2e-55ef-96d8-6c346e536eed","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Seismic Bracing","For Lighting"
"de20f9e2-819f-5448-819d-58f1e9e19fa4","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Seismic Bracing","Cable Tray"
"67cc3ede-450b-5817-9d0a-949a24d38acb","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Seismic Bracing","Switchboard"
"875e3ad9-5b9d-5b5f-bf7a-0473c60e943e","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Ducts and Conduits"
"cd639fff-36f8-5774-8944-45f256cf72a9","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Ducts and Conduits","Correct size installed"
"5ef7bb7d-d792-5d13-83ad-51dd5df6dafb","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Ducts and Conduits","Location as per plan"
"e8d84db9-18a4-53e1-95ea-b280bbe9a42a","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Ducts and Conduits","separation from other services"
"670777e3-4788-56e0-b2d2-aad7bbf65719","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External First Fix","Area 1","Ducts and Conduits","Clean inside and in good condition"
"d5e3060a-bd60-400c-ab40-a30c6260156f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Second Fix"
"e95758b1-86ed-433f-972e-04a03682daf2","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Conduits"
"862e3567-2c7f-4883-865e-08e5262c627b","","checklist-flat","not-started","QA - Conduit Installation","checklist-flat","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Conduits","Conduit"
"5ffe4b42-c950-5b33-87eb-ccacef64f5ed","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Conduits","Conduit","Installed as plan"
"5fbe79b5-16d6-5b60-947c-8005abfa858a","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Conduits","Conduit","Suitable fixings installed and spaced evenly"
"dbfbbfcb-b5fc-44bf-ba79-c4452383d08b","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Termination Box"
"7aa9b036-387e-4fe1-acc6-9d0c70338890","","checklist-flat","not-started","QA - External Box Installation","checklist-flat","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Termination Box","Termination Box 1"
"0b6d9f28-3c31-55ad-8ca4-9bc865476b98","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Termination Box","Termination Box 1","Fixed securely"
"4d01388f-d692-58bf-af88-48118eae0a9e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","External Termination Box","Termination Box 1","Lid securely fixed"
