"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"130ebf7c-400c-4181-9abf-822367a7ae60","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"e12ab284-42b0-4794-bb2c-7e80d7cdb087","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"6e545636-c428-4de5-8a49-f0a18470c6e0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"2d4cc4c2-678e-44fb-be29-b218eb0c88b8","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 15","Commissioning","Commission Hot Water Generating Plant"
"0ae8d0ad-c4fd-4f80-a203-1a197ba27903","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 15","Commissioning","Commission Reduced Pressure Zone Device"
"32d52e67-2ea9-4058-af54-7426a8635356","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16"
"bb43e6b4-e864-4405-a88c-dcd94c8684e4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation"
"a855faa7-3cd9-4fc0-964f-736bb4e6422d","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation","Authority Main to Meter Installation"
"d89aac11-73ac-4e5a-b53c-4761efa61200","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation","Drainage Installation (In-ground)"
"973da98d-bf7e-43fb-8a3b-593f52b1fa7e","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation","Water Service Installation (In-ground)"
"234d0300-548b-4ca1-ab45-d8113ce09a5a","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"5cd23dcd-81b7-4a80-bc67-e6ba961e3d25","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Rough-in Plumbing Installation"
"83cd8343-1d0e-403f-9fda-7888fe70a15b","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Rough-in Plumbing Installation","Waste & Vent Installation"
"f8a9233a-34ad-40a8-b340-3c281c2060b6","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"cbfc0fd2-1893-4ad4-ae43-fe7b70ad86ad","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"9b65bbc1-93e8-4b45-b732-51fd4aacf583","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation"
"58492321-d41e-445c-ae78-13bb9284b5aa","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"36967722-7aa8-43e1-a40e-cc30d2c665dc","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"61ae3edb-0667-4499-9dfe-0bf4f39c33ae","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Shower & Tapware Installation"
"f5ff2603-aaca-4423-b8c3-63a2b6f24fd3","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Bath & Tapware Installation"
"08c34483-0763-4759-af57-e17cea97a3a6","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"a2efa971-b4d7-4065-9126-7b9e3e2ea96a","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Washer Machine Installation"
"b930cda5-f461-4061-b71a-5b2ada8a8b0c","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"79543ecc-f223-4554-b151-d108637b8711","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Tundish Installation"
"01b23901-e0f7-4d5a-b774-e166002e2d2a","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Hose Tap Installation"
"c0caea64-6a37-44cf-8f0c-001b16579527","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Gas Appliance Installation"
"ab2fe1d9-0464-48b4-91f8-38ea7195ad42","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Hot Water Unit Installation"
"1da7700c-8a44-48ec-8a94-4f86ba72f521","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"7233630c-ff6d-4e74-9f3f-1b84fb146d9a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Testing"
"0cd30155-322f-4ea2-af25-79f104b3a68b","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Testing","Testing Drainage Pipework (Air Test)"
"c863d290-7c96-4bd6-b5d6-d5eb71e20c9a","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Testing","Testing Drainage Pipework (Water Test)"
"05e161d7-48d0-40d9-99fb-eb1f5c6c01b8","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Testing","Testing Water Pipework (Water Test)"
"1c478824-fc11-468c-95b1-eb3a70be6063","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Testing","Testing Gas Service (Air Test)"
"1447ab9f-498d-4523-9430-8984f8f44486","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Commissioning"
"11fef0fd-46dc-4373-acc5-2a685096e1ae","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Commissioning","Commission Fixture Group"
"7eb00333-fe3c-4900-ae49-ed9fb882c621","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Commissioning","Commission Hot Water Generating Plant"
"7b1ea7ec-bf11-45f2-b4a7-d5d2c6fc7cf5","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Commissioning","Commission Reduced Pressure Zone Device"
"2be63204-2f21-48aa-874a-7a1d915fc50e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17"
"27f8e75f-b046-455a-919b-867eb86ef3e7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation"
"3d4ab766-d5e4-4bd5-b47c-60ab9da81fe2","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation","Authority Main to Meter Installation"
"96cd2583-97a5-4544-9502-3d593b0380d3","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation","Drainage Installation (In-ground)"
"234f8420-7686-4816-bbeb-795292c6c77e","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation","Water Service Installation (In-ground)"
"566bf437-b623-440b-b213-d3426d47c3ea","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"bbd2609b-9e3b-478d-a489-11049ea43c6e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Rough-in Plumbing Installation"
"039f0f9b-048b-4346-912a-1ee148d6d7cf","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Rough-in Plumbing Installation","Waste & Vent Installation"
"f642f64b-59c5-45f0-a652-d279932a1406","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"1ffe317e-24e2-4fbf-b9a6-5398bd336f46","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"73aa3a84-eb49-42b6-a0f0-b6482dce55f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation"
"993b06fc-2dc0-47e2-83aa-d8c5457767c1","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"f1378f04-e225-4888-8e00-e269bc1aa621","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"8c1c4666-10b5-4355-97da-a3c1f108876e","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation"
"b6ada792-b489-4139-a7e9-c5dc7f2742e5","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Bath & Tapware Installation"
"8a8714a2-5739-4801-aef3-5ec5aba6686d","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"56075daa-0489-4290-9066-7a1d0bf20c62","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Washer Machine Installation"
"bbf31b39-61f8-4030-b1d6-7b69e1c70380","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"366eb1ba-f1d0-4541-8926-162cf368d980","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Tundish Installation"
"4ca430f4-8bf4-4e29-a226-3d35acd26f7f","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation"
"37d25a4e-b198-4aad-b3f7-bf5a69f847f6","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation"
"64a56d78-4954-4439-8145-ae0f7fe05ae8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Hot Water Unit Installation"
"82155310-3cea-4399-9328-e8fdcc4ac341","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"28cfd61f-6858-426b-a8f3-329b5144c4da","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Testing"
"07dc6530-73f8-435f-8685-c0495597635a","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Testing","Testing Drainage Pipework (Air Test)"
"0707256e-5cb4-455d-8bcf-32549ed1509f","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Testing","Testing Drainage Pipework (Water Test)"
"5231f21f-5292-47ec-b9cc-8e506fa01544","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Testing","Testing Water Pipework (Water Test)"
"874d8178-fd86-4848-973f-daf29995e3db","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Testing","Testing Gas Service (Air Test)"
"743b0bd8-903e-49e2-8802-bf94058319ad","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Commissioning"
"cf624a68-92cc-45de-86c7-ed36f10adf4a","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Commissioning","Commission Fixture Group"
"5cfcbe40-c885-400e-8a8b-c5f1cd4d0de3","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Commissioning","Commission Hot Water Generating Plant"
"a36b013f-bf1a-49b8-9dc5-9ac1ba1c75f0","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Commissioning","Commission Reduced Pressure Zone Device"
"29eaa148-2f03-43de-a71b-d2ade47e327d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 18"
"7c014624-5ee0-4c27-9105-bfe5d58ffbb0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation"
"3f6bb63e-ca20-46e8-96a5-c30f98b1e912","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation","Authority Main to Meter Installation"
"f9ae9779-782e-4d07-98cb-c359a37bdbdd","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation","Drainage Installation (In-ground)"
"f5b694ba-32e7-44d5-b686-ca1f1002075c","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation","Water Service Installation (In-ground)"
"e56e302d-e4df-4f92-8612-967559786596","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"339b3f06-38d2-4620-a2b6-1d4bcd9a9fd1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 18","Rough-in Plumbing Installation"
"09149289-2bde-4eb7-af83-ea77f95bbcb1","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Rough-in Plumbing Installation","Waste & Vent Installation"
"03c5082e-0280-49df-a3b7-395c7f7a0ca2","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"bdc9d4fd-037e-4e2c-96a0-de0a82074640","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"525729f1-b0a4-4c4a-8696-c61f0a34d307","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation"
"2f680c61-6611-4a34-9a2a-276d34dc2b96","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"5c60abca-7236-4d27-b228-9824d6489f58","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"ab21ded9-55f7-40f1-9a28-983ee724b907","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Shower & Tapware Installation"
"2c6648db-1b39-4d6b-9c39-c67be2b4a2bf","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Bath & Tapware Installation"
"f9b162b0-b772-46f0-bf9a-56c63e5cdba4","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"a9abe902-c77c-4154-9305-62f2f3221c62","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Washer Machine Installation"
"489afa58-e543-48d6-8f97-cd97cffc0228","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"fddd2161-6af8-45fa-a737-7983a9df97b9","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Tundish Installation"
"d180e917-6771-47ac-ac35-e4e11d12501f","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Hose Tap Installation"
