"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f12e6f2a-b2fc-4966-80d0-d4a467ec75d3","","fail","","folder","TRUE","FALSE","First Fix to Walls"
"f6b5697e-7648-49d4-a8e5-d1c06a534566","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0"
"e661aac3-3b25-4bb4-aef6-4b5650f7c8a5","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1"
"2f088115-8901-49bb-9658-793076ac43a9","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Circulation - RAD - 0.004"
"aa154504-35ce-424a-86f6-daa363994cfa","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Hanlon Plumbing"
"d54aecad-9048-4ce0-bc6b-a34b47e71529","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - HelRimu"
"fbbf9aa5-bd48-4d36-8e42-33906b529c66","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Gilcom"
"f2944da4-3b29-471c-b447-b99b4293af34","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Rauland"
"0a9f46b0-1a21-4792-8ed0-71234c36472e","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Premier Fire"
"94108a39-723a-4ca5-9a3c-a86b2642ea11","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Data Talk"
"d077e055-6782-4a3c-a0cf-9b2cbb742fc1","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Lamson"
"179a1ab2-938f-4b34-8f10-f1752108edc4","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - VAE"
"6b9ffc17-8f85-4476-b078-d7cfd1a86c2c","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Contego"
"601cfa74-c764-41e2-91ee-192b1e9193e0","","pass","5a3227e24017f5c4da43d2f5b88d382f9832f0fe346f27566a79a12b20e01f43","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - LCL"
"bdebf877-6707-47e8-8d9a-e1e2c618cf37","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - LCL - Part 2"
"9c8073e8-89df-4f57-a4b2-bf91c31b7346","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Alpha"
"d08cf50d-2953-409a-9b2c-4cc3487c336a","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Consult - RAD - 0.040","QA - Contract Coatings"
"053c0d31-71ae-4c90-9995-5777067c2af3","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073"
"deca9338-33df-4db1-9171-007ddcedd04b","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Hanlon Plumbing"
"a500a0a3-977e-4675-9fb6-799ec67397a1","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - HelRimu"
"2c59ce2e-6739-4517-82b9-93df6827dc64","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Gilcom"
"77874e96-2fdf-40fe-992b-81c55a77d87c","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Rauland"
"f5a389ae-51a7-4e50-b089-33b290532652","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Premier Fire"
"0da971eb-f673-4c6d-ad9d-6659480b5645","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Data Talk"
"e2d58137-95e2-4b2c-9013-972ebfea8874","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Lamson"
"227e9f38-b1ca-49c9-b2c3-a78d50edec8c","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - VAE"
"3fcaa839-fd75-462c-8a45-0faadf14066b","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Contego"
"69cb83ee-8a0b-4e6b-b02a-137b45550fb8","","pass","5a3227e24017f5c4da43d2f5b88d382f9832f0fe346f27566a79a12b20e01f43","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - LCL"
"d5da24d9-895b-49dd-b581-90ee9ee5d42f","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - LCL - Part 2"
"f4c165b9-cb4a-4e18-9e73-4023f07bba89","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Alpha"
"415733fe-0eba-4ad9-bca7-8ced8bda5d01","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.073","QA - Contract Coatings"
"32315f1c-3a99-4e88-bcb7-5c2f15a4ee67","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074"
"620d1915-9811-41ce-9115-ab4cfa024f4a","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Hanlon Plumbing"
"01fe6446-6088-4c95-ae79-cdd42c6b7af8","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - HelRimu"
"5579e72d-865f-4688-a8e1-1fa7c5721b16","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Gilcom"
"ef4acb1b-f52d-4b21-9ba9-e361bd9cb2db","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Rauland"
"b0378a16-6bb4-44ba-a703-74db77392233","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Premier Fire"
"18f60df2-7070-4763-9e73-13d383c2e13e","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Data Talk"
"8a538584-89e1-4397-8222-9e7a1c0a68f2","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Lamson"
"04f87f8e-da4a-4d2a-adee-85b902d91918","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - VAE"
"d8427153-33c3-4dec-9bea-dbeb60e62811","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Contego"
"f93bb371-ebd5-4404-8e07-aa141b698885","","pass","5a3227e24017f5c4da43d2f5b88d382f9832f0fe346f27566a79a12b20e01f43","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - LCL"
"28a596b1-3d6c-44cb-b6b4-8ffccdd62731","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - LCL - Part 2"
"e42d1a96-4855-4596-a32d-d04903e573fd","","fail","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Alpha"
"183d596d-2ae0-4bb8-8942-cf37ecc2ca8a","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.074","QA - Contract Coatings"
"a7a03e4d-4d21-46e6-9a66-c618696d0e2b","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075"
"af0a6d7b-c731-4e27-b0c1-6eca614c21a5","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Hanlon Plumbing"
"38c60546-b053-4a13-b633-f5116612278d","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - HelRimu"
"b4504c65-2acd-40fe-a83f-97035fe0fc5c","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Gilcom"
"144a1488-4d0c-4139-a12b-2b1b197a5399","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Rauland"
"e8bae248-4611-4606-9ff5-8794365173cb","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Premier Fire"
"2f250edd-3ba4-4bc0-b11a-94b4fb249ae3","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Data Talk"
"2135cae2-0e2f-445e-ab73-9a7b3aad6f8f","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Lamson"
"c65f525f-ebdf-4161-be79-954b64c49309","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - VAE"
"cfb0e1b0-2276-4f25-8098-a55ed4d35bdb","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Contego"
"e7cf52d3-68b2-4ca4-b6a7-3fbb7c450a48","","pass","5a3227e24017f5c4da43d2f5b88d382f9832f0fe346f27566a79a12b20e01f43","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - LCL"
"1e2b19c4-947b-4489-91b4-c73dae1ae527","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - LCL - Part 2"
"496658e1-ae2e-4ab5-b5e6-02bce53ee4fd","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Alpha"
"067ee79d-7560-47ac-b63d-e36fad4a9ee3","","work-in-progress","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.075","QA - Contract Coatings"
"af57185a-95e4-45c9-863d-044051f1613d","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076"
"1fbcfff9-e06a-4d68-a24f-5689f2b63b6e","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Hanlon Plumbing"
"e57b8b9b-1fe3-45fe-a2c5-c9f7513dfa04","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - HelRimu"
"3a46ada5-8471-4ac4-a334-0a03ac8465cc","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Gilcom"
"574df1a8-81bc-4dfd-9cd1-23306bea6dfb","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Rauland"
"05256bf5-bb4c-45a7-917f-23979c524e16","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Premier Fire"
"307f3fc3-21f5-4798-a807-4491b46d9569","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Data Talk"
"49824569-b060-48de-9672-b897cf38284c","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Lamson"
"adcf544e-95c0-43fb-b768-50768221bb1c","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - VAE"
"92937f28-a95d-437d-b89f-9262c5024d9c","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Contego"
"c1f91692-c64e-410e-b893-e178208ae065","","pass","5a3227e24017f5c4da43d2f5b88d382f9832f0fe346f27566a79a12b20e01f43","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - LCL"
"5e8bd083-a398-4911-a860-9054ea7832eb","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - LCL - Part 2"
"57ff64fa-e00b-4ddc-b685-045de298c070","","fail","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Alpha"
"2a058576-c205-4880-88f0-47307dc762cc","","work-in-progress","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Reporting - RAD - 0.076","QA - Contract Coatings"
"4a7100c6-a50d-4405-a67f-7b49fd61df40","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077"
"76085832-378d-4044-ab11-7ba50b79459a","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Hanlon Plumbing"
"ec74a2ce-8589-412d-bff9-1bace2a65104","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - HelRimu"
"d939ba68-94ad-4509-afb3-9925e7068441","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Gilcom"
"eac8583c-b067-47f2-a26c-82ff786890e6","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Rauland"
"71a9e0d9-af75-4f5a-9398-c6d6bfc42595","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Premier Fire"
"cf2c8069-7f29-46bd-b199-f7673b62938c","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Data Talk"
"81f1bc51-e42b-4c07-8733-54cd30fce4b0","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Lamson"
"78146d3f-f59d-46b8-9641-6b88b16cb2b0","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - VAE"
"e8be0d9a-1f9c-4ecc-9c0b-8daa45984193","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Contego"
"7a908ecb-b41a-4065-a2ca-116c8e18e578","","pass","5a3227e24017f5c4da43d2f5b88d382f9832f0fe346f27566a79a12b20e01f43","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - LCL"
"fba578dc-8f3f-42c5-bd5b-51a8ab2d4270","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - LCL - Part 2"
"3431c8f7-1f21-4b05-a10a-8fcf4c88f7d2","","fail","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Alpha"
"134a7143-1486-4dc9-8933-5e03195e5de0","","work-in-progress","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","Film/Study Area - RAD - 0.077","QA - Contract Coatings"
"63668f0a-1556-4497-ba60-897452c1666c","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078"
"04d1a39e-668c-43af-a822-ef550ac4083d","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Hanlon Plumbing"
"8b1986e7-5677-43af-a84a-963fec65e77b","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - HelRimu"
"a29a21d0-12d4-4b98-a541-bf98f07e7bd0","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Gilcom"
"3fbd10f0-7506-457a-81fe-67693a814b62","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Rauland"
"b02dea28-30e2-45e7-bcc3-4180536ec653","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Premier Fire"
"d5666337-3e73-4d42-b635-9c64c3b9f831","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Data Talk"
"fe78f212-0811-4749-b878-ee14a3769ad0","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Lamson"
"abe37c25-4caa-4db7-988b-0323576258f6","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - VAE"
"bb4262a6-14f4-4660-9967-c445248ebefb","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Contego"
"13ba75aa-9924-4179-84d8-22923d41a47a","","pass","5a3227e24017f5c4da43d2f5b88d382f9832f0fe346f27566a79a12b20e01f43","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - LCL"
"ea7c0850-6a4b-4729-8351-cdaa3f429c4f","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - LCL - Part 2"
"b5fdc071-ed2d-4c4c-9f20-52c15cd5d25d","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Alpha"
"d9d6a09c-b2a2-4600-88c2-b67348ddd793","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.078","QA - Contract Coatings"
"a6e5c5a8-1261-434c-9587-268961395eec","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079"
"27ca28cc-cece-4e5f-8ae2-ae9a064ff76f","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Hanlon Plumbing"
"1794d8c9-d3d8-4b14-9e07-92ca0a6e1751","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - HelRimu"
"3f61e323-2b79-4c63-bed8-e5f52c311c66","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Gilcom"
"92bccae6-e53b-473b-85f9-d4b7dd197bc0","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Rauland"
"c46e9a66-59a7-4d0b-bdd9-b55c9e42c0c3","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Premier Fire"
"095f98d7-9dad-4227-9ad9-8f5c47460f62","","not-applicable","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Data Talk"
"c1605884-bd0f-4efa-ba61-114ca97de31e","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Lamson"
"e35c1a62-d6b5-4626-a775-d7a12ae4d9b0","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - VAE"
"54f55347-d2fc-488b-8ec2-63b94ed7091e","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Contego"
"2d05ea22-bb13-48a0-8a3f-3bf8833a8c5d","","pass","5a3227e24017f5c4da43d2f5b88d382f9832f0fe346f27566a79a12b20e01f43","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - LCL"
"0b4859eb-b040-46d1-9507-e2fb114490b4","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - LCL - Part 2"
"9abf96ec-9c2c-48ad-b419-4bf6aef45261","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Alpha"
"2ba0503c-dde5-4df0-9223-4a3fc25e69a4","","work-in-progress","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","WC ST - RAD - 0.079","QA - Contract Coatings"
"464bbea2-780e-4088-a1e7-1fa3937c72f3","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","STD Bay- Property Staff - RAD - 0.080"
"d09ab710-3ed3-4fcc-8d74-7663309d8a0c","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","STD Bay- Property Staff - RAD - 0.080","QA - Hanlon Plumbing"
"38ce5018-d3a9-4e81-84c5-b1d27aa473d7","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","STD Bay- Property Staff - RAD - 0.080","QA - HelRimu"
"a8eea79e-c5d2-497f-bc67-e545b2bcea49","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","STD Bay- Property Staff - RAD - 0.080","QA - Gilcom"
"aaf3e5de-3ad9-4a6b-aff2-40632c4b65dc","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 0","Zone 1","STD Bay- Property Staff - RAD - 0.080","QA - Rauland"
