"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883fbdd8-484c-4738-8090-c6c51fb5f51d","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"89663762-af85-5690-adbc-a2af4d9cd90a","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"a551f5d6-8996-496d-a4e4-47423b805579","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"e9b8cf87-f7fb-429e-a54a-6bd37edba0a4","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"b751ea7f-e569-4df4-8ce8-14492158a487","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels","Building C"
"373b155f-ff1d-4202-8bcb-6fab8906a5fa","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01"
"4c768774-9eb8-5588-9099-85a3f88390f9","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01","Precast Element Details"
"af5bcab6-b3d8-5618-bba9-7bf9f6ea8e5c","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:02e1bc10-24ee-4489-a785-f76908e00040","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Prepour Checks (Tables QA)","Starters"
"68d4cbed-c879-5bc6-a6df-106045706322","","checkpoint-status","not-applicable","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:cf30138b-9391-404e-9b21-a90eaaddc739","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Prepour Checks (Tables QA)","Stirrups"
"281a2609-0b09-56d9-be7c-c4aa74302cc8","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:2c93000e-df16-4f5a-abd6-6dd011d50995","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Prepour Checks (Tables QA)","Lifters"
"3df67ebe-a095-5429-99c2-9f5d3ab2a9c5","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:8b61f742-fb4b-49f1-adb7-6a95ea675e1e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"388f6679-2227-5311-9325-42152feac76d","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:d055ca06-4e18-49ac-a1e8-81e7ac04fd05","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Prepour Checks (Tables QA)","Tie wire Trimmed"
"69fb6bbb-48be-5fa6-99fc-cdcb57d86bd9","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:e6f91a9a-a7f7-4310-8447-569cab61266c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Prepour Checks (Tables QA)","General Photos Attached"
"b7b72e1c-ed71-54ae-a570-13ec1dc086ec","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:3405a17f-5544-4ff9-b719-a98f61a86cc4","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Prepour Checks (Tables QA)","Concrete Docket Attached"
"c08451d6-0838-552a-8c8c-c6df6f5602d6","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:952645dd-8ca5-4f13-8211-12855b63e93e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"999e14a5-95f5-5a60-b633-efafa0b151bd","","checkpoint-group","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-02","Post Pour (Table Supervisor)"
"0f6cde00-13a2-5b63-b2e6-89ba2bf0eafb","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:011988be-f85f-4982-ac4e-b38005829f51","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Post Pour (Table Supervisor)","Confirm formwork has not shifted during placing of concrete"
"a488756d-d914-53e6-833f-ade7158ab395","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:76ff4f8e-3455-4f9a-b0ba-666b97833255","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Post Pour (Table Supervisor)","Face lifters placed in correct location"
"5d9be337-45dd-5a53-89ce-60c049587cc9","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:ad8ff1a0-6dec-49f7-9e37-900190a90c67","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Post Pour (Table Supervisor)","Roughening Lines Correct"
"f12648e0-aca4-5080-bfdd-923a919b1d2d","","checkpoint-group","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)"
"e2c67ec1-b8d9-5aa2-83e1-660e00241e69","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e6b064-135b-4970-bc0f-2546302171e5","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Panel correctly labeled (check against shop drawing)"
"db97e776-03ac-5488-a866-94e652d6ee41","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:e6c5e5c5-6852-4003-9d16-39c4cb350dbe","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Grout holes for Drossbach Ducts have been drilled (top and bottom)"
"5c3f7673-76e3-577d-b378-f7f2f5ff69e0","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:56b159f9-3248-40e1-93d6-65d10aef0265","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Bottom of Drossbach Duct is clear (any slurry/grout has been removed)"
"55cbc27d-bcd5-51c1-affc-6c56bfa4b32d","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:3f743f29-ffa5-4c98-861f-2f4538934a04","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","All lifters have been cleared/cleaned out (including top lifters for install)"
"56461e85-6a71-5673-b0a7-0274ba0340a0","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:6e151f2c-1aea-4e9f-8a39-67f32a7a864b","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","All Inserts have been exposed and nail plates removed (caps that came with Ancon fixings should be put back on)"
"9eb01999-4630-5847-acfa-b53c2e2878c0","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:2d6e8696-933b-4cc6-8c77-5022cd7b9a52","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Stitch joints have been jet washed"
"e1f3bc2b-b594-5625-bfbd-0e61e00f0850","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:93b9787d-01fd-4329-b273-ffa611d0b113","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","MF roughening's jet washed"
"0977e5b0-2a9f-5ca6-96c6-a3934854a015","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:914e3e46-ff77-4c1e-9cd6-68e95560cf07","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","NF chamfers and square edges rounded with cup stone"
"8308ee09-5d34-55f0-af6b-c94299df9936","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:29141e77-230c-4730-9ee5-c7e1154f64c7","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Weld plates cleaned (NF weld plates to be cleaned with cup stone)"
"92a61ad8-1e02-5382-8979-f0dd24fe17d4","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:7df3d99b-fd2f-4f5c-b342-49e0c0c77e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Grade 300 starters bent up for transport (only bend starter down if transport height is increased by bending up)"
"3c466b62-1795-516f-bd89-f0403679e075","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:b9226aa3-a7b3-4984-a07e-0eccc606f8b7","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Grade 500 starters are straight"
"21654ee1-574a-59b1-9745-01fe6f5b0381","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:5a662ac8-5324-46be-9f10-a95e8560313c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","NF Quality acceptable (attach photo)"
"0351cc57-633a-5e2a-bea4-5c8387c29dfa","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:62092cdc-b8a7-4c62-8b45-f6a626b21b4d","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","MF Quality acceptable (attach photo)"
"4a729aa7-931d-5b63-adfe-a2c867c8a1f8","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:ce5dad22-2dfd-48f0-965a-ea2f8b68cfd1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Structural repairs required (if yes photograph before)"
"5dc37d91-1b6b-5e44-b97c-4b2824d533ea","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e25f44-1624-4154-bf04-eba35b26b459","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Demould Inspection (Yard QA)","Shop drawing checked off"
"4117c72f-ce5d-5d61-8a25-4f6bf46a3a67","","checkpoint-group","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-02","Overall Panel Quality (Yard QA)"
"177e97d2-8105-5bce-ad8e-b3f60d1c9159","","checkpoint-status","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2:2f318a3d-ca93-4700-8e8d-01f94e206b03","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Overall Panel Quality (Yard QA)","Overall Panel Quality Ratings Recorded Below"
"c591c5cf-d58a-5b43-88b2-3b2d5b200094","","checkpoint-group","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-02","Loading Out (Yard QA)"
"4a9a6cf8-20d8-53a8-9574-e470ea6f23cb","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:0bd8001d-5ed9-4869-ab96-060ed89d02c2","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Loading Out (Yard QA)","Load Docket Given to Driver"
"dcf63486-3ff9-5f33-b5b3-0c6e40951d44","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:e02acfd2-7889-4046-b780-ce16fe02e827","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Loading Out (Yard QA)","Photo take of Panel on Truck"
"d4183d0d-56f0-5304-bb01-577761cdc0ea","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:4c41b5af-368a-4395-8e1b-949e64f5a502","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Loading Out (Yard QA)","No remedial work required on site"
"53ddd32c-6e16-5542-8232-465e33231d7b","","checkpoint-group","work-in-progress","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-02","Test Results, Certificates and Documentation (Reo & Yard QA)"
"84127f98-cbf5-52d9-bbb8-8a3b4f70e2ae","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:1e3071dd-4e8a-4340-b0a5-2bb273e9bf8c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"880d0fd3-2db9-5167-8b8e-f75a659211e7","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:d2c59a81-31c5-4cf1-ad9f-ffb5eae98a87","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"d455b8b4-f94c-5381-85ed-aff333c643b7","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:61db57d7-8ee6-41f7-b4b7-0b4ef3f0109a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-02","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"2b36eaad-0722-4800-949d-28928093f8d4","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-03"
"106fa8e4-eda9-5e83-b444-de90f828d66e","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-03","Precast Element Details"
"2170ebb9-68d8-5f84-b0ac-c76fbef996b2","","checkpoint-status","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9:1932e93b-d3e9-402f-83d0-e322d0c77950","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Precast Element Details","Concrete Details Complete"
"1f5267ff-3fba-5b64-8e04-e81dfb354e68","","checkpoint-group","work-in-progress","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)"
"f03d1f47-34f0-524a-8c04-56457b22f89d","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:21d3dbc3-941c-48c6-a5ee-c5b912086cbb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"c2b7c712-2a10-5caa-b067-b18257be5f6c","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:bb308721-634f-4bbe-84b3-d179a4e31d53","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"25a54a63-f1e4-50ad-b6c6-b039c48418ff","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:61dd630f-70fb-4725-9653-100c8b5910fa","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"67412275-e0ed-5b2a-8ee3-884b2716f175","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:6f468d98-e7a3-4541-956f-64ebaa447fb1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"e687bd15-b920-5cf4-9d6e-b31faee048f2","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:5f0cdd3a-3cf3-4908-a9a4-9f9c9b156a08","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"830fd5a2-0281-5bdf-89fa-8a313120c06e","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:2f4fa979-ff3c-4149-a392-16a2624a489a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"a595ebe2-2264-5489-ad56-cf44079acacd","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:e8337ee1-4b43-4477-897a-dbee87ff9293","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"dc98c46c-3040-5ad0-b907-f32b4ebd5a3a","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:60e24774-6ebd-4386-b1a7-eea778d30cad","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"2a320601-16d6-52c9-9e86-ecbde7db74f5","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:b6cb4e1e-70c6-44ed-9da7-8c45faeb52bb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"fb679689-2569-515a-a3c2-95c662987cc5","","checkpoint-group","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-03","Formwork Set  Up Checks (Tables QA)"
"ab4aad2c-2a39-5cfd-8655-8fd6b0c9d50e","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:d40db9c7-f72c-4b19-90ab-3ec27f928208","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Formwork Set  Up Checks (Tables QA)","Sides Straight & Magnets Fastened"
"e589aedc-3f79-5024-8757-55def3d330a0","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:2b3fa28c-1d02-48bd-b200-601d54771389","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Formwork Set  Up Checks (Tables QA)","Mould Face Clean"
"c49bc518-2c8f-5e02-bd78-0b2b613efa64","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:e6e2a50f-eba6-40cb-9fce-8a4a426d4cf9","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Formwork Set  Up Checks (Tables QA)","Length/Width/Thickness/Cutouts"
"ad11d367-95c7-53e8-a4dc-6b235ba3c9be","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:13fc42e5-8241-4772-aec1-1a316f3a7e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Formwork Set  Up Checks (Tables QA)","Edge Details & Rebates"
"5eb40e58-d8f6-519d-8826-ce8b0b91692f","","checkpoint-status","not-applicable","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:27cc08be-13b6-47e1-ac43-9706d28bba35","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Formwork Set  Up Checks (Tables QA)","MF Weld plates in correct location and siliconed to table"
"6e9c3dcf-6d2c-56cf-8b53-19aff774b639","","checkpoint-group","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)"
"b0b5ee48-4725-50f4-9c32-e56147066ce4","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:047df753-120f-4610-94b6-da1a778ffb3a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","Main Reinforcing"
"14c5aa52-982f-504d-aa71-33c12bccdba9","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:02e1bc10-24ee-4489-a785-f76908e00040","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","Starters"
"aaba5a1d-98b4-5d30-9999-9057132be217","","checkpoint-status","not-applicable","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:cf30138b-9391-404e-9b21-a90eaaddc739","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","Stirrups"
"d34ba306-f0b6-507e-8e9e-6113dcdfc045","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:2c93000e-df16-4f5a-abd6-6dd011d50995","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","Lifters"
"0ef5cf1a-0663-577c-902b-288304c7658c","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:8b61f742-fb4b-49f1-adb7-6a95ea675e1e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"1e03689b-527a-5e0a-8f82-9ba4abb94539","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:d055ca06-4e18-49ac-a1e8-81e7ac04fd05","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","Tie wire Trimmed"
"0d34190f-7fbc-5aa7-bbe1-0a02b91feb46","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:e6f91a9a-a7f7-4310-8447-569cab61266c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","General Photos Attached"
"ac1a9b97-6ef9-578b-a77b-1bcc7f81b2b1","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:3405a17f-5544-4ff9-b719-a98f61a86cc4","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","Concrete Docket Attached"
"7fccfef0-7981-593f-9ed0-74774973c277","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:952645dd-8ca5-4f13-8211-12855b63e93e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"42c3ddbd-34f6-5fa4-96e0-0104fe876a4a","","checkpoint-group","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-03","Post Pour (Table Supervisor)"
"b89afdca-2ea1-596c-8b21-788238cb3996","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:011988be-f85f-4982-ac4e-b38005829f51","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Post Pour (Table Supervisor)","Confirm formwork has not shifted during placing of concrete"
"2b5e0712-430e-578e-a575-663819015a00","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:76ff4f8e-3455-4f9a-b0ba-666b97833255","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Post Pour (Table Supervisor)","Face lifters placed in correct location"
"7c681ca0-e3b1-59f7-a07d-0a9484dc69cf","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:ad8ff1a0-6dec-49f7-9e37-900190a90c67","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Post Pour (Table Supervisor)","Roughening Lines Correct"
"fc91f41a-8a26-517d-b04c-e150cf080380","","checkpoint-group","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-03","Demould Inspection (Yard QA)"
"87364751-d322-50f9-a069-1b28239d0eb2","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e6b064-135b-4970-bc0f-2546302171e5","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-03","Demould Inspection (Yard QA)","Panel correctly labeled (check against shop drawing)"
