"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"599f4f8b-22f3-4d0e-b3f3-728ee02a2fd7","","fail","","folder","TRUE","FALSE","Site QA"
"ed704b45-014f-485e-b3ef-3fec5ea2d7b6","","fail","","folder","TRUE","FALSE","Site QA","Doors"
"8df70a0f-179e-4702-8704-0c7c1355c78d","","fail","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)"
"b57776c5-d087-49bd-b43d-1d6eefec67dc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02"
"a37b4d08-ac8e-4274-b240-e2fd385e4550","","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02","Standard"
"2042c8e7-c547-4937-af95-e909b7e8778e","","pass","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02","Fire Rated"
"443d3c38-f369-4a49-b9e1-b91329485fbe","","work-in-progress","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated"
"5f03b25e-be0e-4155-b812-f767eea04772","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.025.D1"
"86ececa6-8c1f-47ce-8d9b-284220192d2e","","work-in-progress","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.025.D2"
"cb4db73c-d2f7-40ee-94e1-1a6b37f37be5","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.042.D1"
"3bf2c5ce-8cce-4aca-9ed5-afc9f5461620","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.080.D2"
"5eb6dff9-cde2-4057-880f-5f8a5743fe53","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.080.D3"
"fd2e40d4-e231-4ade-9e48-588de4f5901f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.080.D5"
"83eec8cd-6627-4f52-a9eb-d22cf42b5fc9","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.129.D1"
"2e3e2ca0-1594-4d86-be7b-981425e40b4c","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.132.D1"
"42458a8e-6cc3-4790-aa8b-5e55c55d4885","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.133.D1"
"e9be7cf6-bb59-4f95-bf78-192ee878b8ef","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.133.D2"
"b8fbdf1a-300e-4268-8399-1f0fbfc90e65","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.133.D3"
"247a7678-4828-474b-ab8d-6f54227ddeb5","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.134.D1"
"51b4a53e-7ee0-419b-b108-ff2d7c1f47d8","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.136.D1"
"1a6cea1f-7487-4b38-8577-97d447855820","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.136.D2"
"b8272140-0abd-420d-ac4f-5491c259146e","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.137.D1"
"f32b65ff-c57c-4e2a-8dec-c5a475893850","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.139.D1"
"0019caf3-04ce-42aa-9803-7385279d4566","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.140.D1"
"8b02d6de-cc4c-4c67-b3c2-25da09b5ff43","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.156.D1"
"2bfd1636-3eff-41ba-aacb-64fc4e596ecc","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.156.D2"
"c4f3ddeb-5de2-4ae8-b2ea-0f5eca68f9a2","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.163.D1"
"626ee887-8465-4cd6-bc84-1fc8b4229830","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.173.D1"
"aa1a5dc8-a573-4f5d-943c-775bb3807918","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.219.D1"
"065f9246-d89b-4378-add1-688858fc7680","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.253.D2"
"4541a1f2-177a-4fe9-9fcf-b844a2c9f8c0","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.296.D1"
"3514968f-b991-4372-b2f2-16db2a6fb21f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.336.D1"
"45fab866-97c0-41fd-a4c8-7a8b4926962f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.336.D2"
"65445e0c-41a6-4f4f-8c35-203146954bef","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.410.D1"
"2f8ed2dc-0ad1-431a-abe2-38f38652e7f7","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.415.D1"
"62495976-ee99-4400-84d8-53c91add855f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.415.D2"
"162fab0b-5613-42c0-a36e-ed9eeeac6cf5","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.500.D1"
"a0f26445-0618-4d34-9372-ee1617d02bea","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.501.D1"
"6fba68a0-c851-4595-b83e-8de1c66e1b47","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.501.D2"
"7c2f3383-5503-495b-9fce-b805e4ceecb3","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.504.D1"
"3266d63e-bb44-4344-abec-3a2af565be0e","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.504.D2"
"c4001b0d-c30d-47fd-80ce-54fb395babfe","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.516.D2"
"5ddb9122-c9e3-45d6-8ae0-988d47a3af12","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.517.D1"
"6c598606-cade-4db5-8e32-384bf3515b12","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.551.D1"
"3140fe29-300c-465e-b963-8f0dda5b50bd","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.551.D2"
"1a878f2a-7f6b-4595-a5b6-9acc6677e534","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.555.D1"
"60c1422f-1192-45d6-a6a2-efcae70741ef","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.555.D2"
"5cc561d9-86f8-4398-9b29-0b8bb0f1fc09","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.556.D1"
"7170d7b2-3a99-4ab3-a759-c0182305fb0e","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.556.D2"
"f20be53e-3bca-41e6-8e6e-05bd671f6567","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.558.D1"
"f704fd04-9a3f-4629-ad87-722785a3eb10","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.558.D2"
"6f5efe0e-ada2-4a1d-aff0-54e242f56faf","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.558.D3"
"ffcabea6-4eab-4538-89f9-a3fd31ab5346","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.560.D1"
"6a5ca6ca-30a2-4a88-bbd1-1d0ae38d5b67","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.560.D2"
"6d288d03-c273-479c-9500-d7d61a5fb8cd","","work-in-progress","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.560.D2"
"48c15b42-323a-4c8e-8bd8-ca2b16e13b39","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.560.D3"
"bf154a63-38f7-4c6f-80cf-a3b7594d238b","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.570.D1"
"eb2edb4a-15ee-41ba-be90-9d2f1219e425","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.571.D1"
"473f9f4e-3af1-4441-aebb-c7a45bf59af7","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.572.D1"
"83c8b704-26c5-4c9a-8b40-9802e5a905f1","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.573.D1"
"605db23b-184f-4e32-8dfc-4182b7e82dee","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.575.D1"
"350bb761-0aa9-471f-aefd-88c5b3f970fb","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.579.D1"
"d480706e-f837-4026-857a-8dcf1c4a0b19","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.593.D1"
"a4a7925c-9c5a-497f-b5af-cea069f2dbef","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.593.D2"
"a0163522-f5e8-4683-a043-c09d600568f8","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.593.D3"
"8b8d54bb-0526-4585-9a5f-54b247755f5b","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.599.D1"
"4b5ed3d1-7a34-44e1-b25d-e288350d85a8","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.606.D1"
"addd4035-dcac-42d0-bef0-08d37aab4ff3","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.606.D2"
"b8370fda-925b-4842-9880-8a72c538ed11","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.606.D3"
"18b3ed0e-ff92-41c7-aefe-47ba525f726b","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.610.D1"
"0611dc10-16c6-4584-9866-81493d48cad4","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.611.D1"
"2e00f873-1511-4200-9513-e11c59a6c81f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.612.D1"
"ccb0be6b-1739-4349-91bd-4409a4dd6a86","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.615.D1"
"b2ba414a-961e-4fc7-9ccf-5328905ca5d5","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.651.D1"
"f9e8d297-5559-4eb4-adf1-b5d3985b5ac8","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.656.D1"
"9725cd17-0c17-4185-bcca-1cfe58307a00","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.678.D1"
"ecbe5635-d481-4a5d-8f20-54ef0bca1b92","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.R06-L9.D1"
"28eabe0f-41b9-43c9-85d2-d5da4e247bfc","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.SA4.LG.D1"
"e46996f9-b906-43f2-bb60-d769ae7d4a24","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","B1.B.228.D1"
"bfc40556-886a-48b4-a8bd-b2e6486817a1","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.680.D2"
"f5096ce1-12ea-4bb4-a614-4fda21466af5","","pass","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health"
"51a43285-8413-4ebd-855e-2ae029f048c2","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.041.D1"
"c513c7c1-901f-422d-b12e-e6f6b23c64ca","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.041.D2"
"a444dc0f-c450-40d8-b966-882bee713f79","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.042.D2"
"5d2aca74-f00b-460f-9453-08977945a77a","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.043.D1"
"9230c3d1-eb28-44bd-8153-13f508c9db78","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.043.D2"
"5d1143f3-e376-4eab-a879-7121b88e9909","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.044.D1"
"b638261b-62ad-40ce-9a6c-99797719eff1","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.045.D1"
"984c837d-265d-4429-afa8-68bc7c6c89e4","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.046.D1"
"1704ab09-b367-4eab-b3b8-1cd2715dd8d6","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.047.D1"
"584389d1-20bd-45c2-9cb3-296d8c35a5e2","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.056.D1"
"7fda04f8-1290-4368-bea6-5147f5797a7b","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.057.D1"
"28ca9a66-4c44-4a60-8096-72237f438d21","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.058.D1"
"914460b3-1b1d-4c68-ba62-37297adbf5d0","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.059.D1"
"abc55e62-bb1e-4a58-bb33-22041f5d93a2","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.060.D1"
"9ca9a93b-f778-40f2-9f5c-14bbb44260c1","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.060.D2"
"427acdac-6d1b-4e23-a895-f00b7e6f2338","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.061.D1"
"b6d80783-bbd9-41fe-9edf-067f5b131b68","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.061.D2"
"a95b6f37-1fbc-4edc-963e-7f9dc50a2683","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.065.D1"
"e301be8e-dc46-4316-b217-7955a47ec5c2","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.065.D2"
"d3c93a13-8572-4da7-853a-3e102586e657","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.158.D1"
"a7e07a55-8025-4ec9-8264-46ff08315ff3","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground","Mental Health","LG.B.042.D1"
"be726a56-7f08-42f4-b85f-87c2ef5f13d7","","work-in-progress","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine"
"7dfeab57-7751-4309-8da3-8273b28335dd","","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Standard"
"3c7d2259-1aee-4291-8622-4a775025242d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated"
"13d443c6-97c8-4d0a-81db-a6bd73292052","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated","LM.B.172.D1"
"76ddc5ea-8187-4580-830c-ac9b625de842","","work-in-progress","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated","LM.B.501.D2"
"735d2637-42a4-4492-bb05-da5085aab89d","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated","LM.B.505.D1"
"810264d5-e0d7-49fa-9245-97b3115b8549","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated","LM.B.506.D1"
"e09fab6a-4023-4d13-a68e-251733f68eb5","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated","LM.B.582.D1"
"0bbf9223-3025-4125-9c6a-6663bd9ab579","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated","LM.B.583.D1"
"1424d80f-cab4-4ac7-8b17-edd4a5bc356a","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated","LM.B.584.D1"
"4d4638cc-430a-4e1b-aee6-4afcfaa70fab","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Lower Ground Mezzanine","Fire Rated","LM.B.586.D1"
