"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"599f4f8b-22f3-4d0e-b3f3-728ee02a2fd7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"8df70a0f-179e-4702-8704-0c7c1355c78d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Zone A (Building B)"
"b57776c5-d087-49bd-b43d-1d6eefec67dc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Basement 02"
"a37b4d08-ac8e-4274-b240-e2fd385e4550","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Basement 02","Standard"
"2042c8e7-c547-4937-af95-e909b7e8778e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Basement 02","Fire Rated"
"eaa9fc9d-d591-4f44-9cf7-cd462f0824e2","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Standard"
"b82cea36-9ebd-4dbf-91ce-af62bacbd74e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Lead Lined"
"c34c058a-7453-48b8-a842-0beb80cf6159","","checklist-sectioned","not-started","Lead Lined Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Lead Lined","LG.B.131.D1"
"7a8a1082-e9d2-4d07-bbe7-6afa7f53f6de","","checklist-sectioned","not-started","Lead Lined Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Lead Lined","LG.B.131.D2"
"3adcf21c-6455-4f18-97a5-f772f64b5420","","checklist-sectioned","not-started","Lead Lined Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Lead Lined","LG.B.213.D2"
"84bfd007-af0c-461c-a026-d4735faecfa4","","checklist-sectioned","not-started","Lead Lined Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Lead Lined","LG.B.213.D3"
"7e800272-4d6d-4906-ba26-60aff26be9cf","","checklist-sectioned","not-started","Lead Lined Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Lead Lined","LG.B.225.D1"
"aa604b28-7b0b-4da6-b23a-1751cd2c5192","","checklist-sectioned","not-started","Lead Lined Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Lead Lined","LG.B.225.D2"
"443d3c38-f369-4a49-b9e1-b91329485fbe","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated"
"5f03b25e-be0e-4155-b812-f767eea04772","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.025.D1"
"86ececa6-8c1f-47ce-8d9b-284220192d2e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.025.D2"
"cb4db73c-d2f7-40ee-94e1-1a6b37f37be5","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.042.D1"
"3bf2c5ce-8cce-4aca-9ed5-afc9f5461620","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.080.D2"
"5eb6dff9-cde2-4057-880f-5f8a5743fe53","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.080.D3"
"fd2e40d4-e231-4ade-9e48-588de4f5901f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.080.D5"
"074fe2f1-9422-4954-9bc9-9f62b06e8229","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.093.D1"
"83eec8cd-6627-4f52-a9eb-d22cf42b5fc9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.129.D1"
"2e3e2ca0-1594-4d86-be7b-981425e40b4c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.132.D1"
"42458a8e-6cc3-4790-aa8b-5e55c55d4885","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.133.D1"
"e9be7cf6-bb59-4f95-bf78-192ee878b8ef","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.133.D2"
"b8fbdf1a-300e-4268-8399-1f0fbfc90e65","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.133.D3"
"247a7678-4828-474b-ab8d-6f54227ddeb5","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.134.D1"
"51b4a53e-7ee0-419b-b108-ff2d7c1f47d8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.136.D1"
"1a6cea1f-7487-4b38-8577-97d447855820","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.136.D2"
"b8272140-0abd-420d-ac4f-5491c259146e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.137.D1"
"f32b65ff-c57c-4e2a-8dec-c5a475893850","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.139.D1"
"0019caf3-04ce-42aa-9803-7385279d4566","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.140.D1"
"8b02d6de-cc4c-4c67-b3c2-25da09b5ff43","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.156.D1"
"2bfd1636-3eff-41ba-aacb-64fc4e596ecc","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.156.D2"
"c4f3ddeb-5de2-4ae8-b2ea-0f5eca68f9a2","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.163.D1"
"626ee887-8465-4cd6-bc84-1fc8b4229830","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.173.D1"
"aa1a5dc8-a573-4f5d-943c-775bb3807918","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.219.D1"
"065f9246-d89b-4378-add1-688858fc7680","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.253.D2"
"4541a1f2-177a-4fe9-9fcf-b844a2c9f8c0","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.296.D1"
"3514968f-b991-4372-b2f2-16db2a6fb21f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.336.D1"
"45fab866-97c0-41fd-a4c8-7a8b4926962f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.336.D2"
"65445e0c-41a6-4f4f-8c35-203146954bef","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.410.D1"
"2f8ed2dc-0ad1-431a-abe2-38f38652e7f7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.415.D1"
"62495976-ee99-4400-84d8-53c91add855f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.415.D2"
"162fab0b-5613-42c0-a36e-ed9eeeac6cf5","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.500.D1"
"a0f26445-0618-4d34-9372-ee1617d02bea","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.501.D1"
"6fba68a0-c851-4595-b83e-8de1c66e1b47","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.501.D2"
"7c2f3383-5503-495b-9fce-b805e4ceecb3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.504.D1"
"3266d63e-bb44-4344-abec-3a2af565be0e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.504.D2"
"67986fe6-21df-4d29-b390-1a3be7cd38e3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.513.D1"
"e4d929c8-a9b7-4fd1-be9a-ebdb0b5484fc","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.513.D2"
"3e76fe40-36f4-46d2-8df5-2ae3fd55598a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.513.D3"
"c4001b0d-c30d-47fd-80ce-54fb395babfe","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.516.D2"
"5ddb9122-c9e3-45d6-8ae0-988d47a3af12","","checklist-sectioned","work-in-progress","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.517.D1"
"5b738715-16e4-4f68-90e9-7c2f993f0384","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.550.D1"
"6c598606-cade-4db5-8e32-384bf3515b12","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.551.D1"
"3140fe29-300c-465e-b963-8f0dda5b50bd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.551.D2"
"1a878f2a-7f6b-4595-a5b6-9acc6677e534","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.555.D1"
"60c1422f-1192-45d6-a6a2-efcae70741ef","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.555.D2"
"5cc561d9-86f8-4398-9b29-0b8bb0f1fc09","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.556.D1"
"7170d7b2-3a99-4ab3-a759-c0182305fb0e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.556.D2"
"f20be53e-3bca-41e6-8e6e-05bd671f6567","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.558.D1"
"f704fd04-9a3f-4629-ad87-722785a3eb10","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.558.D2"
"6f5efe0e-ada2-4a1d-aff0-54e242f56faf","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.558.D3"
"ffcabea6-4eab-4538-89f9-a3fd31ab5346","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.560.D1"
"6a5ca6ca-30a2-4a88-bbd1-1d0ae38d5b67","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.560.D2"
"6d288d03-c273-479c-9500-d7d61a5fb8cd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.560.D2"
"48c15b42-323a-4c8e-8bd8-ca2b16e13b39","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.560.D3"
"bf154a63-38f7-4c6f-80cf-a3b7594d238b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.570.D1"
"eb2edb4a-15ee-41ba-be90-9d2f1219e425","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.571.D1"
"473f9f4e-3af1-4441-aebb-c7a45bf59af7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.572.D1"
"83c8b704-26c5-4c9a-8b40-9802e5a905f1","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.573.D1"
"605db23b-184f-4e32-8dfc-4182b7e82dee","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.575.D1"
"350bb761-0aa9-471f-aefd-88c5b3f970fb","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.579.D1"
"d480706e-f837-4026-857a-8dcf1c4a0b19","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.593.D1"
"a4a7925c-9c5a-497f-b5af-cea069f2dbef","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.593.D2"
"a0163522-f5e8-4683-a043-c09d600568f8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.593.D3"
"8b8d54bb-0526-4585-9a5f-54b247755f5b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.599.D1"
"4b5ed3d1-7a34-44e1-b25d-e288350d85a8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.606.D1"
"addd4035-dcac-42d0-bef0-08d37aab4ff3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.606.D2"
"b8370fda-925b-4842-9880-8a72c538ed11","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.606.D3"
"5504e032-089a-42c8-bb65-7280cdf32cb0","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.607.D1"
"8251a45c-67ba-4433-af02-36fa903fe394","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.607.D2"
"18b3ed0e-ff92-41c7-aefe-47ba525f726b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.610.D1"
"0611dc10-16c6-4584-9866-81493d48cad4","","checklist-sectioned","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.611.D1"
"2e00f873-1511-4200-9513-e11c59a6c81f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.612.D1"
"ccb0be6b-1739-4349-91bd-4409a4dd6a86","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.615.D1"
"78e1699f-58be-47e0-ab87-0aa613e9b03d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.615.D2"
"445453ae-e8d2-4346-8ed7-592297a2e94a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.615.D3"
"14cfab85-ac79-4899-b5e6-e8236cd491b3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.615.D4"
"b2ba414a-961e-4fc7-9ccf-5328905ca5d5","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.651.D1"
"f9e8d297-5559-4eb4-adf1-b5d3985b5ac8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.656.D1"
"9725cd17-0c17-4185-bcca-1cfe58307a00","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.678.D1"
"ecbe5635-d481-4a5d-8f20-54ef0bca1b92","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.R06-L9.D1"
"28eabe0f-41b9-43c9-85d2-d5da4e247bfc","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","LG.B.SA4.LG.D1"
"e46996f9-b906-43f2-bb60-d769ae7d4a24","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Lower Ground","Fire Rated","B1.B.228.D1"
