"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e165698e-5a7f-4c94-b00f-d41b6ed9d3e2","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"09bb6d48-54b8-419f-aeff-2ed4760c089f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations"
"82ea0af4-59f7-47d4-9420-61eb36e4d425","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A"
"cd9a533c-8f20-456d-9654-2b17a069f052","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings"
"1b201aef-dbb9-4a9d-964d-5661923ed023","Child Concrete - Pre Pour(37a3351c-6c92-59ff-9e57-48aba8f6ec77) -- Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour","checklist","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17"
"37a3351c-6c92-59ff-9e57-48aba8f6ec77","Child Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17","Concrete - Pre Pour"
"f4476ced-34a2-5eff-8d9d-5907d31cb1be","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pre Pour","Formwork - Correct Dimensions & Heights"
"de9171ac-44c7-51e2-987d-f324e598692b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pre Pour","Formwork cleaned, oiled and braced sufficiently"
"42003fa9-1897-5068-9e42-f0b05d492c2f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pre Pour","Any/All cast in items checked / correct (location and size)"
"fb564682-8b38-5f8e-8d6b-e92e5f150b76","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pre Pour","Penetrations correctly formed/located, checked and accurate"
"a26abcfa-ae05-5cfe-b4dd-ffc2d5b2b878","DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pre Pour","Reinforcing checked and correct"
"b854f92f-fd27-5abb-8bff-d4db3b6495f6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pre Pour","Waterproofing (checked and correct)"
"a1cb0f21-96dc-5b23-b2c7-da0b556c389b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"9de580ff-a974-5aee-8807-52b67a06916a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"e596a2f4-c555-5856-89aa-07a7eb8a919a","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pour /Post Pour"
"d12faf46-bd83-5736-869c-29e1d1d7cfc8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"6c2ac00a-dab7-5824-8ca6-4e5429e0d793","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"66728540-937a-54bf-8eee-9a3d9af7183d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
"b51d1a0c-d7b4-5db6-8e6c-9e7a59461ea8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B footingsB3+ to B5 BA BB","Concrete - Pour /Post Pour","Concrete Pour completed correctly to specification & within tolerance in respective area(s) (photographic evidence provided below)"
"7e62acd9-b3ed-4933-ac0b-07e64cc41f5d","Child Concrete - Pre Pour(e8d2d32f-7019-506f-8ccf-a5011115f6d0) -- Reinforcing checked and correct(94b874b0-9c08-57a8-ae62-19a793a119be): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour","checklist","FALSE","FALSE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY"
"e8d2d32f-7019-506f-8ccf-a5011115f6d0","Child Reinforcing checked and correct(94b874b0-9c08-57a8-ae62-19a793a119be): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour"
"35dfa46b-fb77-5a2b-9c5e-d3c9b8430017","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Area Accessible & Approval to start"
"aa1d205d-5a12-56fd-b008-7aeaca71ea00","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Formwork - Correct Dimensions & Heights"
"77e768be-231f-5264-92d2-1d159d3090d1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Formwork cleaned, oiled and braced sufficiently"
"fa1d241c-6c9d-53de-9817-be107ef49940","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Any/All cast in items checked / correct (location and size)"
"65e44b7b-acbd-5b13-8366-7fe9b6484451","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Penetrations correctly formed/located, checked and accurate"
"94b874b0-9c08-57a8-ae62-19a793a119be","DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Reinforcing checked and correct"
"839ed23b-3c8e-518e-8b13-3055caf22c3a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Waterproofing (checked and correct)"
"889e0446-7ec0-56dd-b2ac-e57d039f5fd3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"b900d247-1a35-5db7-851e-357e681daa9b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"694fd014-6347-51c6-87a7-089d1ec42476","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pour /Post Pour"
"ca887457-76a1-50d2-8b81-9f3935d05878","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"e3e1ba4a-5aeb-5186-a36a-bb493a7dac1d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"872f055a-2ebc-54af-b6f2-e65438417b93","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
"c755b191-2aa1-53e8-aa28-02ad9e670ad5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Block B1-B3 BX BY","Concrete - Pour /Post Pour","Concrete Pour completed correctly to specification & within tolerance in respective area(s) (photographic evidence provided below)"
"37bad554-4014-4dc2-996b-84180de9f8b5","Child Concrete - Pre Pour(24fdfb70-095f-502c-bdb0-946f3fc7fb5d) -- Reinforcing checked and correct(2d96cf8c-fc1e-5e62-8287-3f744d485b77): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour","checklist","FALSE","FALSE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings"
"24fdfb70-095f-502c-bdb0-946f3fc7fb5d","Child Reinforcing checked and correct(2d96cf8c-fc1e-5e62-8287-3f744d485b77): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour"
"7dced353-4dc2-5cc9-86b0-eadce79b53e4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Area Accessible & Approval to start"
"50ca4743-a3fc-579d-91b5-294820f6aea5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Formwork - Correct Dimensions & Heights"
"93a16c8a-3633-55a2-9825-ee84e0906e17","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Formwork cleaned, oiled and braced sufficiently"
"b07fb82e-8d27-5302-a6e6-8dc475457b0a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Any/All cast in items checked / correct (location and size)"
"fa3a130e-2c3b-5647-a23b-5e00d3197916","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Penetrations correctly formed/located, checked and accurate"
"2d96cf8c-fc1e-5e62-8287-3f744d485b77","DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Reinforcing checked and correct"
"6dd20350-c976-5d30-bbb6-1558353e6652","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Waterproofing (checked and correct)"
"4a52d2c2-6620-59e9-8ff7-19a103b627f3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"b4be2c63-02d2-5350-9fce-5f214b7b0ae1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"7d28f782-581a-594f-ac7f-ad301805df7f","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pour /Post Pour"
"804ae9d3-07f6-52e0-aa0c-36393b513509","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"e19986db-ce61-529a-b80a-617bfa49a12f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"8ecb67d6-0b1a-563c-851d-499b2c86fa33","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
"1551d157-b078-5305-887d-761babe5b1d3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block B","Concrete Foundations/Footings","Concrete Pour for Area:Toe footings","Concrete - Pour /Post Pour","Concrete Pour completed correctly to specification & within tolerance in respective area(s) (photographic evidence provided below)"
"879f91a0-8e01-4fdc-ab7f-764b90b4cd4d","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block C"
"a35764ad-012e-4e6f-9195-4dcc2f2a730e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block C","Concrete Foundations/Footings"
"09194ce8-f95b-4711-9bc2-e584828c5ff8","Child Concrete - Pre Pour(2e40a127-6dcc-50bc-93e3-19b06d9fefff) -- Reinforcing checked and correct(672ec3b1-17fa-5d42-bf24-84aad880ad83): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour","checklist","FALSE","FALSE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB"
"2e40a127-6dcc-50bc-93e3-19b06d9fefff","Child Reinforcing checked and correct(672ec3b1-17fa-5d42-bf24-84aad880ad83): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour"
"df76c5a3-df38-51e4-8d79-5dc62ce58f40","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Area Accessible & Approval to start"
"4975bb8b-7747-538b-a9a4-a3870f4c18a4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Formwork - Correct Dimensions & Heights"
"712801d5-be00-52b1-8ca4-71072eedbefd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Formwork cleaned, oiled and braced sufficiently"
"2a518364-f833-5a40-a226-9360780cdee9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Any/All cast in items checked / correct (location and size)"
"449cad20-cde1-59a2-85c0-3ad90b064217","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Penetrations correctly formed/located, checked and accurate"
"672ec3b1-17fa-5d42-bf24-84aad880ad83","DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Reinforcing checked and correct"
"945d29de-fc92-51b9-a1fb-ff847dbc787f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Waterproofing (checked and correct)"
"d6c6a7d8-ae54-5c23-bc26-e3ec0226d796","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"cd6166a5-a519-5ca7-9fb6-94ad8dd2d965","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"530fc4f2-84de-5521-8b9d-0e2b8d368fdf","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pour /Post Pour"
"faed85ba-eed0-52c0-9f1c-8cc737cdf8ca","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"107c969b-fd3e-5485-8740-6e0e397f2355","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"5098b220-413f-5e2e-83c8-9b1d6f0a8d78","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Foundations","Block C","Concrete Foundations/Footings","Concrete Pour for Area:Block C FootingsC1-C8 CA-CB","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
