"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"10a353ae-59c5-4eb5-a430-4f310e17c290","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil"
"09961241-9785-428d-af94-a905941a5ee2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage"
"dc2aec0e-58a5-4c78-b1fc-967eabb3fb7c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater"
"4f49ebcd-04e8-47ca-84f0-26037017b032","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes"
"e4e80314-b341-42a2-a28f-d4995e38c6dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Manholes 1."
"ff60b677-4353-4bd7-828d-638a619d6cab","","folder-normal","not-started","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Maholes 6."
"f4a3ae1c-cf63-45fd-ae63-b042082a5de2","","checklist-sectioned","not-started","7f9246cab38bb4cd86bac5efede2b7cf9b70737cd32c9a0b5e122adc405c8168","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Maholes 6.","CP 6.1.a"
"6300e183-d1be-4e46-98c9-ece19b4bfa64","","checklist-sectioned","not-started","7f9246cab38bb4cd86bac5efede2b7cf9b70737cd32c9a0b5e122adc405c8168","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Maholes 6.","CP 6.1.b"
"266c5c46-8569-41f8-9064-48cc184e2121","","checklist-sectioned","not-started","7f9246cab38bb4cd86bac5efede2b7cf9b70737cd32c9a0b5e122adc405c8168","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Maholes 6.","CP 6.3.a"
"51a124c6-7390-46b3-a5c4-865b975474eb","","checklist-sectioned","not-started","7f9246cab38bb4cd86bac5efede2b7cf9b70737cd32c9a0b5e122adc405c8168","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Maholes 6.","Manhole 6.1"
"ed8dc815-ea9d-497f-afc4-429d451d2555","","checklist-sectioned","not-started","7f9246cab38bb4cd86bac5efede2b7cf9b70737cd32c9a0b5e122adc405c8168","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Maholes 6.","Manhole 6.2"
"087c179f-cadc-4023-ac0c-fe348b3d31fd","","checklist-sectioned","not-started","7f9246cab38bb4cd86bac5efede2b7cf9b70737cd32c9a0b5e122adc405c8168","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Maholes 6.","Manhole 6.3"
"f50b76e7-578a-4061-ba12-7fe85cc338d0","","folder-normal","not-started","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines"
"ffa27e16-ad6d-4382-a60c-601157137fa3","","folder-normal","not-started","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes"
"e468b06f-27d0-4827-a27e-e4c1cc40572a","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.0 - 1.0.A"
"67df37b2-b19a-4d36-8b76-a7769876aaad","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.0 - CP 1.0.a"
"7ea9ada6-5f3f-491f-96b2-cb60ba0f48c7","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.0.1 - 1.0"
"9812f3b5-d820-41dc-a6c6-27589271f86d","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.0.A - 1.1"
"70136fda-e947-4bd5-acd3-bfb6806c2770","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.0.A - CP 1.0.A.a"
"12caf738-9f26-41ca-b05f-b50490de1559","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.1 - 1.1.A"
"8e6988e5-aa56-4f91-a981-9a9b1f4699fc","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.1.A - 1.2"
"1f4850b2-8460-412e-9a2a-fa4b3bdbe34c","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.1.A - CP 1.2.c"
"3eeceb34-db04-434c-a9a5-92a45788e048","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.2 - 1.2.1"
"69dffab8-c298-45f8-abfa-4967a7457b5d","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.2 - 1.3"
"b7661e12-a2e6-414c-8ce6-b47d001b9681","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.2 - CP 1.2.b"
"ccef880d-51c2-451f-8708-2b8ec8c9db7f","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.3 - 1.3.1"
"37ca1ea8-3db6-47f6-8c36-db622da323b7","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.3 - 1.4"
"c8738ad7-2e76-4aa8-8d59-0ec29954d4b8","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.3 - CP 1.3.a"
"3f4718ba-ea23-4479-97bf-ea481444c765","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.3.1 - Tank A"
"b8d479c3-74fc-4633-9057-7cfa28ad5dd6","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.4 - 1.5"
"ed871979-12f4-4083-a11e-ee210afcb73e","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.5 - 1.5.1"
"5b54b6d6-ac44-4a32-bc8a-2b59db610bbd","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.5 - 1.5.2"
"cee624bd-f546-42e4-9ed5-2f580bfaa3f8","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.5 - 1.5.3"
"b299cdea-cc73-4ddc-9fc5-6cbd188189f3","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.5 - 1.6"
"a9bb64b4-f0a0-419c-97af-06126ad47b04","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe 1.5.3 - Tank A"
"f8b7a332-c948-491f-b5db-6eaf96b1e2e6","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe CP 1.0.1.a - 1.0.1"
"c5019750-8924-4c73-a069-9b3a728985df","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 1. Manholes","Pipe CP 1.2.a - 1.2.1/1.2"
"5b585dbb-b620-4b25-b5ff-f8ed274ac6ee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 2. Manholes"
"2adcc6c7-3102-4674-87a5-c79fa30c5e52","","folder-normal","not-started","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes"
"5331fc55-6487-4222-8ed0-a3ed08542b02","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.10 - CP 3.10.a"
"6c925d31-7afa-415d-8e02-23a2aff74511","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.3 - 3.3.1"
"078120be-2075-46ec-a159-6a6d1e1f2ee9","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.3 - 3.4"
"432bf217-4611-4e05-9e71-88e1cde294cc","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.4 - 3.5"
"98929755-fcab-4f0a-82d1-a583dbd09dd1","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.4 - CP 3.4.a"
"a67e2456-9755-4a9b-84d8-aaa0d6291841","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.5 - 3.5.A"
"cbb9f155-9441-4d4f-bfe5-aae376067fc3","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.5.A - 3.5.A.1"
"9e49564c-bde2-44ff-ba42-18aa87441132","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.5.A - 3.6"
"567def54-421e-490a-b7c6-4fdc252c2edc","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.5.A.1 - Tank C"
"ede5a42e-6761-4960-8f9f-eda693dac24b","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6 - 3.6.1"
"2616b119-f43b-48c3-b5b4-decc5394fb43","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6 - 3.6.A"
"7b32c3bd-d61e-4912-a4e5-cf6a5aff99e7","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6.1 - Tank B"
"6844646c-65b1-4e95-8a10-5836b0071d55","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6.A - 3.6.A.1"
"3ad694d1-9ac4-461e-8329-fc338571f483","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6.A - 3.6.B"
"b5d62216-23a6-441c-a309-3aa080f3772f","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6.A - CP 3.6.a"
"503d2382-26b2-4c2c-92f2-896aa2ff0b98","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6.A.1 - 3.6.A.2"
"ac7bd15a-62e4-425e-b6aa-1499ccc02b2f","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6.A.2 - 3.6.A.3"
"6caa83c1-2cff-4f97-82f0-22e08690463c","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.6.B - 3.7"
"a85f7089-358b-463d-bda1-8bf95ada6de5","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7 - 3.7.1"
"e4828d0c-5086-466c-8a3b-63a0331aed39","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7 - 3.7.A"
"fbaad242-0319-4f28-85d7-522c55c3ea7f","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7 - Tank B"
"74fbebe5-0e2e-458a-b290-e1add46e75e5","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.1 - 3.7.2"
"30ef164f-50f3-495a-a729-808dd6169410","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.1 - CP 3.7.1.a"
"4c4cd839-b29c-4572-98e0-8121f17d6bfb","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.2 - 3.7.3"
"bb2938d9-8774-459a-8790-4b2db8f60887","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.2 - CP 3.7.2.a"
"a4d1d263-f2d0-4b0b-a856-948f0ce0c79f","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.3 - 3.7.4"
"bf5847b7-f3df-44c6-bc51-90e67ef65dc4","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.3 - CP 3.7.3.a"
"7410bbc2-3459-4cef-92a8-94a678fb063a","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.4 - 3.7.5"
"9aa2c73a-6872-4583-8d90-5937e68dd27d","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.4 - CP 3.7.4.a"
"77b15d33-c803-4e75-a4ec-d26bc2b39b2c","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.4 - CP 3.7.4.b"
"d69d1c6f-26d7-47f8-957d-c05c9b7a8eb6","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.5 - 3.7.6"
"c1175e9c-f07e-4c1d-a752-27d07b24d997","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.5 - CP 3.7.5.a"
"b796fb25-668e-423f-8e3b-11c0a108b60c","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.6 - 3.7.7"
"ed494e4c-6301-49c7-aad5-6a419e6025fb","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.6 - CP 3.7.6.a"
"5a613693-0f0c-47cd-a8d7-0c0878c5c19b","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.7 - 3.7.8"
"69220096-4670-42e7-bb5a-b417c231cbdf","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.7 - CP 3.7.7.a"
"874dd750-c064-4e96-8ece-157d1c4f0870","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.8 - 3.7.9"
"39e65824-7ded-4633-9cc4-3c5856400445","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.8 - CP 3.7.8.a"
"1c0bc7f2-14f4-450c-87e0-a9bb300601f3","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.9 - CP 3.7.9.a"
"5de8e676-b71b-43a6-9af9-9419be39ce73","","checklist-sectioned","not-started","211c296f890147bd6c1b8771dfe02b1dd5671406e74b26fccce0271580a795e8","checklist","FALSE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Pipelines","Connected to 3. Manholes","Pipe 3.7.A - 3.7.B"
