"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d4cd0c-6ca6-4820-873a-9696a88fa175","","folder-normal","work-in-progress","","step","FALSE","FALSE","Project QA"
"fcbe85ba-d898-4d27-b258-8f1403c64eaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding"
"1f5e1ac6-71f8-4e06-8cb8-41a0d35002c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof"
"44c7b785-d428-4726-ab04-a558e38df940","","checklist-flat","work-in-progress","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Install perimeter edge protection"
"f89693b4-97c3-57d5-a3da-c2e74960f43c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Final HDP Board","Installation Completed"
"9efb4527-3cca-5504-af25-50cf3eb5a3f5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Final HDP Board","SubCon QA /Consultant Inspection."
"3151c9de-7387-5110-974e-95ab7a11f0dd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Final HDP Board","Commissioning"
"c4876af1-8d97-59f4-a1e3-50979114ba90","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Final HDP Board","SBC QA"
"832d3dfb-57e6-4d4c-ae53-7611a7901be0","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Dress Fibretite to Gutter and Install Pressue Bar"
"b2cf7919-f544-55f0-8f34-a22e0ce695e2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Dress Fibretite to Gutter and Install Pressue Bar","Installation Completed"
"d9bf57dd-7bb2-5d96-98fd-48fd73215eae","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Dress Fibretite to Gutter and Install Pressue Bar","SubCon QA /Consultant Inspection."
"9acf39a8-5e6c-5176-999d-ee24360d74bf","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Dress Fibretite to Gutter and Install Pressue Bar","Commissioning"
"64f5a71a-ffaa-5f88-bc9e-2299847b4372","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Dress Fibretite to Gutter and Install Pressue Bar","SBC QA"
"09d43062-8a62-4426-b77c-792a17d6fc9e","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre"
"970009ae-dd18-47b5-9ac1-4d735dacfcf4","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Scaffold Install"
"78b98b73-c23b-56b2-9243-ecf5ec0d4e62","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Scaffold Install","Installation Completed"
"04622f33-3585-550e-bc80-3984f1a6164a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Scaffold Install","SubCon QA /Consultant Inspection."
"a7439970-158c-55ef-a3ab-22d967338b19","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Scaffold Install","Commissioning"
"02333011-e17e-56b3-9083-40f93cd4cf6d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Scaffold Install","SBC QA"
"ab186720-bb56-45de-bbbe-b75d3e1c029f","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Clear Opening Formed"
"7622112b-303f-5a76-9a0e-fee7aa48e5ec","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Clear Opening Formed","Installation Completed"
"7a667388-17c5-571c-9cd7-3eb0eb210deb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Clear Opening Formed","SubCon QA /Consultant Inspection."
"80ad0dd3-3f6b-58df-bf8f-b6218304de6e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Clear Opening Formed","Commissioning"
"18ff89de-a6b6-55a8-b57f-623820462821","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Clear Opening Formed","SBC QA"
"27a02db2-a526-4b90-bd91-6ec77f0fa561","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Primary Frame"
"edf3eacd-317d-5c5f-bf92-7179aa87a4f2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Primary Frame","Installation Completed"
"c9586cdd-7371-546d-90c1-fe72fe9065cb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Primary Frame","SubCon QA /Consultant Inspection."
"baba6d66-8a52-5bf8-8878-ad6a6c2cbea8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Primary Frame","Commissioning"
"155dff5d-ec8d-5d62-ac2c-c49536d62b32","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Primary Frame","SBC QA"
"e6107bf0-072b-475c-98f8-028dc2ccc0dd","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Louvre Baldes"
"1b21e94b-6944-5a9b-8e21-ff7bf5dc4870","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Louvre Baldes","Installation Completed"
"412228b1-fca1-57d9-a825-b40174444ba2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Louvre Baldes","SubCon QA /Consultant Inspection."
"bb0bb90b-ff80-5770-9927-cf4114a47bf6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Louvre Baldes","Commissioning"
"69e0d975-de15-5b03-8313-adf470d51b7d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Install Louvre Baldes","SBC QA"
"bdc1cb1b-7a03-498f-9fb1-454bde18bd31","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Remove Scaffold"
"727323d4-c7cd-5a94-a33d-0374dbc8b5de","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Remove Scaffold","Installation Completed"
"06f5afeb-ba2b-54e3-8b44-e6a073c80c9b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Remove Scaffold","SubCon QA /Consultant Inspection."
"5ddfee7f-1a0b-5b64-8c2b-020db389794c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Remove Scaffold","Commissioning"
"a14875e5-4cb3-5b53-893e-026254639aa8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Remove Scaffold","SBC QA"
"6e5413e9-6dca-4137-89d8-b563803dd1ea","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators"
"d34f6f2a-487f-4f7f-ae75-474300839679","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Shrink Wrap"
"caf10b27-88e3-528a-bb5e-7238a10c1f60","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Shrink Wrap","Installation Completed"
"02f6d7f8-da63-5089-b379-bfdd00041755","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Shrink Wrap","SubCon QA /Consultant Inspection."
"173d1578-1bb1-5219-a326-d5d23c75f683","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Shrink Wrap","Commissioning"
"6d8b4177-5c0a-562a-8f14-8066c96253a1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Shrink Wrap","SBC QA"
"1f080dc8-8b19-4861-8a2e-7b4a79096e23","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Membrane Complete"
"aa464ead-3630-5778-a628-d92ec7edcaa5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Membrane Complete","Installation Completed"
"e086ea72-8361-5ed2-9844-675a4ed422c3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Membrane Complete","SubCon QA /Consultant Inspection."
"9e1a753d-51b9-5042-ab9e-906e11c70641","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Membrane Complete","Commissioning"
"da5b1c22-2844-5daa-94c5-5f63e90c11e8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Membrane Complete","SBC QA"
"90b1726f-0956-464c-97a5-e0248a1f4869","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","EAF Plenium Cladding x1 Side to be left open"
"cf11c6a3-1e87-59f9-9f55-826da0e343de","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","EAF Plenium Cladding x1 Side to be left open","Installation Completed"
"6af7832e-3cf0-5097-9f61-ec384f9e8a01","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","EAF Plenium Cladding x1 Side to be left open","SubCon QA /Consultant Inspection."
"35674f71-4af9-52fe-ac6b-82d30f3a80bf","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","EAF Plenium Cladding x1 Side to be left open","Commissioning"
"8a734b33-084c-5f25-a10b-0268ec62f08d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","EAF Plenium Cladding x1 Side to be left open","SBC QA"
"b4c7db42-2b04-4866-9563-a8c56ba86803","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan x7"
"298f28b8-258a-5e3f-aacd-8106e476c0ed","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan x7","Installation Completed"
"c5d87538-0b9f-5ac1-b243-12eed6eb32fa","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan x7","SubCon QA /Consultant Inspection."
"c890f9c6-df13-5c13-a14a-2a588b90405b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan x7","Commissioning"
"7a792911-cb23-5288-9f19-bf4241878338","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan x7","SBC QA"
"42ab14eb-f485-47dd-8f42-5daab55ef6e2","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan 2nd fix"
"61e4259a-b845-5b0c-8c5b-ae16945cc88e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan 2nd fix","Installation Completed"
"ad658953-d225-5cc7-830b-10b6caeb2ff1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan 2nd fix","SubCon QA /Consultant Inspection."
"96ffb4bb-5c6f-5ff6-9b9b-aa2e068f3036","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan 2nd fix","Commissioning"
"210cf62c-9ab0-5b20-84ec-bce9457e7510","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","EAF Enclosures Genenerators","Extract Air Fan 2nd fix","SBC QA"
"110a9626-5e07-4bfc-8e29-b9a41698e395","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations"
"94756fb5-7b13-4a55-a505-1027114e56e4","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Roofing Membrane Complete"
"75f29f1f-190f-5aa1-8248-e1217674d200","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Roofing Membrane Complete","Installation Completed"
"a3e096b6-d8fa-5197-aef8-7aa13871a593","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Roofing Membrane Complete","SubCon QA /Consultant Inspection."
"72e8a404-8659-5f36-80f7-8abccaaebd70","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Roofing Membrane Complete","Commissioning"
"a3352416-cbdf-5ea4-ac28-27e84d5cbfca","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Roofing Membrane Complete","SBC QA"
"6e6c7006-712b-4b69-bd18-4ba1404c5ca1","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Install Flue Section"
"3ce55dee-3acb-5949-90ab-13c67e2b303f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Install Flue Section","Installation Completed"
"3ef80213-6dc6-5861-a8b7-57b2a0a56a9a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Install Flue Section","SubCon QA /Consultant Inspection."
"36703963-9db2-5cd1-abaf-311c19ba715d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Install Flue Section","Commissioning"
"351fe2c5-49b8-5137-a9d3-859058ca7cec","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Install Flue Section","SBC QA"
"420f3773-bfdc-410a-9ecd-6930e22cd2ba","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Membrane Detailing"
"b4b8e725-44c7-5648-9a00-cc84ea3384fb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Membrane Detailing","Installation Completed"
"18d27820-d830-52c7-b860-d43f1dafe6e7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Membrane Detailing","SubCon QA /Consultant Inspection."
"830921e1-1daf-57fa-99be-04d267f259c2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Membrane Detailing","Commissioning"
"db624bb3-8b95-5d0e-ab69-792827e8cfbb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Membrane Detailing","SBC QA"
"d65a6136-1c7f-45de-a3cf-deedbc685ed3","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Circular Drip Flashing"
"7eef80ce-7d50-58c7-8026-d05b1504c3a1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Circular Drip Flashing","Installation Completed"
"0516874d-ee6e-5347-93ee-79c68ab5a256","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Circular Drip Flashing","SubCon QA /Consultant Inspection."
"02dd5712-b4f4-55e6-8efd-0ae6a931d6d6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Circular Drip Flashing","Commissioning"
"13b1bcf2-2372-5b12-a906-b128fc4d4808","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Exhaust/Radiator Penetrations","Circular Drip Flashing","SBC QA"
"f2264dda-95d0-4333-a2ab-245644487807","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Transformers Roof Cowls"
"bff9a029-0460-4d60-af3e-f645fb1de643","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Spill Air Louvre","Transformers Roof Cowls","Shrink Wrap"
"1665f84a-33dc-50e7-99f3-bcba0c423863","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Transformers Roof Cowls","Shrink Wrap","Installation Completed"
"3c9e388c-a749-55a0-8faa-d2f114c2f824","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Roofing & Cladding","Spill Air Louvre","Transformers Roof Cowls","Shrink Wrap","SubCon QA /Consultant Inspection."
