"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7ca4e09d-df4f-4dfd-8cb6-0270bcf54cf4","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"d99a27a3-60c0-4b76-a6f3-54ba6f49e816","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"0601fdb7-6626-45d1-826d-4a466b605c1c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"03e2201a-c4c0-4a91-bd1f-56d863b3ba05","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","weld plate details"
"4f3fc38f-52cc-4285-8150-acf3006b85cb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details"
"bef143a1-453e-453d-9180-58b179c56a4a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Edge Detail"
"6e32c57e-9d05-4e06-8579-55f642f3727e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Bar Projections"
"8d62cf6a-4958-4da6-ba70-772f3071b551","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Cast in items"
"362f10ea-d07b-4f28-994a-f70951cbe867","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Panels 1 - 30"
"2415f1e5-3963-469d-ace9-b9a35be2fb90","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -1"
"87f34ac2-2102-4714-beaa-78cbe1aba354","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"66554e24-dcd9-4e31-98a1-201f40ec4743","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -7A"
"9685e4b1-6e1e-49dc-988e-07472da3489c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check"
"ee850d44-f562-4900-a0e1-312aa6dbddd9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check","Dimensions"
"702915a4-4a94-4acb-889b-3ab544d49fbd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check","Mould Clean"
"847bad03-cd1d-49a7-b6ab-380d0182a6f1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check","Mould Oiled"
"668ab7ba-2f5b-4210-8f3a-1a7d9e238103","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check","Mould - Workmanship"
"3c90c15e-2bf6-4f32-9942-be465981deb6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check","Reinforcing"
"7a99761a-9f7a-4d97-b110-00ce29e43bc3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check","Cast In Items"
"efaa3719-8c06-452f-9268-6e6f56a12ebf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check","Marker Position and No."
"c8bebb1a-f9c1-4972-9bdc-c90899ba9ea2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Pre-Pour Check","Make mould to Green Status"
"3a2dd101-5308-4ce5-95bd-48aa20f342e6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Concrete Works"
"569bdc81-bc23-4b7f-a147-f581901cc3f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Concrete Works","Concrete Works Details"
"273549d0-b905-4769-aace-564f9e75f950","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Concrete Works","Wilco Sample Taken"
"2f68ce3e-a08e-46ae-af64-a0fe8f37eb20","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Concrete Works","Bridgeman Sample Taken"
"550b4b98-6251-45f0-a4bc-fb965c2cbdf7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Concrete Works","Supervisor Approval"
"5bf2f8a7-02f2-4b02-b1be-35a578de4b4f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Post Pour Check"
"b4bd29ff-0f11-47bf-bc5d-ff8b7a03db39","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Post Pour Check","Edge Detail"
"129c4a44-0d8e-45a5-af7d-8122b27b24a7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Post Pour Check","Bar Projections"
"5fc3bf1b-39b5-47fe-9ce4-bca25decea6a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Post Pour Check","Cast in items"
"b6748b97-834c-4d52-8db8-54e6e52d4463","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Stripping and Stacking"
"d4f56093-1924-4e8a-b4d4-103179de5a86","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7A","Stripping and Stacking","Stripping & Stacking"
"71cfe545-6564-4ab7-8c3e-f65e8a72be34","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -7B"
"98a1ccda-dbe7-431f-9900-13b37100fb1b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check"
"c96af990-e0d1-4240-847d-602762babc66","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check","Dimensions"
"d23cf02f-bcf8-4976-8798-e84647ec516e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check","Mould Clean"
"4a32e28e-fc2e-4014-9d41-db32f1de0c24","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check","Mould Oiled"
"6b9283c0-724c-4acc-ad07-e858a79b5801","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check","Mould - Workmanship"
"4fb74543-fc3e-4822-99be-76d44e30afb2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check","Reinforcing"
"e11da787-769f-4cdd-b982-dd5984d1908e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check","Cast In Items"
"5088cf3c-63e6-4c82-8ddf-5bffa4401351","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check","Marker Position and No."
"c72a2a78-8f22-4a4c-bbf4-b27f05490b73","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Pre-Pour Check","Make mould to Green Status"
"5552f628-2f1e-40aa-a6a0-75d43206c334","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Concrete Works"
"e2e1cd7a-8bd7-4f26-ad39-d0b9004bc8c4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Concrete Works","Concrete Works Details"
"9fe94761-a98e-467e-bcb1-49eb6f67e1d6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Concrete Works","Wilco Sample Taken"
"052dc5ec-f7a7-4691-88c4-64dd15ae87bf","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Concrete Works","Bridgeman Sample Taken"
"4d560ddb-1097-48e7-8e83-41019469292e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Concrete Works","Supervisor Approval"
"b85ead19-219b-4dcf-bf90-6d947e3198da","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Post Pour Check"
"9a9bd983-5a03-488e-9dc7-e22ce30f275b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Post Pour Check","Edge Detail"
"13b0139d-2331-448c-97de-4f7dd29c9bcf","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Post Pour Check","Bar Projections"
"606a7417-614d-45a5-a9c4-bde0cac5b12f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Post Pour Check","Cast in items"
"59eb2c52-9f7c-4434-9cf4-f268b886720d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Stripping and Stacking"
"a5714935-8534-4155-896a-aab4f6675dc9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -7B","Stripping and Stacking","Stripping & Stacking"
"df29715c-2133-4cf4-8b47-a61afd351e85","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -8"
"3152f010-05e7-44b2-bac0-503bf816d780","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check"
"dd3a4283-40b7-40c2-8b69-8c6e0e35ba8a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Dimensions"
"7d1a79bd-fcce-4003-b500-6f259b7fb77a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould Clean"
"c9d1d682-f192-48b6-98d1-e7c949318bae","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould Oiled"
"b346f817-5073-4253-8460-50008197fe13","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould - Workmanship"
"c266a43c-3a49-462a-a614-043fbf33008f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Reinforcing"
"2b088302-e4d8-4b93-8eb0-61ac11414e13","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Cast In Items"
"03f55067-8a9f-463b-a2df-fb3147064771","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Marker Position and No."
"17af3509-d9f4-4366-be47-173c858e06ba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Make mould to Green Status"
"34f90814-7d23-4d7b-8e33-d5b87a323f01","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works"
"0a5cd50b-3fe4-4b61-895a-6ddeccb1249a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works","Concrete Works Details"
"f2bcd79e-4a08-4bd1-a4ff-f145f92705a4","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works","Wilco Sample Taken"
"257b97de-8d03-410d-b4ed-a41695be54c7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works","Bridgeman Sample Taken"
"e3672c1a-06cb-4f41-9780-67a22dc763df","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works","Supervisor Approval"
"5365c388-88c9-4911-9c8c-7f573975daf6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Post Pour Check"
"f8cc5b13-989b-4754-8ee7-57920a71a59c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Post Pour Check","Edge Detail"
"69f449f4-4d1a-4b34-951f-2262c33a3111","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Post Pour Check","Bar Projections"
"c084e520-f7e6-41ee-a289-a335de565448","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Post Pour Check","Cast in items"
"6fa6a79c-30ea-4055-b63f-06f89ceaef4d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Stripping and Stacking"
"c012d639-248d-440c-af01-d10518b6c564","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -8","Stripping and Stacking","Stripping & Stacking"
"4c224353-aeff-467f-bd28-aa7b64f988d2","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -9A"
"44848dd6-cd6b-4f44-99cd-8a14dd890df2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check"
"cadb970a-92be-49dc-b824-3ca767e95886","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check","Dimensions"
"d4174503-b5d1-4ba8-be94-115f531133bb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check","Mould Clean"
"0c694dd1-e590-4742-b795-df85f3ee05e4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check","Mould Oiled"
"ea1171bd-3227-4f3c-9014-45b967660541","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check","Mould - Workmanship"
"ab7d8e43-85d3-4d56-91b7-aadb73868a62","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check","Reinforcing"
"3576fafd-c15a-40f2-80b5-44fecc37ff33","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check","Cast In Items"
"9b41aa84-8495-47fe-9163-ab5cad2ffc46","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check","Marker Position and No."
"c7c4a20c-b43d-4d41-b71e-88c92894e513","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Pre-Pour Check","Make mould to Green Status"
"59ed726a-85a4-4104-909b-7e54d8288e14","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Concrete Works"
"f128532c-3297-443e-a5c0-6378d661364d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Concrete Works","Concrete Works Details"
"fc2d36e9-acad-4002-91ce-e784c8070dde","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Concrete Works","Wilco Sample Taken"
"924a807b-8ddf-4e11-bc3a-290a15a619d1","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Concrete Works","Bridgeman Sample Taken"
"55809f59-fb0c-4b83-8372-426ade56804a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Concrete Works","Supervisor Approval"
"a788b62a-d661-4688-a777-bb4f4d900697","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Post Pour Check"
"3fb36c4e-d1ff-40a0-96b6-903108959939","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Post Pour Check","Edge Detail"
"395f118c-3f29-408d-a208-a8450f8307b6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Post Pour Check","Bar Projections"
"907f0135-a9e0-47d6-97d3-93b3ce94fe02","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Post Pour Check","Cast in items"
"b0fbdee4-1a03-420c-80b9-4f42c46f3a0c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Stripping and Stacking"
"9f3e8152-99ec-4814-a59e-f53d29f4e439","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9A","Stripping and Stacking","Stripping & Stacking"
"c3e34774-ac0f-4619-ae60-7a2bea685655","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -9B"
"c64651c7-feb7-4c56-ba79-8a68f232a4c6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check"
"ead17334-24e2-49ae-8720-f1d4c2f4c9ab","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check","Dimensions"
"a4e9fde3-c0e4-46a2-820e-4052f83c4d24","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check","Mould Clean"
"c3a8424d-9f28-4174-a117-8f69156914fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check","Mould Oiled"
"b96a4451-4153-4af3-a5d4-f8912352b49a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check","Mould - Workmanship"
"647c947a-dfd6-4aff-a487-a51f0185dcfe","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check","Reinforcing"
"8127f0c8-46a7-43e9-b26b-22b08355f6e5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check","Cast In Items"
"194e5317-355e-40f9-8bc6-cf360b183c18","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check","Marker Position and No."
"15f9f7ad-00e8-4c7a-8cd2-0c72412e0dbb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Pre-Pour Check","Make mould to Green Status"
"b3f85a07-0a2c-4676-92e7-e0617adaabe0","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Concrete Works"
"c027baed-8794-47f3-8e2a-48e9caff933c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Concrete Works","Concrete Works Details"
"f8fb0172-3647-4018-9c1f-c8943b563101","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Concrete Works","Wilco Sample Taken"
"ccd22225-629c-48bc-8e49-5a61ef6e84ab","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Concrete Works","Bridgeman Sample Taken"
"b7a9adb5-57d6-495d-94a0-3badfdfe872f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Concrete Works","Supervisor Approval"
"09f897bb-f105-4181-9765-f2dcc0c5b98a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Post Pour Check"
"257570e5-c749-40b4-9a9b-f370677fb159","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Post Pour Check","Edge Detail"
"39a1c522-b8a0-41fb-818e-b62bb7be2992","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Post Pour Check","Bar Projections"
"92a441d7-b35b-470e-a1ef-545c6991e951","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Post Pour Check","Cast in items"
"82762825-47ab-4eb0-ba5d-7185859339d7","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Stripping and Stacking"
"86cafc5e-6159-4f97-b9af-5e9b8019c403","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -9B","Stripping and Stacking","Stripping & Stacking"
"8b3739b1-c4aa-44b0-911e-8fb3d75f2936","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -10"
"233a922d-8ade-4fb4-a131-9585e83bc3cf","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check"
"2433d1d9-69de-426e-8656-bb054d27950a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Dimensions"
"ec701cc7-2d23-45e2-9a3c-b7d9913c63ff","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould Clean"
"4ebb9782-e178-4bc5-ba0d-3767089093c4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould Oiled"
"5ed36c7d-f085-4655-a3ca-a6bfded11050","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould - Workmanship"
"e89a6d06-d13c-409c-858d-dd15a76849b0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Reinforcing"
"ebddaed1-24e8-4362-b8c7-5d35c05ae8bb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Cast In Items"
"9f4e86f4-b48f-44b8-98f0-6ea5956e5cc2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Marker Position and No."
"77c04c59-0eb1-4aca-a50d-c0e26f64cf26","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Make mould to Green Status"
"bbb46e08-e7d7-4a6c-9478-6f95bd5300c3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works"
"030a1a6f-38a6-4400-9b0c-ef42bee6ff7e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works","Concrete Works Details"
"4caf4302-4055-4986-88a2-ee316c30254d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works","Wilco Sample Taken"
"3204802c-31ae-4ae1-8654-21fde42418cf","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works","Bridgeman Sample Taken"
"b963d1c0-2532-4250-b193-0a295cfd4858","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works","Supervisor Approval"
"4b893ca0-ff35-4974-bc2f-c2322e739699","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Post Pour Check"
"41e7a986-d3f3-4836-929a-4014e04baa87","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Post Pour Check","Edge Detail"
"c87cebf2-c196-4380-8daa-acbb4fb721ed","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Post Pour Check","Bar Projections"
"57774a75-95fb-4457-b7dd-16cc419b35b9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Post Pour Check","Cast in items"
"460f7bd8-e4b2-481e-9994-513609c479da","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Stripping and Stacking"
"d5047eb7-3cb2-4e55-8a33-7d872639e812","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -10","Stripping and Stacking","Stripping & Stacking"
"c7b8f36d-212f-4364-99c3-fa9e041adcc7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -11"
"85706830-d744-4db5-aab8-6543853047bf","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check"
"dbd1821b-797b-49df-8538-d41f9e9fd7eb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Dimensions"
"790f20b0-9a39-47e1-b8c5-6954c20590cb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Mould Clean"
"8ec20040-39e6-4b2f-8eaf-9eebfd34ce32","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Mould Oiled"
