"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fe3737ec-9cbd-42e2-93e0-83b8cdbdeffe","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"cff6eccc-b398-4773-9c5b-b02791b3435b","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001"
"e81d2cda-eb5d-490c-9097-1d3f355d9403","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001","Pre-Pour Checklist 1"
"63f992cd-82ad-580a-aed0-e807bc92c56e","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001","Pre-Pour Checklist 1","Product Detail"
"6bb26ec2-cdaf-5ef4-a760-dd56d4469797","","checkpoint-group","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement"
"f7d6a73d-5585-51b9-9d5c-4a2225a19f96","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"297f8545-4ef5-5061-9323-603502bc1443","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"3f7a7d56-6f21-597d-b00e-bcee85ce2d2b","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"38b1b255-5a09-5b19-857c-c373ae792c44","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"e8638db4-c1b7-5c2d-bb65-177b3ac1e25f","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"955b4135-35f0-5cd4-8b90-4bce836d1d16","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"a4d62c28-b65e-5280-aa9f-f7317bd7ddb4","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"b194de0e-5a48-566b-a6ce-d6a2916876b1","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"32ddb254-f298-56e2-a286-ad773e69fb37","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"4e177ec5-5f0e-509c-88fd-91441c9ca4f8","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"6bbd0db4-fae2-5213-8a80-81c539085953","","checkpoint-group","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins"
"63780944-9dcd-5504-b698-e1a5c1eabbd4","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"346dcacf-67da-5556-86b4-16f09a692189","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"cbc1c7d6-24a0-5a69-a4f5-08d08f8f2504","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"e1926137-8afd-5f2d-bb45-91234d7cac63","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"9ed3248a-b68b-5516-8878-391eaa48706d","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"cea2455b-8e65-55e3-ba72-030f73754876","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"39ef8cd5-11e0-5b7f-b104-11395dae8c45","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"898fee95-e34b-5034-a80e-d535194258ca","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"12b669ce-45a3-5f0d-84a6-1b4f0df3f490","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"2f50027c-ac13-500f-b955-8bcfa3cdbaa1","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"d8ff16fe-4374-595d-b9fa-d686c924d8f5","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"6abd8296-51c1-5a1f-9291-12ea65be61eb","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"93ac5395-aa47-526a-bc27-ce9e29a4b12e","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"afff744b-4687-530b-ba03-ffd2e02a9266","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"44f9158b-736c-52e4-a133-1995f5e2ac09","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"ea03c4ad-eb13-5d37-9a64-1c1ada8af0f7","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"2e53a933-8229-528d-b290-042a440af622","","checkpoint-group","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Final Checks"
"9021957c-662e-59df-92ac-494b3932a25c","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"7235fe3c-a532-5e8a-b18f-c623aa059a6c","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"e9abc00f-1a82-59a9-9ff4-dc6f76e173b5","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"dcd372bb-f72b-56d2-b50b-dcfd73189102","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"5918f3e8-dd78-5d6f-a37e-f00e2a6431fb","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"3b5a4800-aaf1-4a39-8d22-a3254ab1140e","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist"
"2a3328b2-6170-55d3-a707-92954e640f00","","checkpoint-no-status","no-status-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Details"
"e196fa81-3458-5856-8500-dc35b19b9576","","checkpoint-status","pass","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Picture of Concrete Docket"
"fbeb5a90-d7aa-58f8-bb9a-8e917bde4574","","checkpoint-status","pass","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Load size match order sheet"
"730d37f4-7544-5910-a05f-95bec444e7b0","","checkpoint-status","pass","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Mix type match the order sheet"
"5012591f-282c-512e-bc1a-beb5edf29d00","","checkpoint-status","pass","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Mix color match the order sheet"
"81732d9e-305c-5c14-a72b-be68f61f702e","","checkpoint-status","pass","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","MPa match the order sheet"
"603a21aa-ecb4-524d-8157-faef2d097784","","checkpoint-status","pass","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Spread / slump within range"
"dff9c237-9542-5728-94e4-55c842f23a85","","checkpoint-status","pass","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Water Added (N/A if no)"
"8f5d1484-c3cf-5ed5-859b-5f68069b63a8","","checkpoint-status","not-applicable","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"53b7ae8f-7642-56bd-8ad6-498ac7171b25","","checkpoint-status","pass","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Picture of spread check before dispatch"
"1f9590ac-66a9-56bb-b83e-0f13d633711f","","checkpoint-status","pass","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P002","Concrete Delivery Checklist","Inspector sign off attached below"
"de295549-6d5c-4026-a5ef-d516bbe6a709","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P003"
"c6e7913b-ff60-41c2-8146-b97c2b67b4e8","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1"
"96f77787-62d1-52c4-a46c-3d99d378af77","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Product Detail"
"ad983e57-8577-5313-850a-77298ac7de2f","","checkpoint-status","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Product Detail","Details"
"9bd29071-672d-5b29-a4ef-b78ac9c18400","","checkpoint-group","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork"
"4f6be021-dbd3-5b99-8dd3-16546577506b","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Check Length"
"2254547a-9dd3-5b63-b190-9648e6efce88","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Check Width"
"58f61c79-37cd-5410-8ca8-145d8656dc1c","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Check Thickness"
"4ef832ac-514f-503f-b7a3-bd1ce20bab87","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"7209231a-4ccb-53fd-a13d-c1843a4710c1","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"5dba58b9-5c62-5d76-a97d-481062fa3106","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"acf79c12-5606-50d8-a6ab-4756ca68d287","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"9782d51e-c734-5584-8439-ff020b7ecd84","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"c40f0f77-f254-5783-adcb-f771c2f738c5","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"98da88ad-3f91-5cb0-b793-76299c2fb7ea","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"2f2c6d79-0928-5225-b70e-d1ae1c4699f6","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"d887c810-064a-53a1-bb66-bbf2454ef2ee","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"1055a5b1-b625-5665-a223-b52a90d3f470","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"7c72587c-8087-50e5-9618-7ab5fae5ed2e","","checkpoint-group","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement"
"40132074-579c-500c-b65d-0ef73b8e13a7","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"b55a02cb-13f6-5bf1-86b1-a057615d7e67","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"df2b5dce-7650-5c23-8dff-fa91d217f329","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"13b4e035-487a-53e9-b5e5-d828ca681394","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"212da2d0-c34f-5669-abf9-7aacac76cd41","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"981d22c0-be15-5788-aaae-21c9d14c8735","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"608c446a-3a51-5f82-91b3-2a675d63e665","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"a7668e60-829b-526f-b465-da813093009b","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"19033d90-7442-5b90-8e3e-813bd18f5690","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"4c1fa41c-71dc-581c-8484-62b63b93660d","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"89682451-426f-5646-8309-036f1e7f6d0d","","checkpoint-group","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Fixings / Cast Ins"
"9f3013f8-75ce-56db-91d0-944b9542cad6","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"69b81be9-4311-5056-a56c-bd90c82cd168","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"1180bf08-08c3-51c9-b676-4204b14ac805","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"c752d54e-e9f7-5982-9851-6678a272a045","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"6ab247b1-fbaa-5255-b9b6-f284928131ff","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P003","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
