"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ace8d8bb-4e7b-4d71-a761-645d4b1d717b","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"5497033e-4588-43b9-bd75-8b2b5f1b23f7","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5"
"b19afb5f-277b-4d60-8c9c-fde3e60205c7","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5","Pre-Pour Checklist 1"
"88f96a39-f938-5a3b-91e9-52e11ff1e712","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5","Pre-Pour Checklist 1","Product Detail"
"e16d9ceb-7f6f-5d10-ade7-f6ddf2e51061","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Product Detail"
"73e4de94-f146-5085-a4e8-963ad88bb9d1","","checkpoint-status","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Product Detail","Details"
"e94398f7-2a5b-5dc4-b46b-7bfed9c99d05","","checkpoint-group","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork"
"f197078c-dbd3-5703-921d-3214c32c7f0f","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Check Length"
"058c31f6-1517-5526-8fd1-7f3a25a38561","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Check Width"
"82422a18-4204-5778-ab97-2929c206a7cc","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Check Thickness"
"62bc25cc-ea65-5f64-922f-dcd328748195","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"e937b913-84c9-5ddb-abb6-80bbadae5af0","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"8d2ef58a-9890-5b99-a3fd-e55c603a6181","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"3607d937-b0c4-5aed-9f53-8ed7323a6301","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"7cf2a629-7ce3-5de0-9add-372b5d538bb7","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"ad312c4d-3220-5e0a-b653-49388b07d516","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"de43b639-93cb-58b7-8aeb-b6e7e8477734","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"5a81351f-f0e8-57d7-bce8-766e18171140","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"2f0e1417-a878-52a6-9860-9a2e579e87fa","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"5903be2b-f1f0-50cd-9841-0694e13f2f41","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"b73f3322-89f1-5681-814a-42f8aac4f51c","","checkpoint-group","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement"
"45bcf2d6-bb7a-577b-826b-e3721f2cabca","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"eb32da74-6213-5ec4-b0be-e73a2701a2d7","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"15469faf-b0ad-5b39-978b-be492b3b6865","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"fc5b4b8d-ba7f-5662-8956-eb87cacc766c","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"f14a6df0-27dc-5c27-b0d0-f737f32b4c00","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"11e0b14a-d37c-5273-a784-8106e705933d","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"e7a02316-edc7-5cb3-bcf8-89314177ae0f","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"01f39ef6-ee28-57b4-b8aa-e9194912ea24","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"4fdb0114-a86c-5ad2-84ee-b673a248a033","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"603122b8-fba9-52e6-ad5b-33ac4de5ab86","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"63945858-7e68-5496-8506-5cf3983e9e0a","","checkpoint-group","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins"
"c5e6565e-ccde-520a-b1d9-761ac36e3d11","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"625becd6-4dc0-5fa2-af1a-1de2131595d3","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"20332dc3-389f-5373-94bf-3cb981ad1b90","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"d54776ee-3695-5069-a34a-85fb87e9dccf","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"e2dc9589-40fd-5732-8fb1-bb7f1b4fd4e4","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"315bed3e-b89e-56e9-a2b1-7bfe90ced80d","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"7b634320-12c2-511a-a180-d36240294891","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"b633e333-a48f-54e9-af05-c5e169b53c0d","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"728847c9-d71a-5ef4-b861-1f24813c7158","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"791f2fea-7ff1-5998-9b19-54c35c85f8f9","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"ceaadef0-e262-57a8-8e54-9af43a3463a8","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"0d152714-a72d-5e5f-9484-b20750aebdc6","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"7d9de018-3486-5741-b236-78b1de1fb1f2","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"273c104a-d773-5fc3-8e07-9e95dee89525","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"3288ef9b-5262-5421-99c1-1c6d95bb9024","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"0c54ca0e-c77e-502e-9120-489d0dc3551f","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"52aa1d09-2aa2-5ae7-85ad-7044106be101","","checkpoint-group","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Final Checks"
"438e3dd2-acc2-5d2a-9b89-6155dcd76b71","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"ceb8af79-373d-5504-a9c2-a6c1f6e69d30","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"58cc5ee0-d06e-5a0f-a6ce-f2c69a1f08de","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"90e8fe87-cb20-5e92-b2f6-ec4c98ef3966","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"e6d0a7d2-9b8d-547c-9c69-24b7958b9a55","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"f7fbe08d-53cf-463a-b32c-f90c42d09a6b","","checklist-flat","not-started","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist"
"385f1226-b6ef-578c-8c63-911bd667a682","","checkpoint-no-status","no-status-not-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Details"
"46269312-c61a-50ea-a628-b0b8f76c0b5e","","checkpoint-status","not-started","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Picture of Concrete Docket"
"8dc193b0-d46f-50a1-b18e-b35ccd97be9c","","checkpoint-status","not-started","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Load size match order sheet"
"b63703e6-daf7-5ddb-a56e-fad938bddef4","","checkpoint-status","not-started","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Mix type match the order sheet"
"51d7c76e-8a40-5828-a145-f0b29d0c3ddc","","checkpoint-status","not-started","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Mix color match the order sheet"
"2988080d-680a-5820-9b94-5bde27512a67","","checkpoint-status","not-started","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","MPa match the order sheet"
"a076e3a6-176b-5e0b-8f59-0ac3f2e4fefe","","checkpoint-status","not-started","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Spread / slump within range"
"ee4f5e09-a3a3-5e82-9159-1447765bc60d","","checkpoint-status","not-started","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Water Added (N/A if no)"
"8724b076-4650-53cd-ad4f-4c72dd9d2c87","","checkpoint-status","not-started","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"a9a3803c-7f35-50d5-b818-91789e696ebf","","checkpoint-status","not-started","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Picture of spread check before dispatch"
"e67e1d39-d46d-5787-af75-0a490ce567b8","","checkpoint-status","not-started","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/10","Concrete Delivery Checklist","Inspector sign off attached below"
"8a7d2927-1f55-43df-bfe5-7000e4b57708","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/11"
"b9f9744a-01c1-4e96-9e04-bd01fc484dd7","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1"
"a7172f1a-c86c-5ce4-ad77-8d46d1573c5f","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Product Detail"
"f0129184-de44-5b65-b161-5cfb61cc39b2","","checkpoint-status","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Product Detail","Details"
"64858941-b3a9-5cb4-8eb5-92ef472811e9","","checkpoint-group","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork"
"b86eaef2-6c43-5310-bca2-eb47a3cb58f6","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Check Length"
"6f3327e0-09aa-5484-9893-fa979d1d8dde","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Check Width"
"cf2daa8d-ad4b-5271-bb6c-6b0df07181fe","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Check Thickness"
"b3ae9382-a594-5a33-8296-fa6c56a96bd3","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"86396194-6883-5b88-98a2-0a9e1a5a8544","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"1fc7dd79-258d-5c4a-baac-94b613115e43","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"9cdd0c77-e3b8-5add-ba66-42367e23da36","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"0c8acec5-986a-546e-a7f3-6092725538c5","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"6be2fe09-9242-5228-acde-16ccf0309f23","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"a5e57eae-a602-5825-8663-c7a2d47d5f3f","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"34d5bdea-aafa-51d0-9c60-cd060706443f","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"923e2919-320a-5a55-b450-1d7cfaa9a1ae","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"432550ec-92bf-5cf2-95a9-ac0a634f573f","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/11","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
