"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15daf0f2-1738-4077-ae28-db3c14bb55b9","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up"
"b9e2961c-b8bc-4ca9-ba68-6c7c7217ce4a","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up","Management Plans"
"bf71e686-61f6-483b-ba4e-66469330544b","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP 067 - G1.26 Use of Temporary works (Pier 4 to Pier 6) Piling platform Sign off"
"49944af6-6efe-4464-9711-b2bfbb5e5158","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP075 - G1.26 Use of Temporary Works (Pier 7 to Pier 8) Piling Platform Sign off"
"7b89b75d-2ca2-4aed-896a-9e26b0bfddfa","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP114 Lifting Point Design for Pile Cage"
"b6bc4505-9c5e-4786-bc9a-41e321a40443","","not-applicable","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP116 - Permanent Formwork Design for Pier 2 and 3 (SS BY HP115)"
"289dc665-38b8-45e9-98d0-a978f9702908","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP117 - Girder Lifting design"
"8a116fdf-b6d1-41ac-85dd-a078f89a6dd7","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP133 - Use of Temporary works (pier 9 - 10) Piling Platform Sign Off"
"3f4f4434-6110-4954-94bb-97c89da1c06f","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP182 - Use of Temporary works (Pier 11 - 14) Piling Platform Signoff"
"442155c9-4afe-4b5f-bcff-cf16c95475f1","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP188 - Stormwater and Water Main staging drawings"
"d704a909-9747-44aa-9b16-dce587138f06","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP193 - Girder Laydown Area Pad Design"
"7b8b1505-5702-433f-bfcd-9dfb2d8c4e22","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP218 - Preconstruction Condition Survey"
"14d41001-c6bf-4c90-aafb-466ed32c30e6","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP223 - Submission of Platform design for Pier 2 and 3"
"ecd741f8-fc71-475c-9375-c54e4faf82a6","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP226 - Certification of Girder Laydown Area 1"
"86064c73-5330-4fb5-936f-72ac7cf1b126","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP240 - Use of Temporary works (Pier 15) Piling platform Sign off"
"baf900e9-6399-4c90-9f15-6fd1e6ee5545","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP248 -  Use of Temporary Works for Girder Laydown"
"98f534e6-37da-4d6f-88ae-d19af22ad99e","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP295 - Pre-Construction Report (ARTC Concrete Rail Bridge)"
"8ae7f607-b5fd-4d8e-9b35-d571bdf6bea0","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP323 - Use of Eastern Ramp Pad for Sheet Piling"
"eb796464-2333-4f22-b059-e0069ebe8817","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP400 - Construction of Temporary Works - Girder Walkways"
"0cc46466-1f55-4246-bef7-6385798dcec0","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP440 - Use tof Temporary work (Piling Pad (1.17-1.B)"
"e1916f67-7def-48b8-87ea-13900ef72c1c","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP 442 - Lift Plan for External Girders"
"f153d637-648c-481b-9548-6c8c0fed7ddf","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP596 - Construction of Temporary Works - Girder Bracing"
"e93626dc-64f8-4aa6-9c08-0867a6b86d9d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP449 - Use of Temporary works (Girder Installation) Span 6"
"4d60c360-2418-41ea-93a6-ffa256baf323","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP456 - Preconstruction Condition Survey Report ARTC Heritage Rail Bridge  (Steel section)"
"125f71c5-d769-4319-8195-c95850038059","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP486 - Design of Girder Laydown area (Western Ramp)"
"849ac348-b766-4057-8702-bdcbbdf32f9d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP567 - Use of Temporary Works (Span 8) Girder Installation"
"0b336602-4e54-4fc0-bd11-cb66c0d30fba","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP571 - Use of Girder Laydown Area (Zone5)"
"9643c443-aa31-42d8-ae02-1ed421ec175f","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP576 - Use of Piling Pad (Pier 16)"
"918a5672-37b2-46e5-b5a3-2aaec9404e19","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP586 - Use of Girder Installation Pad (Span 9)"
"a20ef40f-b88f-4cd8-bd33-f3f7d42cf1bf","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP 599 - Temporary shoring SRM"
"d5354cdd-ffe4-4b95-8f07-d61226d9816a","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP 601 - Temp Shoring Desing - Exit pit"
"0f5a596f-e8d3-4f4a-a631-a09699345b29","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP 610 - Temp works - Shoring box Middleton sewer"
"d36cc0c7-916f-41a5-8fae-46b34acd156d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP609 - Use of Piling Pad (Abut A)"
"554f7422-b34c-4cff-b2cc-7d797b79fe69","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP615 - Span 10 Girder installation Pad"
"cae45d6f-d857-490e-adf7-5d56f94ce430","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP641 - Use of Temporary works - Zone 5 Rock Platform (Pier 2) Stage 1"
"fc6a3868-34e2-4b66-bebd-4d3559e92151","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP672 - Piling Pad Sign off (Pier 1)"
"94834219-4b77-4a01-99e4-51220aaa0cce","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP686 - Use of Temporary works Girder Install Span 11 Pad"
"dc5ea983-cb1a-4425-b75d-4f49f6680304","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP700 -Watermain Temp works Shoring Design"
"94764afc-b015-4fe3-851c-0538b834b172","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP702 - Use of Temporary works (Span 12 Girder install pad)"
"ae4565d4-ea1a-430c-bf74-9d2b5bd32a66","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP739 - Use of Temporary Worrks (Span 13 Pad)"
"3c762eb2-454c-42b2-ba74-e996527c6a9e","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP740 - Use of Temporary Worrks (Span 14 Pad)"
"b5b5c6e8-073c-47ce-86ef-3363522a9855","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1059 - Span 16-17 Crane Pad Certification"
"13093ce8-e426-4db4-bdea-0385761d97b5","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1214 - Temp Shoring Design - GPT"
"f03a3251-46f3-4967-90ad-e5a7cff9c2f3","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1216 - C1370EB Sheet Piling Design"
"b3397606-6ebd-46d4-a903-6a42415ef640","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1267 - Use of Roadplates on Pits (Stormwater)"
"a0cb43c9-fef6-4866-873d-bad2bd8b783a","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1284 - G1 Cl 26  Backfilling adjacent to Retaining Wall 1"
"c7645382-5dcd-46ad-9dcd-feec838a4fc8","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1287 - Use of Temporary Works - Span 4&5 Crane Pad"
"dfa6e054-202d-4eee-acf2-b0220b292980","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1344 - Piling Pad Design - Temporary Works (Pier Protection Piles"
"eb56bb63-bd85-493b-ad7e-cb20d8c1c40d","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1624 - Temporary Works - Shoring Box for Sewer and Waterline RSWS"
"3625fdab-8279-466e-bc4c-7fa286af74a3","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1800- Temporary Works- Steel Plate over River St Driveway (Dance Studio)"
"adc79a2d-e8a4-4a34-8be5-64bf66d97558","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1840- Temporary Works- Pavement Design 1B Switch"
"23af51bb-0c28-40bb-88fc-b3a000153c7b","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP1953 - Shoring Box design (C1572A - C1572B)"
"96ec94c6-e163-4d1f-942c-2e0323aa1c22","","no-status-not-started","","folder","TRUE","FALSE","Project Start-Up","G Specifications","G2"
"8ef8603a-83e4-4419-bfbc-e8f9f3b106f4","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up","G Specifications","G7 - Utilities"
"1d5dc4e4-12f5-47d8-951d-294b052d5fca","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP038 - Telstra Asset Relocation Conditions - SW359710-2 Issue 1"
"df02a912-f5c0-41a8-bf19-246c0628303b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP172 - Bourke & River st Existing Surveyed Utilities"
"0f5ac7be-80f3-48b7-b6ea-1ac3c11c6956","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP196 - Utilities Readjustments Works in Zone 08 - Jemena & Telstra "
"2ee2163b-7e08-4075-85a6-502e0d4d8acc","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP200 - Communication with Utility Owner"
"583878e5-c4df-4781-bfa9-1927de964cd9","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP221 - Working Within Or Adjacent to Jemena’s Pipeline "
"562d78f2-b413-46db-89b2-f357d6d75131","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP222 - Utility adjustment works not managed directly by the utility owner"
"cf5f0fce-a366-41f8-bed1-3495a10f7653","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP225 - Work Method Statement - Jemena"
"b7ec8fd7-32e3-4ab3-81c0-3e88ca4194f0","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP227 - Work Method Statement - Telstra Zone 07 & Zone 08"
"99a15215-b7dc-4186-9cfd-05ee0c2740cd","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP232 - Thompson st & Whylandra st Existing Surveyed Utilities G7 Cl2.3.1"
"93e2db6c-1232-4ac3-9729-148328d0b4fc","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP235 - Utilities Readjustments Works in Zone 01 & Zone 02 - Jemena & Telstra"
"cf270464-e33b-45f4-8977-c476c4071933","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP249 - Communication with Utility Owner - DRC"
"23723834-ceb2-4a36-a44d-cc4c40a227d3","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP250 - Utilities Readjustments Works in Zone 08 - Sewer"
"0bf2ec40-70b8-4a90-8b65-c572fde9fb4c","","pass","","folder","TRUE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 274 - Utility Readjustment work in zone 8 - Sewer"
"ebebeaa6-c639-4f7f-b8aa-9e4bfc57fc75","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 274 - Utility Readjustment work in zone 8 - Sewer","HP 274 - Utility Readjustment work in zone 8 - Sewer ( line S-0015.1,S-0015.2, S-0018.1 & S-0016.1 "
"df2e6d50-9190-4e6f-8a4c-a7b26d7f2b9a","","pass","","folder","TRUE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP - 296 Utility Readjustment - Gravity Sewer setout Thopmson st"
"c7dbff87-ddc9-4b7d-b9ae-dc91137909c1","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP - 296 Utility Readjustment - Gravity Sewer setout Thopmson st","HP296 Utility Readjustment - Gravity Sewer setout Thopmson st"
"d1fe653d-35ce-48d4-a38d-b3ef1e708a4d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 297 - Utility Readjustment Work in Zone 8 - Watermain set out"
"24f16f47-7470-4afa-883b-34d912b9b85d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 298 - Utility Readjustment work in Zone 3 -132Kv Poles set out"
"9980e9af-8def-4467-94b3-57edc9eed4b1","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP - 299 Utility Readjustment Zone 2&3 NBN and Telstra set out"
"7bbe5616-2a76-493e-93a6-916662aeaa3c","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP - 306 -Communication with utility owner - DRC for watermain"
"100f4597-d512-4ae2-b40d-e8ff7c86e8d3","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 307 - Communicaiton with utility owner - Essential Energy"
"88521291-7921-4286-b2c7-da9eeeb54707","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP355 - Utility readjustment - 11kVA site B setout"
"cdda610a-cff6-4b51-a21d-759f334514d5","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 393 - Utility Readjustment - sewer rising main "
"6a361346-8087-4bee-80af-c85201af3ae1","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP562 - Sewer gravity setout "
"7726ba84-ce3b-4781-8f20-f6f21b2024e0","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP563 - Comms Optus setout"
"a42a96a3-26de-46f9-8149-efaa16b3a3d5","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 583 - Middleton Sewer Gravity Main"
"7a2e347e-6183-414e-ba2e-172a261dcf51","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 594 - 11kv Site C Set Out - G7 Cl. 3.1"
"f91632a7-0a58-45c9-86e9-5bb972e13358","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 687 - Watermain zone 1 2 and 3"
"dd3304ed-769b-4467-b2eb-1c97aa40f4b2","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP 897 - 11kva set out model (B1-B1 to B3-B3)"
