"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"68946fea-33a1-4d64-aa8b-cd6695295f77","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1"
"72f7db51-d00a-4358-b2e0-2fcf16fd4d79","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01"
"34a6c912-8b68-4aef-88e7-8bfd5dbecad8","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor"
"14c27a31-947a-4856-bc57-a90841600708","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)"
"c5174fae-b860-4d09-b1e6-873e1ddd1538","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas"
"7f5ff510-ae4c-4e2f-b39e-f0664e90f6d9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas","Lounge 1"
"3b607134-105e-4464-a1e0-04c70c35f1ca","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G12C","Fit off"
"f40ca4a2-feee-4a77-90dd-092d2428b7cb","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G13C"
"5dc10177-df49-46d2-bd94-60492c3e95f6","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G13C","Pre Wire"
"ffd576af-1bea-4eeb-b35f-ce5a665ce00e","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G13C","Install DB"
"9bd48e5c-c9c9-4a7d-b2bc-eec834b3484d","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G13C","Fit off"
"68175707-74d0-4fd8-9696-21a905cd2b6b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G14C"
"07661a9f-c6f0-4f9b-be2f-cebae3610e81","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G14C","Pre Wire"
"623edc35-91b7-44f4-aa91-3efb1cec9ad0","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G14C","Install DB"
"df4b0b86-0cd3-4d37-82cd-b9dd306566e6","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G14C","Fit off"
"3f239f52-52d0-45f5-a3a3-9f49e7ec807c","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G15C"
"20ecd09c-652a-4257-816b-4b269917c1f6","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G15C","Pre Wire"
"3ea0c1cd-f181-4328-bcb6-5fe3d8ec132a","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G15C","Install DB"
"2b0c1e3a-e493-455c-b355-3d5d222d1f3c","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G15C","Fit off"
"cfe0aa8a-30a6-4998-81bd-3467ac0f2d1f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G16C"
"fb796f8f-6d1e-45ef-81c3-1a28a9b40edc","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G16C","Pre Wire"
"85ba14f6-b5aa-4ffa-ba9f-6515ce27d382","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G16C","Install DB"
"6a7035de-8369-41bc-9855-c7bca69f0cd7","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G16C","Fit off"
"d7fa072e-4101-4523-961b-81bacf4216cb","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G17C"
"5a1f34d5-1fe2-4609-9d12-9f0feea1ae9e","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G17C","Pre Wire"
"39a24cd3-0fd1-4651-9013-36f2197c5304","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G17C","Install DB"
"712c03ea-2f4c-4d81-b69d-0c78466879e4","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G17C","Fit off"
"d450d952-74f4-4bb7-afde-37eff9729b1c","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G18C"
"2aa6d970-260b-45b3-9046-9e82bb159c19","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G18C","Pre Wire"
"a5a3d747-6005-4dbe-b168-59994b2ca7cf","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G18C","Install DB"
"a6a1c5b2-bb7d-45d2-b96c-43476e3c3c68","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G18C","Fit off"
"1526d440-5d29-4f1e-a33f-865c12195249","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G19C"
"2f0277e7-472d-4f4a-9a08-dfff658cc2b2","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G19C","Pre Wire"
"38d9c130-46d2-4235-b3f8-05085bb50fe1","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G19C","Install DB"
"3fb3f146-5b71-4bc1-b87a-4a1c508fe8f8","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G19C","Fit off"
"23006ea0-a8f0-4c04-bcf4-17ea5dfd2311","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G20C"
"92e73c2b-477f-4b7b-ba9c-a69beefcd41a","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G20C","Pre Wire"
"e5dba917-fbce-4808-acf3-b6cf439c23e8","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G20C","Install DB"
"bc8e9159-8798-4fd0-8fb2-72b82f821fb0","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Residential Areas","Care G20C","Fit off"
"7eeafe08-64ea-433a-9793-4c65d60af4f2","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)"
"9b593540-2abe-417f-b8a8-8dfb3dc4ce65","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas"
"48fdbbb2-7c97-4273-814d-dc8fc550ccb2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","MSB Room"
"078b9833-69e6-4507-802e-41f681649477","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","MSB Room","Pre Wire"
"f086136d-c505-4975-8f4a-b9101b8cbf6d","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","MSB Room","Terminated & Tested"
"10ac757e-effe-44a2-af4e-5f65bea9ebea","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","MSB Room","Fit off"
"ead9709a-46ec-4892-9eb1-ab77db26dab2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","PABX/Store Corridor"
"f9d1491a-5c87-4c5e-b453-2ccd0d61976a","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","PABX/Store Corridor","Pre Wire"
"bece5841-3616-4960-9fc3-206b619a0af1","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","PABX/Store Corridor","Terminated & Tested"
"eb5c0593-769e-4083-acb2-19b35be69843","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","PABX/Store Corridor","Fit off"
"aa8c04ce-46f5-4341-8008-fab1d9a0bfb3","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Kitchen"
"8862d2c4-2a63-4862-9f43-715346011aec","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Kitchen","Pre Wire"
"b07bc175-1390-4e5f-91cd-2d27edbcda66","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Kitchen","Terminated & Tested"
"a49cce2a-9c26-4ff0-a4fc-0fc8d918256a","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Kitchen","Fit off"
"7cf1b056-a6a3-4fb9-9574-87a5c5e70b9e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Staff Room"
"a00c107a-eb6e-47ca-b6fd-68bd65759404","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Staff Room","Pre Wire"
"5a220f4c-41c8-4c5a-97f8-ceb795dee673","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Staff Room","Terminated & Tested"
"f37b8c3d-d3db-41cd-a811-7c6f896d52af","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Staff Room","Fit off"
"8584c07d-2d22-4c69-a9a8-11b220b17caa","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Outside Staff Room (Pre-wire)"
"b9a6c26f-5b7e-4a27-ad26-9e0793adf7a4","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Outside Staff Room (Pre-wire)","Pre Wire"
"e5f1be20-1324-44db-8aed-9ed9e8d70842","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Outside Staff Room (Pre-wire)","Terminated & Tested"
"e8cb3e85-eb3d-41ca-b565-222962661151","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Buggies Room"
"7cf259e3-5029-4254-851e-020838afca11","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Buggies Room","Pre Wire"
"91009833-e8f1-4d61-a389-e8b2f1e65a0c","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Buggies Room","Terminated & Tested"
"d7c6933c-b4d0-4cdc-af5f-dbd7b9d47897","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Buggies Room","Fit off"
"1ff8ef0f-ae9d-44d3-9c7e-b42d9d97378b","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Corridor Area C"
"057e002c-1196-4fb7-9dc7-ed6686050f85","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Corridor Area C","Pre Wire"
"84c0a74d-a4db-44d4-b716-197f412eeabf","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Corridor Area C","Terminated & Tested"
"3aa20149-9f9d-4309-bb70-49d7685c29fd","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Corridor Area C","Fit off"
"f7c0e96d-a1e7-4205-a32d-b1cb1c945d5d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Laundry (Clean) Room"
"3f693c99-b52c-49bc-98c3-88ad22498d2e","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Laundry (Clean) Room","Pre Wire"
"9d1bb53e-4fc2-4cbc-8cd4-eb056a75ed06","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Laundry (Clean) Room","Terminated & Tested"
"04a96c1e-a6fb-40d7-aafc-82a73fbab7a2","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Laundry (Clean) Room","Fit off"
"8bece636-2cf8-4005-b69e-25b583eb0ae6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Lifts 1"
"43b12494-a15c-49ba-8a27-ca4eeb5b836c","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Lifts 1","Pre Wire"
"82649cfd-038d-4e5a-a47c-a6a096a76df8","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Lifts 1","Terminated & Tested"
"d6737c5c-3c67-4ef0-acd5-2a8c7600598a","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Lifts 1","Fit off"
"bd8aa9db-c1ad-4866-886b-1bb5eabb6004","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Stairwell 3"
"ce920ab8-4587-4120-856b-b7d456a45fd5","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Stairwell 3","Pre Wire"
"baa9b2cc-4753-44da-8bdf-1832c65e0f86","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Stairwell 3","Terminated & Tested"
"46bae25c-3101-4cc4-b90b-bf28e14d8413","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Stairwell 3","Fit off"
"7fabd452-fc9b-405b-ad46-3c4f0c6e9266","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Lifts 2 and 3"
"cd05b3a0-f9ba-436d-8ff1-801f539cecc4","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Lifts 2 and 3","Pre Wire"
"b9cb877c-fc64-4a90-8985-9451791d98eb","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Lifts 2 and 3","Terminated & Tested"
"a0356639-f155-4f00-9112-10cda54c6f69","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Lifts 2 and 3","Fit off"
"387ab61d-bdc1-428d-a728-0696e5e89d48","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Corridor Area B"
"25e80db7-45ff-476e-bc67-13c39955173a","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Corridor Area B","Pre Wire"
"419f1d27-3109-4936-9a2d-1f681939aea5","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Corridor Area B","Terminated & Tested"
"b7312da1-0ffe-4801-9d5c-dcc6c85efeeb","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Corridor Area B","Fit off"
"7950bf37-ccd2-413a-a299-72549df48c79","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Outside ALS G21A (Pre-wire)"
"9654f6d7-2757-491a-9caf-8f8a4fae41c1","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Outside ALS G21A (Pre-wire)","Pre Wire"
"8dc4cd82-c633-4e20-9d1a-0e1da7b5eee9","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Outside ALS G21A (Pre-wire)","Terminated & Tested"
"be6c081a-5bb8-4e58-b6de-a7fd05aabe3c","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Common Areas","Outside ALS G22A (Pre-wire)"
