resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A814,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A815,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,A816,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A809,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A810,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A811,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A812,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A813,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A814,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A815,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,A816,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Roof,,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[KEF-A-R.01] - Kitchen Exhaust,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[SSF-A-R.01] - SUPPLY,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[SPF-A-R.01] - Stair Pressurization system ,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[SPF-A-R.02] - Stair Pressurization system ,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[GEF-A-R.03] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[GEF-A-R.04] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
,,,step,,,,,BLK-B,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B301,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B302,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B303,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B304,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B305,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B306,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B307,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B308,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B309,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B310,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B301,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B302,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B303,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B304,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B305,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B306,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B307,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B308,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B309,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B310,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B401,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B402,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B403,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B404,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B405,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B406,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B407,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B408,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B409,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B410,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B401,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B402,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B403,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B404,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B405,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B406,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B407,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B408,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B409,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B410,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B501,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B502,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B503,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B504,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B505,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B506,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B507,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B508,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B509,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B510,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B501,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B502,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B503,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B504,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B505,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B506,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B507,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B508,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B509,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B510,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B601,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B602,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B603,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B604,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B605,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B606,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B607,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B608,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B609,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B610,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B601,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B602,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B603,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B604,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B605,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B606,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B607,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B608,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B609,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B610,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B701,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B702,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B703,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B704,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B705,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B706,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B707,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B708,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B709,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B701,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B702,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B703,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B704,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B705,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B706,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B707,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B708,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B709,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 8,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B801,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B802,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B803,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B804,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B805,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B806,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B807,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,B808,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B801,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B802,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B803,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B804,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B805,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B806,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B807,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,B808,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Roof,,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[CPEF-3] - Carpark Exhaust,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[KEF-B-R.01] - Kitchen Exhaust,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[KEF-B-R.02] - Kitchen Exhaust,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[SPF-B-R.01] - Stair Pressurization system ,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[SPF-B-R.02] - Stair Pressurization system ,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[GEF-B-R.03] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[GEF-B-R.04] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
Duct Installation Check List [C],Sign Off,,folder-with-checklists,,,,,,,[SSF-B-R.01] - Garbage Supply Fan,,,,,,,,,,,,,,,,,,
,,,step,,,,,BLK-C,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C232,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C233,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C234,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C235,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C236,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C237,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C238,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C239,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C232,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C233,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C234,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C235,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C236,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C237,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C238,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C239,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C332,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C333,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C334,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C335,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C336,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C337,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C338,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C339,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C332,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C333,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C334,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C335,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C336,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C337,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C338,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C339,,,,,,,,,,,,,,,,,
Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C431,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C432,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C433,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C434,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C435,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C436,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C437,,,,,,,,,,,,,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,C438,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C431,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C432,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C433,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C434,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C435,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C436,,,,,,,,,,,,,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,C437,,,,,,,,,,,,,,,,,
