"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ee2d1a87-5029-57cd-b79b-36b33c1abd7d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"9173777d-2f26-5536-ad82-6db060a31654","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations"
"3f3d9f08-fbb4-5bf6-b254-4c979c9ec28e","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing"
"57937ae8-dbcf-514e-9f5f-32f99561b62e","Child Concrete - Pre Pour(482ce240-5f0a-5b5b-8e0b-2288a3283565) -- Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit"
"482ce240-5f0a-5b5b-8e0b-2288a3283565","Child Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit","Concrete - Pre Pour"
"59666ca4-f73c-5ea7-9a9b-ebf1a236272b","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up ","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"6c4360d0-48fd-578d-9923-33ca3c9d5801","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up ","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"2876e0c4-9df1-5da2-8dcc-87352e21fdb0","","holdpoint","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up ","Concrete - Pre Pour","Request Signoff"
"3abaaa23-5578-50e7-a903-166c1241c503","","checkpoint-group","pass","","","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up ","Concrete - Pour /Post Pour"
"05c1d958-dfc1-5c24-b383-e9ad5e18a21e","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up ","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"6ec2a608-4b4f-5db7-a839-b67b1976a608","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up ","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"7669b087-7006-5889-b4db-4f7cab0214aa","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up ","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
"abab449f-eb3e-5359-9bd9-24e5df38671a","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up ","Concrete - Pour /Post Pour","Concrete Pour completed correctly to specification & within tolerance in respective area(s) (photographic evidence provided below)"
"421248d7-0b7b-5ba6-8cd9-174e51674456","Child Concrete - Pre Pour(b890ab9b-3e89-58ad-9e4c-a02511b6ef93) -- Reinforcing checked and correct(1c0e77e7-d018-50b8-becc-cf7c1c3bd511): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up"
"b890ab9b-3e89-58ad-9e4c-a02511b6ef93","Child Reinforcing checked and correct(1c0e77e7-d018-50b8-becc-cf7c1c3bd511): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour"
"431eef4d-239a-5021-b58c-913f43c7db47","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Area Accessible & Approval to start"
"0453f316-8cb7-5a09-a112-1af999d77f54","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Formwork - Correct Dimensions & Heights"
"850a181c-6e2e-5cfe-9cdd-eef7a9be9730","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Formwork cleaned, oiled and braced sufficiently"
"20c6cc25-688a-576e-bf80-b3430ac36412","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Any/All cast in items checked / correct (location and size)"
"887808ff-c6f8-5164-8468-4c5964a0e8cd","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Penetrations correctly formed/located, checked and accurate"
"1c0e77e7-d018-50b8-becc-cf7c1c3bd511","DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Reinforcing checked and correct"
"b5ef41c4-9d4b-5652-85a6-8aa3ff654e1c","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Waterproofing (checked and correct)"
"e72eced0-f76e-5dce-a4b0-724e44841f80","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Bottom of concrete pour is clean and free of debris/roughened"
"879e0fbb-dcf9-5a6b-97ef-17c920d78ef2","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Engineer informed of pour checks completed (see consultant folder and ensure observations are closed out)"
"12e757db-e53b-56f3-a21d-c6d93c900f96","","holdpoint","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pre Pour","Request Signoff"
"a4a9c585-faad-582e-a2c5-ec4495660bca","","checkpoint-group","pass","","","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour"
"ae7821fe-f862-5eb4-ac45-923b95cdf745","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour","Concrete checked on arrival & correct (slump, MPa etc)"
"4a4583d2-4716-50b1-bbbb-e63a503d716f","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour","General photos/comments/observations during placement"
"0ecde957-faab-5aa3-b79d-c042b1a31800","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour","Concrete surface finish to specifications"
"7d1d9ee8-dd1b-58f6-b246-e390b21d4c3c","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Foundations","Concrete Pours/Reinforcing","Concrete Pour as per mark up","Concrete - Pour /Post Pour","Concrete Pour completed correctly to specification & within tolerance in respective area(s) (photographic evidence provided below)"
"b324b60c-c312-5672-994e-cec5210ae515","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building A","Foundations","Underslab Services"
"3af9b86f-a5c2-5d17-aaf4-e270cfb691de","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building A","Foundations","Sub Grade"
"3ace9f46-936f-56cb-a882-59664cd9bb20","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Building A","Foundations","Waterproofing"
"0022e803-d4ba-5797-b6f6-a375918d1762","","folder-normal","pass","","step","TRUE","FALSE","Building A","Structure"
"9b3f677b-0566-570e-8b59-79ec60e7083d","","folder-normal","pass","","step","TRUE","FALSE","Building A","Structure","Level 0"
"9f702e90-5bd1-519e-b18b-365d640cd197","","folder-normal","pass","","step","TRUE","FALSE","Building A","Structure","Level 0","Precast Walls"
"78e53552-21ac-5a5f-87f8-b3343d977301","","checklist-sectioned","pass","QA - Precast Walls/Stairs/Balconies/Floors","checklist","FALSE","FALSE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0"
"7aea7610-bd09-5653-a433-c2d2b4414b4b","","checkpoint-group","pass","","","FALSE","FALSE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Pre installation"
"a66efa43-9728-516d-a441-5ad713b892a6","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Pre installation","Precast walls manufacturing completed and transported safely to the site"
"6426f964-ab60-573d-8c72-62f54e59d6a2","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Pre installation","Site Setout completed"
"c0570cef-8f82-57d0-aa15-4816b8ddfcf2","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Pre installation","Precast elements inspected, correct and damage free before placement"
"f5fda68f-f377-5084-a8f9-f5578611403a","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Pre installation","All pre installation work completed"
"1275082b-28fb-5b4d-91a1-d9cd874389ce","","holdpoint","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Pre installation","Request Signoff"
"92d1a803-98e2-54b8-8d8e-223c0eb32032","","checkpoint-group","pass","","","FALSE","FALSE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Installation"
"cabe07ac-38e4-58bd-855a-a86a878922e0","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Installation","Alignment and levels of the panel checked/correct"
"a0e78a27-18f8-5fbe-9c2d-dac0f85bc3d6","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Installation","Panel propping checked"
"2df17fbd-b51b-5353-9b6b-f1351c417d77","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Installation","Checked rebar requirements for any insitu stich joints"
"1245ce02-153e-594f-aff2-6a8bc032e802","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Installation","Any additional photos, comments and observations"
"f7ad51d8-cbb1-5902-aaa8-1011be77835b","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Walls","Precast for Area:level 0","Installation","Panel installation completed within tolerance in respective area"
"33ea2d71-4b72-529d-9146-96b9ce598d27","","folder-normal","pass","","step","TRUE","FALSE","Building A","Structure","Level 0","Structural Steel"
"c2df3973-9b15-58eb-b513-8d61f1a49ebb","","checklist-sectioned","pass","QA - Structural Steel","checklist","FALSE","FALSE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1"
"077a247f-606b-5553-ae9d-35af44cc9f4c","","checkpoint-group","pass","","","FALSE","FALSE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Pre installation"
"8ea23b9d-5354-50f8-b493-71bb86e8a0d8","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Pre installation","Structural steel items checked"
"3e9cec75-7e26-5f1d-bb7b-79169bed4dc6","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Pre installation","Cast in/anchor bolts and plates installed"
"a1a22314-8def-590a-b22a-d98090e15e82","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Pre installation","All pre installation work completed"
"74f76920-944f-5068-a7d0-d5e82647b03f","","holdpoint","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Pre installation","Request Signoff"
"cdfe19ed-9c67-503b-bc1a-4b1a40a42147","","checkpoint-group","pass","","","FALSE","FALSE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Installation"
"6dd3a49a-2227-5897-a338-bf90826a4158","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Installation","Alignment and levels checked/correct"
"facf0781-3d9a-53ce-951b-15fdcdecdbc6","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Installation","All dry packing completed"
"e3874170-32ec-5588-86c8-d90b86214a85","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Installation","Any additional photos, comments and observations"
"3407a706-3060-53e5-802c-c7b576892cd4","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Installation","Structural steel work completed within tolerance in respective area"
"e7de674f-f99c-522b-a65f-c48c62a46450","","holdpoint","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Structural Steel","Structural Steel for Area:level1","Installation","Request Signoff"
"d2a3405a-21ff-57ea-aacc-f185abbf9364","","folder-normal","pass","","step","TRUE","FALSE","Building A","Structure","Level 0","Precast Flooring stars and balconys"
"33d6ad4b-e65f-527a-abee-0c713615c060","","checklist-sectioned","pass","QA - Precast Walls/Stairs/Balconies/Floors","checklist","FALSE","FALSE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1"
"d6b5a237-2eef-51b1-a706-c7c415864209","","checkpoint-group","pass","","","FALSE","FALSE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Pre installation"
"bf1887a2-f9c3-54b6-8627-3454830de5cf","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Pre installation","Precast walls manufacturing completed and transported safely to the site"
"5de343fd-e198-5bd9-8504-062a5d02461f","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Pre installation","Site Setout completed"
"9d5b7d3f-e210-5ec3-bbb0-cb42a8d04937","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Pre installation","Precast elements inspected, correct and damage free before placement"
"c7256539-cf51-5e0b-931d-22b289b83f68","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Pre installation","All pre installation work completed"
"061dd21d-c0ad-5991-8628-59ec082ee0f2","","holdpoint","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Pre installation","Request Signoff"
"b37e9c34-6bfe-5869-95dc-13acc8ab8b1d","","checkpoint-group","pass","","","FALSE","FALSE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Installation"
"37202019-3937-57cc-b5df-bc21228511f3","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Installation","Alignment and levels of the panel checked/correct"
"fbe241a4-208b-5986-97cf-e8fecb64f40c","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Installation","Panel propping checked"
"91cbda33-ea8c-5d6f-8a69-828acbb68c32","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Installation","Checked rebar requirements for any insitu stich joints"
"1cdc1e78-0324-52c2-8c61-a55becdc8073","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Installation","Any additional photos, comments and observations"
"d40e34d8-9c9e-5091-a3a4-8ea33d680e20","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Precast Flooring stars and balconys","Precast for Area:level1","Installation","Panel installation completed within tolerance in respective area"
"756f5dfd-269a-5a00-ad69-e67bb3c61382","","folder-normal","pass","","step","TRUE","FALSE","Building A","Structure","Level 0","Concrete Pour/Slabs"
"2a93cb1f-c83f-5175-8f4d-94d9637dc94e","","checklist-flat","pass","QA - Concrete Slab on Grade","checklist-flat","FALSE","FALSE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st"
"c67012e5-c882-5f66-a372-e43f11ce1b5c","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st","Plans showing RLs / set downs / nibs / rebates / slab thickness."
"c2b5a058-7d59-59cd-9b2d-43917f1707a9","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st","Slab on grade – top of metal RL."
"00f1bf25-1f6a-519a-8e79-ceb8f3097df8","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st","Formwork in place."
"de21a06b-c5a0-538e-98d5-ff8e448bc49d","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st","Reinforcing steel – mesh size and lap."
"0f8bc1c8-38c1-5c50-926e-d36671c9c202","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st","Starter bars in correct position and size."
"f8087a90-058f-5d19-8764-d22e0cf0f69c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st","Holding bolts in place."
"951a141a-9020-552f-990c-db60735c4445","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st","Floor thickness in place (random slab check areas)."
"b3bad494-7c4e-5f52-965b-bca3bdfd9343","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Structure","Level 0","Concrete Pour/Slabs","Concrete Slab as per markup 1st","Cover to reinforcing correct."
