"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"28062c4c-357a-494e-a704-4868522d2224","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"9e5183dd-d548-56e1-afbc-7b9dfaa541fd","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"86dd241c-d1ee-43cb-9bf9-704e1ba68964","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"ba4b7a60-5de9-49fd-ae8f-181986639bed","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Panels"
"457c6233-507f-42dd-baa1-5536373201ab","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-01"
"0a6c9eeb-0540-5dc6-8ff8-39920cb2d8e0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-01","Precast Element Details"
"69aaa299-180a-5725-bd86-bdeb80e8dd02","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","Check covers on all sides, MF and TF"
"49740f31-b0a2-5e68-9de6-13efd36c0fbd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"1e81e101-8354-5a87-bea8-2aba3ae3fa3b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"da878b50-0d89-5f0c-94f0-d744278d1ab3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"2b688de6-2a86-510d-819a-40c868433069","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","Lifters"
"1e3fc2c2-58b6-5566-b4a3-69556d70df23","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","Tie wire Trimmed"
"65717d02-8129-5ccc-9989-a5e6c93fbfa5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","Panel fully clean"
"ed499ad3-c423-5246-b514-5a6e73b4ff6a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","General Photos Attached"
"167aa569-63ac-5c98-8c20-90fc0e5e899d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"d45d31a9-67c3-5bf0-a827-ea2e8fe84cd5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-05","Demould Inspection"
"40df4315-8091-57db-b330-5287a0f5fa3c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Demould Inspection","Demould Inspection complete"
"2e95b834-08cb-571b-82d4-216c5995053c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-05","Loading Out"
"637153e2-7259-59cf-a77f-dccf90994d04","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Loading Out","Photo take of Panel on Truck"
"29a4dd6f-b041-5e8c-bf5d-d69f07f01f6e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Loading Out","No remedial work required on site"
"dcda5b93-306d-594a-9d60-5492cf73a67b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-05","Test Results, Certificates and Documentation"
"d23fa251-a59a-57b1-a589-9c9c5ab91b76","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"0a4acab5-26c5-50c4-bd77-a32dea1144af","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Test Results, Certificates and Documentation","Concrete Docket Attached"
"22b99d56-83bd-5f43-9e1d-74fe4f5f5dc8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Test Results, Certificates and Documentation","Upload Concrete test results"
"9a8450db-3af1-54d5-ac89-5bddeea9c2a8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"0feb9d88-0c5c-5417-a0a7-986fe346dc52","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-05","Test Results, Certificates and Documentation","Upload Lift Designs"
"6c421d6f-c6d0-4c05-95c7-7a329cb56ecc","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-06"
"7a56d026-5ee9-539a-b9e9-74e6385925db","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-06","Precast Element Details"
"1abbe37b-9d34-59b6-abd6-9fe372f79712","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Precast Element Details","Concrete Details Complete"
"17846a54-43f4-59ac-b61f-02df2483733c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-06","Formwork Set Up Checks"
"2501e3d8-2bda-5a07-afd0-7439c6137b79","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"e7e8007b-95c5-51c0-a19b-6ddce90e404f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Formwork Set Up Checks","Edge Details & Rebates"
"292b1726-ae30-566f-a815-b09e62ef1df1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"f9de58d8-606e-595d-8cbc-964ce61eec95","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Formwork Set Up Checks","MF roughening's"
"da2e7bd1-3d2a-591c-b93d-1bd4d988de06","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"bd7b402e-5a8c-5e8c-ac44-7d3a47130559","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Formwork Set Up Checks","Mould Face Clean"
"81d1f342-47e4-5bc2-8916-7549e1631a81","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-06","Prepour Checks"
"897d08ad-cf1f-5995-a27c-6edb7b41afd7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Mould Cleaned & Oiled"
"42251449-ca8e-5b1d-9583-b3453b8a2a34","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"2c735247-4a69-5bc7-8d0a-237406802a27","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Check covers on all sides, MF and TF"
"d6534b6e-3891-5e84-8405-f4e727be1eed","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"f785a3e3-5a30-5645-afdf-bbb30d40f0db","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"f4e2fcd1-36f1-50a1-9b81-b4ea278a7294","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"fcc238b2-afd5-58ed-aeb2-536796612f5f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Lifters"
"e21ef9c1-7d48-5670-b887-2f4b03b430a6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Tie wire Trimmed"
"23c92144-b539-5d90-938e-a545d98d2007","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Panel fully clean"
"fd00e778-c26d-53ef-8b36-033677c6fc21","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","General Photos Attached"
"0f406037-9e6e-5a49-bb29-a01ee3d637e0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"b69a43dc-0cc3-58da-a1c6-ace0eb836745","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-06","Demould Inspection"
"5b452822-2d31-5c9c-bc7e-ae78887f1a18","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Demould Inspection","Demould Inspection complete"
"1a19ff1d-0d90-5483-97e9-fbdaaef2b270","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-06","Loading Out"
"d19575a2-0dfb-5837-baa9-b8a14fbe1f0b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Loading Out","Photo take of Panel on Truck"
"9232a0c0-edb6-518c-9b42-2876ad8ed050","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Loading Out","No remedial work required on site"
"70c15982-e188-50da-9a24-9a50b7293c3b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-06","Test Results, Certificates and Documentation"
"08c96163-80c8-5730-80a7-924b62109a34","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"bc07cea0-ae4e-5e3a-b281-80afaa47a32a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Test Results, Certificates and Documentation","Concrete Docket Attached"
"9a535f74-d5b6-56ad-b41a-1f60e1ac9480","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Test Results, Certificates and Documentation","Upload Concrete test results"
"7243f307-a0c8-5ed7-93ed-99a6bf8e1ad1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"1fb457e5-adde-58df-a150-8e37718d1ce3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-06","Test Results, Certificates and Documentation","Upload Lift Designs"
"48ede619-f1d1-43cb-a48d-e7f2b0cf82c8","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-07"
"00bf2ae4-2294-555e-83cc-8c2e8c5e007c","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-07","Precast Element Details"
"88a4ad8a-4ab0-5ac5-bf34-86303cc32a8c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Precast Element Details","Concrete Details Complete"
"39164a53-70db-557c-8d63-4c1606dfa7c5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-07","Formwork Set Up Checks"
"8caae24c-79bd-5a3a-8445-0af2dce6a5b0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"966605c8-1445-59df-9a42-f47ecf83a5cc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Formwork Set Up Checks","Edge Details & Rebates"
"a474cd52-8e8c-51b8-971c-55dfb66a85eb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"31170153-2c60-531c-9ffa-6f5f16d66052","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Formwork Set Up Checks","MF roughening's"
"c73fd36e-883e-5587-addc-28bac329bca0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"15090acd-891c-51c6-9825-1d040a69a66e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Formwork Set Up Checks","Mould Face Clean"
"455da7cf-70cb-51ba-a68a-e9bd19b154a5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-07","Prepour Checks"
"aca29cf7-5b24-504c-be0e-564d2f9c1d10","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Mould Cleaned & Oiled"
"effc8716-1dea-5f75-9f93-5738bd91aed0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"9bb13aa3-157e-502b-9d6b-146919f9f7a6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Check covers on all sides, MF and TF"
"5b4cfed6-557a-55eb-8485-b305ba35baf6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"deb6922d-1603-5493-b7c8-485cbed8ff24","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"de40f5e7-ba7a-5428-ba0e-fbdeb0a7c7a6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"b3f9d7a0-1c5a-5f1f-b760-108b48b0e000","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Lifters"
"98bbc702-7670-5ee2-916a-2c9df00fcc33","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Tie wire Trimmed"
"b0b4e3ae-44fc-5cbd-9b79-a79c163f25f0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Panel fully clean"
"d5788b64-c5f5-5d99-8fe2-351b51d8984d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","General Photos Attached"
"3277115e-fea9-54d8-9de2-d5fadfdbee70","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"6eafc8e4-7227-55d6-a4ff-6e818250a0af","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-07","Demould Inspection"
"8048209f-f31a-52f9-8e54-33dbbfd22ba7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Demould Inspection","Demould Inspection complete"
"f8dbe5b2-9d8f-5338-b9d2-b1e23ecc3f30","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-07","Loading Out"
"c13a7cfd-6506-5153-8ee5-fd5c08a7cd01","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Loading Out","Photo take of Panel on Truck"
"e1b96519-2c56-5bfe-b894-a31ea7f26b7c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Loading Out","No remedial work required on site"
"ab5b03be-6316-56c5-a114-9f0ee9b07690","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-07","Test Results, Certificates and Documentation"
"6c42a00a-afb4-5d1d-910b-8b3184b54872","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"7ad45fb7-e217-5f63-8d9e-716da2671e86","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Test Results, Certificates and Documentation","Concrete Docket Attached"
"51c25ff1-0760-554c-85f1-3bc96ace9581","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Test Results, Certificates and Documentation","Upload Concrete test results"
"63845ee8-cd2f-58e7-b1c5-f550ea9aa470","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"55e75c6d-61a5-5b21-a359-2ff0c891b362","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-07","Test Results, Certificates and Documentation","Upload Lift Designs"
"e00f749f-b2f8-44bc-804a-28ce953a3ce1","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-08"
"23e1c78e-2ac2-5a99-820c-058a67c92e01","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-08","Precast Element Details"
"c7d16871-e7a0-5dae-895d-3a0ddd7d3aa1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Precast Element Details","Concrete Details Complete"
"d9d93202-8336-51ac-ba1c-c502ae450abf","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-08","Formwork Set Up Checks"
"7e70b4f1-0560-5960-b8b6-9a3aada399b6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"7bca6aa8-088f-5673-b4da-f2da90409a49","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Formwork Set Up Checks","Edge Details & Rebates"
"d6ee47b4-f31a-546e-b750-512764ba7863","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"079df38d-bdae-57c0-be2d-a9f27e26adf8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Formwork Set Up Checks","MF roughening's"
"43c48edb-ad01-57fe-93b3-a6353903191d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"93cf8cbb-970f-5b26-8b7b-3b09de63abc6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Formwork Set Up Checks","Mould Face Clean"
"00e5bf69-448e-5286-99ad-e8f434550099","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-08","Prepour Checks"
"3d9ba929-c56c-5138-ab1f-584e7a86cfdc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Mould Cleaned & Oiled"
"67e3e465-0f27-56a9-a989-4cba48984a10","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"8d00e744-cf18-5cca-961a-7984a93ff568","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Check covers on all sides, MF and TF"
"fef7c08f-ecfc-5fbd-8f6e-1d32cbb26942","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"f1e2f609-c31d-5fc2-ad8f-e2921d658de2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"405143e2-5e12-53fd-9971-3e385466d449","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"4ddcf4c0-3dac-5dd4-8c8b-f0cca7c40283","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Lifters"
"b322a3a9-f480-5503-b2f3-371891487ece","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Tie wire Trimmed"
"84d2bf50-d174-50f8-bc4f-80d5f98be916","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Panel fully clean"
"825625bc-0e36-5dec-a630-6723f6ebe5a9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","General Photos Attached"
"efadee92-2a01-5bab-8e97-eea6be3b225d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"c4f125f8-fdd2-515a-a639-768c2cceb992","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-08","Demould Inspection"
"49cb5259-9c68-55e6-b995-d494778583b5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-08","Demould Inspection","Demould Inspection complete"
