"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6e936bb5-606b-41a3-82ff-7ee237f22eeb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour"
"1c801ddb-0943-4ac6-937c-c18fa3233f16","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour","Basement - Shotcrete"
"6abc728a-fc89-439c-a69c-5f1539b892fc","","checklist-sectioned","work-in-progress","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Stage 3B","Stage 3B "
"d6a5fa9c-9630-4e10-bb93-cb466aebcacd","","checklist-sectioned","work-in-progress","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Stage 3B","Fold "
"29f7f34b-083f-4aca-be93-212d5b0b665e","","checklist-sectioned","pass","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Stage 3B","Columns and Ground Floor"
"d8d2eb6b-6410-4661-9e3c-0d41d81ef8b4","","checklist-sectioned","work-in-progress","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Stage 3B","Columns "
"42359194-05bb-4d73-b2c6-621d1f3f4ce3","","checklist-sectioned","work-in-progress","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Stage 3B","Ground floor upper slab on ground"
"995961b1-ea77-4bcb-a730-b4d26e9784e1","","checklist-sectioned","pass","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Stage 3B","Stage 3b - Level 1 "
"fbc2a93b-6591-4121-ab20-3eed9dd94c4c","","checklist-sectioned","pass","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Stage 3B","Stage 3B 20/5"
"d2fe996a-ab07-45e6-95c1-83c16d0addcf","","checklist-sectioned","work-in-progress","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Stage 3B","Level 3 - Stage 3B"
"8fee669d-6a32-4354-bb4d-08268c43e451","","folder-normal","pass","","step","TRUE","FALSE","Structure - Prepour","Level 5"
"7a02bd57-7fba-43fd-8b75-d2558003d2ec","","checklist-sectioned","pass","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Level 5","Level 5 - Pour 1 "
"1b19f0aa-b9bd-49e8-ac8d-bf8a9bfeebfc","","checklist-sectioned","pass","Concrete Pre-Pour Checklist (Issue No1.1-V.280416)","checklist","FALSE","FALSE","Structure - Prepour","Level 5","Level 5 - Pour 2"
"2fbacc1a-38f3-4a01-af8b-df0b721f1a7a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting"
"22efb680-dea5-4fc0-ba77-0e72a109adf9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250"
"5b605a3b-3c2a-4a7d-befe-61191e1a3e58","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","High level"
"a77af5c0-7ee6-4954-bb8c-51a54d93de2e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","High level","Walls"
"b4486764-87f0-43e3-9dc5-95f1c33b9b26","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Low Level"
"a30a079d-9f1f-4407-9229-30be5087159b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Low Level","Walls"
"efa8cf52-d771-4d57-9c12-45470ccf7c41","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Ground"
"9b6c9b00-0e48-4a41-828b-16e1b81e9827","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.OD.01"
"20645e5a-be8a-4689-9848-bee94f682074","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.OD.01","Walls"
"e0741d8c-7eac-4122-a4b8-94972b470b76","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.OD.01","Ceilings"
"b209609d-cafd-4cbb-9ebc-ad7b28ae2ad6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.01"
"177dffc7-1626-4889-88dd-af4638e92dbf","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.01","Walls"
"c4658243-a190-454c-93d6-eba6be7888fd","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.01","Ceilings"
"9de1fe05-f5a3-408a-8f8f-e16705f177e5","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.04"
"c67e0b3b-51d3-4957-be57-bb40c89e7914","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.04","Walls"
"0dec638e-2a79-43a1-88e8-00a9750205b0","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.04","Ceilings"
"ac12b76b-d955-49d3-b1e6-f9b899fead22","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.05"
"3eb570ae-d91f-41c7-8f60-6b947edfcb03","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.05","Walls"
"9c9cd774-c05c-4f10-8ba2-4b8a45132491","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.PF.05","Ceilings"
"5bdfb587-08bd-477a-97fd-dc8ff9502db2","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.SSO.02"
"ee33c79d-c861-4c2d-a725-36e5e209895f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.SSO.02","Walls"
"a7745967-8eb3-44ba-b6f0-ba17601a9398","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Ground","LG.SSO.02","Ceilings"
"a42670dd-dbf7-43a2-9e29-7faf2048de28","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Level 1"
"ed84b71c-7eb8-4ea2-acdb-2007b6dfc90b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 1","Walls"
"365990ed-21db-4d5c-bf5f-60a8f4d589b0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Level 2"
"67426a23-3786-4334-bc80-dec7c77b892b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.PC.03"
"7320d27d-f137-4cfa-86ea-9f5afd237ecb","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.PC.03","Walls"
"37dc3ec7-f889-4943-a4e9-80ff93105593","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.PC.03","Ceilings"
"83254c2d-788c-4635-947d-5e110877b1b2","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.PF.06"
"638cbd3e-0f44-4b86-bff4-eb67e58126a4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.PF.06","Walls"
"7d9a4d59-e1a6-470c-8125-63a4c7b29250","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.PF.06","Ceilings"
"854be304-61e1-497d-92f1-622f17f37aa2","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.SS.01"
"0dc7a70c-558d-41cc-af1e-a4cfc028e396","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.SS.01","Walls"
"68800349-d8e4-4afb-856f-f81510224c34","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.SS.01","Ceilings"
"8228f3cd-3663-42a7-8960-b54174923efc","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.SS.02"
"33ba3ab2-7819-4d1a-931a-e424b9a424df","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.SS.02","Walls"
"4a3fcedf-fcc3-4016-9e08-cf6cfb877e45","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T250","Level 2","L2.SS.02","Ceilings"
"4580a7c9-8312-4fc0-85cf-69a11877583b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500"
"53bc12bc-7890-49fd-81d5-4cc140411045","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","High level"
"a34e9999-aef0-421f-8fe6-59f446bbb0e8","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.03"
"50fa0247-8195-407f-900a-fd2126c1f707","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.03","Walls"
"b0d65d77-36a7-4c15-bc0d-064810e108fc","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.03","Ceilings"
"4c5794e8-7310-4300-83f9-5565edf2c41d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.04"
"7a68daf3-6f12-4f15-9029-fd7b0a3e006f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.04","Walls"
"9f039942-6b68-4440-9eb8-42357b72701c","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.04","Ceilings"
"19c27c95-616e-43a8-bf6a-3064d1ec1e60","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.05"
"b73900d5-7341-4dc3-a56f-9281b759e6d3","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.05","Walls"
"025b615e-f522-4027-b395-134283dacd4d","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.05","Ceilings"
"aecb52dd-783c-41a8-a8b4-9acd4700cc59","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.06"
"83bfef06-dd58-4c78-8cc1-4660aed0fd21","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.06","Walls"
"86f02adb-ed2e-4d7f-9908-46ed833f6b95","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","High level","L4.SS.06","Ceilings"
"a15af578-415a-4633-961f-8cfd34e3cac9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Substage"
"45935daa-2e87-4493-95fb-7cff04f59694","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.01"
"0ffe6a94-590d-4ea2-ba88-f91baefa20e9","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.01","Walls"
"73547d81-599c-4ae0-a80a-8ed10478ab40","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.01","Ceilings"
"32d5dcf0-5132-4386-9af5-c5fafc27a80b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.02"
"747cd0e7-3a67-4ec5-ad33-59a598e08bfd","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.02","Walls"
"7c2b5c78-423b-454a-bd0a-91cb7de650e4","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.02","Ceilings"
"181a2cdc-a909-4fe4-b6ea-c9a504c4f532","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.03"
"8f94ea2e-6fa5-46c2-8b0e-54f3064a9b5d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.03","Walls"
"428f5104-ba02-48ff-9071-a47aca650f5f","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.03","Ceilings"
"1975d7d7-398e-4928-948a-de227a710a9a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.04"
"6c04e97b-717a-40dc-beed-859315a332fa","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.04","Walls"
"b07beabf-03e2-4391-aeb3-f1ec6a8eae29","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Substage","LG.SSS.04","Ceilings"
"35e854c8-0a84-4283-b961-4fe7b473a997","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage"
"651e380a-4608-4539-a163-6c98ee2f5468","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1.PF.02"
"fe49df63-2c6a-4a8a-b619-152589195fc1","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1.PF.02","Walls"
"f8048eff-b464-40cd-a8a5-27d686afe7ba","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1.PF.02","Ceilings"
"48a96c8c-edb7-4b12-b9bb-b289e3efcf14","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.01"
"b1126f36-a451-4579-ba38-a7c55eb28d09","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.01","Walls"
"2f5609d5-4fdc-4e8d-8315-598d79960509","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.01","Ceilings"
"d079d364-0696-4cac-9774-f36bc47610e7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.02"
"cd19b176-6d1f-494f-bed3-ff6f157dc5ca","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.02","Walls"
"fbadd635-780c-48c5-8dad-c8ee9cd893b9","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.02","Ceilings"
"cb52f333-3d08-43ea-b63c-ee85e6687b80","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.03"
"b70114d6-d3de-4ad9-8a7e-bfbb1a357aaa","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.03","Walls"
"4396beb0-8299-48f3-907b-d867d2e57540","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.03","Ceilings"
"10e8730f-05f7-43b7-a4d0-bcf3293b9133","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.04"
"542efd09-eb55-4dd6-a923-63a9ac981ad7","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.04","Walls"
"81591983-9e56-4d9e-aa4d-52d2f42dda5d","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.04","Ceilings"
"7097c278-7abc-4deb-9fe2-304033334ae7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.05"
"37922af1-30e7-4737-8bcd-1f604c36c371","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.05","Walls"
"65dbabd8-6d79-4891-998d-fdcb095fc259","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.05","Ceilings"
"d1e9f5ea-9f72-48cc-abb2-7c825acd433f","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.06"
"c7b3e19c-1f9d-4afb-8322-842effed1cd8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.06","Walls"
"6a794eb2-193e-40df-9afd-547becaed14b","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 1 Stage","L1S.PF.06","Ceilings"
"740d589a-edc2-4afc-bd4e-fa0116963699","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony"
"f30d6e69-8a03-4f17-8741-7ccc73d27a0c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony","L2.PF.01"
"a1f7b4e0-516b-45e9-84b5-4f9851f9089d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony","L2.PF.01","Walls"
"e5f3de59-51ec-4aa4-975d-7f2952e0c773","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony","L2.PF.01","Ceilings"
"9e78623c-b846-4eee-907a-6cbb7e2ce40d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony","L2.PF.02"
"4ed613bf-c163-41e4-bb9f-b10a15d08d1a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony","L2.PF.02","Walls"
"8b803aba-c5f1-46b5-b356-2058882a413a","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony","L2.PF.02","Ceilings"
"a9fbae32-d64c-41f4-a2e5-9e8dabecd93e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony","L2.SSO.04"
"e821a6f3-b2ea-4c4b-8753-02f18495747b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","T500","Level 2 Balcony","L2.SSO.04","Walls"
