"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"eaeb3639-144c-4697-ba9a-eb9d347b0985","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"c65b507f-3bb8-480c-9777-5c71c1f90f41","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"826e6c0f-1aa7-4d76-b08b-09d7d08b7995","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"6890135a-01e0-4436-b4c0-fe5c091ead45","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE"," Precast Manufacture","Weld plate details"
"28b4f8b6-fbe3-49cd-8f77-a6793d29e5ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details"
"2f69b0d6-f8c0-4a0a-b7f4-9245feef965e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"69a57162-2217-4b11-84ba-f0a9082283d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"64886292-4cda-494d-ba08-f4ddc86592f4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"ac8b4463-8b3f-4039-a39f-94995bd1002b","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","LOT - 1"
"42426843-cee5-4976-b058-8a73cad6be23","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P01"
"8e42227e-8431-4a78-b6e5-8eec45c46944","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P01","Pre-Pour Check"
"0486b832-6f7e-47d1-86b7-edba7edc37e7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P05","Stripping and Stacking","Stripping & Stacking"
"98b7b147-e7af-4c51-b0c4-435502cae80d","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P06"
"2708a8e3-3ee8-4ab6-8721-31cc504cb36f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check"
"9354162f-05e8-4d8a-a32d-f274cb85072f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check","Dimensions"
"c64feb02-9679-490e-8468-11c27e7153c0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check","Mould Clean"
"48aea269-ae3e-440c-8490-675c6210d0c3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check","Mould Oiled"
"c169877a-853c-4e95-8f59-a2a7af40129b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check","Mould - Workmanship"
"4bce71d4-11bc-4823-a164-29e5f4373b22","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check","Reinforcing"
"a9fa3673-a5ea-4db6-9554-b3b060113bb5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check","Cast In Items"
"e54dab8f-0146-407d-b3c5-4446301c7ea8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check","Marker Position and No."
"689ef232-da8c-47a3-90bb-287e90ccc0ce","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Pre-Pour Check","Make mould to Green Status"
"fe4b8767-a7ac-472e-8518-7123701cd2ad","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Concrete Works"
"205e3d93-f7b7-4422-a59a-3e14b2941561","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Concrete Works","Concrete Works Details"
"421c7368-24cf-49cd-9907-7853f43b0390","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Concrete Works","Wilco Sample Taken"
"824bf8d0-1ef1-4cfa-8522-72cf3584b639","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Concrete Works","Bridgeman Sample Taken"
"e7e6bec1-3a7e-444f-9567-58ebbfa3388a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Concrete Works","Supervisor Approval"
"1e130a3c-d6a7-437a-aafb-61173065b48e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Post Pour Check"
"f2422334-ffc0-40fe-ab79-ea23d290323b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Post Pour Check","Edge Detail"
"9f721c47-4191-421a-9c8e-d795b4684c5b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Post Pour Check","Bar Projections"
"17d0a23f-7086-4c0f-bbe5-10989a68c533","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Post Pour Check","Cast in items"
"54d86db9-40ed-4a14-913d-808d972ef698","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Stripping and Stacking"
"f8d91dd9-9028-4205-ad29-e8318483a4e5","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P06","Stripping and Stacking","Stripping & Stacking"
"aca35f2f-e228-4643-a1f8-2a7c466187b4","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P07"
"b8cf1c5b-7d32-4b72-9e19-8076c647abc6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check"
"b85695f6-61bf-4f84-8516-a79fe0ea3948","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check","Dimensions"
"0848cfb1-6f1c-4a8e-9867-07d1b8ba184e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check","Mould Clean"
"20cadaff-7538-4a4b-998f-e7cf9746cd3e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check","Mould Oiled"
"d82489c2-61e3-4976-b49b-258cdf794b55","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check","Mould - Workmanship"
"909283db-43cd-417a-a77d-93b689648d29","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check","Reinforcing"
"3c1c3961-268b-4550-a80f-9ed5bef69e7d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check","Cast In Items"
"b9ead3f2-c1a2-4af1-af25-2b6af81a264b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check","Marker Position and No."
"948b7207-d95d-422e-9549-bdc22a2122b6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Pre-Pour Check","Make mould to Green Status"
"3e53c6f2-1aad-488c-9971-60750ed2381f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Concrete Works"
"fccd8cac-c0be-46b6-8110-32128be90e8b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Concrete Works","Concrete Works Details"
"a4371d6f-69df-48e1-b1c7-97a7e0bd668f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Concrete Works","Wilco Sample Taken"
"29cbc776-6516-4d21-aa98-5b6cbd42031b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Concrete Works","Bridgeman Sample Taken"
"ebcf65c5-0dcc-4bef-8b0d-dd3c9007e5c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Concrete Works","Supervisor Approval"
"f7fcac1d-b173-4bcb-ac6a-bb505d6caf58","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Post Pour Check"
"a7e67a81-7814-4367-9757-8f5f5c821ecf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Post Pour Check","Edge Detail"
"abc975cc-5600-49ec-ace4-c0890c3fe186","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Post Pour Check","Bar Projections"
"aa1e9ab4-b916-43d5-9948-dc343b428582","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Post Pour Check","Cast in items"
"7ab88203-803c-49d2-9777-ab4549c876e0","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Stripping and Stacking"
"3bbe36ae-e881-4dd9-b536-6d7fb352d55e","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P07","Stripping and Stacking","Stripping & Stacking"
"a04b32a5-eefc-4b69-8371-f1fda2d87905","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P08"
"30ef28fb-de54-458d-844f-d898c61d817b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check"
"9d7f42d1-dea0-4e27-ae4e-3cad9c7b2e5e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check","Dimensions"
"4889d1ba-eb56-4b72-9aa3-d5a6f46bda35","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check","Mould Clean"
"7639c5e3-4ca2-47c1-9cd2-7751408d8cbd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check","Mould Oiled"
"16b24f11-926a-4609-99a0-14b131b670ba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check","Mould - Workmanship"
"61e1ce19-9b6e-4adc-ac63-1814063386d4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check","Reinforcing"
"f7c91d60-94e4-44e2-98d2-8c7ba6f4c457","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check","Cast In Items"
"d15379d6-a225-4671-b4ff-b154574be27b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check","Marker Position and No."
"eeed6410-a58c-4f7e-9608-a31a2a392555","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Pre-Pour Check","Make mould to Green Status"
"2cd594d2-934e-4fe2-a958-5d6f29ff908f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Concrete Works"
"4c6d7848-4bbe-4c52-88cc-5489f875305a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Concrete Works","Concrete Works Details"
"44c5930d-3329-428d-9cd3-759ce0bc5158","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Concrete Works","Wilco Sample Taken"
"861fc710-dfcb-413e-b95a-1af8e110890f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Concrete Works","Bridgeman Sample Taken"
"c46c09fb-d073-4bc4-8e72-1644b3579a32","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Concrete Works","Supervisor Approval"
"1ffc6d34-e596-43ca-9f6a-761ad3d37820","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Post Pour Check"
"eb5e03d3-cd34-4889-b323-90d47a8c8252","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Post Pour Check","Edge Detail"
"8086c43c-a6af-4f2f-8333-701a9560bf1d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Post Pour Check","Bar Projections"
"bed462cb-1b87-47b1-981b-b03750acfc13","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Post Pour Check","Cast in items"
"0aeb33c3-00cf-4757-9ab3-a65d0fe0ac6f","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Stripping and Stacking"
"ee0a7ca6-4647-49ea-a416-fd4f7a42f95b","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P08","Stripping and Stacking","Stripping & Stacking"
"8cc60640-3bb8-43bc-a684-e9e443ee5f82","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P09"
"8284309b-00e5-4754-8141-a5dcd23a004a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check"
"14cdcc16-36eb-43f1-81f8-2d5e65d2caf6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check","Dimensions"
"f74e13a8-cbb7-4947-9504-df8aeea4a50c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check","Mould Clean"
"363a0b96-ece7-48b3-a127-1b47e803face","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check","Mould Oiled"
"97e87b3d-7d21-4e34-8166-3301bf6dbc64","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check","Mould - Workmanship"
"0ffa6318-2a93-4035-b0ed-e3adc362a8f2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check","Reinforcing"
"be8f97de-67de-4786-aca7-46276b0211a2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check","Cast In Items"
"0349d6ce-f60f-421b-b366-96ca3922e4d1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check","Marker Position and No."
"279a8607-6505-4a6a-b0dc-edf33cb52942","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Pre-Pour Check","Make mould to Green Status"
"d982f80a-d148-4570-ac7e-709c53a332de","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Concrete Works"
"491d7ace-fe94-4d1a-99ab-ec025b2031db","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Concrete Works","Concrete Works Details"
"2e841094-11b6-4526-a405-a63608fad32a","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Concrete Works","Wilco Sample Taken"
"b6950e88-9bc7-4b38-902d-6dcdcbd9799d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Concrete Works","Bridgeman Sample Taken"
"70c93bb5-1bac-418f-a4fc-13d1f0188b8e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Concrete Works","Supervisor Approval"
"ac921b03-b666-4b27-8c1b-3df4f0353db9","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Post Pour Check"
"9400b315-be84-467a-95f7-cc4e0be1044f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Post Pour Check","Edge Detail"
"a1f0d158-5a38-4ff7-8493-eb37e35d7227","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Post Pour Check","Bar Projections"
"f3fa02df-61b1-4672-b452-ce31cd3b6c26","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Post Pour Check","Cast in items"
"c51408d0-2785-43ce-b1f4-a50d3f50633c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Stripping and Stacking"
"ea034619-6c9d-4ba5-84ca-6b4186bf9d45","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P09","Stripping and Stacking","Stripping & Stacking"
"571279be-12bd-455c-8615-39fcef2ce2db","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P10"
"50964108-c16d-4d00-a627-738cb64f9a2a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check"
"ef7aa68f-001b-4e90-b25e-e581bea61d52","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check","Dimensions"
"e8d95fae-0546-4705-9377-6bdc29cdac56","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check","Mould Clean"
"e0492cac-41fb-46e4-a7f8-a03a0bec5b79","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check","Mould Oiled"
"59fedaf9-9917-4cd1-bd40-9f72c701890b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check","Mould - Workmanship"
"39ebf241-e119-4630-976e-600b8474d041","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check","Reinforcing"
"a8937f23-258f-4c8b-8ecc-4a08fb629ff4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check","Cast In Items"
"071bf565-875e-401c-b78b-1c9a6b222a9b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check","Marker Position and No."
"6f49a233-888e-45fe-8691-eaf81fa7f8c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Pre-Pour Check","Make mould to Green Status"
"78ce65dd-d78d-4a1d-b973-5f8158d21d91","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Concrete Works"
"0c19ce9c-e455-43de-885d-25f652bafc30","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Concrete Works","Concrete Works Details"
"417e021a-b773-4f74-9d4e-96381f7f2182","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Concrete Works","Wilco Sample Taken"
"1935439c-f85b-4705-91bd-d227aafba608","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Concrete Works","Bridgeman Sample Taken"
"fccfe000-3bd6-4928-a212-29f5c2def492","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Concrete Works","Supervisor Approval"
"2edc9628-26fc-41e6-bc1d-00f19ea1fa54","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Post Pour Check"
"f3410a3e-65d5-4e6d-aeb0-e1f07ed54358","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Post Pour Check","Edge Detail"
"00de008a-f061-458c-a444-fa71eceef5c9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Post Pour Check","Bar Projections"
"f03df926-528c-4c6d-8993-d7b6c176432d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Post Pour Check","Cast in items"
"4cfd776f-57e2-4ccb-8890-bf6b7fe75146","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Stripping and Stacking"
"60141ff0-7679-4973-a573-2abe11bdd4c5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P10","Stripping and Stacking","Stripping & Stacking"
"3316f761-f30f-4143-a0c4-7c925a525699","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P11"
"704798f5-1fc4-45d7-ae00-1c9b03e73d14","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check"
"2c700899-5645-478c-b877-5aff0df55a16","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check","Dimensions"
"3379a09c-fbf5-4372-a8c3-433c87490c6d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check","Mould Clean"
"88b31462-6b8f-4166-8b8e-1ddf4758ddd0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check","Mould Oiled"
"f02ca7bc-0359-4384-a373-9554d45096e0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check","Mould - Workmanship"
"6b58e68a-2833-4a18-885b-3f100a2c88ca","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check","Reinforcing"
"5d001ea3-a8f5-498a-9f3e-5ed2305f3d77","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check","Cast In Items"
"364b55cf-2bc1-47d4-95d2-93a0d6b2c3d4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check","Marker Position and No."
"2d58675e-aa68-4b86-85b1-75dc74f403c0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Pre-Pour Check","Make mould to Green Status"
"cec32d29-6426-4540-b55a-45cf127c05bd","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Concrete Works"
"b9d6e45a-4ade-4431-9223-212f2ecad8e9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Concrete Works","Concrete Works Details"
"05994fec-387a-4bd1-88aa-bfa2b04423b1","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Concrete Works","Wilco Sample Taken"
"9eb8665f-41c0-433e-b3d9-0c45c1700bf8","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Concrete Works","Bridgeman Sample Taken"
"d70bbca0-7137-4f8e-9977-89150e2dd42b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Concrete Works","Supervisor Approval"
"9a512c30-15b6-4ad3-847b-d91f57940649","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Post Pour Check"
"a17bed93-68c3-4412-b6fc-94730011ab6b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Post Pour Check","Edge Detail"
"dbb4201a-a781-485a-8c74-bede01e0c3dc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Post Pour Check","Bar Projections"
"1617ae41-7cc3-49c4-b6a8-c253b835bd79","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Post Pour Check","Cast in items"
"558cbc19-f40d-4c76-81c5-7c19cba505c2","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Stripping and Stacking"
"250a382f-c055-42e5-95bf-aea560b2b530","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P11","Stripping and Stacking","Stripping & Stacking"
"908ed2b2-2382-4abe-a9e8-1a05ca33ebab","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P12"
"78f57ce4-54bc-4233-88ee-cbb2765c38b5","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P12","Pre-Pour Check"
"a7bed7aa-0c09-4f5c-aa7f-891073469f5e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P12","Pre-Pour Check","Dimensions"
"7d68a810-00c1-4a56-8f3e-f231cade5328","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P12","Pre-Pour Check","Mould Clean"
"01bf4130-0c1b-4b6e-8f6c-8911dc6d4c93","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P12","Pre-Pour Check","Mould Oiled"
"f98db9ce-6bc6-44f7-b9d7-42b0eff4eb7b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P12","Pre-Pour Check","Mould - Workmanship"
