"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d937442b-4018-4d42-b8c0-caadabe62c8a","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"f1b556bb-9dec-4aca-8685-15e98b3e01f8","","checkpoint-status","not-started","Job Details:eb09983a-2e71-472e-90cd-231129859fcc","","FALSE","FALSE","Job Details","Project details entered below"
"007d726a-3616-4852-bfb6-5d460fec8746","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"86ef93b4-c72f-49e8-b5f7-d07e54635616","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Barriers BR03"
"4a2e9eac-ddec-403c-8272-31a98f10fe36","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-1"
"39034d2b-fcdb-46b5-801e-69896b03f25f","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-1","Pre-Pour Check"
"ba457031-b5c8-4efd-bce3-b4ee00a9c2ff","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check"
"95ee9be0-8510-4922-a721-11302859dc87","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check","Dimensions"
"d78d7df9-e155-4d02-a398-74ce9d009679","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check","Mould Clean"
"c95a5c50-0f63-44e2-85b0-8dd8666061c4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check","Mould Oiled"
"04c09ecf-96aa-41a3-bd5c-1120fc37ec8f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check","Mould - Workmanship"
"f68d2254-1636-4e52-8e22-2db14a606dea","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check","Reinforcing"
"ff83e16e-21f1-4c32-886c-437648abca9c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check","Cast In Items"
"4e68857a-1c00-4e46-90e8-88ffc354d9b1","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check","Marker Position and No."
"a8b7e4f6-d7b3-4f76-a357-81d5830b4623","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Pre-Pour Check","Make mould to Green Status"
"b188ddcc-138a-4d64-97ad-72cba77bd7d6","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Concrete Works"
"058c2f2e-bf15-479a-b07f-8f66fb589e00","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Concrete Works","Concrete Works Details"
"90d06dae-31e5-4d25-8677-4120d22efafd","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Concrete Works","Wilco Sample Taken"
"0726726a-8cb7-4aa8-a161-88b5fb5626c3","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Concrete Works","Bridgeman Sample Taken"
"0964fdd4-5324-4429-9819-5c8f90baad11","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Concrete Works","Supervisor Approval"
"d0e495c7-f72b-47d3-baec-f6fc30a3ccfc","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Post Pour Check"
"eb27624e-4ca2-48d4-b7c9-fb3b347884ff","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Post Pour Check","Edge Detail"
"4e71088f-cde4-442e-abae-82e6c21a65d2","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Post Pour Check","Bar Projections"
"ed2720d0-cc34-4362-84b2-3c017acf0793","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Post Pour Check","Cast in items"
"b23a2cf5-8b75-4af1-be0e-a59b262cc9af","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Stripping and Stacking"
"4e0952e4-234b-444e-8963-cd61dac986b6","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-5","Stripping and Stacking","Stripping & Stacking"
"1f6a22a2-a7aa-42b2-a6f1-1d7edd32b51f","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-6"
"f9a465b1-ebd3-4375-b1be-2849d8379e22","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check"
"41196bf4-8dac-4bbd-baef-9d1fa3572984","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check","Dimensions"
"4e2432e6-7146-4590-8b0a-4ca6be2d1fc2","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check","Mould Clean"
"3eca0008-7bab-440d-87ae-5f582aed6407","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check","Mould Oiled"
"62c54d0b-36d6-4f6b-a5da-03c3b72859e8","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check","Mould - Workmanship"
"317fd67a-038e-4f18-a1ed-532bb47a7161","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check","Reinforcing"
"edcb6a0f-81a8-4e43-95df-01d65983a328","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check","Cast In Items"
"c80dcd64-b039-4583-a09f-4d5e9549b140","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check","Marker Position and No."
"dea91b18-a228-49da-9328-42fe0d619fbc","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Pre-Pour Check","Make mould to Green Status"
"2cc8d868-46bc-4cb1-a322-dff123f214e3","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Concrete Works"
"a0093b31-d2cf-443d-9e2f-8355b56c5ec3","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Concrete Works","Concrete Works Details"
"7f8eef95-b874-4023-ae50-86a8dc187eb3","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Concrete Works","Wilco Sample Taken"
"2c86d6ab-f497-4b46-8a49-fb25fdc27914","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Concrete Works","Bridgeman Sample Taken"
"64fa6baa-409f-47a3-b246-1f2c09d73501","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Concrete Works","Supervisor Approval"
"7037b885-f4c4-4631-af78-d6f92f2c68de","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Post Pour Check"
"676ae6fb-5882-4202-8801-1c5c9371b6c1","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Post Pour Check","Edge Detail"
"3eced681-5046-4106-8540-94ccb87df6c8","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Post Pour Check","Bar Projections"
"36751243-9eff-4623-9181-3df7bd267b64","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Post Pour Check","Cast in items"
"96e56234-0398-4ac4-bf34-b28150772478","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Stripping and Stacking"
"cb3c8203-53d4-4657-99a3-3943afcdbaff","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-6","Stripping and Stacking","Stripping & Stacking"
"8a3ed520-db8a-404c-a29a-a5627fccfb02","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-7"
"aeee2b35-b4c2-4a99-8076-2b1b68ea0d80","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check"
"c3509821-b0c4-4c0a-9cc2-837e903020eb","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check","Dimensions"
"5ce3ff9f-c070-4a00-8e4c-2f0e912f3c6f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check","Mould Clean"
"72393702-408c-451b-9b3f-3fe6cc417680","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check","Mould Oiled"
"8747e8f8-57c5-4977-8df7-472b816a07ed","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check","Mould - Workmanship"
"bf8c6bfa-8d14-41d8-ab74-ac096f3d0844","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check","Reinforcing"
"f855fc77-b2ba-42c6-8dd5-57fd73a5ed19","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check","Cast In Items"
"6e54dcbf-b440-4e38-9de9-dfd2d655c5e4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check","Marker Position and No."
"4741cc05-bacf-42d0-a2e0-4bae1f080bbf","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Pre-Pour Check","Make mould to Green Status"
"20393270-1f3f-47f6-a467-141f2a9c41b5","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Concrete Works"
"c963017a-9c2c-4e8e-b351-94aec5b64b28","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Concrete Works","Concrete Works Details"
"066faf82-a7c3-43b2-9941-d750038ea46b","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Concrete Works","Wilco Sample Taken"
"7fa4e789-e57d-4b56-ae82-2ebc647eb67f","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Concrete Works","Bridgeman Sample Taken"
"79fe7787-0ea4-4bd9-a4df-0efaad5f45e9","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Concrete Works","Supervisor Approval"
"aca19aef-ad62-41cf-802e-70919e63b117","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Post Pour Check"
"cf8bdfe8-60ee-44bb-b949-9daae9ef353f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Post Pour Check","Edge Detail"
"5f72efab-9026-42f4-994f-bbd5718e2a0d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Post Pour Check","Bar Projections"
"7d3e5ff4-e4e8-4d45-9c7e-20cda71d8e50","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Post Pour Check","Cast in items"
"a430d884-e87d-4f4c-a213-98739da354f2","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Stripping and Stacking"
"53ddd2aa-d786-4c8c-ab55-e413ea45ee38","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-7","Stripping and Stacking","Stripping & Stacking"
"bad93402-5db6-46e0-8d55-3892f1f461f0","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-8"
"a204cd61-f711-490d-a16f-6706aa82ea0d","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check"
"3d3540c7-d078-43cd-90ab-92385d170e9d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check","Dimensions"
"3cd40263-5abb-4c71-9557-1b775e14e4ee","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check","Mould Clean"
"b6d59fca-7835-441c-a0dc-cdd11c618f51","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check","Mould Oiled"
"fca84713-6729-4253-af39-ea82bbafd469","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check","Mould - Workmanship"
"2bdd5fa8-ed1e-42a1-8885-e0d68cd5d945","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check","Reinforcing"
"4db63d2c-2286-4f4c-9c8b-c5ccdfe6823c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check","Cast In Items"
"54cebbb3-3dbc-452e-883c-9eef3f9d83ac","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check","Marker Position and No."
"bf0d4754-d144-4641-be22-b390fa92fd19","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Pre-Pour Check","Make mould to Green Status"
"eb46c275-1a7e-44f3-8ba2-dcca6661c0a0","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Concrete Works"
"a111cc13-d5c8-465b-85da-f20f62612d18","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Concrete Works","Concrete Works Details"
"ff631bd1-1420-4dc1-9f4e-22bf6daca2bb","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Concrete Works","Wilco Sample Taken"
"31a71cc9-ae09-45b6-9e1a-e34d20fe965f","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Concrete Works","Bridgeman Sample Taken"
"bc75024e-f141-43da-9ef5-4cdad14ebc1e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Concrete Works","Supervisor Approval"
"c5014dd3-0542-4951-ba1e-2eba7f441619","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Post Pour Check"
"0f59b1aa-1816-492d-a632-10fc060643f2","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Post Pour Check","Edge Detail"
"57ec7898-7879-4146-814e-e9cb36fa51dd","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Post Pour Check","Bar Projections"
"a9386238-30f0-4386-9f8f-3c7da747d366","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Post Pour Check","Cast in items"
"7e8b23e3-521d-494d-a3aa-37078c315930","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Stripping and Stacking"
"77fd2f2d-ae6d-4119-b39e-92066061edbf","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-8","Stripping and Stacking","Stripping & Stacking"
"67ee905e-8671-49c8-96db-a7c3ffa9bd81","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-9"
