"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"10aded33-3c82-5163-80d4-c31281c16e56","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Welder Certificates","Please attach document here"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"e5b52272-3964-5a06-8039-b9a81bc3178a","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Extruder Calibrations & Conformity","Please attach document here"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"36f526c9-4c51-587a-beca-717285bdd01f","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Extruder Serial Numbers","Please attach document here"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"7afb8a54-6a37-5ea0-a665-a777304edf49","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast ","Please attach document here"
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"478d1a02-83ec-5a0c-9796-2d9fc6b36ec1","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Goodburn Spark Tester","Please attach document here"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"e66be270-6253-4536-8210-c9836126231d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25","Prestart"
"8e78627a-0616-5fe4-b574-5e8c92f0ef29","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 1","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"31dbeff4-83bd-59cb-939c-eb00260496b1","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 1","Mark up panel layout of joints completed in Phase 1"
"fe920652-5b83-5bb6-971e-a5ca2920e7dd","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 1","Maximum asperities not greater than 6mm"
"455b4f49-d311-4f3a-8696-a47cabb0cc6a","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2"
"7ec48ef4-cacc-5d67-93bd-6c54dfd59e4e","","checkpoint-status","not-started","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2","Weld shape - does the weld conform to the Variant 2 profile"
"9ec9c65a-34a3-5620-82d5-6304d3d9dc53","","checkpoint-status","not-started","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2","Nominal thickness less than 6mm"
"e523e9e9-1aaf-55cd-8a31-7ad0def58ae8","","checkpoint-status","not-started","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2","Visual inspection complete"
"ce9cd693-ffd6-5aa1-8364-b3d8f0b9bad8","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2","All joints within the requirements of DVS 2227-1 Variant 2"
"350b10b3-d6d4-580d-b830-cce556d65b03","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2","Spark tester on site calibration completed every 2 days"
"ce3dac5a-bc66-521c-9df6-8d5d7344014b","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"a79833a7-9563-5a9b-8bc0-149c37faea9f","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2","Mark up panel layout of joints completed in Phase 1"
"1dd65ccf-9e8b-58af-81ff-63ef4181c143","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","26 to 50","Electronic Testing - Phase 2","Maximum asperities not greater than 6mm"
"17fd3a4d-a45b-48bd-948f-a094c1fa184c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","26 to 50","Defect Repair"
"a262a446-ea32-4d66-8401-f547c0aa4c28","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","51 to 75"
"61f85880-34ee-41fc-bfb4-d35e31e167c3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart"
"56f6d9d7-1020-4b5b-a64b-cabc63b51543","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"5b8d62f0-c2e8-5970-bc31-516604676630","","checkpoint-status","not-started","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are all electrical tools and leads tagged and safe to use?"
"9f7e3168-b2c9-5ceb-9c4d-46aceb57e903","","checkpoint-status","not-started","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart","Daily Prestart - Date: DD/MM/YYYY","Has the Daily Calibration of the electronic spark tester been completed?"
"07ae1fdb-4c16-58d7-8d1f-ac72c7bd7fb3","","checkpoint-status","not-started","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are the Extruders calibration certs current?"
"2d37c96e-4a80-504e-b1ec-90ee4d45d8c4","","checkpoint-status","not-started","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart","Daily Prestart - Date: DD/MM/YYYY","Air temp"
"1a0d1f52-1319-500a-9802-877b780bb083","","checkpoint-status","not-started","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart","Daily Prestart - Date: DD/MM/YYYY","Surface temp"
"fb9a9860-0b10-5e71-8010-d949fcab0de3","","checkpoint-status","not-started","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart","Daily Prestart - Date: DD/MM/YYYY","Dew point"
"7eced006-2edf-5a91-b137-829472237ca6","","checkpoint-status","not-started","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Prestart","Daily Prestart - Date: DD/MM/YYYY","Trial weld completed sucessfully and numbered?"
"386dc85d-7b3a-4bb4-97e7-0633a18c344e","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1"
"10e8f2a1-7d9a-5bd7-8855-a82c2fe5a26d","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1","Rings"
"c09bd861-6a35-58c2-b3a9-ae735eb6eb1d","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1","Material information"
"ecf8adea-d2b9-5ca3-aaa0-785fda2ec27f","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1","Ambient conditions"
"5d5afe0e-4876-5426-b9bc-d8d03da751cb","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1","Panel"
"e4cc4d06-41a6-528b-8cc9-a92d71404fdd","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1","Welding parameters - Extrudate"
"1f606c91-039a-5916-bbc8-c81ca89b7ef7","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1","Welding parameters - Hot air"
"a69f6947-c580-5d0f-916c-4c4b190c7fbc","","checkpoint-status","not-started","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1","Welding parameters - Speed"
"f6068a19-b2c1-588c-becf-c8c87f539e15","","checkpoint-status","not-started","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 1","General Comments"
"83746562-782e-4784-be53-bdf46e005d19","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2"
"c7db2ad9-9a7e-56cf-ba13-975a1faff4aa","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2","Rings"
"355e726f-253e-5a64-8fdd-55053de1efa2","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2","Material information"
"e9e29993-b882-53b5-899e-2c30591548be","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2","Ambient conditions"
"dad7f724-5a31-5ffe-84cb-3861468a9eb1","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2","Panel"
"38078376-f669-5536-9c29-a7453da24fea","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2","Welding parameters - Extrudate"
"9604cd5f-655f-5aef-a03d-854b7156e427","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2","Welding parameters - Hot air"
"8cbbd015-a1a2-5f39-85d1-fb13591c6d07","","checkpoint-status","not-started","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2","Welding parameters - Speed"
"1628d940-4a63-55a1-acb7-fd6337096f4d","","checkpoint-status","not-started","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Welding Record - Phase 2","General Comments"
"a817de5d-6ac0-462a-b59d-5766121f8d4b","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1"
"432c7f62-a547-5100-9718-4a3102ea5c8d","","checkpoint-status","not-started","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1","Weld shape - does the weld conform to the Variant 2 profile"
"2ddd90aa-d42e-57db-a5fb-4ec450e3d764","","checkpoint-status","not-started","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1","Nominal thickness less than 6mm"
"468ab90c-af5f-5993-8da6-936d72ba5a46","","checkpoint-status","not-started","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1","Visual inspection complete"
"1dd2acb5-b51f-5ad8-b39a-6b12fd088804","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1","All joints within the requirements of DVS 2227-1 Variant 2"
"7f66eb99-08af-5af9-9105-d35ee56bd830","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1","Spark tester on site calibration completed every 2 days"
"1a44ea0d-3b6b-5306-9a9d-507a6355e495","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"48295979-3c6a-5530-a008-afc735be3844","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1","Mark up panel layout of joints completed in Phase 1"
"d476d415-6a3f-50ba-9d27-2e4f0cddb0a7","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 1","Maximum asperities not greater than 6mm"
"92c176a0-2594-4528-8069-bc621c3d93a8","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2"
"db20a0e1-1f40-5710-b522-952b74160ced","","checkpoint-status","not-started","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2","Weld shape - does the weld conform to the Variant 2 profile"
"ada92519-fe83-5c91-adb4-1b4527493f0f","","checkpoint-status","not-started","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2","Nominal thickness less than 6mm"
"fba840ed-391c-5108-ad05-834f902dcbc1","","checkpoint-status","not-started","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2","Visual inspection complete"
"67332b93-2d04-5c6e-99fe-7a6b3480c77b","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2","All joints within the requirements of DVS 2227-1 Variant 2"
"d27d3b2c-d327-50b5-8617-503bc0c3da21","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2","Spark tester on site calibration completed every 2 days"
"a8a92f0d-6726-508d-9235-5f1bfa25c1ac","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"716cf5f3-ce3f-5283-b381-5f22318ac761","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2","Mark up panel layout of joints completed in Phase 1"
"269d4b42-f32e-5b05-85fc-7a782b7e9bec","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","51 to 75","Electronic Testing - Phase 2","Maximum asperities not greater than 6mm"
"195304f8-c725-4c85-a2ab-73114a9108f6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","51 to 75","Defect Repair"
"a07146be-e2bd-401f-8d2c-242c46765599","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","76 to 100"
"ad840d1c-7f8d-4cb3-ad3b-48769b5de240","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart"
"bb9fa669-afb6-4580-815b-fb9f1fdc7624","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"91e5d381-bf5f-5efa-b17b-cb429770032f","","checkpoint-status","not-started","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are all electrical tools and leads tagged and safe to use?"
"b29d855b-9032-535d-8696-08202047ffa5","","checkpoint-status","not-started","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Has the Daily Calibration of the electronic spark tester been completed?"
"8235b2be-d0ce-5b2c-a899-76ab908136df","","checkpoint-status","not-started","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are the Extruders calibration certs current?"
"7a55eac9-f4d8-5faf-9775-b886fa5713b1","","checkpoint-status","not-started","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Air temp"
"2ce230a3-7cec-5d2a-8829-0a1a0c8112fb","","checkpoint-status","not-started","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Surface temp"
"65f142c3-2aff-57de-84f0-0ca1c393340f","","checkpoint-status","not-started","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Dew point"
"4a28876b-25e2-5a21-9bce-9f25c338af6b","","checkpoint-status","not-started","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Prestart","Daily Prestart - Date: DD/MM/YYYY","Trial weld completed sucessfully and numbered?"
"062a52a8-508d-4b81-b912-4a659e1864b7","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1"
"af067312-2da6-51aa-a85d-bd718db20773","","checkpoint-status","pass","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1","Rings"
"5d742373-b113-580f-a3f1-a85e8d58492a","","checkpoint-status","pass","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1","Material information"
"46be7865-d1e1-5076-acb6-5f602ffc1c4b","","checkpoint-status","pass","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1","Ambient conditions"
"df0980bd-2fe5-598c-8397-8574f73fe5ff","","checkpoint-status","pass","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1","Panel"
"b6109ce3-1644-5a5b-b42f-4da1f6e1b860","","checkpoint-status","pass","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1","Welding parameters - Extrudate"
"37887aed-0a0b-57a2-b34d-8605ea2c3faa","","checkpoint-status","pass","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1","Welding parameters - Hot air"
"aa641e62-bc16-581a-a6ea-219f8095bc0b","","checkpoint-status","pass","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1","Welding parameters - Speed"
"9865b264-0dca-5e4e-9364-1ea24a162370","","checkpoint-status","pass","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 1","General Comments"
"16d5b2ff-2561-415b-9931-f0446461ec78","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2"
"9860b616-73fc-52fb-8a72-83098ab3fc65","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2","Rings"
"b5a1564a-0a82-592e-8b1f-c9ecdc4490b9","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2","Material information"
"e9819df7-1953-5a76-a155-b05719e65401","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2","Ambient conditions"
"04672eb0-5192-5419-b934-9473523ea388","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2","Panel"
"c272d734-bdd6-5f70-9a85-50efe55e6ec4","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2","Welding parameters - Extrudate"
"56dbcdb1-6279-5421-883d-e599fa0456a0","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2","Welding parameters - Hot air"
"cf5da2a9-3a5c-5739-89d4-73a3d5ae6316","","checkpoint-status","not-started","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2","Welding parameters - Speed"
"b8865937-819e-56fd-b61c-a830cc64886a","","checkpoint-status","not-started","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Welding Record - Phase 2","General Comments"
"34533bf6-4ec4-45c0-8f7b-610336c38949","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1-500","76 to 100","Electronic Testing - Phase 1"
"3b43e1b3-3aa8-5f16-b2b2-074b1cc25dae","","checkpoint-status","pass","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Electronic Testing - Phase 1","Weld shape - does the weld conform to the Variant 2 profile"
"064dfd59-6318-5538-a154-d2a4a025031a","","checkpoint-status","pass","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 1-500","76 to 100","Electronic Testing - Phase 1","Nominal thickness less than 6mm"
