"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7c056999-2355-5580-bd76-9df71524fb46","","fail","","folder","TRUE","FALSE","Trial - How to use CONQA Checklist"
"2997ac18-876f-506d-861b-c7afa6a28f9b","","fail","SYS - How to CONQA","checklist","FALSE","FALSE","Trial - How to use CONQA Checklist","How to CONQA"
"b3cec972-ae47-5608-960a-4f29e8ede6fb","","fail","","section","FALSE","FALSE","Trial - How to use CONQA Checklist","How to CONQA","Details"
"fde72dce-b943-5307-8ec8-2843f621ef44","","no-status-not-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","Open this checklist in the web app with the -> Open Checklist button above"
"639887db-e0f8-51f9-bc98-3bc545d65a97","","pass","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.1 Pass this checkpoint"
"ab64c9f3-01e2-5e59-bd55-7439e40758e2","","fail","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.2 Fail this checkpoint"
"77cc56cb-3524-5bd6-92d2-d7c5159ba4aa","","not-applicable","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.3 NA this checkpoint"
"f61befd6-1847-5bfc-b36c-e9715a022534","","not-applicable","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.4 Add a photo this checkpoint"
"6dddc2bd-546e-5341-a8f7-37fecd630d37","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.5 Add a comment to this checkpoint"
"70f604ee-c85e-5d8a-8d72-d10c48fc9037","","pass","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.6 Attach a signature to this checkpoint"
"142a219a-dcb2-5309-9f6d-645d1df01dba","","fail","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.7 Attach a file to this checkpoint"
"5cf8d430-488a-504d-a4e3-2384093ac09c","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","Congrats on completing your first checklist! Now download the CONQA app with the QR code."
"fb5d9537-eb93-59bf-b972-ad356f043d40","","fail","","folder","TRUE","FALSE","Site QA"
"3eecd042-d0de-5b47-96a3-dfb2b44fbd05","","pass","","folder","TRUE","FALSE","Site QA","Lot 1"
"319dc620-4f5f-5acd-b816-882b80e2c621","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Earthworks"
"328f9a08-d48f-5201-b1a9-10055e830fc3","","pass","QA - Detailed Excavation -","checklist","FALSE","FALSE","Site QA","Lot 1","Earthworks","Detailed Excavation"
"af90d97c-6ff5-5810-b176-c2ed2ceb0cd1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Services Located"
"688e0181-db7a-5f02-848c-c06b9916d643","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Location accurate"
"535068e4-5a8b-5bcf-8dc7-9a44a102f9e3","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Topsoil stripped completely"
"ac723129-498f-576a-b96d-a01d628e3e5d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"1d543949-a6c9-5f2c-99f1-4a5d4d3cc43e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"0e1a14d6-8e4b-5ff6-bf53-90ef1af22209","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"3dfd0121-6b73-50a2-aa86-6bfc5a57cf13","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"40f9df5c-9dab-5d32-90e9-d1251c781583","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Stormwater"
"259c11fe-4ec2-59be-9955-93d0e5390968","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1"
"7a4ddf0d-3252-5b0e-b3eb-92cbc98779da","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"73a6e2b6-1812-5d1f-ada0-cc372524f0f1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Bedding depth and material correct & compacted"
"8fe4b868-3997-56c0-a71f-1d730f7c8681","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Half Siphon where required. (Photo required with bedding)"
"d194446d-7aca-5a9e-a367-d79d637ff010","","pass","SYS - Stormwater Concrete Junction Lot 1","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Stormwater Concrete Junction Lot 1"
"ba0ba156-6dcf-5355-8a61-6fc7c25d03c7","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction "
"85db2acb-9ca3-55a8-80f0-d5419556ea17","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Correct sized junction"
"4ad4e601-e16f-58dc-ab9e-665c1508efa0","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Angle of Junction Between Spring level  and 60 degrees (Photo Required)"
"ad674bf7-7f42-5dcb-8ae7-57ea489c0655","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Expoxy inside and out"
"5f793e7d-53d9-58eb-96c9-c74bcc8786b4","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Shear band connection (Photo required)"
"b2e7dba7-7012-5f98-9932-a24c4a818a68","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Junction Pegged and Sprayed Blue"
"634152ae-dc34-58ee-bb55-c9e71e5ee358","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction ","Inspection straight if connecting to private drainage (Photo Required)"
"5204a17e-7855-52e0-981f-7bead1f37d25","","pass","QA - Cap existing connection","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Cap existing connection"
"873daefb-3f52-5f26-9bad-23b9644c4596","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Stormwater","Cap existing connection","Photo and location of capped connection"
"cde4da63-4541-5e1f-b65d-1d23cff0ee21","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Sewer"
"7ea31cd5-d16b-5cd0-a9ad-05387b736abd","","pass","SYS - Drainage - Manhole Install PUB SWMH B/1","checklist","FALSE","FALSE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1"
"2c1ef63b-5e91-53c1-b3c4-a4f149380696","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install"
"272c89a9-e665-5898-bff0-74c3c7571abc","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Latest consented drawings"
"09630c88-3c1d-5f95-8b5f-18495576b7f6","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Setout an manhole sizing checked"
"3b2f5eb9-42e8-5e2e-ab4c-d1f08f07e651","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Services Located and before you dig plans checked"
"c3980b5c-bdb9-5063-b4ee-e9b45fcdba9a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"e1f8d95f-a272-5720-bb04-f29ef10c1652","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Benching/shield required if >1.5m"
"6fb1721a-6322-57c6-89c5-d48aebf3b41c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Ground conditions checked & acceptable"
"b900b622-c315-5b0c-9781-4d83ca92a748","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"62e131cf-60c4-535e-a5a4-fdcb3c211698","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"bdf3e110-4ef6-55a0-9c70-1741d93fbac9","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"1a506fc4-6a2e-5244-9068-366da1964a96","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Inside of starters epoxyed all the way around"
"cf0687f7-d0b6-5cc8-b334-04f480cca342","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"3ae35958-0955-583e-927c-eb62f9ec94aa","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"b7bc1f16-f3ac-53d6-816d-601e6c05f43c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"800511b3-4de4-56b3-aa35-54318c2d105f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Epoxy completed inside lid and "
"73cdd739-07f0-52b2-863a-5e76ea1ebcc6","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Stormwater lids to be spray painted blue"
"0973f0a7-8148-5cc3-82aa-1080f6d36a11","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Sewer manhole safety grille installed"
"37a3902b-caf8-533e-8e08-88268ba548a4","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap"
"4a601768-8677-58f0-9cd0-ac51894191e2","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying"
"7ae4f93c-1194-59d1-8e74-d233728a6c76","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Latest consented drawings"
"2405d6e6-3d55-5b17-b632-113b15bf082a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Setout completed checked and accurate"
"b4acad5a-7a55-5c9c-9725-7ed96209e44e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Services Located and before you dig plans checked"
"3f0abb14-bea9-5000-ab0d-fdd26071a2b0","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","All junctions marked out and run through with operator"
"e8664f88-fcf8-5047-b920-0288ce666bdd","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"52ce3182-089c-5aa1-b878-7a7621b5cd2a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Laser checked for line with string line"
"aa393c27-3c1e-538b-afcb-1c7fc7a301dc","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Correct trench width for pipe size"
"6a8a14d5-cf1d-5f4d-8c5d-38b432374e23","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"99966c81-4368-5cb1-a16f-9f3dcebc164b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"eb71c5d4-1d32-5603-a926-9c94f923572b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Ground Conditions Checked & Acceptable"
"a967a239-e807-5a95-9686-7eec8755ff0b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","General photos during pipe laying"
"b5c4452d-a67d-5a21-ad1b-6684ae3ca58c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","Pipe Laying Completed"
"7dd22284-3955-5156-b8b8-bf3cec365f55","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying","CCTV Completed"
"b8486330-d654-573f-ad9c-4238c769eaad","","pass","QA - Cap existing connection","checklist","FALSE","FALSE","Site QA","Lot 1","Sewer","Cap existing connection"
"fffc1f9e-8fe1-5ea6-a6ce-aafd4d1ef427","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Cap existing connection","Photo and location of capped connection"
"b0cc5a5c-0441-5621-b479-ae83398773d6","","pass","SYS - Sewer Junction Lot 1","checklist","FALSE","FALSE","Site QA","Lot 1","Sewer","Sewer Junction Lot 1"
"2c2c6073-4d8f-59ca-b06f-fe52e237bcdb","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Sewer","Sewer Junction Lot 1","Sewer Junction "
"be4ce5ee-8288-5c09-b21e-6e7204061d7c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Sewer Junction Lot 1","Sewer Junction ","Correct Junction SN16 Y Junction or SN16 Z Junction"
"9f0e8399-d676-5d55-87aa-f5ee01eec368","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Sewer Junction Lot 1","Sewer Junction ","Target Checked on Junction"
"d8b4e9c1-b6a4-58f8-927f-c61343a9d600","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Sewer Junction Lot 1","Sewer Junction ","Fall Checked with level"
"cee319c3-da4c-5059-9497-b952e04e5174","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Sewer Junction Lot 1","Sewer Junction ","Angle of Junction between 30 and 60 degrees (Photo Required)"
"888c047c-e380-5cb8-9449-d31b24badad8","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Sewer Junction Lot 1","Sewer Junction ","Junction Pegged and Sprayed Red"
"30bcf24d-a886-5595-a7d6-1ad0ca19cd39","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Sewer","Sewer Junction Lot 1","Sewer Junction ","Inspection straight if connecting to private drainage (Photo Required)"
"e8bfc5c9-0efc-5b2e-ab44-ade70a4b3d99","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Concrete Works"
"54f4a60c-c500-56d6-aabd-48fc2ab47f65","","pass","SYS - Concrete Surface - Vehicle Crossing","checklist","FALSE","FALSE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing"
"7aa3b116-5822-58fb-bf21-efd8a53ac38f","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way"
"8d1f580a-3f4e-5f1e-874d-10c182855262","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Setout complete and checked"
"f4304131-f9ec-50b6-bca7-df13624db442","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Services Located and before you dig plans checked"
"45f2f76b-f22d-552a-8cea-1fa133fb6dfb","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Stringline set out"
"438f8894-d0a8-5fb7-9730-91d9a5e2cb2e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Excavation correct depth"
"5f862561-de9a-5f28-b5e3-50bebf7406e1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Metal correct depth (Photos required)"
"ccd52e7b-6d97-59a0-b62d-27a6f8737016","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Metal compacted"
"e21422df-c54c-5ed9-ad96-dda81cb95f3c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Lids set"
"2c512420-332f-57c8-ad64-6131edc09c46","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Steel placed"
"c383a3aa-7eba-5c29-a10b-0a3f2ffffce7","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Engineer Inspection"
"f40b832b-ecb8-5b72-b3ba-b5bf6752eb06","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Boxing stripped"
"f9ecdbd5-4171-593f-b699-4663b328127a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Concrete Works","Concrete Surface - Vehicle Crossing","Concrete Right of Way","Topsoil placed (if required)"
"6f66993c-67b6-5706-956b-f4430ccbc7ce","","pass","","folder","TRUE","FALSE","Site QA","Lot 2"
"b5a1e372-42a6-5eca-aa27-bfb26f935814","","pass","","folder","TRUE","FALSE","Site QA","Lot 2","Earthworks"
"7f910573-07b1-5f15-abb3-bdfcd035a1e1","","pass","QA - Detailed Excavation -","checklist","FALSE","FALSE","Site QA","Lot 2","Earthworks","Detailed Excavation"
"b6dc43e0-7fd7-5719-8e83-1bce00293f59","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Earthworks","Detailed Excavation","Services Located"
"b275e400-d954-5bcc-9f37-1bccdcba0e75","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Earthworks","Detailed Excavation","Location accurate"
"cd7d9fc8-c72b-5e4b-a5d3-9641e6b0ac0a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Earthworks","Detailed Excavation","Topsoil stripped completely"
"738e878d-9f31-56a7-b518-7bd3ac5ba856","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"391d800f-fe9e-5a26-9238-3d96a457dd87","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"6d5b55c2-ecd1-5a62-89c5-f007e41d5f8a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"81ae692f-2a18-52f2-9a09-09cf58d5b565","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"2f8c3a34-74df-5072-94ba-f0e82df2e8db","","pass","","folder","TRUE","FALSE","Site QA","Lot 2","Stormwater"
"651c886c-20cd-57ec-b9d8-de669eefc0bb","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1"
"d4668c16-2227-5b7b-98a3-0a4cc82bd8b6","","pass","","section","FALSE","FALSE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"2bc7991d-1941-59b9-911b-0850ae46fbcf","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Latest consented drawings"
"8f70da58-55f1-5723-a9f1-bcc8cc7e451b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Setout completed checked and accurate"
"2dd08884-52e5-5e13-baeb-ac29a68f1ec9","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Services Located and before you dig plans checked"
"3c074337-8dee-5f46-a4ce-23db547bea8b","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","All junctions marked out and run through with operator"
"00e6ad5d-4a72-5914-85ee-63840f30691d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"9d76119e-580b-540d-92cb-7bac6b83cc7e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Laser checked for line with string line"
"59f6c833-feea-5613-b9f1-39e28953c30f","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Correct trench width for pipe size"
"fec58c1d-b9b5-5a10-bcf8-365448a02817","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"efce8b48-a52b-55e5-a35e-df2b6352690b","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"13946e76-ef22-5463-bfb2-ad6ed6a3480c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Ground Conditions Checked & Acceptable"
"fe49e637-95f5-500f-82cf-06277aef4675","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","General photos during pipe laying"
"1421058b-11b7-57d2-9f14-37e10efbc17d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","Pipe Laying Completed"
"65e28e4f-d4b2-557c-9bf3-048d31589cb2","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying","CCTV Completed"
"abb63940-3a8f-5547-b729-3180cfef7471","","pass","SYS - Drainage - Manhole Install PUB SWMH B/1","checklist","FALSE","FALSE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1"
"a81754e3-53ea-5b97-937c-b1d283765cf9","","pass","","section","FALSE","FALSE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install"
"74dcdbf7-ee8b-58c6-906e-282caf8aa936","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Latest consented drawings"
"7716405c-9fff-55af-9983-4354e89f2ed7","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Setout an manhole sizing checked"
"07bc4920-2b9c-519b-8d7b-9ccd417e600a","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Services Located and before you dig plans checked"
"5ac0dbb0-5df5-589b-8148-e1485b2ac526","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level. "
"ec606727-d228-58ba-af48-1804ee0bcbcf","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Benching/shield required if >1.5m"
"68398ff0-6a03-5bfd-8577-11baecd208fc","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Ground conditions checked & acceptable"
"32afb1e9-3e47-520b-a317-1ad34f9bf6ca","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"a83a1328-d82f-5ec7-9c99-419a6cc18bbb","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"8707b38b-a14e-5b0e-8958-8a4eb1feafc8","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"0c72a87a-efcd-5674-824d-8a373ca36f52","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Inside of starters epoxyed all the way around"
"7052156c-890b-580c-8ecf-8220db034c5c","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"077eadb4-a6b7-546d-b39b-10bb51915785","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"f50e4d3d-e276-5836-a567-0d7e3a9c848d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"a702c513-798d-5f0b-bac2-a87905727480","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 2","Stormwater","Drainage - Manhole Install PUB SWMH B/1","Manhole Install","Epoxy completed inside lid and "
