"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1c5e793-757f-5880-a852-a8f9e0eae756","","checklist-flat","no-status-not-started","0cf04e6c756f37a201c6f5eae2c46b46dec2e750a569888c5a58be2e010803e9","checklist-flat","FALSE","FALSE","Job Details"
"149208f0-d8dc-4d2a-8073-feedb637a356","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"60f93354-8a20-496a-baa1-2bbb686ef22e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 1"
"73534c06-71a1-4cd7-89a9-d4b9d76e5fb5","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 1","B01"
"7317c6d4-9453-4715-b2fe-ede2fae1cfc5","","checklist-flat","pass","0d253509d430f673a50088a66451e1dbc9c1729c88f9c10f06562a0298fa562b","checklist-flat","FALSE","FALSE","QA","Stage 1","B01","Pre-Commencement Checks"
"e36e49ac-5681-4617-bf6c-c2eb42b2f449","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite"
"8ff6eb56-b4ac-4ad2-9b34-71de64fa274d","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite","Basement"
"107d9e60-b550-4d8d-a168-5bb2e40f5a12","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite","Basement","Area 1"
"99e980dd-4c77-4141-a419-e0e16c2ee8e3","","checklist-flat","pass","QA - Area Prep checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Sarnafil Perimeter","Area Prep"
"7b1a885d-e243-4f28-96d1-d2307d674329","","checklist-flat","pass","QA - Application QA checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Sarnafil Perimeter","Application QA"
"3f303697-d2de-4f23-8808-ef733bc175a0","","checklist-flat","pass","QA - Handover checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Sarnafil Perimeter","Handover"
"25c10e56-cf53-4820-b048-1f2154fc6953","","folder-normal","pass","","step","TRUE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Sarnafil Garden Roof"
"c4aa0d60-79bb-46b1-8cb9-4e9df04a2ae1","","checklist-flat","pass","QA - Area Prep checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Sarnafil Garden Roof","Area Prep"
"7914a49e-733e-4667-a410-9dc5637f1100","","checklist-flat","pass","QA - Application QA checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Sarnafil Garden Roof","Application QA"
"6aaaa6d3-1786-44d6-9564-25745b39d58e","","checklist-flat","pass","QA - Handover checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Sarnafil Garden Roof","Handover"
"a0d2d167-ab1c-4d8b-b689-6af97a3762e3","","checklist-flat","pass","QA - Electronic Testing checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Electronic Testing"
"5381627e-819a-4936-a228-afa968a85f33","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Tunnel Pre Cast Panels"
"f3f8140d-9bd1-46c1-99cf-c374094f2bab","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 6"
"296b29fc-84f0-4c0e-ad9d-52bb1537e8c5","","checklist-flat","not-started","Pre Commencement Checks","checklist-flat","FALSE","FALSE","QA","Stage 6","Pre Commencement Checks"
"6fac011f-2b6d-447f-91d7-3cd413d6a335","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 6","Bentonite"
"2537d954-0866-4dbd-b07e-c911d6bf64aa","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 6","Bentonite","Basement Slab"
"ee1497a9-a0db-4f44-9d8f-fafc5b962dcd","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Basement Slab","Lift Pit"
"85c44078-23fb-4fc0-9f4c-943f8f3243c7","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Basement Slab","Manhole"
"e587a4af-c7d8-4bfb-88a7-92529dd91fe8","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Basement Slab","Floor Slab Pour 1"
"fd1a16ef-595c-4d31-9e5f-29c1d549ed80","","checklist-flat","pass","QA - Waterstop","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Basement Slab","Waterstop 1"
"fd54f2e7-4253-465d-b247-952d6e2d6f29","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Basement Slab","Floor Slab Pour 2"
"0b7c35ca-2994-4aa2-b076-718c5f7640c2","","checklist-flat","pass","QA - Waterstop","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Basement Slab","Waterstop 2"
"a067707d-ce5d-480e-9fcf-4c15a918963b","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Basement Slab","Floor Slab Pour 3"
"d55c2004-f443-4f69-93a7-84d2d4242192","","checklist-flat","pass","QA - Waterstop","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Basement Slab","Waterstop 3"
"41a3a9ef-2058-4e63-9baf-82370fdad332","","checklist-flat","not-started","Add Sikalastic 152 Checklist","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Bentonite Termination 152"
"35ee6761-20bd-47b9-b752-2993c59b97a2","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Precast Panels Area 1"
"e8dd3a31-2796-4d3b-a2e8-65904eafefc7","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Precast Panels Area 2"
"7d496ad8-e1c0-41b8-8e35-e53f2b3ee836","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Stage 6","Bentonite","Precast Panels Area 3"
"35797f52-8827-4f66-a7cc-6ddfe579ea96","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 6","Panel Sealant (Joints)"
"6bb09812-239b-4f33-afa0-0c920acd283c","","checklist-flat","not-started","F - S - Sealant QA","checklist-flat","FALSE","FALSE","QA","Stage 6","Panel Sealant (Joints)","Basement"
"3a8810a6-7a3f-4302-8f7c-a5f7a2ddf35b","","checklist-flat","not-started","F - S - Sealant QA","checklist-flat","FALSE","FALSE","QA","Stage 6","Panel Sealant (Joints)","Ground Level"
"670ab18c-da9a-45cf-aae3-40279a64be53","","checklist-flat","not-started","F - S - Sealant QA","checklist-flat","FALSE","FALSE","QA","Stage 6","Panel Sealant (Joints)","Level 1"
"96b08931-83c0-4688-a986-17e9d2e4f319","","checklist-flat","not-started","F - S - Sealant QA","checklist-flat","FALSE","FALSE","QA","Stage 6","Panel Sealant (Joints)","Level 2"
"7a92d3de-0127-44c5-b751-2b158fd1af96","","checklist-flat","not-started","F - S - Sealant QA","checklist-flat","FALSE","FALSE","QA","Stage 6","Panel Sealant (Joints)","Level 3"
"d7afe187-f0d7-4df9-b76f-85070fd87112","","checklist-flat","not-started","F - S - Sealant QA","checklist-flat","FALSE","FALSE","QA","Stage 6","Panel Sealant (Joints)","Level 4"
"157c2a3a-ca9f-4afd-8031-29f5335230d0","","folder-normal","pass","","step","TRUE","FALSE","QA","Ramp Area (B01)"
"45ca8f0a-485a-549a-b220-2203016f3f83","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Ramp Area (B01)","Sprinkler Room"
"2b2db923-002b-4fa5-a112-438f37a36d1d","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Ramp Area (B01)","Ramp B01 Footings"
"d26ddce1-592d-4206-86e6-6f1abc7196a0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 7"
"0c2e8dfa-e87f-44b0-bbd2-8b6db03299b5","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 7","B07"
"0181f178-db7e-49cd-9c99-bffe3d76700e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 7","B07","Bentonite"
"ea4ea344-4624-4b83-a404-986e00cdf8b6","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab"
"6d642533-68d1-433b-8c6c-ce41ea75b6b1","","checklist-flat","pass","B07 - ST - S - Bentonite","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab","Lift Pit"
"5af1f931-4939-4ad6-8b6e-d7e39bacf1f7","","checklist-flat","pass","B07 - ST - S - Bentonite","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab","Manhole"
"6d137bfe-0651-41be-be6e-f8a27290caa5","","checklist-flat","pass","B07 - ST - S - Bentonite","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab","Floor Slab Area 1"
"2f72eef3-22ae-4af3-9011-974f6918741d","","checklist-flat","pass","B07 - F - S - Waterstops","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab","Waterstop 1"
"510c67d7-3468-4780-b1b0-f24f23fdf7cd","","checklist-flat","pass","B07 - ST - S - Bentonite","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab","Floor Slab Area 2"
"990c699b-038f-4af4-acfb-bdf3fa4656ba","","checklist-flat","pass","B07 - F - S - Waterstops","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab","Water Stop 2"
"4d4e6591-3274-4a61-8962-16033d30b628","","checklist-flat","pass","B07 - ST - S - Bentonite","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab","Floor Slab Area 3"
"9d586687-49f4-4045-a052-09ce973bd0fa","","checklist-flat","not-started","B07 - F - S - Waterstops","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Bentonite","Basement Slab","Water Stop 3"
"7656389e-c7fe-4c5b-b925-740066c20460","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 7","B07","Saranfil"
"c2ab6d0e-a29b-4b20-8a2a-c2e60b5f0dd1","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level"
"d9c38c23-1bab-4290-8289-1ef987fce71d","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments"
"801d1da9-8dd6-4d2d-9b35-2cc5ddc3992a","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments","G40"
"fee201f4-701f-4480-a98d-d4701d8fba21","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments","G41"
"20fadd44-85e9-4942-8bdd-32b07f5ad39f","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments","G42"
"5f8c9ea5-963d-4dfb-a94f-d2527b4f0ea9","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments","G42"
"2b6eb593-7261-4964-b1f2-aef583acaa42","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments","G44"
"2a85631e-c3d7-4c38-a216-ea32c1693921","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments","G45"
"a80e1642-3fc2-4dd1-b078-00e340f28a4f","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments","G46"
"e1eafeac-ad60-4b57-9494-ba0da22154e7","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Apartments","G47"
"8d1a6474-f868-4276-b988-242b65e3d035","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Common areas"
"f6310c93-d96e-47d5-99fd-431778110ef8","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Common areas","Grid A 3-4"
"b9697902-0d26-42b9-ba15-a4570ad87f62","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Common areas","Grid C - E"
"caeb8b22-9a27-42ad-a511-56323831ba8e","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Common areas","Grid D - E"
"085d999d-6783-4401-b46f-b1bd4da72580","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Common areas","Grid G 3-4"
"fc2cd3d4-5c60-4d1e-93e1-4f1c331969d6","","checklist-sectioned","not-started","ST - S - Sarnafil","checklist","FALSE","FALSE","QA","Stage 7","B07","Saranfil","Ground Level","Common areas","Slab Area B"
"f989d914-9d89-479b-b17c-5cbb6ce74738","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 7","B07","Panel Sealant (Joints)"
"a7c5243e-09ad-49c6-b940-427d43d7875b","","checklist-flat","not-started","F - S - Precast Fire Joint Sealant","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Panel Sealant (Joints)","Basement"
"1a15c569-6619-47a1-ab0a-a990829cc27c","","checklist-flat","not-started","F - S - Precast Fire Joint Sealant","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Panel Sealant (Joints)","Ground Level"
"0f6ef5ee-7c95-446a-b324-f452067087f9","","checklist-flat","not-started","F - S - Precast Fire Joint Sealant","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Panel Sealant (Joints)","Level 1"
"e304a779-3e38-4d60-af3e-a4d9eb351ee4","","checklist-flat","not-started","F - S - Precast Fire Joint Sealant","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Panel Sealant (Joints)","Level 2"
"de2ec23a-8357-4c82-999e-538b9d2c47f4","","checklist-flat","not-started","F - S - Precast Fire Joint Sealant","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Panel Sealant (Joints)","Level 3"
"9e6d3861-b1fb-4701-8a53-b1d3a1532b02","","checklist-flat","not-started","F - S - Precast Fire Joint Sealant","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Panel Sealant (Joints)","Level 4"
"6363ca5c-42a1-4f6c-bb0d-97e21fdbb5f7","","checklist-flat","not-started","CST - S - Completion Documents","checklist-flat","FALSE","FALSE","QA","Stage 7","B07","Completion Docs"
"e50dfa7c-8d56-4740-a14a-c0e1104a591e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Ramp Area B05"
"55d19a35-0c9a-4552-8dea-e71aa007f13b","","folder-normal","pass","","step","TRUE","FALSE","QA","Ramp Area B05","Ramp Footing"
"0235a024-c533-45b8-852f-299bcdceb7dc","","folder-normal","pass","","step","TRUE","FALSE","QA","Ramp Area B05","Ramp Footing","Bentonite"
"6a9a60d2-6021-432c-a19f-9d28835af257","","checklist-flat","pass","ST - S - Bentonite","checklist-flat","FALSE","FALSE","QA","Ramp Area B05","Ramp Footing","Bentonite","Bentonite"
"3509bcc2-6555-409a-9fdf-9180f83cc360","","folder-normal","not-started","","step","TRUE","FALSE","QA","Ramp Area B05","Completion Documents"
"24885215-1933-4426-8b55-63bcb5661431","","checklist-flat","not-started","SYS - CST - S - Completion Documents (old version)","checklist-flat","FALSE","FALSE","QA","Ramp Area B05","Completion Documents","Completion Documents"
"f4373b85-82f0-4f12-914f-9ff67429f7a4","","checklist-sectioned","not-started","e10add22edf081e0cc62c2420a3cc208c482c3b8749f6a0e8a406fac4f99d4a1","checklist","TRUE","FALSE","Compliance Documents"
