"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"355ef459-b353-4bd8-8662-10c122f66761","","folder-normal","fail","","step","TRUE","FALSE","QA"
"be662c48-8e32-49c7-a243-9edd3ffb8210","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Foundations"
"d2e622a3-4b9c-49f0-83b2-1afef7b2e0a6","","folder-normal","not-started","","step","TRUE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)"
"d4272bb5-d005-42b1-a428-f277e51cf633","","checklist-sectioned","not-started","Add Stormwater Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)"
"91558a18-b950-4297-9166-aa9a4f74d7b4","","checkpoint-group","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d","","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)","Pipe Laying"
"6b78df52-1905-4e03-abe4-8450812f6245","","checkpoint-status","not-started","Add Stormwater Mainline:c84db9ef-b5d1-464d-8e46-98480c033f75:1df7dbfd-de63-45d5-a509-6f073adcbb64","","FALSE","FALSE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Stormwater (Main Line)","Backfill","Backfill completed & compacted as specified"
"6b511719-4a47-5ee1-b115-d860a6b41cc2","","checklist-sectioned","not-started","Add Waster Water Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)"
"e5e42422-dcd4-5316-bed0-ebfce19a5493","","checkpoint-group","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Pipe Laying"
"f7702f27-d08a-5646-88c6-3db9d3a0573a","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:bf77c808-69f1-4b4c-9011-e6bf2314c17f","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Pipe Laying","Latest construction drawings referenced and followed"
"ed5e04bf-515f-52af-bbeb-a5a939fba757","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:4bcb3e9b-1cbb-45e3-999b-0fdfaae15e3c","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Pipe Laying","Setout & Excavation completed checked and accurate"
"a696641d-0c3b-5817-8f4c-f584827f4346","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:47a6d050-3800-48e9-9326-a54a12f24da9","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Pipe Laying","Ground Conditions Checked & Acceptable"
"13f044fa-60ef-5390-ab6f-df2ed1e81a2f","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:7f7a4b17-3d41-4ea7-aa22-4f8d84c7c76f","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Pipe Laying","Bedding depth and material correct (photos & any relevant testing attached)"
"668a5bfd-4123-520a-a5c7-8785c30bdc44","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:a289760c-f0f5-4f93-89f8-b94c8eaee033","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Pipe Laying","Correct pipe (size, material & class) laid to specified level, grade and jointed as specified"
"a5e8417f-3724-52ac-917c-8e575d66f5c8","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:a7f8c7f4-9f0c-4882-8a18-dd24382f868d","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Pipe Laying","Connections to manholes complete, correct and approved"
"d333cbfa-bfc4-5221-b90d-d46cc6d0145d","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:03deb6d2-9158-4ea9-97a6-495cea2e05eb","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Pipe Laying","Relevant tests, photos & as-built information provided"
"23c792c8-2ba0-588d-b2ac-d54d1d25864f","","checkpoint-group","not-started","Add Waster Water Mainline:54f8daa8-d9bb-4add-954a-d95d6a9155c3","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Backfill"
"480dbb5d-f1b2-5511-83d7-17fcefcd2647","","checkpoint-status","not-started","Add Waster Water Mainline:54f8daa8-d9bb-4add-954a-d95d6a9155c3:21583bec-a3a3-47ab-9dc5-05f536f3da66","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Waste Water (Main Line)","Backfill","Backfill completed & compacted as specified"
"f444131c-1738-5463-8768-3a9ca7d01fe1","","checklist-sectioned","not-started","Add Water Main","checklist","FALSE","FALSE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main"
"d5e1f03a-ec31-5c8a-8c6b-86c11c33bab3","","checkpoint-group","not-started","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Pipe Laying"
"67658854-c069-56d9-bffe-d3d2d7d1133e","","checkpoint-status","not-started","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:92bcef2b-ec6d-41b8-82a1-ef85fa7dfd25","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Pipe Laying","Latest construction drawings referenced and followed"
"049caf4b-0df9-51b3-8296-439fefc7eb04","","checkpoint-status","not-started","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:d5421fba-d7dd-48bb-b90a-4ac9b718ed7a","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Pipe Laying","Setout & Excavation completed checked and accurate (minimum cover considered)"
"e3f31d7e-f090-51ca-8f54-07f31bbd9b20","","checkpoint-status","not-started","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:1eccad3e-69f7-47ea-babe-e93c51178550","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Pipe Laying","Ground Conditions Checked & Acceptable"
"100748f5-7a09-576d-a56f-1aba261e0c7f","","checkpoint-status","not-started","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:e565f854-8233-4e1f-b41d-6e581f6fcf52","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Pipe Laying","Bedding depth and material correct (photos & any relevant testing attached)"
"89867f52-8312-510e-b92a-2dc3f8fa1e5d","","checkpoint-status","not-started","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:5097e76f-7815-4b23-8fae-2a8b4152d3ab","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Pipe Laying","Correct pipe (size, material & class) laid to specified level, grade and jointed as specified"
"bcdad63e-787e-5f2b-acea-75f6f9c5e3ef","","checkpoint-status","not-started","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:64be2f60-6442-4bc8-8036-e9ef37e49144","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Pipe Laying","All connections complete, correct and approved (photograph of each connection required)"
"e7b1c397-3ee3-5ebc-abf0-80edabb637c8","","checkpoint-status","not-started","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:e6b07ea4-bdd7-41d0-aa1f-4e5ea5814f87","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Pipe Laying","Relevant tests, photos & as-built information provided"
"f1b10d01-512c-5b4d-ba75-abb50f6e1964","","checkpoint-group","not-started","Add Water Main:704b5ac4-ad31-4e87-bcb4-23462df9d8ce","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Backfill"
"691b9b5f-54d7-5ade-aa8b-9b8e7ab6fa78","","checkpoint-status","not-started","Add Water Main:704b5ac4-ad31-4e87-bcb4-23462df9d8ce:26365925-b8d2-4549-bb21-239d08ad728e","","TRUE","TRUE","QA","Foundations","Zone 3 - (Grids 6-12 & F_K)","Water Main","Backfill","Backfill completed & compacted as specified"
"6d002e1c-3e06-4b8f-84b3-dec11d731ad8","","folder-normal","pass","","step","TRUE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)"
"81b02baa-c134-4c75-81e3-db720ae61ef0","","checklist-sectioned","pass","Add Stormwater Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)"
"d158d69a-d31a-48dd-87a2-b5c4b5639131","","checkpoint-group","pass","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Pipe Laying"
"4fdd2bd1-df42-4834-bc99-704706ef1b11","","checkpoint-status","pass","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:c555e057-3f00-4ce6-8a24-1d790ebc2029","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Pipe Laying","Latest construction drawings referenced and followed"
"d6eeff75-036e-4aec-a51a-be6587858cd9","","checkpoint-status","pass","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:69f5badd-d755-4822-a31b-f0d8149116d5","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Pipe Laying","Setout & Excavation completed checked and accurate"
"df708ef1-d12f-48ef-8ff1-571b16ade527","","checkpoint-status","pass","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:72639b77-ae08-411e-976d-a964ecfaf0bb","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Pipe Laying","Ground conditions checked & acceptable"
"495cbce6-5c0b-45ce-9a84-9432c0503d5b","","checkpoint-status","pass","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:8313c17a-bf79-487a-bce6-e2759f3d0348","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Pipe Laying","Bedding depth and material correct (photos & any relevant testing attached)"
"4fb97211-7ade-47f8-8997-66466840d02c","","checkpoint-status","pass","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:0680da1f-bb61-421a-a31a-54ff28cab98f","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Pipe Laying","Correct pipe (size, material & class) laid to specified level, grade and jointed as specified"
"c2ebd084-7574-4610-a1f9-fc9ac53ce179","","checkpoint-status","not-applicable","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:5d53e5c0-d037-4295-af6e-a790fe189546","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Pipe Laying","Connections to manholes complete, correct and approved"
"0d0d7d1c-54de-48ab-904e-1f356177b5f6","","checkpoint-status","pass","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:58b0a68c-cb45-4a8c-b14c-eacd041ec188","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Pipe Laying","Relevant tests, photos & as-built information provided"
"75d65e44-a11e-4ffe-a082-2a965dfa01a9","","checkpoint-group","pass","Add Stormwater Mainline:c84db9ef-b5d1-464d-8e46-98480c033f75","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Backfill"
"169f6c99-a020-4fa9-8cff-53e12cdafca0","","checkpoint-status","pass","Add Stormwater Mainline:c84db9ef-b5d1-464d-8e46-98480c033f75:1df7dbfd-de63-45d5-a509-6f073adcbb64","","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Stormwater (Main Line)","Backfill","Backfill completed & compacted as specified"
"d46401f7-d798-531a-9f71-ca38a6760b6c","","checklist-sectioned","pass","Add Waster Water Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)"
"1e969bf7-37b6-5411-b218-6914a9798500","","checkpoint-group","pass","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Pipe Laying"
"351cf547-08cb-57b4-994a-ede214fc0484","","checkpoint-status","pass","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:bf77c808-69f1-4b4c-9011-e6bf2314c17f","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Pipe Laying","Latest construction drawings referenced and followed"
"9141cdf5-43be-51a3-b2be-1f5db77473b8","","checkpoint-status","pass","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:4bcb3e9b-1cbb-45e3-999b-0fdfaae15e3c","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Pipe Laying","Setout & Excavation completed checked and accurate"
"0cc84007-49e9-5e0e-9a6f-8cb2cf268183","","checkpoint-status","pass","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:47a6d050-3800-48e9-9326-a54a12f24da9","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Pipe Laying","Ground Conditions Checked & Acceptable"
"bc1ffd52-8d06-5e5d-af01-90bd12f50538","","checkpoint-status","pass","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:7f7a4b17-3d41-4ea7-aa22-4f8d84c7c76f","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Pipe Laying","Bedding depth and material correct (photos & any relevant testing attached)"
"1ce83c61-e2bd-5c95-b73b-10b82b848225","","checkpoint-status","pass","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:a289760c-f0f5-4f93-89f8-b94c8eaee033","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Pipe Laying","Correct pipe (size, material & class) laid to specified level, grade and jointed as specified"
"5903d7f6-5d53-5532-a476-59abb467ae2b","","checkpoint-status","pass","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:a7f8c7f4-9f0c-4882-8a18-dd24382f868d","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Pipe Laying","Connections to manholes complete, correct and approved"
"599fc7af-38c3-5f27-aceb-50d68f81a6c8","","checkpoint-status","pass","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:03deb6d2-9158-4ea9-97a6-495cea2e05eb","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Pipe Laying","Relevant tests, photos & as-built information provided"
"7d907c94-7d90-5b41-934d-1fa012819b52","","checkpoint-group","pass","Add Waster Water Mainline:54f8daa8-d9bb-4add-954a-d95d6a9155c3","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Backfill"
"3397c5f0-7c1a-5ff6-9d15-d75f5784f041","","checkpoint-status","pass","Add Waster Water Mainline:54f8daa8-d9bb-4add-954a-d95d6a9155c3:21583bec-a3a3-47ab-9dc5-05f536f3da66","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Waste Water (Main Line)","Backfill","Backfill completed & compacted as specified"
"ef3c93e5-a743-518f-b608-6a48b9cf4a33","","checklist-sectioned","pass","Add Water Main","checklist","FALSE","FALSE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main"
"4b7ba0cb-bff7-58eb-88f7-9f382de6ea60","","checkpoint-group","pass","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Pipe Laying"
"36b836c7-c4db-5fc5-913d-bcce6ff28cd9","","checkpoint-status","pass","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:92bcef2b-ec6d-41b8-82a1-ef85fa7dfd25","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Pipe Laying","Latest construction drawings referenced and followed"
"a5982f13-9221-5404-abc3-4c82e76aaa46","","checkpoint-status","pass","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:d5421fba-d7dd-48bb-b90a-4ac9b718ed7a","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Pipe Laying","Setout & Excavation completed checked and accurate (minimum cover considered)"
"135433d5-6b5d-5840-a31c-c22edf3928de","","checkpoint-status","pass","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:1eccad3e-69f7-47ea-babe-e93c51178550","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Pipe Laying","Ground Conditions Checked & Acceptable"
"979e8ce3-b63e-5ad9-acf8-4631fc55d6d4","","checkpoint-status","pass","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:e565f854-8233-4e1f-b41d-6e581f6fcf52","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Pipe Laying","Bedding depth and material correct (photos & any relevant testing attached)"
"72090195-0fdf-5ab7-9e9b-e88d1f8bbfad","","checkpoint-status","pass","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:5097e76f-7815-4b23-8fae-2a8b4152d3ab","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Pipe Laying","Correct pipe (size, material & class) laid to specified level, grade and jointed as specified"
"a8e2a19d-de18-539b-8f93-1d63e414d673","","checkpoint-status","pass","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:64be2f60-6442-4bc8-8036-e9ef37e49144","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Pipe Laying","All connections complete, correct and approved (photograph of each connection required)"
"61184a5d-c573-56e4-b367-f00e4b0b2aa8","","checkpoint-status","pass","Add Water Main:10a9d1a7-da0f-4f4d-b907-01a8c6a0347f:e6b07ea4-bdd7-41d0-aa1f-4e5ea5814f87","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Pipe Laying","Relevant tests, photos & as-built information provided"
"4bebcc12-edca-5df4-aca5-944da35dc5a1","","checkpoint-group","pass","Add Water Main:704b5ac4-ad31-4e87-bcb4-23462df9d8ce","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Backfill"
"932abf44-1d28-53fc-b933-ae0e25f48fbf","","checkpoint-status","pass","Add Water Main:704b5ac4-ad31-4e87-bcb4-23462df9d8ce:26365925-b8d2-4549-bb21-239d08ad728e","","TRUE","TRUE","QA","Foundations","Zone 4 - (Grids 1-6 & G-K)","Water Main","Backfill","Backfill completed & compacted as specified"
"ab48f4c5-51ba-4d01-b569-04a334ec25d4","","folder-normal","not-started","","step","TRUE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)"
"da8964f5-2ea8-4b17-aa82-be3711d15e23","","checklist-sectioned","not-started","Add Stormwater Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)"
"1e8ca4dd-7636-4ea2-a570-7f0af7c6ba4c","","checkpoint-group","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Pipe Laying"
"98f16b45-a9d8-4510-b0cd-aaae21ffba4b","","checkpoint-status","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:c555e057-3f00-4ce6-8a24-1d790ebc2029","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Pipe Laying","Latest construction drawings referenced and followed"
"bb9c33e4-405d-4748-aeaf-e43d4175a619","","checkpoint-status","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:69f5badd-d755-4822-a31b-f0d8149116d5","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Pipe Laying","Setout & Excavation completed checked and accurate"
"18b13674-5874-474a-b55b-1a5162d5f884","","checkpoint-status","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:72639b77-ae08-411e-976d-a964ecfaf0bb","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Pipe Laying","Ground conditions checked & acceptable"
"f1d25c52-77bb-4360-a2d5-b22d1458a4bc","","checkpoint-status","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:8313c17a-bf79-487a-bce6-e2759f3d0348","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Pipe Laying","Bedding depth and material correct (photos & any relevant testing attached)"
"f584741a-9734-4ff1-97c9-c38ef2ef4473","","checkpoint-status","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:0680da1f-bb61-421a-a31a-54ff28cab98f","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Pipe Laying","Correct pipe (size, material & class) laid to specified level, grade and jointed as specified"
"b0855246-957f-47d0-bd4c-7bec1af95452","","checkpoint-status","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:5d53e5c0-d037-4295-af6e-a790fe189546","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Pipe Laying","Connections to manholes complete, correct and approved"
"5e6a5e6a-5f6f-4f6d-863c-19b678493cf8","","checkpoint-status","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d:58b0a68c-cb45-4a8c-b14c-eacd041ec188","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Pipe Laying","Relevant tests, photos & as-built information provided"
"54b6de0a-e8ae-4b25-84f9-8fd752bbd812","","checkpoint-group","not-started","Add Stormwater Mainline:c84db9ef-b5d1-464d-8e46-98480c033f75","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Backfill"
"c5c02bfd-94f5-40fc-9849-0ce0cd67b6ad","","checkpoint-status","not-started","Add Stormwater Mainline:c84db9ef-b5d1-464d-8e46-98480c033f75:1df7dbfd-de63-45d5-a509-6f073adcbb64","","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Stormwater (Main Line)","Backfill","Backfill completed & compacted as specified"
"46eff5b8-a7fe-5772-a8bc-765dfabf51c1","","checklist-sectioned","not-started","Add Waster Water Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Waste Water (Main Line)"
"e15dbba4-d624-536e-845d-a8b78458e23f","","checkpoint-group","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da","","TRUE","TRUE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Waste Water (Main Line)","Pipe Laying"
"9941f2da-0b46-5aa0-8808-22a4a3107fbf","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:bf77c808-69f1-4b4c-9011-e6bf2314c17f","","TRUE","TRUE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Waste Water (Main Line)","Pipe Laying","Latest construction drawings referenced and followed"
"91b8cec8-1823-5593-b7c5-9233b9638b65","","checkpoint-status","not-started","Add Waster Water Mainline:e8ca86b6-b62d-419e-8dfd-3c4aff0af2da:4bcb3e9b-1cbb-45e3-999b-0fdfaae15e3c","","TRUE","TRUE","QA","Foundations","Zone 5 - (Grids 6-12 & K-N)","Waste Water (Main Line)","Pipe Laying","Setout & Excavation completed checked and accurate"
