"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6290af21-5663-4d5a-be00-a8657aef119e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"996a56de-d4c9-452e-9aa4-76d767c22ec2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building 1"
"4b213afc-b104-4e58-83b5-546a14d0c082","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building 1","Ground"
"83c1068b-c27b-4a2c-afe7-9455513f633f","","checklist-flat","not-started","Suspended Slab Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 1","Ground","Suspended Slab"
"52eab066-6180-5159-b8e1-786657eca42b","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:bacdbcd5-8446-4350-a841-b9d9e0b77bd4","","TRUE","TRUE","Site QA","Building 3","Level 4","Climb track","Post Lift","Confirm ready for lift with all involved - Team Leaders"
"d909f72a-6655-49ec-805c-d931732b01e4","","checklist-flat","not-started","Walls Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 3","Level 4","Core Walls"
"9eee3c70-6930-5009-bb7a-ce98e07d46db","","checkpoint-status","not-started","Walls Checklist :3389534a-910a-4e1b-8a4a-f048404a6050","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Area accessible & ready"
"c130e00a-b01a-572e-951e-b6536c1c8938","","checkpoint-status","not-started","Walls Checklist :1ad8f403-01e5-406e-955c-190221cb8183","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Drawing references entered"
"33a7bb65-4dcc-5a5f-8257-b582c3b7deff","","checkpoint-status","not-started","Walls Checklist :996ebf32-7397-4b4f-9e97-22441153ecd2","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Current plans in use "
"0cd15526-ed2a-5a31-aa44-dcb897743172","","checkpoint-status","not-started","Walls Checklist :e1f4ed79-2875-4e96-b26c-8d5a7938abf9","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Survey points given for 2 points"
"567a60dc-45f3-5692-b32a-035db1315e6c","","checkpoint-status","not-started","Walls Checklist :a4b95336-e4d2-4792-bc7b-562ebef9e04b","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Land shutter bracing props secured plumb shutter"
"1526aad2-34e6-597c-bdfe-982838daafe4","","checkpoint-status","not-started","Walls Checklist :558851fa-db42-4a4d-9a1b-cd4d4d3ff5e7","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Datum RL supplied by surveyor pour height marked "
"01fd95be-9b52-5930-9988-fd51d9aa27a2","","checkpoint-status","not-started","Walls Checklist :19a48055-fbd4-49ab-ae91-508d1c7c62ea","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Blockouts steps penetrations marked & installed"
"111abd2f-442f-5505-a2a9-0d5a9a4e7b49","","checkpoint-status","not-started","Walls Checklist :0a9ffd15-921b-434c-8de4-dabfe0bdaedd","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Steel tied & clear from Z bar holes"
"b4dd6606-354b-5c6d-a5a2-99085fbd1b60","","checkpoint-status","not-started","Walls Checklist :7bd47776-f60f-4049-80dc-f76cd0241741","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Couplers & rebate boards installed "
"9826644c-05a1-5678-9531-ffede7adbc29","","checkpoint-status","not-started","Walls Checklist :209c67ca-4fca-4551-bc5e-6b176145f383","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Base of walls cleaned "
"2480a245-d7d6-5d8e-a6d9-4cda932812f0","","checkpoint-status","not-started","Walls Checklist :29ae4dbd-04fa-48dc-9802-60dda94b77c7","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Closing shutter installed"
"a5fe14e8-d468-5022-ae2f-f3df02077498","","checkpoint-status","not-started","Walls Checklist :8fe0ac92-b9f6-45bf-aa7a-c596590028da","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Z bars secured wall straight & plumbed "
"c24bff9c-35cf-50cb-9f64-b95151f132dc","","checkpoint-status","not-started","Walls Checklist :a838d578-bdeb-4a22-bb0f-6da54942684f","","TRUE","TRUE","Site QA","Building 3","Level 4","Core Walls","Correct Class of Finish"
"e4921c80-ad98-4d8c-b93c-91b9922d7e2e","","checklist-flat","not-started","Walls Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 3","Level 4","Stair Walls"
"11eafb4e-eafa-5b37-a4d1-ebcb4f0e2b32","","checkpoint-status","not-started","Walls Checklist :3389534a-910a-4e1b-8a4a-f048404a6050","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Area accessible & ready"
"5ccc0d92-a052-5239-a5c2-b2acd97bb736","","checkpoint-status","not-started","Walls Checklist :1ad8f403-01e5-406e-955c-190221cb8183","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Drawing references entered"
"7fd02abd-9ac7-502d-a82f-dfbb536471ff","","checkpoint-status","not-started","Walls Checklist :996ebf32-7397-4b4f-9e97-22441153ecd2","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Current plans in use "
"07f3ac17-a816-5912-9bbe-407fbd2bfee8","","checkpoint-status","not-started","Walls Checklist :e1f4ed79-2875-4e96-b26c-8d5a7938abf9","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Survey points given for 2 points"
"5eb79256-3725-5762-a387-8b326dd80ce7","","checkpoint-status","not-started","Walls Checklist :a4b95336-e4d2-4792-bc7b-562ebef9e04b","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Land shutter bracing props secured plumb shutter"
"cffd3143-db6e-57c5-8a37-781283230c2c","","checkpoint-status","not-started","Walls Checklist :558851fa-db42-4a4d-9a1b-cd4d4d3ff5e7","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Datum RL supplied by surveyor pour height marked "
"a6ea2bea-809d-5b3c-8248-77fc30d9c444","","checkpoint-status","not-started","Walls Checklist :19a48055-fbd4-49ab-ae91-508d1c7c62ea","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Blockouts steps penetrations marked & installed"
"d09d7cea-a1e9-56a3-bb56-fbf29b4303b2","","checkpoint-status","not-started","Walls Checklist :0a9ffd15-921b-434c-8de4-dabfe0bdaedd","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Steel tied & clear from Z bar holes"
"8a9e53ee-2ef2-5465-ba55-d2669934f4a2","","checkpoint-status","not-started","Walls Checklist :7bd47776-f60f-4049-80dc-f76cd0241741","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Couplers & rebate boards installed "
"2610cdd9-feb9-5229-a1b5-5decf893981a","","checkpoint-status","not-started","Walls Checklist :209c67ca-4fca-4551-bc5e-6b176145f383","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Base of walls cleaned "
"1b1a3037-952e-57e0-a5fc-b5eee1eab3b9","","checkpoint-status","not-started","Walls Checklist :29ae4dbd-04fa-48dc-9802-60dda94b77c7","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Closing shutter installed"
"3ddbc5b3-b499-5665-b57d-21051614d95e","","checkpoint-status","not-started","Walls Checklist :8fe0ac92-b9f6-45bf-aa7a-c596590028da","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Z bars secured wall straight & plumbed "
"2ce529fa-3a5a-5863-be6e-19feae9efa1c","","checkpoint-status","not-started","Walls Checklist :a838d578-bdeb-4a22-bb0f-6da54942684f","","TRUE","TRUE","Site QA","Building 3","Level 4","Stair Walls","Correct Class of Finish"
"314fa880-a971-4201-b8c8-2a3d091eab7d","","checklist-sectioned","not-started","Stairs Checklist ","checklist","FALSE","FALSE","Site QA","Building 3","Level 4","Stairs precast"
"25c00def-b9c7-5f75-914a-6ff52bae5e3f","","checkpoint-group","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078","","FALSE","FALSE","Site QA","Building 3","Level 4","Stairs precast","Phase 1"
"51e3117f-b1ac-5452-bb31-44c68a83f513","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:0c1efcdd-a620-4b56-a665-0edcf1c37bbb","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Area accessible & ready"
"ea0a0983-c194-55b5-898c-e09376a81e49","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:d114f601-5c28-4749-af52-4a9ab708806a","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Drawing references entered "
"6808083d-5fc2-5ff1-b979-fba59fea88de","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:c595af3d-7fe9-4a11-b8d4-419a8a8cb4dd","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Current plans in use "
"188b90f2-41a0-5a01-b82a-f36e2d2d565b","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:1e7f9426-cb3a-4f30-81a6-fc3136c880a1","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Land stringers & backdrops secured"
"498e677c-cdeb-5529-9d91-1e83c83911af","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:e11f542d-a923-41a3-a20a-f9cfcf39ca23","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Datum RL supplied by surveyor pour height marked "
"acd80d66-ba86-5afa-b35a-105599f21700","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:88d553b8-0d62-4cfe-b7e3-3755471fc72c","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Couplers & rebate boards installed "
"750af29f-95f5-5fee-a351-1f0dc8ab1fce","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:b04c14c8-caba-407c-8bfd-63ec8d84d203","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Base of stairs cleaned "
"f45ae663-b30d-568b-9571-33dbdff90f52","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:faddc5ea-bfa3-4093-8741-f2de28118062","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Riser heights confirmed"
"a698278f-28b2-56e6-a01e-29047c066f40","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:4efe5ffe-9799-4297-8479-2b489039f1c1","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Going lengths confirmed"
"62b7a4fb-3523-5c01-aaab-269f66ec9c47","","checkpoint-status","not-started","Stairs Checklist :af54efe7-f829-4ee5-b583-5a9c71fba078:bbf7b671-8d50-4103-8893-bc64044585b0","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 1","Correct Class of Finish"
"5048fc12-5c45-509a-a336-9db98c9704fb","","checkpoint-group","not-started","Stairs Checklist :04ab422d-ed88-4ef3-a8f4-0317c7b2c597","","FALSE","FALSE","Site QA","Building 3","Level 4","Stairs precast","Phase 2"
"91c130d3-7975-5b3f-9cde-cbf7b9021c53","","checkpoint-status","not-started","Stairs Checklist :04ab422d-ed88-4ef3-a8f4-0317c7b2c597:771d82ff-e2b7-4dd2-a6e8-0559fa23228e","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 2","Datum RL supplied by surveyor pour height marked "
"bd0c2c27-dea9-583d-b73c-bb869d54a567","","checkpoint-status","not-started","Stairs Checklist :04ab422d-ed88-4ef3-a8f4-0317c7b2c597:4df8785c-a203-4f3b-ba67-fcd853222d07","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 2","Couplers & rebate boards installed "
"5e35dd95-6b67-50b1-8dd7-9a65f7dd282a","","checkpoint-status","not-started","Stairs Checklist :04ab422d-ed88-4ef3-a8f4-0317c7b2c597:407551c6-a94a-410f-b8a3-62573e6c4b01","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 2","Base of stairs cleaned "
"e0f2cee8-16a4-5e48-8541-8e632868e6c5","","checkpoint-status","not-started","Stairs Checklist :04ab422d-ed88-4ef3-a8f4-0317c7b2c597:ea7d28e1-ef79-4834-aa70-b1edd2d16132","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 2","Riser heights confirmed"
"406a57f3-f92b-50a0-9613-3bef3e8bc417","","checkpoint-status","not-started","Stairs Checklist :04ab422d-ed88-4ef3-a8f4-0317c7b2c597:53ddffd8-d398-4c06-a55b-72b1e806ef64","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 2","Going lengths confirmed"
"308261ea-1017-5c45-932b-046e9861cfb6","","checkpoint-status","not-started","Stairs Checklist :04ab422d-ed88-4ef3-a8f4-0317c7b2c597:ede2f051-ec0a-4371-8a88-ebe3c0f25147","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs precast","Phase 2","Correct Class of Finish"
"8422ef21-7f6c-424a-b0d5-7974a0fe6825","","checklist-sectioned","not-started","Stairs (in-situ) Checklist ","checklist","FALSE","FALSE","Site QA","Building 3","Level 4","Stairs(in-situ)"
"234a6fcc-3b6e-5f8c-bcc1-e852da90ea84","","checkpoint-group","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd","","FALSE","FALSE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1"
"c0743d06-a02d-5e05-a683-e5b194666f47","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:1d870446-0f03-4642-a5b4-6bc9ae974b75","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Area accessible & ready"
"7073360e-160c-5310-ab50-e41e9ef28b3b","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:2b382d15-3713-4105-88fe-4a2904245ef4","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Drawing references entered "
"5cdc093d-98d8-5c6f-a30e-57bc2e7d63c1","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:777bf75e-a5f9-486c-92ca-6153d9a34018","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Current plans in use "
"10ff9436-fa7e-5379-b8db-302f71aa5d60","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:1dc1438a-768d-4952-86fe-01cf8bc0595b","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Land stringers & backdrops secured"
"1b2fd5b3-8bec-5273-a545-1852fc51fd7c","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:80f4f01f-3aa6-4a2c-98a8-ad183a15b07a","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Datum RL supplied by surveyor pour height marked "
"17174d9a-c122-5cea-a0d2-6c6f2d672fa1","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:6f81f790-9ecf-4acf-9fc8-0882f8ee900a","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Couplers & rebate boards installed "
"72267727-c961-542a-bb56-ecbeca05f880","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:89ea4a90-dcb9-4e36-84d6-5ec575a395c7","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Base of stairs cleaned "
"1c1488d3-a3d2-5cb0-9f04-6f2283d554be","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:3004b238-bab3-4c9d-a7e4-752d4e71c61e","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Riser heights confirmed"
"1d26932b-45fd-577d-917f-7a60f4d9f044","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:2654aa62-e584-4cbb-a723-50c4036fb989","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Going lengths confirmed"
"a322ee5e-8242-570d-a919-4b2c47949d6d","","checkpoint-status","not-started","Stairs (in-situ) Checklist :7b40ba09-8ce1-469c-a903-686ad1297fdd:a796493e-6062-4f3b-b802-ab8108547a81","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 1","Correct Class of Finish"
"c2ebf2b7-a62d-526f-a318-7285f1150b80","","checkpoint-group","not-started","Stairs (in-situ) Checklist :118fd9d4-e21d-4d07-a87d-856833f0c9ca","","FALSE","FALSE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 2"
"9d10abad-f603-5943-82c9-4bce21cbe6ed","","checkpoint-status","not-started","Stairs (in-situ) Checklist :118fd9d4-e21d-4d07-a87d-856833f0c9ca:84c51f4a-cb44-4031-8746-8c76f0730d9e","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 2","Datum RL supplied by surveyor pour height marked "
"05188ec7-5d7b-5408-a2da-90068fe29955","","checkpoint-status","not-started","Stairs (in-situ) Checklist :118fd9d4-e21d-4d07-a87d-856833f0c9ca:565a111d-364c-47fc-ad97-5923dd47ea62","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 2","Couplers & rebate boards installed "
"021ff734-3653-5675-a75c-2cd52a58a4f3","","checkpoint-status","not-started","Stairs (in-situ) Checklist :118fd9d4-e21d-4d07-a87d-856833f0c9ca:eaa54779-027f-4e2d-bf93-466c25c79d98","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 2","Base of stairs cleaned "
"13f48284-81d5-51a9-a43b-7a375ed14bee","","checkpoint-status","not-started","Stairs (in-situ) Checklist :118fd9d4-e21d-4d07-a87d-856833f0c9ca:1e638a22-fd56-4d75-8a6b-e5bf59d9a057","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 2","Riser heights confirmed"
"2b1a44bf-0ddf-56e2-877a-1bda5b9e0a60","","checkpoint-status","not-started","Stairs (in-situ) Checklist :118fd9d4-e21d-4d07-a87d-856833f0c9ca:f2587bd4-cde9-4c53-9421-5be143af6c93","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 2","Going lengths confirmed"
"b310d46a-d295-5867-a9a5-a106b0fdda1e","","checkpoint-status","not-started","Stairs (in-situ) Checklist :118fd9d4-e21d-4d07-a87d-856833f0c9ca:2eaa2112-a89f-405e-895d-856b684ed8e0","","TRUE","TRUE","Site QA","Building 3","Level 4","Stairs(in-situ)","Phase 2","Correct Class of Finish"
"51e155be-244f-4967-99f3-f7102bfd765a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 3","Level 4","Columns "
"be14f502-d656-48f5-9984-185c30826226","","checklist-flat","work-in-progress","Columns Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 3","Level 4","Columns ","Columns Checklist "
"d6d4d3f9-42d3-59f8-a452-97f447a52b4b","","checkpoint-status","pass","Columns Checklist :08aa399a-73ff-4b67-ba65-f806b7c86235","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Area accessible & ready"
"cbb91a98-ab3d-58a2-93c2-411e3b0904f8","","checkpoint-status","work-in-progress","Columns Checklist :6c4525ce-d244-47f1-b747-06b5d49a5852","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Drawing references entered"
"14da0e97-62aa-50f0-a3d3-c720d5fba404","","checkpoint-status","pass","Columns Checklist :273e3028-30d2-4b4b-9204-30acc38f159b","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Current plans in use / Latest drawings checked and referenced"
"1fff8338-2cb4-58c7-82de-ac246bee7684","","checkpoint-status","pass","Columns Checklist :e96e4606-3419-466d-9a36-8fd234c19ba8","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Survey points given for 2 points"
"52185cb6-734c-53ca-870c-be57662fcc27","","checkpoint-status","pass","Columns Checklist :44e7f3d4-2cbb-410a-976d-9e80c0034fcc","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Datum RL supplied by surveyor, pour height marked"
"7b6105b3-fe40-593c-99af-850d433228db","","checkpoint-status","pass","Columns Checklist :1e4fb20d-813d-4c78-b85b-abe74340139f","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Blockouts, couplers, cast-in elements installed "
"68199a2e-f1b7-5813-bf99-b95c95e8ecd6","","checkpoint-status","pass","Columns Checklist :693b2784-2112-4d3e-a578-2a32e29d62ec","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Column box cleaned & oiled "
"7490c2de-a298-578c-ab77-15366a928ca7","","checkpoint-status","pass","Columns Checklist :bbcec328-d147-49e8-8aff-dae58fd845b2","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Placement of column box over cage"
"7bf28b79-cab3-5fb8-bc38-f73aa4541599","","checkpoint-status","pass","Columns Checklist :c23b78bf-121a-4597-9265-6a420faf73a2","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Bracing props secured"
"eaee14da-8cc9-5962-800c-018eaf864db5","","checkpoint-status","pass","Columns Checklist :621e4b51-e1de-4e05-acf9-4da69e61efd5","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Column plumbed"
"2378bad3-8919-5c3e-ba70-aa1f069ce6b9","","checkpoint-status","pass","Columns Checklist :5102dbe8-0804-4ec8-9b64-3501e652c323","","TRUE","TRUE","Site QA","Building 3","Level 4","Columns ","Columns Checklist ","Correct class of finish"
