"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"77650e24-6bea-44db-ba87-5d81bd4fb71a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"857dea0d-07f4-4ebe-ae63-c73522c5a54a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs"
"aabf8cfe-2ab5-40d0-b0f4-6ef5119cfc20","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS"
"4f47f2c7-a58d-41bd-a7c3-6cd7f0410e17","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 1 Temp Rising Main No.1"
"f3bbf098-18b4-4f5f-90ec-d31e40131492","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 1 Temp Rising Main No.1","DB 1"
"3b4761ce-fc7f-4fb3-b257-03ae90abedf7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 5"
"ab96acc8-50e6-451f-b881-960106af4c59","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 5","AE-ITCX-001 - Temp DB Checklist"
"60c9c64a-4141-4d51-bf97-12e5f8a3cf52","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 5","AE-ITCX-002 - Monthly RCD Test Sheet"
"b7a13058-2f6d-4572-8148-df3947de9e90","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 5","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"7f5cab6f-8a5a-4dee-8292-60f796c8af7a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 6"
"ce7e985c-f386-4681-af85-8f5cb86ca47f","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 6","AE-ITCX-001 - Temp DB Checklist"
"4152e477-0c95-49a0-87ea-6f8b5331d28b","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 6","AE-ITCX-002 - Monthly RCD Test Sheet"
"d9c79f8e-4e74-4c3c-88c7-0557b684e5bb","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 6","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"91ddbdaf-beba-4335-88d6-ad4734768945","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 7"
"6a87a397-dfd3-442d-ad12-ce295cadc7a6","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 7","AE-ITCX-001 - Temp DB Checklist"
"34e374d7-3b03-47de-883a-ea17aa768376","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 7","AE-ITCX-002 - Monthly RCD Test Sheet"
"d8553c8f-3823-4518-9cd9-67c327747fd7","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 7","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"a784de37-4049-42fd-8a7d-44118f4bea40","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 8"
"a005a349-3c2a-43c6-89e8-ed4bf65f133c","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 8","AE-ITCX-001 - Temp DB Checklist"
"8c4d5ee1-1257-45de-8ce9-50ab9f2d73b6","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 8","AE-ITCX-002 - Monthly RCD Test Sheet"
"ffbd5c35-be26-458f-9536-6c98291ec962","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 8","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"ff787298-f0d0-423a-8bee-c21d27a2e3c3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 9"
"5df20b8c-224a-470d-baf5-5aafe16c8879","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 9","AE-ITCX-001 - Temp DB Checklist"
"9654019d-3563-4c2a-bb7d-b153f49f486e","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 9","AE-ITCX-002 - Monthly RCD Test Sheet"
"6dddc9fd-d943-4f49-acca-7f524f453c8d","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 9","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"f50341ba-14e5-4140-a4b2-fb84e7349b0a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 10"
"68bf497c-2dfc-4353-a86e-b40eed8aa614","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 10","AE-ITCX-001 - Temp DB Checklist"
"8814146f-7fcd-4cff-b507-37438e0261ab","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 10","AE-ITCX-002 - Monthly RCD Test Sheet"
"ad9338b1-5bcf-4ae0-9a08-d6a3d49a1906","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","DB 10","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"4e0c21c8-f78a-4f3e-addd-09ed35615f65","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","Level 17 roof"
"e03f7900-1156-4827-9be1-8c5b975cf5b5","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 2 Temp Rising Main No. 2","Level 17 roof","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)"
"d7df28ae-329b-4139-8868-8a2a305e4404","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3"
"29821e56-0bb6-4f90-b069-072d1d2e58f9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 1"
"6b3ee9bb-64b8-497a-ab7c-1f7f39b45971","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 1","AE-ITCX-001 - Temp DB Checklist"
"333da2ca-7615-4759-b8f5-9dd0fd79de05","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 1","AE-ITCX-002 - Monthly RCD Test Sheet"
"1889d39d-6237-4990-bf98-b985153dbc5a","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 1","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"9a3216a6-9048-4f9c-b2f8-cc6c2b865290","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 2"
"0fa7c9e0-6634-4eb3-9c3b-fcd01e532bcb","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 2","AE-ITCX-001 - Temp DB Checklist"
"a181299f-daa3-4ab6-9c53-7f7bb9ccba38","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 2","AE-ITCX-002 - Monthly RCD Test Sheet"
"dad75972-70e0-4941-8af6-79ea282bfe2f","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 2","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"9603628d-3101-40bf-95ea-f72134319108","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 3"
"35746974-2b4c-4214-a4a3-e30ad53e0376","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 3","AE-ITCX-001 - Temp DB Checklist"
"6e939446-d394-4983-a5fb-cda997fc001c","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 3","AE-ITCX-002 - Monthly RCD Test Sheet"
"2c0e0173-3002-41b4-b4ae-39fd7a47f4c3","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 3","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"06b39430-42b1-4a8e-ba83-142445534309","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 4"
"50085bd9-a2d5-47c6-bff7-d8021257dcaa","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 4","AE-ITCX-001 - Temp DB Checklist"
"b4720373-f9fd-40c9-82de-35ebba357780","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 4","AE-ITCX-002 - Monthly RCD Test Sheet"
"782a6bf2-b5da-43a0-849e-5f1ce151c694","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 4","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"82bed452-2cd8-461f-9742-b7c93bf2facd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 5"
"37f964e5-a4a1-4904-ac7d-d7bfff16bc5e","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 5","AE-ITCX-001 - Temp DB Checklist"
"ded71ce7-5d21-465b-83f8-f811dd17ebe6","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 5","AE-ITCX-002 - Monthly RCD Test Sheet"
"5a0f36a3-c553-40c5-8f67-15931244b23d","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 5","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"833d2e8f-a629-48af-9ed9-a4fe019f9246","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 6"
"952e5a11-cbc1-4de8-9174-90253c9b589b","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 6","AE-ITCX-001 - Temp DB Checklist"
"6b90943a-6938-494e-8a6d-b24850fea619","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 6","AE-ITCX-002 - Monthly RCD Test Sheet"
"13e002bb-5bb1-44d1-bed8-43fa1ea2f9d6","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 6","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"7e3fe99e-719a-4df2-a158-0176e6fca7ff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 7"
"21f08e3a-4d4a-4edd-815b-02e891f86550","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 7","AE-ITCX-001 - Temp DB Checklist"
"4f7fdd81-474d-4427-906e-3a83c28dd0e0","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 7","AE-ITCX-002 - Monthly RCD Test Sheet"
"420ea03e-407d-4627-b6da-795a037babb0","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 7","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"5e084929-33d4-47ea-803e-a69553c2cacc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 8"
"512e4555-4dbd-41a2-b971-9dfb44101c18","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 8","AE-ITCX-001 - Temp DB Checklist"
"6d2e07c0-0f73-4ee9-bcfb-b2a5b0d5d1fc","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 8","AE-ITCX-002 - Monthly RCD Test Sheet"
"67b825c8-528b-4295-bba2-4747fd5c5265","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 8","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"a40812a1-9a20-4e4b-b1ca-a59be3eb58ea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 9"
"51df96a0-f5c1-4299-8ede-9ed7d5a50e50","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 9","AE-ITCX-001 - Temp DB Checklist"
"8ebb6e71-2b17-4215-a262-c8ed341b456e","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 9","AE-ITCX-002 - Monthly RCD Test Sheet"
"2df64ab3-c692-4919-99ae-aed37a4671f8","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 9","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"0c3ecc6d-fc91-4c22-a0d0-686c1e746b4e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 10"
"47639331-97b2-49af-b6b2-5f995d418fe4","","checklist-sectioned","not-started","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 10","AE-ITCX-001 - Temp DB Checklist"
"7497c127-bbad-4d58-9227-e33cd2d4c567","","checklist-sectioned","not-started","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 10","AE-ITCX-002 - Monthly RCD Test Sheet"
"f150dbb4-a85f-48fb-ac73-3bf8fe605f6d","","checklist-sectioned","not-started","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","DB 10","AE-ITCX-003 - Mandatory Test for Construction Wiring"
"0cbe0e3a-550a-4b1f-83e2-0b552d7e4957","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L23 TDB 4941"
"47b37f15-2b7a-47ed-889a-b8626f6d2c81","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L23 TDB 4941","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)"
"8f4103c8-d830-45a6-8f3c-2879bcbd7a48","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L23 TDB 4941","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)"
"61e45e77-8cac-4e65-8537-5b5b45436bb6","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L23 TDB 4941","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)"
"d738a35c-767e-4099-8037-f6df2a423783","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L24 TDB 4274"
"fbbc3148-e540-4785-99e3-7a7eec3814d6","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L24 TDB 4274","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)"
"ca4a77c5-792c-4d0c-a8d6-d92ddbe5c31e","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L24 TDB 4274","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)"
"7d61a5a5-4dfd-48e7-bf0c-2275ad606028","","checklist-sectioned","work-in-progress","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L24 TDB 4274","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)"
"688890d2-1675-4c0d-a300-a2b8a17b213f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L25 TDB 4195"
"c9943997-7602-47a7-9a6a-4e99041fe0f3","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L25 TDB 4195","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)"
"640278c5-137a-447e-8a15-b5472a16ddbb","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L25 TDB 4195","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)"
"82e4227f-7ed1-4890-b697-5124d4cd41c7","","checklist-sectioned","work-in-progress","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L25 TDB 4195","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)"
"1a846021-db2c-4796-9b3b-d16a180afae1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L UG Lift board 4234"
"2ef0f095-6673-4cc2-a028-616435e04719","","checklist-sectioned","pass","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L UG Lift board 4234","AE-ITCX-001 - Temp Board Checklist (Rev 0 +Names)"
"5c397081-0403-41ec-bb5a-42f5c143aab4","","checklist-sectioned","work-in-progress","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L UG Lift board 4234","AE-ITCX-002 - Monthly RCD Test Sheet (Rev 0 +Names)"
"e97f8315-1852-402f-88e1-9402bc7a7b87","","checklist-sectioned","pass","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L UG Lift board 4234","AE-ITCX-003 - Mandatory Test Results For Construction Wiring (Rev 0 +Names)"
"15a2a31d-2d9e-4344-9602-78d927a73e8c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 3 Temp Rising Main No.3","L26 TDB 4635"
