"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4de711c8-d90b-4183-8456-111a5cf20486","","folder-normal","pass","","step","TRUE","FALSE","1. Material Inspections"
"2538d6b7-2225-4072-9d10-583ec3377032","","folder-normal","pass","","step","TRUE","FALSE","1. Material Inspections","1. Structure"
"abe9738e-f55c-4839-9652-a57174cdc0ef","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","External Wall Linings"
"309b4e92-a32e-4f9b-b886-0a87cae2221e","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Module Water Tightness"
"75730b37-aeb3-46e0-889b-1e5bd27f6ffc","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Passive Fire"
"79e066e0-413b-4b1e-a52b-6b0e6808a00a","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Final Acceptance Checklist"
"edf4c8b5-3407-44a4-8b22-9f83cf27b34a","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Staircase/Handrail"
"1f9384b0-b9e9-4cb3-8125-a0c19edb02a5","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Roof"
"2fa4d972-d6c7-4786-972f-1bbe3d248006","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)"
"0b23a303-81bd-4a55-94e9-75dcbe41a9f0","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Module Structure"
"f6a01f0b-e15f-4ab0-b23e-d912f5507369","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Drain, Waste & Vent System"
"8dcb57fd-cb7a-4aa0-a8e8-8e28911e7e48","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Hot & Cold Water Systems"
"48accb8f-8ccf-4cb0-91f9-527de9bc1a6e","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Sprinkler System"
"565e9703-cbc5-44f5-89db-b179f7633c74","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Mechanical System"
"2ab8b480-a105-4fcd-a668-2112ea43272d","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Electrical Work"
"0abbebbe-28ff-4248-9668-0a6773d9a445","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Internal Wall Linings"
"6b4f7fdc-321f-4ed9-9495-fe702b0f5d59","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Internal painting"
"77367c7f-1893-4e78-af87-51894b137afb","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Waterproofing System"
"f0baaf0d-bd3d-4377-a1e6-94013f81b919","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Tiling & Grouting"
"62a6db30-b27f-4b2d-a0d9-f521cdea2ebc","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Sanitary Wares"
"f64dde42-3080-4403-a6f0-d6e8958dbadb","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Glazing Works"
"93ac0b0d-f7dc-4265-bbff-9332a0fda875","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Internal Finishes"
"f6663f54-e750-4cb0-be4d-bd22773e0e64","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Doors"
"b929336b-9fbe-4b26-b107-9c300bc885e0","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Windows"
"9c852756-a997-41c8-810c-882eefa9d55e","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","External Wall Linings"
"7b2a85be-22df-4abd-b693-e716a3a6efc2","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Module Water Tightness"
"c1c03607-a6b8-448a-9910-5eba558db6c4","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Passive Fire"
"c5e49922-c7fe-4a6c-aae8-1a7a43639b52","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Final Acceptance Checklist"
"d6e21f99-38f1-4f70-b197-ae1dcbe3cc23","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Staircase/Handrail"
"fbcb6793-0beb-4aaf-a9ab-0bb606a228fd","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_15_3B(GF-900, L1-901) (4,9)","Roof"
"f500bdd7-421c-4f14-9f24-2020ab256937","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)"
"b815b147-3b3c-4dfa-b9a8-e202b4a9bb6b","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Module Structure"
"d635e1e2-ff73-4279-9f49-6a4f509d69ff","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Drain, Waste & Vent System"
"fa53108f-6d15-4560-ba0a-83b7adbcc314","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Hot & Cold Water Systems"
"1830c4c2-2c9b-4a58-b43c-4ccad002cd26","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Sprinkler System"
"2afb4487-1d6f-43d0-b26c-8d2704528df4","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Mechanical System"
"c6940bb5-4649-4a4a-9fe2-78ceed2e0706","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Electrical Work"
"5e26c10b-35a0-405b-acbd-5c6fbb772fc3","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Internal Wall Linings"
"14a40944-f148-4f29-976c-6bd2fe50578c","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Internal painting"
"baaa8c23-c883-4455-a57b-72cdc8591d99","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Waterproofing System"
"64419de0-65cd-4f3e-acaf-cf4401daaffd","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Tiling & Grouting"
"dac1797e-72ef-4dab-996e-43a6005b7f60","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Sanitary Wares"
"3cad95fc-7bd8-4ae0-b346-21e43304d48f","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Glazing Works"
"e6a54ff2-814a-4ae1-a2ed-f9c899228d69","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Internal Finishes"
"c65f1d5a-07ea-48f5-b807-20ab0f0aadff","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Doors"
"59874d78-1b0c-4f1b-bd29-5eee3dacbbeb","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Windows"
"f954143a-8793-45be-9a98-80e0b5513ae3","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","External Wall Linings"
"2ab8f389-5746-4105-8d8e-ffe820d03feb","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Module Water Tightness"
"6f9091c9-ff52-4c23-941b-c24341f34907","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Passive Fire"
"f3d60eaf-3dff-405b-915b-19b60c0cf903","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Final Acceptance Checklist"
"894b18e0-6cf7-43ed-8a32-1294ddf2a13f","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Staircase/Handrail"
"e42cf58c-60a1-49c8-a344-955a3828dbc6","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_16_3B(GF-902, L1-903) (14,19)","Roof"
"cc8123b6-6de1-416d-9c9d-c52037764ca7","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)"
"100767a0-7a4f-4aca-8466-2fdd3516cedf","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Module Structure"
"e5997265-7ebe-4879-83ea-b2c25516b07e","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Drain, Waste & Vent System"
"6de13913-0189-436f-940a-bd442ce5f8b5","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Hot & Cold Water Systems"
"a23ed704-2c7a-4b06-8bca-0bb4f1c9f17d","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Sprinkler System"
"86947597-da65-468c-8f64-8114098ef30f","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Mechanical System"
"b8029ae8-db25-4263-89b1-0db857c8124e","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Electrical Work"
"95795260-e57b-4165-831b-e26e2b5b5481","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Internal Wall Linings"
"f8e01866-75e8-47b5-b80f-83efea9e73e8","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Internal painting"
"12fa5e63-8233-455e-b69f-55c95a991bfe","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Waterproofing System"
"1d1f9f3d-2439-4065-a26d-8fe694a71d9c","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Tiling & Grouting"
"2f0e369f-2548-4da8-a21f-2bbacd6d4814","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Sanitary Wares"
"8bd85527-ab1a-459a-b52c-e5f19ade1e50","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Glazing Works"
"dc195ff4-0e06-4c4f-997b-47da47c1c179","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Internal Finishes"
"f6fcdfbe-1e85-4cef-8ae0-d5e1645db0e9","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Doors"
"817b3813-7929-43c1-81ec-c6082e039492","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Windows"
"4eba82ef-af11-4e2e-9473-1691d82cd430","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","External Wall Linings"
"67d6c782-c2c1-4453-a179-470d9a50ef7f","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Module Water Tightness"
"8f839425-0e95-42c3-89e4-b1785ade0d5c","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Passive Fire"
"999ba93d-a6a3-41e5-b575-78c52c4599c3","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Final Acceptance Checklist"
"78c54694-9b9e-454f-a598-b73b2ca6c64f","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Staircase/Handrail"
"8c1e3fa8-0993-45ff-aa62-e25361eef6c1","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_17_3B(GF-904, L1-905) (5,10)","Roof"
"50ed594d-581a-4ea6-813d-2ab87818ee8a","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)"
"6ac5f3e0-46f8-4d7f-9249-a6ab95fd44c3","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Module Structure"
"ff1ed97a-54d1-4392-a7b6-1f49ec27d893","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Drain, Waste & Vent System"
"f906d6bf-1660-453e-b2c8-20c612d0878b","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Hot & Cold Water Systems"
"edb3a69f-ccec-41e2-816c-36100089fa0b","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Sprinkler System"
"3e523108-ffb1-48b2-b4e9-1d70a0b95bf2","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Mechanical System"
"b3eea699-b989-46e2-a8db-4fe8e01fc727","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Electrical Work"
"de6c88d3-0864-4157-bc8a-397dce75353a","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Internal Wall Linings"
"266477da-d91f-4521-8070-82c03dfee9b2","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Internal painting"
"a6c33ef1-c144-4632-97da-9909bf3aafa8","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Waterproofing System"
"4b5c07a2-b32a-4711-bab7-4c65a8cbbd10","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Tiling & Grouting"
"4c81b3f1-a911-4948-9d10-a7747fdef6ea","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Sanitary Wares"
"d4c5ab3a-5a38-4faa-afcf-0c6c4d3b430e","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Glazing Works"
"b4768908-6aa7-47d7-a4bb-2fa71022d2b2","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Internal Finishes"
"0368e4a0-d201-4672-87aa-bfd15eda4f27","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Doors"
"2a8a7e6c-4442-4c53-8628-d33a895fd150","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Windows"
"2ea050a5-9ed7-451b-ba23-27e7d6f61d89","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","External Wall Linings"
"9776932c-4c9f-4056-a954-0117b281e6b8","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Module Water Tightness"
"26ffddbb-d475-452c-8150-7ece2e9dbd4c","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Passive Fire"
"91b0c280-986b-4fed-bff0-8f23e11bc79f","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Final Acceptance Checklist"
"660c0c80-1084-4386-9a1d-5960e797697c","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Staircase/Handrail"
"d5fcea33-4f1a-4cf4-8246-cb7634d8922c","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_18_3B(GF-906, L1-907) (15,20)","Roof"
"4d892c97-ff62-44d0-a2bd-4155dae994a3","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","NDT Reports"
"6828e8ac-3edc-407f-afaf-743d2d763634","","checklist-flat","pass","Add Document Upload Checklist","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","Assembly report"
"1e125419-46e3-4814-b403-8e80ea745980","","folder-normal","pass","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","2. Sub-Structures"
"9cbbf709-6bf3-49d8-a375-4c90d286ab2a","","folder-normal","pass","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","2. Sub-Structures","Corner Block"
