"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4bf01d52-2549-49a3-a8bf-bad0681c0354","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"fe22c2fd-941d-4e65-bb78-43c812765efc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6"
"ae2370c6-3bf9-409c-8231-8ad1f557938a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6","Basement"
"c0491013-079d-4653-9998-9583cf77f323","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01"
"ff175408-21c3-5951-bfa4-0b204a4b7268","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01","Drawing"
"f5645917-670f-49e7-9689-c66e5202e566","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC05"
"18d0c1dd-9be9-5cfa-b028-96ca430c2a87","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC05","Drawing"
"f67aee1c-839f-51c1-917f-0c5f46b21a16","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"9441c8df-0d69-5398-8c98-6881db537e32","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC05","Panel Properties"
"375608e4-35ee-548c-8a5e-8b29bf17f44e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Panel Properties","Properties - Pass once entered"
"d3de1392-67f3-55f1-9ee8-e7d5855a6edd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC05","Formwork"
"6f499ae0-0607-5631-81b7-b4433e33ccd8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Formwork","Correct Dimensions & Square"
"6893e6bc-68bc-5e3d-acc4-4b10805cc5a4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Formwork","Grout tube set out"
"c3ae2d3c-764f-5a34-bcb9-66bf8fe1ecab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Formwork","Magnets Locked Down"
"a5ed5629-ae6d-5178-98f3-d38e1b11d24f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Formwork","Fillet Installed"
"31b060c3-d58c-5262-849c-dd1e0add4227","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Formwork","ID TAG Installed (photo required)"
"11fc6c4b-ab66-52df-bdf1-4a7217daa1b6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Formwork","Starter bars & couplers (photo required)"
"e43349eb-0359-541d-b6a2-611e021a613d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC05","Reinforcement"
"3042c4f2-4c21-5a7e-99b1-8ddb37aca8c1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Reinforcement","Correct Mesh/Cage (photo required)"
"19794bbd-644b-583b-a11c-e4c79800d568","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Reinforcement","Correct Lig Spacing/Mesh Centers"
"307cd0ee-a1d6-599d-90da-6990e88701dd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Reinforcement","Correct Cover"
"19e7ec83-73a4-5120-8cf4-858e747ec1fc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Reinforcement","Lifter location & Type Correct (photo required)"
"5dca3826-167c-5079-89f0-dc57380f5f9b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Reinforcement","Starter bars & couplers (photo required)"
"8477211c-1a0f-58fe-9982-5441459adf0b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Reinforcement","Strongbacks installed - If required"
"c6e579c1-873e-5aa3-a7fd-11fc4b665789","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"fb1f5184-450f-57ba-984b-bf68b71bbae4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Reinforcement","Ferrues Installed - (photo required)"
"194ed896-ab48-5a27-957c-52716bebbdf3","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC05","Concrete"
"f3f486ce-772d-5bdb-a800-0f35ccc4194e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"b4cf7412-8f62-55e6-b1ff-25591cdc0590","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Concrete","Concrete Test"
"ce8927ff-f3a7-522e-bf69-ff14170998a1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Concrete","Concrete Test Report - (photo required)"
"7826ab5e-a7c3-52d9-9116-40cd54bf7cc4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC05","Post Pour"
"d908a428-ced5-5cd4-a0d1-c2ecc1385156","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Ferrules exposed"
"4226a957-f3ab-577a-a617-c3f48e7f388f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Grout Tubes Open"
"db6698c9-84a4-5446-94c7-32ac5a25ab89","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Lifters installed central to panel"
"bc7ff0c2-1d18-5bba-811e-bbc39a00a834","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Lifters Cleaned"
"161f4464-260b-5761-b106-2d0778de987a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Patching required - Pass=No / Fail=Yes"
"111ea62c-09b6-5d37-bd24-dc11a868a49c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","ID TAG filled out and correct"
"c1446553-8862-584e-8444-e8d608e77fcb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Strongbacks installed - (photo required)"
"c2dfc634-f548-5a2a-82fa-ea56b9f1b061","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Chamfers Installed"
"deda5251-e254-5069-b8ee-4a038687a6cf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Panels QA sticker completed"
"97307e13-b0f1-5a62-a23c-4da725dc5951","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC05","Post Pour","Panel ready for delivery, damage free"
"5df6ff88-7024-4b88-bce5-f178417f3724","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC06"
"a3928129-36e1-5b48-9041-9662d333f72f","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC06","Drawing"
"2eb21d20-30ff-5b74-a8b7-8d7a0b81430d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"60d7cacc-0891-5610-bb0e-b423f058d361","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC06","Panel Properties"
"7582ab3b-78c1-5255-8afe-1a33c3f90e4a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Panel Properties","Properties - Pass once entered"
"62b70892-b1bc-572f-9e63-823530c4c2ef","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC06","Formwork"
"487ae37e-47f6-56d1-8171-ffd251661c96","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Formwork","Correct Dimensions & Square"
"1108fbe6-754a-533e-804f-f36b384ff299","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Formwork","Grout tube set out"
"f937aff8-806a-5878-b1ab-88063c36c118","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Formwork","Magnets Locked Down"
"fde35310-b981-5089-884e-b849f7f7e271","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Formwork","Fillet Installed"
"11d7735d-bc2e-56b5-ab07-9a623910e101","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Formwork","ID TAG Installed (photo required)"
"51c13638-4edf-5604-9523-4f4adf812687","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Formwork","Starter bars & couplers (photo required)"
"a33ba63a-b38e-525f-813f-e336a9ef96e4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC06","Reinforcement"
"ce273117-57b1-5808-8a39-046cdbf7a736","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Reinforcement","Correct Mesh/Cage (photo required)"
"65e7556f-f8fc-58d5-acc2-c4b85865b67c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Reinforcement","Correct Lig Spacing/Mesh Centers"
"c59a0e0a-4761-5b5a-9ab8-b9686f8e8fa4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Reinforcement","Correct Cover"
"0c7bec06-a956-526f-83e3-31f8f273c2fe","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Reinforcement","Lifter location & Type Correct (photo required)"
"1460a03b-48ac-5798-ab55-fbc451cbd5e8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Reinforcement","Starter bars & couplers (photo required)"
"18cd896b-7895-5b8e-a057-018a27a8b054","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Reinforcement","Strongbacks installed - If required"
"3a09a3e1-d441-5b43-901c-65e14e516175","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"edd5fcab-50ab-5218-af1e-03d7fe2db9c4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Reinforcement","Ferrues Installed - (photo required)"
"4a30233d-d832-5c39-bc42-17e50db51188","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC06","Concrete"
"038ada7e-978e-5519-9203-b36663cff4e2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"057cb628-cd0c-5ada-bbd9-49632a3ac6ab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Concrete","Concrete Test"
"9e4cffec-c025-5e76-bf0f-00b20fce1e78","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Concrete","Concrete Test Report - (photo required)"
"3526a6fa-e35d-5949-8915-698f0411c4f2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC06","Post Pour"
"6caac947-0d22-5cfa-91c2-fc598eed0871","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Ferrules exposed"
"0c29f966-6f2c-57f7-a662-e291648704d9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Grout Tubes Open"
"c62cc8cf-7376-5c74-827f-3c68e6f94bc5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Lifters installed central to panel"
"944cecc2-1ff7-5541-963a-5bb616de0bc9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Lifters Cleaned"
"cb3da5ff-b963-58e2-9329-0acbd448ccd3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Patching required - Pass=No / Fail=Yes"
"a3951dd1-d769-5e16-b7e8-61e886e8e979","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","ID TAG filled out and correct"
"d7cc287b-afe2-501e-ae87-487364a1d441","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Strongbacks installed - (photo required)"
"aa53c6a3-ecea-5cf0-9f4b-eaadcc65dc5e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Chamfers Installed"
"6ee6faef-1948-51db-9f58-ef301fccf80b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Panels QA sticker completed"
"8fef3dc2-184b-54aa-8bf3-54e56106f73b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC06","Post Pour","Panel ready for delivery, damage free"
"779e2089-c5e5-4b60-b14e-005f8cbf2691","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC07"
"96b35733-945e-5bb0-b215-cb408a85f18a","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC07","Drawing"
"80fdbd69-5938-5f1b-acdd-828a7e3f2593","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"141a47d0-0b92-5a90-9ce3-97b0289d218b","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC07","Panel Properties"
"9cd08ef0-12dd-50db-9d7c-5e8c02561a60","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Panel Properties","Properties - Pass once entered"
"0145c7b8-ec6c-538a-9577-2f6f32d90abc","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC07","Formwork"
"5dae0397-ae4c-5c7e-9ed9-5ea3be33c074","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Formwork","Correct Dimensions & Square"
"4781d750-99c3-5924-9322-6e1519e92a66","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Formwork","Grout tube set out"
"3018da58-9c2a-5a93-b683-0cc888b6b18e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Formwork","Magnets Locked Down"
"bf4823ea-14af-5cfa-a415-88626506405f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Formwork","Fillet Installed"
"20ac5f8e-2139-5ec5-8b50-2703a4f2216c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Formwork","ID TAG Installed (photo required)"
"83a35b35-fbcd-5271-a50d-c36d81c0344e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Formwork","Starter bars & couplers (photo required)"
"6d83872a-f858-51f7-9e57-51ae6b92cf05","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC07","Reinforcement"
"ee4275b4-4e7a-54ab-92bb-d10e265a63e7","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Reinforcement","Correct Mesh/Cage (photo required)"
"86f0e7bd-09a8-5368-b21e-8ba144da15cd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Reinforcement","Correct Lig Spacing/Mesh Centers"
"48566891-d643-5a00-8328-6db162763508","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Reinforcement","Correct Cover"
"a3059926-6b5b-5740-bead-7b58249d0a31","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Reinforcement","Lifter location & Type Correct (photo required)"
"22fd208e-f1ce-5dcb-9912-e4ba6517f7d0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Reinforcement","Starter bars & couplers (photo required)"
"b7d3b90d-783b-58e2-8735-f2fa044eec90","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Reinforcement","Strongbacks installed - If required"
"d5028580-12f8-533b-8ea8-98cf7936da21","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"17061b87-f80b-5449-9058-89c5436fcbde","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Reinforcement","Ferrues Installed - (photo required)"
"df4ae9d9-024e-5d63-b40e-f56a54c71379","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC07","Concrete"
"310253de-53ae-55f0-abb4-d48e01de43da","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"c3d5a1b7-d0e2-5367-98fa-828e3b34b554","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Concrete","Concrete Test"
"bddcf6e9-f3a9-5d36-a2f8-047a029dde4e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Concrete","Concrete Test Report - (photo required)"
"b66e5b5c-6415-56a9-8d0d-e000d70d3a6d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC07","Post Pour"
"2b1ffa56-d3aa-5a48-b9d4-58bd9bd6ce16","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Ferrules exposed"
"e4f41d99-6c70-5226-ba03-65fe8420c984","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Grout Tubes Open"
"7a49bde4-bd0e-5294-b6c7-7a6a6af360e8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Lifters installed central to panel"
"b676f299-1221-5a60-b82f-cabe99cd158b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Lifters Cleaned"
"63d37108-a66d-5b14-9a43-9d419c22ad40","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Patching required - Pass=No / Fail=Yes"
"fdff33ae-98f8-5537-a9ea-44ca7c3dc9ba","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","ID TAG filled out and correct"
"518f3ce0-bbb3-594a-a5c0-7ef3076aed7e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Strongbacks installed - (photo required)"
"4bfe9f96-4579-55a4-918c-037b797d070f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Chamfers Installed"
"06864e41-4821-56b7-90df-b5267d8ec6e3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Panels QA sticker completed"
"52607a83-ed04-53b3-bfed-3c6491f3d062","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC07","Post Pour","Panel ready for delivery, damage free"
"d640c6d5-e0e6-4f80-b103-8cf488fee9da","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC08"
"49a97e5f-23ce-5da9-b350-c0fbb4918e09","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC08","Drawing"
"7c343426-cc6f-55bc-8b4a-e32f2485eef3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Basement","P 6BC08","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"4a51ff23-624e-5130-9db8-75efd8da25c2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC08","Panel Properties"
