resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,,Tier 7,Tier 8,Tier 9,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 1000x750 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 900x600 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 600x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 750x600 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 450x400 - Fire Damper ,,,,,,,
,step,,,,,,,00CLB003,,,,,,,,,
,step,,,,,,,,Staff Base,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S26 - Holyoake CFPP-R 615/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,00CLB004,,,,,,,,,
,step,,,,,,,,Bay - Photocopy/Stationary ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00CLB006,,,,,,,,,
,step,,,,,,,,Store - Equpment ,,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-CLB-AHU007-VAV-008 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-CLB-AHU007-VAV-009 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00CLB007,,,,,,,,,
,step,,,,,,,,Store - Consumables ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S02 - Holyoake CFPP 420/24 450x450 - Supply Grille,,,,,,,
,step,,,,,,,00CLB008,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grillele,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00CLB043,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-CLA-AHU005-VAV-014 - Holyoake HCV - 175 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,00CLA044,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T05 - Holyoake EC-125 450x450 - Extract/Transfer Grille,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 550x450 - Smoke Damper  ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 350x350 - Smoke Damper  ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x350 - Fire Damper ,,,,,,,
,step,,,,,,,00CLA001,,,,,,,,,
,step,,,,,,,,Meeting 12m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-CLA-AHU005-VAV-012 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-0A-AHU005-ATT-012 - NCS Cylindrical Attenuator HP-2D-M 600L x Ø315 - 210 L/s Attenuator ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 450x350 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 450x350 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 750x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x400 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 450x350 - Smoke Damper ,,,,,,,
,step,,,,,,,00CLB002,,,,,,,,,
,step,,,,,,,,Office - Clinical Workroom,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 600x600 - Supply Grille ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-0A-AHU007-ATT-008 - NCS Cylindrical Attenuator HP-2D-M 600L x Ø315 - 145 L/s Attenuator ,,,,,,,
,step,,,,,,,00CLA48,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-0A-CLA-AHU005-FCU-010 - Temperzone IMDL 130Y - FCU 30 L/S OA,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-CLA-AHU005-VAV-013 - Holyoake HCV-200 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,00CLA047,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-CLA-AHU005-VAV-011 - Holyoake HCV-175 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,00CLA010,,,,,,,,,
,step,,,,,,,,Toilet - Accessible ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00CLA011,,,,,,,,,
,step,,,,,,,,Waiting - General,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 450x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 250x250 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 850x300 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 300x300 - Smoke Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 400x400 - Smoke Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 450x400 - Smoke Damper ,,,,,,,
,step,,,,,,,00CLA045,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 850x300 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 250x250 - Smoke Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
,step,,,,,,,00CLA013,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø250 - Fire Damper  ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø250 - Smoke Damper  ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 250x250 - Fire Damper  ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 250x250 - Smoke Damper  ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00CLA016,,,,,,,,,
,step,,,,,,,,Toilet - Accessible ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00CLA015,,,,,,,,,
,step,,,,,,,,Toilet - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,EO1 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00CLA014,,,,,,,,,
,step,,,,,,,,Toilet - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00CLA017,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-CLA-AHU005-VAV-029 - Holyoake HCV-225 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,Ceiling,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temperature Heated Water Black Steel,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Motorised Valve Low Temperature Heated Water (x3),,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Motorised Valve Chilled Water,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,DVACDental Vacuum PVC/PET,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,O2Oxygen Copper,,,,,,,,
,step,,,,,Zone 6,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-ME-30055 / BCA-DWD-112-MG-20001 / BCA-DWD-112-ME-20055,,,,,,,,,,
,step,,,,,,,00FHO024,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 600x600 - Supply Grille ,,,,,,,
,step,,,,,,,00TRC019,,,,,,,,,
,step,,,,,,,,Interview,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-TRC-AHU010-VAV-020 - Holyoake HCV-125 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,00TRC017,,,,,,,,,
,step,,,,,,,,Toilet - Patient,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00TRC009,,,,,,,,,
,step,,,,,,,,Patient Bay - Holding 9m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00TRC026,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 9m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00TRC020,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 6m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00TRC024,,,,,,,,,
,step,,,,,,,,Store - Equipment Dirty,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,DG01 - Holyoake DG-52 600x300 - Door Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 - Extract/Transfer Grille ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Ø200 Smoke Damper - Smoke Damper ,,,,,,,
Air Curtain Checklist,checklist,,,,,,,,,112-0A-FHO-AC-003 - Avon Electric Frico ARFEC3520E18 2000mm - Electric Air Curtain ,,,,,,,
,step,,,,,,,00TRC032,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R04 - Holyoake EC-125 600x300 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø200 - Fire Damper,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø150 - Fire Damper,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø200 - Smoke Damper,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø150 - Smoke Damper,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,AA - Holyoake CFPP 450/24 600x600 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-TRC-AHU010-VAV-019 - Holyoake HCV-175 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-TRC-AHU010-VAV-018 - Holyoake HCV-225 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,00TRC015,,,,,,,,,
,step,,,,,,,,Whanau ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-TRC-AHU010-VAV-016 - Holyoake HCV-125 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,00TRC005,,,,,,,,,
,step,,,,,,,,Clean Utility/Medication - Sub,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S07 - Holyoake CFPP 450/24 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø250 - Smoke Damper ,,,,,,,
,step,,,,,,,00TRC012,,,,,,,,,
,step,,,,,,,,Store - Equipment ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø200 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 250x250 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 850x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 450x400 - Fire Damper ,,,,,,,
,step,,,,,,,00TRC001,,,,,,,,,
,step,,,,,,,,Dirty Utility - Sub,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-0A-TRC-AHU010-FCU-011 - Temperzone IMDL 130Y - FCU 30 L/S OA,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 300x300 - Smoke Damper,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 600x300 - Smoke Damper,,,,,,,
,step,,,,,,,00TRC018,,,,,,,,,
,step,,,,,,,,Ensuite - Accessible ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00TRC016,,,,,,,,,
,step,,,,,,,,Toilet - Staff,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,00TRC010,,,,,,,,,
,step,,,,,,,,Bay - Linen ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille ,,,,,,,
,step,,,,,,,00TRC022,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 6m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S03 - Holyoake CFPP 600C/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,00TRC030,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 6m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,00TRC029,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 6m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,00TRC023,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 6m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,00TRC027,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 6m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-TRC-AHU010-VAV-015 - Holyoake HCV-200 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00TRC028,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 6m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 600x300 - Smoke Damper ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00TRC025,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 9m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00TRC021,,,,,,,,,
,step,,,,,,,,Patient Bay - Holding 6m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00TRC008,,,,,,,,,
,step,,,,,,,,Patient bay - Holding 9m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0A-TRC-AHU010-VAV-017 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,00TRC007 ,,,,,,,,,
,step,,,,,,,,Staff Station 12m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temperature Heated Water Black Steel,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Motorised Valve Low Temperature Heated Water (x2),,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,DVACDental Vacuum PVC/PET,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,O2Oxygen Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,CO2Co2 copper ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,MAMedical Air Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,AGSAnesthetic Gas Scavenging Copper ,,,,,,,,
,step,,,,,Zone 7,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-MG-20002 / BCA-DWD-112-ME-30056 / BCA-DWD-112-ME-20056,,,,,,,,,,
,step,,,,,,,00CLB029,,,,,,,,,
,step,,,,,,,,Consult - Treatment ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0B-CLB-AHU007-VAV-023 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 500x350 - Smoke Damper ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,00CLB027,,,,,,,,,
,step,,,,,,,,Play Area,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S07 - Holyoake CFPP 450/24 600x600 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-0B-CLB-AHU007-VAV-024 - Holyoake HCV-200 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
