"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a956a4bc-6144-49c2-987e-f1968de6a602","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0dfef658-7904-4b3a-8e85-75d78eda0678","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Prefab"
"124849e5-d340-4984-96c3-4334bd2f383e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Prefab","Basement 1"
"c0510d3c-3200-4b0f-b383-c67005267f39","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01"
"50bba2fb-8425-59ea-8198-1721a5520efd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01","Set Out"
"8adc801f-9394-5e6a-ab62-9575df2e184b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Central"
"116f6d27-6d68-59d8-9d7f-69a604866fe9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Far Side"
"1b8ae04b-0564-5ac9-ba48-f0442620f97e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Bar"
"e8734d6b-cc9f-5a54-b6c8-2eadd4c529a3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Mesh"
"fbf06fe4-e599-5943-98e3-79b846ae18aa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Penos"
"d541952a-82c6-50d0-8c3e-5e048a2851e8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Rebates Near"
"cefb7d38-a304-5e83-9426-8d8b871b2dfb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Rebates Far"
"8320de39-128b-5826-9e83-d163c91b22c8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Propoints Near"
"3d72bdac-5bd8-55ee-8ead-c321c47bd597","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Propoints Far"
"07a45f3c-25fd-513e-9bb5-d02d932848d3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Correct Heights for Panel Thickness"
"720a89d5-231b-5858-a677-eb085ed868c6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Grout Tubes - Top"
"3c515bd0-f853-5851-b0f0-7ca1024a3b2a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Grout Tubes - Bottom"
"4c0fd89a-6ff9-53d8-97ac-a61b2d485a02","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Spouts - Near"
"fbaab56e-2daa-52f3-a389-00de37845f71","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Spouts - Far"
"2f18f182-b036-5720-98ca-8c822d14e61b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Structural Connections"
"4b5c10fe-6f10-5c73-9e73-09a7bd9e3798","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","M16"
"7ea2c46d-4dd9-5c57-b890-106cf2dea9fb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","M20"
"1c65cad3-9ac7-5546-a970-d107f57d3eff","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Cast Plate"
"263b540d-463c-55da-8179-f98468b0713b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Correct Heights for Panel Thickness"
"f8cc7a53-2dc5-5f7f-ad2b-428a3ec54a9f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Slab Connections"
"a78514b3-8527-5031-901b-86186712d978","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Lifters: GAL Top"
"208a7da4-f68a-5107-9f97-af8ea301b3b5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Lifters: GAL Side"
"671f59f9-b018-56b4-b1f6-3794df797bd5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Lifters: GAL Face"
"1bb79138-8c39-5ef2-813e-42987c487b8e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Prefab Built By"
"aecb69f7-0683-5d06-97f3-c391b32bce99","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25016 514-B3-01","Prefab","Checked By"
"b4ba7475-3d64-4608-9638-e2a4ac6a2cb6","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Basement 3","25017 514-B3-02"
"cb2d8e0c-26ca-556d-b9b8-171b4a8ae140","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Basement 3","25017 514-B3-02","Set Out"
"153f0553-2b0d-5625-957a-f7b5f5d39616","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Set Out","Attach any relevant documents or photos"
"97b204f4-499d-5123-93c7-791ac534ee81","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab"
"57e85e61-fc7a-5f72-9f3b-5654a3d94796","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","U Bars Top"
"19a8e6c1-0428-55eb-9002-12e501a45a00","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","U Bars Bottom"
"23ab49f6-dccc-5ff4-8ddb-10afc51e9820","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Sides"
"8b696952-c003-5112-a97b-8db563a3e90d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Trimmer/ Corner Bar Near Side"
"7be17da0-3f26-5d7b-9a02-6c97c4c9462f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Central"
"6157e127-1165-5d1f-bdaa-ef93f8bb9d3a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Far Side"
"8e1bc35b-1bd5-591a-8aac-b9faadcb53b5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Bar"
"0149d9a1-785e-5914-99c9-30cdbb9bc7c0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Mesh"
"bb0086fe-cbe0-52f9-a978-eec442e3009b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Penos"
"c317981e-765d-5f7d-935f-78a4b9d66730","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Rebates Near"
"21a8ac66-6c32-5315-856d-8e8f3d3978d2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Rebates Far"
"40d45204-f83f-53a3-8079-1a606f23eeb8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Propoints Near"
"799ce905-8835-5b0a-910f-3ae47c27f87f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Propoints Far"
"001f45b3-8325-5cd3-a9c0-4b285be013ce","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Correct Heights for Panel Thickness"
"cb7c16ec-6244-5791-8ef3-d6b1444e5563","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Grout Tubes - Top"
"cda10e60-5947-571e-8cfb-292eafbeaef8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Grout Tubes - Bottom"
"866ea37e-a871-5380-b192-72fcc6304a44","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Spouts - Near"
"5e247602-9cf6-53c7-a6d7-885421588140","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Spouts - Far"
"3597e5a5-905f-58aa-b050-a2963cb6b598","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Structural Connections"
"0dbb06be-d5b4-5e64-bc6c-d7f40fe014b4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","M16"
"88c5fc27-386d-5b33-b354-b035ad285076","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","M20"
"63794434-ba58-57ac-8ea8-ed1f4015ac89","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Cast Plate"
"67c09fe8-86fc-56d1-8d64-63219f3f6ce6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Correct Heights for Panel Thickness"
"4c91fab0-6265-5333-9dcd-074ef0e2bfe5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Slab Connections"
"25a17ef8-4f47-576a-8d5f-dcc78949357a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Lifters: GAL Top"
"52089daa-e5a6-51f6-8cdc-899d90ee90f6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Lifters: GAL Side"
"7af9af75-b5cc-5a53-b160-42546041f8ce","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Lifters: GAL Face"
"04a69c87-e63b-5e6f-a17f-67be5bfce43e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Prefab Built By"
"517a2965-8bcf-581d-b790-63f9da2c0345","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Basement 3","25017 514-B3-02","Prefab","Checked By"
"caccc61f-84e9-4a43-bd79-c54dc87581cb","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Prefab","Level 1"
"5208be6a-a28f-4401-ab5a-1c8cff68ffe4","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 1","25494 0514-01-01"
"3896cd8c-2ed9-5579-a2c3-eefc0c771aa2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 1","25494 0514-01-01","Set Out"
"b1c10473-f8e5-5efb-8189-b69ec646af95","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Set Out","Attach any relevant documents or photos"
"8277965e-88a5-52bf-b4a0-440dd37d0410","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab"
"ca5d0181-704b-58d4-98bd-a871e8180c54","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","U Bars Top"
"7ee4dfee-1953-5643-b4d8-9fad59591025","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","U Bars Bottom"
"43644181-2bff-5276-8c7c-5d42a4ddee5f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Sides"
"2047eccb-e8d7-51eb-b23b-945b3ab41840","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Trimmer/ Corner Bar Near Side"
"12e90fb7-0319-5da8-bcf5-06ac2766468b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Central"
"b39bcc29-c4ea-5111-a429-f2a90a97d977","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Far Side"
"44da9df9-f505-5d47-92f8-8d5a59fd5049","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Bar"
"e6fe02b5-f6f1-5e08-a166-72f8e908c6a5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Mesh"
"e7651179-cbe0-5234-9d3c-20207f9ce669","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Penos"
"517a1c7f-7fc9-5494-b8e4-7eec8dd3d483","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Rebates Near"
"8f3b962f-1cf4-5845-a6a4-0bbe92eecb06","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Rebates Far"
"b15831f9-9832-597d-bb4c-058072218f92","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Propoints Near"
"a5fda239-789d-5270-a587-d2c2ec9922cd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Propoints Far"
"7c789c03-da57-570d-96e1-af87cf87f87e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Correct Heights for Panel Thickness"
"adb5a9d7-d87a-5c8c-ae42-6a7cce81c698","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Grout Tubes - Top"
"2e7cfeb0-b7be-5fbe-8a6e-b23d8e6a92c1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Grout Tubes - Bottom"
"6ede0a24-957f-52d4-92ee-86e9df1f839e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Spouts - Near"
"1a11e0f4-4065-55ec-8b22-a1b4576710f5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Spouts - Far"
"607c98b4-2b75-5aa5-a604-ac24bc2fc30c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Structural Connections"
"c1e4513b-d287-5638-9754-391dd1805c14","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","M16"
"f3c67d96-d3b2-5b79-bb78-0119e0b09b4c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","M20"
"a1e2735f-bdc7-50df-9106-fbaa6182c546","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Cast Plate"
"2b7160c1-78a7-5963-b96a-439ae394de5d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Correct Heights for Panel Thickness"
"1817fc7c-42bb-5693-854c-0a7b9c787bac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Slab Connections"
"3c02f262-2c0c-54d3-8a72-27affc328636","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Lifters: GAL Top"
"5df8c592-1f26-5f74-b9fe-7febfb3301d7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Lifters: GAL Side"
"62a44569-dd2c-5303-b425-d718593f4f9b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Lifters: GAL Face"
"87861e41-583e-561b-9fba-d5ff2fd0c895","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Prefab Built By"
"d6ebc4d7-b77e-51ed-a425-4dae54095b2b","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25494 0514-01-01","Prefab","Checked By"
"48de1cdf-dbec-4c08-a8be-45f87d522909","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 1","25495 0514-01-03"
"441e53f8-7876-5aac-bf39-08be61d847ee","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 1","25495 0514-01-03","Set Out"
"29d77b17-405c-53a6-8305-a560d5de0c54","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Set Out","Attach any relevant documents or photos"
"fc22d392-ab4a-5337-b47d-b6d66c7aecf9","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab"
"2c493108-7bd6-5e38-a60f-b5536a625faf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","U Bars Top"
"d47addc0-6038-56c5-957e-436792d24995","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","U Bars Bottom"
"dc8dac75-c26d-5780-b6d7-427c85fd3b96","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Sides"
"f0da8a36-b278-526c-9650-ddc39e9ad48b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Trimmer/ Corner Bar Near Side"
"c53a12b8-ca43-54f2-ab04-1bba8e2fd4d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Central"
"17e2187a-dad6-5e75-928f-5616f7afcd71","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Far Side"
"efaaec84-a942-5485-945d-6c9170b819d5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Bar"
"d8244ac0-12d9-5344-ad8a-22942a6b43af","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Mesh"
"0425b71e-9e19-5e8e-8e17-35dbbee62ba5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Penos"
"63be1491-cc55-5623-9fe6-69c9a8ea9218","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Rebates Near"
"6d02bede-c87a-5bc2-88aa-a09f9f510e74","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Rebates Far"
"eb26cfc7-55d1-5b84-845a-ba1c52b5d895","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Propoints Near"
"cfe8e4f6-377d-5d89-972b-7e1ce1fef0fb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Propoints Far"
"208afadc-1488-58f9-855b-961f32db42e5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Correct Heights for Panel Thickness"
"05e91042-6441-545d-aa34-26a8664be282","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Grout Tubes - Top"
"0d6817c5-0450-5827-8ea0-85721a71ed54","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Grout Tubes - Bottom"
"f4b6e476-ac2d-519d-8797-d88deb515306","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Spouts - Near"
"03485805-ade1-5091-a561-f208651c8d14","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Spouts - Far"
"6a8b939b-d6a7-5dd4-b872-d46050c5db5b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Structural Connections"
"726482ed-0d4e-53be-bb2f-25c93f63ee6a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","M16"
"d0c14457-1c70-52bf-a8b4-c8e510531828","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","M20"
"46015a2e-ea61-53ba-8c5c-9fd99883d1d3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Cast Plate"
"4ea0cbba-1fa9-5e9a-b0c7-e96e533714ac","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Correct Heights for Panel Thickness"
"63efd608-dadc-5a19-a3a2-128789de1d22","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Slab Connections"
"c3b2d7cf-45f4-5e10-9083-1a485be9fa92","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Lifters: GAL Top"
"01a0a387-909e-5d64-90f1-55436b823a18","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Lifters: GAL Side"
"114e1217-69be-58c0-8290-b70a7e223f8b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Lifters: GAL Face"
"3675f746-11d8-5ca6-b8e2-8ec2f3eff01f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Prefab Built By"
"7753805c-ee1b-5d7e-bc54-60c6470f5e5e","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 1","25495 0514-01-03","Prefab","Checked By"
