"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ef7512c8-0e2b-40c8-bf62-7b3f2576bed9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"648580ea-4a0c-4a7f-b099-63256b5dc447","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1"
"64ccaac1-f150-43cb-ac4c-ef0cdfd67543","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8"
"8c609bc7-4957-4dae-b5b4-583addc8cd93","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire"
"3be5062d-8020-4902-a4bf-10924993b45b","","checklist-sectioned","not-started","EFPQF04 - Pre Action - Sprinkler","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire","Pre Action - Sprinkler"
"b7369518-674e-5b7b-b467-09f213a88ff7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire","Pre Action - Sprinkler","Documentation"
"c69c3fa3-888b-592c-8d2d-e9f8de0dba9b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Documentation"
"ecd9ecdf-ff3c-5761-93c6-94f386d5808a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Documentation","Confirm construction drawings approved for use."
"e56191ce-2bb6-5fa7-b46f-4529699eadb2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection"
"4a648896-44cf-5ce8-af99-5b8f13bc30c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"eef6c76f-a11c-546b-8f6b-2f81acd41a0c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Installation"
"3fa512a4-8f4b-5ea7-9223-420002a32fa4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Main stop valve installed"
"beb6c0d1-ee6b-5fcd-8deb-03396973ccf9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm valve installed"
"379b8b64-74a3-5020-a1bf-abc72267b84e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Drain valve installed"
"7f30f5cf-0aa8-50c1-a758-ebce7770b5a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm pressure switches installed"
"c7e7d57b-327f-5762-9b72-a434b72a4eb5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Water motor alarm installed"
"7883b9bb-4180-55a3-93a7-2be37d897985","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Pressure gauges installed"
"29f268db-e679-5970-a401-1a785922f757","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Nitrogen generator/air compressor installed"
"70265708-86ff-4953-b935-87c9c456f3fe","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire"
"08887f0c-48d0-49c9-8e95-397bc79a6a1f","","checklist-sectioned","not-started","EFPQF07 - Fire Alarms Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install"
"0fbbaab0-76e1-5708-a43f-c39d0d3c4071","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Documentation"
"3046218f-5c6a-5519-920e-3db19d101df8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Documentation","Confirm construction drawings approved for use."
"34a60e91-151b-5a6f-a644-1878e9ca7a3d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Incoming Inspection"
"f8cc4ba4-604f-54ca-a21c-715beb8da5b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"97962ff9-f20a-55d3-8ac7-0b6c56d0f936","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off"
"8815b9bc-dec5-5379-83fa-bf01661d0efd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"895633f1-6910-57cf-b53d-864ae65d2e77","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"bded31fd-93e7-574d-9866-29bd2642612b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"6963f8c8-c66e-5146-b13c-2ffffc67708b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm detector fit off locations"
"37db4ef7-8f2c-5f47-91ec-d6a9b27079d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm speaker fit off locations"
"eccbde1d-7f76-5fca-9094-a3ef8bab8444","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm strobe fit off locations"
"3b146fb9-f365-5e3b-b2df-8d308410c490","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to sprinkler installation"
"bba0c66a-1c0e-549f-a5bd-a9b6269f8b61","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to security"
"bc0bfab2-06c9-5baa-94a3-f30379c0dd01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to mechanical"
"79622f4d-1217-53c1-9ba5-92f03ea5de80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to BMS"
"af575b12-bba0-5a22-9b0a-193c4a5bba77","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Sign-Off"
"6c01b032-5920-5e75-851e-21784758aee0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","Fire Alarms Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"28813423-b683-461e-88f1-b5508eb00c1a","","checklist-sectioned","not-started","EFPQF08 - MASDS Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install"
"17425e73-7d71-59c0-a4f4-a999b6520972","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Documentation"
"3daf650c-60e2-5c4b-ac88-8321fe6e5874","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Documentation","Confirm construction drawings approved for use."
"3d43804e-560b-566a-a4bd-8e2dba668ae0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Incoming Inspection"
"12a22608-cc07-5c73-8173-31b6aaa26193","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"b79a9ae6-fcd3-50b5-aa94-79ca0cb2241e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Installation Rough In / Fit Off"
"6661bba6-fb2f-54b2-bd9e-65b115875281","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"95e50dd9-d5d7-5790-996d-77977258aa8d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"49fc17fb-dc50-5c42-a760-e7b6beec5aa9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"d6af6300-d805-5a92-8a42-f9805700e1c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS pipework installed as per drawing"
"195bd6c4-5d40-5ad5-9c24-ca24da7fe903","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS sampling points size & spacing"
"775efc57-9810-5d8f-8b9e-20863405b8c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS unit fit off locations"
"639c021d-7657-59a2-9478-6410cf1baee5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS power supply fit off locations"
"4746f817-fbfb-5173-b298-f7012ea0e8d9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Sign-Off"
"c89a7cde-cac6-5b82-8b33-f63244db4fa1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 2","Data Hall 7","Dry Fire","MASDS Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"9c78ebe7-9eae-4029-9e8c-7a2d830a1b7d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 3"
"4b0b0fd0-65ea-4ada-9d13-29cdb2d722c8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6"
"a4f60575-c5bc-4bee-8240-fb5442271547","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire"
"9cf986e2-02e0-49a8-9407-dc267e96be18","","checklist-sectioned","not-started","EFPQF04 - Pre Action - Sprinkler","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler"
"078b94c9-218b-5dc3-83a7-3e137091dce3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Documentation"
"32cb39c3-ff70-51b3-8495-3fed1ae8929c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Documentation","Confirm correct construction drawings approved for use."
"611e7caf-b2fd-5573-b8fb-fb5df06f5f8b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Incoming Inspection"
"3c2bbcb9-f804-5007-b4e6-221c45f684fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"85e1c4d7-5b55-5ff6-a6b7-059e08c6cc1a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off"
"9646b083-18f2-5fb9-abda-ee7964d2bf5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm hanger spacing"
"c19f7c4e-5525-5934-90e5-0b98a13217a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support at change of direction at 1m max."
"075577ca-fdab-5d4f-9ebd-7244fb203cd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support of pipework no more than 1m from end."
"1903c485-078c-5422-b0e0-8a00e044f517","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm support of armpiece exceeding 500mm."
"3bf88a08-b6a3-5d37-9c33-4db470c5a073","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm first support of range pipe within 2m of mains."
"74d9ff04-9021-5814-90f9-9131cb1a4123","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm pipework installed as per drawing."
"f384de12-b8b1-5cb4-b0ae-daf29a2a2b6c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm pipework installed fall back to drain"
"4b73d9e4-68fb-5570-adc7-81b3ddd5d5af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Mains minimum 2mm per 1m."
"09730a3e-b99a-5094-8d98-34bf030f2189","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Ranges minimum 4mm per 1m."
"6ab39370-2b5d-56e9-afbd-c25a68df8a77","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm sprinklers installed."
"e806a51f-0e45-53ba-b5ed-3097d3ebab3c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Installation Rough In / Fit Off","Confirm sprinkler guards installed."
"9b2d6f28-7888-5efb-a77a-3c7037f62c71","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Testing"
"b29d6cd8-946e-559a-ae4d-07e40e90db74","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Confirm all open ends plugged."
"42416575-d84e-51fb-9410-2ffc55f38b18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Confirm isolation and drain valves are closed."
"606fc606-12bf-566c-b18f-ef2556521b15","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with air to 50kpa to confirm no open ends."
"df5f91b3-e697-53fb-a6db-151ecbcf54c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with water to 1600kpa. Hold 2 hours. No pressure loss permitted."
"545229a3-d45b-5543-b1b6-4a330efec661","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (60kpa) permitted."
"26b8a369-1854-5f4e-9987-2426b9352286","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Testing","Record pressure test results on Pressure Test Form."
"dedc2d9d-5e01-5303-bd5a-af6ce191defb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet"
"0d291cdb-d878-53dc-bd4a-0aef56bee4da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Test Details & Results"
"c339b2d8-1f06-5ca8-a536-cd468dce3696","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Test completed to specification/drawings & Area left clean/tidy"
"61f99ff8-fd92-51a6-89e8-8b1e8139a28d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler","Pressure Test Report Sheet","Entire Fire Sign-Off (attach signature)"
"892d974c-ff1b-4947-b65d-42db45ae9b54","","checklist-sectioned","not-started","EFPQF05 - Pre Action - Sprinkler Control Valve","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler Control Valve"
"564f2fc8-b822-5a9d-b5e5-d28cf9fd7287","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler Control Valve","Documentation"
"a448ec8f-86b1-5089-9d76-a792c04ed21b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler Control Valve","Documentation","Confirm construction drawings approved for use."
"7ac2a7d3-7ab8-5c45-b4a1-344042d22a1a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection"
"796a53d9-0e90-5828-979b-b659ad20a04a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler Control Valve","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"e4d57115-f8bc-5605-a7dc-6ee95a5715fa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler Control Valve","Installation"
"dfb9694c-aa7f-5304-aa86-5df1f96252e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Main stop valve installed"
"364f5196-2ce5-5aa4-be18-f5993ea6423a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 3","Data Hall 6","Wet Fire","Pre Action - Sprinkler Control Valve","Installation","Alarm valve installed"
