resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,,,,,,,step,,,,,,00BHO013 Store - Dirty Linen,,,,,
,,,,,,,,,,,step,,,,,,00BHO014 Store - Genral Waste,,,,,
,,,,,,,,,,,step,,,,,,00BHO016 Bay - Mobile Equipment,,,,,
,,,,,,,,,,,step,,,,,,00BHO017 Bay - HandWash Typ C,,,,,
,,,,,,,,,,,step,,,,,,00BHO018 Store - Hazardous Goods,,,,,
,,,,,,,,,,,step,,,,,,00BHO023 Store - Clinical Waste,,,,,
,,,,,,,,,,,step,,,,,,00BHO026 Loading Docks,,,,,
,,,,,,,,,,,step,,,,,,00BHO027 Staging Area,,,,,
,,,,,,,,,,,step,,,,,,00BHO028 Bay -Wash-down,,,,,
,,,,,,,,,,,step,,,,,,00BHO029 Bay Emerg Shower,,,,,
,,,,,,,,,,,step,,,,,,00TRA005 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00ENG022 EDB,,,,,
,,,,,,,,,,,step,,,,,,00ENG039 Comms,,,,,
,,,,,,,,,,,step,,,,,,00ENG121 Hyd Riser,,,,,
,,,,,,,,,,,step,,,,,,00TRA028 Lift 03,,,,,
,,,,,,,,,,,step,,,,,,00TRA029 Lift 04,,,,,
,,,,,,,,,,,step,,,,,,00TRA031 Lift 05,,,,,
,,,,,,,,,,,step,,,,,,00WCO027 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00BHO015 St Recyclable Waste,,,,,
,,,,,,,,,,,step,,,,,ZONE 11,,,,,,
,,,,,,,,,,,step,,,,,,00ENG054 Fire Water Tank,,,,,
,,,,,,,,,,,step,,,,,,"00ENG055 Fire Pump, Alarm",,,,,
,,,,,,,,,,,step,,,,,,00ENG124 Fire Alarm,,,,,
,,,,,,,,,,,step,,,,,,00ENG053 HV,,,,,
,,,,,,,,,,,step,,,,L-01,,,,,,,
,,,,,,,,,,,step,,,,,ZONE 01,,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC049 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC050 Cons,,,,,
Second Fix - NCC,,,,,,,,,,,folder-with-checklists,,,,,,01CLP002 Recpt Clerical,,,,,
Second Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,01CLP003 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,01CLP004 St Equip,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,Second Fix - PI2,,,,,,,folder-with-checklists,,,,,,01CLP005 WC Acc,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - Ca,Second Fix - CLc,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,folder-with-checklists,,,,,,01CLP007 Gymnasium,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - Ca,Second Fix - CLc,Second Fix - EC,Second Fix - SA,Second Fix - NCAP,Second Fix - CLc,,,,folder-with-checklists,,,,,,01CLP008 Gymnasium,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,01CLP009 Hand Thpy/Splint,,,,,
,,,,,,,,,,,step,,,,,,01CLP011 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01CLP012 St Equip,,,,,
,,,,,,,,,,,step,,,,,,01CLS005 Bay - Consumable,,,,,
,,,,,,,,,,,step,,,,,ZONE 02,,,,,,
,,,,,,,,,,,step,,,,,,01ENG145 Fire Riser,,,,,
,,,,,,,,,,,step,,,,,,01TRA032 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,01TRA045 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01WCO030 Parents,,,,,
,,,,,,,,,,,step,,,,,ZONE 03,,,,,,
,,,,,,,,,,,step,,,,,,01CLE065 Rec 1,,,,,
,,,,,,,,,,,step,,,,,,01CLP001 Wait 10,,,,,
,,,,,,,,,,,step,,,,,,01CLP006 Propty Stf,,,,,
,,,,,,,,,,,step,,,,,,01PAO001 Wait 10,,,,,
,,,,,,,,,,,step,,,,,,01PAO002 Spec Collect,,,,,
,,,,,,,,,,,step,,,,,,01PAO003 Spec Collect,,,,,
,,,,,,,,,,,step,,,,,,01PAO004 Spec Collect,,,,,
,,,,,,,,,,,step,,,,,,01PAO005 Spec Collect,,,,,
,,,,,,,,,,,step,,,,,,01PAO006 Spec Collect,,,,,
,,,,,,,,,,,step,,,,,,01PAO007 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,01PAO009 Path,,,,,
,,,,,,,,,,,step,,,,,,01PAO010 St Sterile,,,,,
Second Fix - NC,Second Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,01PAO013 WC Pt,,,,,
,,,,,,,,,,,step,,,,,,01PAO015 Recpt Clerical,,,,,
,,,,,,,,,,,step,,,,,,01TRA004 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01TRA046 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01WCO031 Meet 12m2,,,,,
Second Fix - EC,Second Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,01PAO016 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01PAO08 PTS,,,,,
,,,,,,,,,,,step,,,,,ZONE 04,,,,,,
,,,,,,,,,,,step,,,,,,01CLC047 Play,,,,,
,,,,,,,,,,,step,,,,,,01CLC048 Wait 30,,,,,
,,,,,,,,,,,step,,,,,,01ENG017 Riser,,,,,
,,,,,,,,,,,step,,,,,,01ENG018 Comms,,,,,
,,,,,,,,,,,step,,,,,,01ENG059 EDB,,,,,
,,,,,,,,,,,step,,,,,,01PBO001 WC Acc,,,,,
,,,,,,,,,,,step,,,,,,01PBO007 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,01PBO010 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,01RAP001 Reg Kiosk,,,,,
,,,,,,,,,,,step,,,,,,01TRA015 Lift 1,,,,,
,,,,,,,,,,,step,,,,,,01TRA016 Lift 2,,,,,
,,,,,,,,,,,step,,,,,,01WCO029 Meet 12m2,,,,,
,,,,,,,,,,,step,,,,,ZONE 05,,,,,,
,,,,,,,,,,,step,,,,,,01ENG011 Riser,,,,,
,,,,,,,,,,,step,,,,,,01ENG049 EDB,,,,,
,,,,,,,,,,,step,,,,,,01RAP004 Play,,,,,
,,,,,,,,,,,step,,,,,,01RAP005 Wait 30,,,,,
,,,,,,,,,,,step,,,,,,"01RAP006 Recpt Clerical,",,,,,
,,,,,,,,,,,step,,,,,,01RAP008 Bay -HandWash Typ B,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01RAP009 WC Acc,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01RAP010 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,01RAP011 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,01RAP012 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,01RAP013 Clnr,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP014 Change Pt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP015 Change Pt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP016 Change Pt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP017 Change Pt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP018 Change Pt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP019 Change Pt,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - SSda,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,folder-with-checklists,,,,,,01RAP020 X-Ray,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - SSda,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,folder-with-checklists,,,,,,01RAP022 X-Ray,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - SSda,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,Second Fix - PI2,,,folder-with-checklists,,,,,,01RAP024 X-Ray,,,,,
,,,,,,,,,,,step,,,,,,01RAP026 Linen,,,,,
,,,,,,,,,,,step,,,,,,01RAP027 Blt/Fld Warmer,,,,,
,,,,,,,,,,,step,,,,,,01RAP029 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,01RAP031 BBEV,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,Second Fix - CLc,,,,,,,folder-with-checklists,,,,,,01RAP075 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,01RAP076 Sterilisation,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP077 WC Pt,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP078 WC Pt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - EPS,Second Fix - SSda,Second Fix - CLc,Second Fix - HMF,,,,,,folder-with-checklists,,,,,,01RAP079 UltraS,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP080 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,01RAP082 Sub Wait,,,,,
,,,,,,,,,,,step,,,,,,01RAP083 Intv,,,,,
,,,,,,,,,,,step,,,,,,01RAP084 Report,,,,,
,,,,,,,,,,,step,,,,,,01RAP085 Wkrm Sono,,,,,
Second Fix - NCAP,Second Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,01RAP087 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 06,,,,,,
,,,,,,,,,,,step,,,,,,01CLC001 Mob Eq,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01CLC002 Cons Treat,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,Second Fix - PI,,,,,,folder-with-checklists,,,,,,01CLC003 Cons,,,,,
,,,,,,,,,,,step,,,,,,01CLC004 BBEV,,,,,
,,,,,,,,,,,step,,,,,,01CLC005 Bay -HandWash Typ B,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC006 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC007 Cons,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,,,,,,,,folder-with-checklists,,,,,,01CLC009 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,01CLC012 Meet 12m2,,,,,
,,,,,,,,,,,step,,,,,,01CLC025 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,01CLC027 Recpt Clerical,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC029 WC Pub,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC030 WC Acc,,,,,
,,,,,,,,,,,step,,,,,,01CLC039 Bay Ht/Wt,,,,,
Second Fix - SP,Second Fix - CLmc,,Second Fix - NCC,,,,,,,,folder-with-checklists,,,,,,01CLC041 St Base,,,,,
,,,,,,,,,,,step,,,,,,01CLC042 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,01CLC043 Wait 30,,,,,
Second Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,01CLC051 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01ENG013 EDB,,,,,
,,,,,,,,,,,step,,,,,,01TRA004 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01CLC040 PTS,,,,,
,,,,,,,,,,,step,,,,,ZONE 07,,,,,,
,,,,,,,,,,,step,,,,,,01RAP028 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,01RAP030 Resus,,,,,
Second Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,01RAP032 Wkrm Radio,,,,,
,,,,,,,,,,,step,,,,,,01RAP033 DU Sub,,,,,
Second Fix - NCC,,,,,,,,,,,folder-with-checklists,,,,,,01RAP034 St Base,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - P,,Second Fix - SA,Second Fix - SSda,Second Fix - CLc,,,,,folder-with-checklists,,,,,,01RAP035 CT Rm,,,,,
,,,,,,,,,,,step,,,,,,01RAP036 CT Equi,,,,,
Second Fix - EC,Second Fix - Ca,Second Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,01RAP037 CT Ctrl,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - SSda,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,Second Fix - PI2,,,folder-with-checklists,,,,,,01RAP038 X-Ray,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP040 WC Pt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP041 Chg Acc,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP042 Change Pt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP043 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,01RAP044 Linen,,,,,
,,,,,,,,,,,step,,,,,,01RAP045 Sub Wait,,,,,
Second Fix - SA,Second Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,01RAP059 Med Rm,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLmc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01RAP067 Pt Hold 9,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLmc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01RAP068 Pt Hold 9,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLmc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01RAP069 Pt Hold 9,,,,,
Second Fix - Ca,,,,,,,,,,,folder-with-checklists,,,,,,01RAP070 Bay -HandWash Typ B,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLmc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01RAP071 Prep,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLmc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01RAP072 Pt Hold 9,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01RAP073 WC Acc,,,,,
Second Fix - Ca,Second Fix - EPS,Second Fix - EC,Second Fix - SA,,,,,,,,folder-with-checklists,,,,,,01RAP074 Ultrasound Rm - Proc,,,,,
Second Fix - DCV,Second Fix - NCAP,Second Fix - NCAP,Second Fix - DCV,Second Fix - DCV,Second Fix - MNet,Second Fix - CLc,Second Fix - PI,Second Fix - PI2,,,folder-with-checklists,,,,,,01RAP088 Corridor,,,,,
Second Fix - CLmc,Second Fix - SP,,,,,,,,,,folder-with-checklists,,,,,,01RAP093 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,ZONE 08,,,,,,
,,,,,,,,,,,step,,,,,,01CLC020 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,01CLC011 Wait 30,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC008 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC013 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,Second Fix - PI,,,,,,,folder-with-checklists,,,,,,01CLC014 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC015 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC016 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC017 Cons,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01CLC024 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,01CLC026 St Equip,,,,,
Second Fix - SA,Second Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,01CLC031 Med Rm,,,,,
,,,,,,,,,,,step,,,,,,01CLC032 DU Sub,,,,,
,,,,,,,,,,,step,,,,,,01CLC033 Off Clin Wkrm,,,,,
,,,,,,,,,,,step,,,,,,01CLC034 Bay Ht/Wt,,,,,
Second Fix - NCC,Second Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,01CLC035 St Base,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,01CLC037 Cons,,,,,
,,,,,,,,,,,step,,,,,,01CLC053 Corridor -P.T Areas,,,,,
,,,,,,,,,,,step,,,,,,01CLS003 Resus,,,,,
,,,,,,,,,,,step,,,,,,01CLS004 St Consume,,,,,
,,,,,,,,,,,step,,,,,ZONE 09,,,,,,
,,,,,,,,,,,step,,,,,,01ENG010 EDB,,,,,
,,,,,,,,,,,step,,,,,,01ENG063 Riser,,,,,
,,,,,,,,,,,step,,,,,,01ENG253 Fire Riser,,,,,
,,,,,,,,,,,step,,,,,,01RAP046 Report,,,,,
,,,,,,,,,,,step,,,,,,01RAP049 St Gen,,,,,
,,,,,,,,,,,step,,,,,,01RAP050 Off 1P,,,,,
,,,,,,,,,,,step,,,,,,01RAP051 Propty Stf,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLmc,Second Fix - CLc,,,,,,,folder-with-checklists,,,,,,01RAP052 WC Pt,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP053 Change Pt,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,01RAP054 Change Pt,,,,,
,,,,,,,,,,,step,,,,,,01RAP056 Linen,,,,,
,,,,,,,,,,,step,,,,,,01RAP057 Sub Wait,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01RAP058 Pt Hold 9,,,,,
Second Fix - EC,Second Fix - SA,,,,,,,,,,folder-with-checklists,,,,,,01RAP060 MRI Ctrl,,,,,
Second Fix - EC,Second Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,01RAP061 MRI Img,,,,,
,,,,,,,,,,,step,,,,,,01RAP062 MRI Equ,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLmc,Second Fix - HMF,Second Fix - P,Second Fix - SSda,Second Fix - AE,,,,,folder-with-checklists,,,,,,01RAP063 Anes Prep,,,,,
Second Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,01RAP064 Resus,,,,,
,,,,,,,,,,,step,,,,,,01RAP066 HWB A,,,,,
,,,,,,,,,,,step,,,,,,01RAP089 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01RAP090 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01RAP091 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01RAP094 Water Disp,,,,,
,,,,,,,,,,,step,,,,,,01TRA038 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,01TRA008 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01WCO001 Propty Stf,,,,,
,,,,,,,,,,,step,,,,,,01WCO003 Meet 12m2,,,,,
,,,,,,,,,,,step,,,,,,01WCO004 Meet 20m2,,,,,
,,,,,,,,,,,step,,,,,,01WCO005 Pcopy,,,,,
,,,,,,,,,,,step,,,,,,01WCO008 WKST,,,,,
,,,,,,,,,,,step,,,,,,01WCO010 WKST,,,,,
,,,,,,,,,,,step,,,,,,01WCO011 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO012 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO013 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO014 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO015 Stf Rm,,,,,
,,,,,,,,,,,step,,,,,,01WCO017 Meet 12m2,,,,,
,,,,,,,,,,,step,,,,,,01WCO018 WC Shr Stf,,,,,
,,,,,,,,,,,step,,,,,,01WCO019 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,01WCO020 WC Stf,,,,,
,,,,,,,,,,,step,,,,,,01WCO021 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO022 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO023 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO024 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,01WCO028 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 10,,,,,,
,,,,,,,,,,,step,,,,,,01BHO023 Staging Area,,,,,
Second Fix - EC,Second Fix - EC,Second Fix - EC,Second Fix - EC,Second Fix - CLc,Second Fix - SA,,,,,,folder-with-checklists,,,,,,01CLC018 Plaster,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,01CLC019 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,01CLC021 Propty Stf,,,,,
,,,,,,,,,,,step,,,,,,01CLC022 Mob Eq,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,Second Fix - PI,,,,,,,folder-with-checklists,,,,,,01CLC023 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,01CLS001 Clnr,,,,,
,,,,,,,,,,,step,,,,,,01CLS002 Clin Trial Supp,,,,,
,,,,,,,,,,,step,,,,,,01ENG048 EDB,,,,,
,,,,,,,,,,,step,,,,,,01ENG060 Riser,,,,,
,,,,,,,,,,,step,,,,,,01ENG061 Comms,,,,,
,,,,,,,,,,,step,,,,,,01RAP086 Disp,,,,,
,,,,,,,,,,,step,,,,,,01TRA006 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01TRA009 Corridor,,,,,
,,,,,,,,,,,step,,,,,,01TRA017 Lift 3,,,,,
,,,,,,,,,,,step,,,,,,01TRA018 Lift 4,,,,,
,,,,,,,,,,,step,,,,,,01TRA040 Lift 5,,,,,
,,,,,,,,,,,step,,,,,,01WCO033 Propty Stf,,,,,
,,,,,,,,,,,step,,,,L-02,,,,,,,
,,,,,,,,,,,step,,,,,ZONE 01,,,,,,
,,,,,,,,,,,step,,,,,,02CLD017 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,02CLD018 Bay Ht/Wt,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - EPS,Second Fix - CLc,Second Fix - HMF,,,,,,,folder-with-checklists,,,,,,02CLD019 Cons Treat,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - EPS,Second Fix - CLc,Second Fix - HMF,,,,,,,folder-with-checklists,,,,,,02CLD020 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD021 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD022 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD023 Cons,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - NC,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD024 Cons,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,Second Fix - PI2,,,,,,folder-with-checklists,,,,,,02CLD025 Cons Treat,,,,,
,,,,,,,,,,,step,,,,,,02CLD048 Bay -HandWash Typ B,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD049 WC Acc,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD050 WC Pub,,,,,
,,,,,,,,,,,step,,,,,,02CLD051 Linen,,,,,
Second Fix - SA,Second Fix - CLmc,Second Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLD052 Med Rm,,,,,
Second Fix - EC,Second Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,02CLD053 Audgy Large,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLD054 Audgy Small,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,02CLD055 Audgy Ctrl,,,,,
,,,,,,,,,,,step,,,,,,02CLD056 Mob Eq,,,,,
Second Fix - NCAP,Second Fix - NCAP,Second Fix - NCAP,Second Fix - NCAP,Second Fix - NCAP,Second Fix - NCAP,Second Fix - NCAP,,,,,folder-with-checklists,,,,,,02CLD057 Corridor,,,,,
,,,,,,,,,,,step,,,,,,02CLS005 Bay -Consumable,,,,,
,,,,,,,,,,,step,,,,,,02CLS006 Off 1P,,,,,
,,,,,,,,,,,step,,,,,,02CLS007 Clin Trial Supp,,,,,
,,,,,,,,,,,step,,,,,ZONE 02,,,,,,
,,,,,,,,,,,step,,,,,,02ENG182 Fire Riser,,,,,
,,,,,,,,,,,step,,,,,,02TRA034 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,02TRA048 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 03,,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - EPS,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD011 ENT Fac,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - EPS,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD012 ENT Fac,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - EPS,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,02CLD013 ENT Fac,,,,,
