"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"aae178f8-38bf-4490-be35-92ca58c4a6d3","","checklist-flat","","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"946c2e7b-24ad-4a12-a273-51e5ba65e33f","","folder-normal","","","step","TRUE","FALSE","Site QA"
"84a4baad-1c99-475b-9cf7-8fecd8afa962","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In"
"3d20c78a-f3d4-4f06-a791-bd335d36426e","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 3"
"fcb72ff8-e201-46af-afd6-a26b01fff090","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 3","JET-B3.01"
"aad36105-651f-451d-a40c-f2ff5b6b9d10","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 1","GEF-B1.04"
"bc0cff73-bec6-4cf8-bd68-8c01a377464d","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","GEF-B1.04","Duct Installation Check List [C]"
"abab6a82-f680-4959-9f1c-c23e647f7de5","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","GEF-B1.04","Sign Off"
"1a2d24e3-c6f7-4c34-b768-754347166362","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 1","EF-GA-01"
"7e3bd969-dd99-4292-a20c-ccd3fea61301","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","EF-GA-01","Duct Installation Check List [C]"
"334f011e-3012-409a-8304-4c1a797c0298","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","EF-GA-01","Sign Off"
"dcf2cc9a-68e2-4ed7-bae2-3e2396b4dc20","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 1","EF-GA-02"
"f177ec19-7052-46cf-a5c2-bb319197c6c6","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","EF-GA-02","Duct Installation Check List [C]"
"907c0b5d-2560-4da8-a214-112b39b5d83a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","EF-GA-02","Sign Off"
"ac48030e-d9ba-48a4-8b56-7a0a9ad50fab","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 1","Air conditioning to Main switch Room (AC-B.01)"
"52412c9d-ec24-4936-b2ac-819ce0fd3e8c","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","Air conditioning to Main switch Room (AC-B.01)","Wall Closure Checklist 1 Rough In [A]"
"c3cb0c3d-b194-42ee-8f77-848f0f88ebe0","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","Air conditioning to Main switch Room (AC-B.01)","Sign Off"
"b073d7fe-5384-4ddc-b9ce-d24ed1e9b0d1","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 1","Air conditioning to Main switch Room (AC-B.02)"
"a26e29e8-b636-48d5-b1fc-021e5ffa8ebe","","checklist-flat","","Wall Closure Checklist 1 Rough In [A]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","Air conditioning to Main switch Room (AC-B.02)","Wall Closure Checklist 1 Rough In [A]"
"89cfe37f-3dc8-4b76-ae5f-a85b8133ab2a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","Air conditioning to Main switch Room (AC-B.02)","Sign Off"
"aee99206-3df6-4307-a2d2-270f1ab46d5b","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Basement 1","Stair Pressurization Ductwork"
"65d128b6-96ec-447a-a695-b8d6bdaa8ccb","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","Stair Pressurization Ductwork","Duct Installation Check List [C]"
"662a1606-cb86-41b4-9720-f0e09e7a6be5","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Basement 1","Stair Pressurization Ductwork","Sign Off"
"e4976b86-bb0f-44ca-98f2-b526cc29b04d","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor"
"ee75f613-b50c-44d9-8b99-3b66eb785eb3","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","JET-LG-01"
"e1e37848-8662-4d5c-82bb-7c1f11be165f","","checklist-flat","","Jet Fans [L]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","JET-LG-01","Jet Fans [L]"
"05347b5a-5220-4ebe-9379-d5de26d3cabf","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","JET-LG-01","Sign Off"
"45240785-219f-4dd8-b10a-ab3a0cff28f8","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","LSF-LG.01"
"63535f03-8882-4029-af68-65c253aed3c6","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","LSF-LG.01","Duct Installation Check List [C]"
"c09c5e66-4380-40fe-aad6-938a4c08ae1b","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","LSF-LG.01","Sign Off"
"72f5d52b-26f0-4258-a1ed-06c74dea99f3","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","Bin Room Ventilation Via Chute"
"1805720a-a17e-4e17-aa1f-588cab3234d5","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","Bin Room Ventilation Via Chute","Duct Installation Check List [C]"
"05472cd9-37a1-4562-a721-5aa595a9f225","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","Bin Room Ventilation Via Chute","Sign Off"
"8b748590-5581-42ce-b13a-8cfaffedde6b","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","Loading Dock Exhaust"
"061b3d39-9016-42ff-9782-bd044248cccc","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","Loading Dock Exhaust","Duct Installation Check List [C]"
"4630a5ef-dfa0-436f-8754-4d3b6654fa75","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","Loading Dock Exhaust","Sign Off"
"dbca451f-08bd-41e0-bbc6-d075efc5d327","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","Garbage Exhaust"
"b7eac46b-6905-4abb-9969-8773a2cfb65c","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","Garbage Exhaust","Duct Installation Check List [C]"
"eeb88300-db45-4e35-88ae-d550048a7115","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","Garbage Exhaust","Sign Off"
"ebf6a8d1-b16b-4e6c-af01-c4bd165b4809","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPSF-LG.01"
"65f29470-c7d1-4998-a734-2288773a4465","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPSF-LG.01","Duct Installation Check List [C]"
"73c80294-a8c5-4fab-bd47-3ae253314917","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPSF-LG.01","Sign Off"
"d5592449-d2e6-47a6-8ef1-2cb9c388c732","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPSF-B1.01"
"e9c6903f-f2ee-448b-a3ae-4e21159d4a03","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPSF-B1.01","Duct Installation Check List [C]"
"26554337-20e5-4835-b69e-79e70ddd7de3","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPSF-B1.01","Sign Off"
"afcddf16-5792-40e1-9fef-7c9bf38330bf","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.01"
"f9828fe4-23ae-41e1-80e1-4a26db42fd79","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.01","Duct Installation Check List [C]"
"a834c7c8-a53c-4f80-b6e8-269a3203cf66","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.01","Sign Off"
"162dcea2-6969-4528-a114-6cc94747e541","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.02"
"e6d89f7b-190d-451a-a863-a47e87f189e4","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.02","Duct Installation Check List [C]"
"6d2b134f-b4cb-4d74-8556-49abe373852a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.02","Sign Off"
"d3d13ad7-ee6d-429e-b126-cd7b563a5b91","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.03"
"a3a8f01a-4d07-4660-8cce-633190cf1a7b","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.03","Duct Installation Check List [C]"
"a0574a37-d69c-4cf7-a58e-cdd89c59837d","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.03","Sign Off"
"7cd22168-a03a-47a7-93e5-33b326b812be","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.04"
"a2396858-16c6-40ad-96b5-765a281147e9","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.04","Duct Installation Check List [C]"
"e3f769de-385e-4163-b6f6-b578ecc74d17","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","SF-LG.04","Sign Off"
"73480dec-05cc-4ddb-bd7b-381b02006f8f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPEF-01"
"d128c733-f714-41f5-80a7-3a883a989530","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPEF-01","Duct Installation Check List [C]"
"a9339434-996f-4d99-803b-1fed6273872e","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","CPEF-01","Sign Off"
"f1bd9abc-a305-4089-b33b-0370a612020e","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","TEF-LG-01"
"ebfb0d68-913f-49df-8c6b-926cbef604e9","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","TEF-LG-01","Duct Installation Check List [C]"
"4f5faafb-b090-4b75-98b0-1f432f36af53","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","TEF-LG-01","Sign Off"
"e7ad6a0e-b808-4ecf-a368-5191c11cb60c","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","TEF-LG-02"
"518349c6-98a4-4462-965a-7848a5d30eff","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","TEF-LG-02","Duct Installation Check List [C]"
"4d00c2dc-7f77-4fe2-8870-f12402b0a385","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","TEF-LG-02","Sign Off"
"23059cf0-5e5e-4581-ab95-bebd7bced129","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Lower Ground Floor","LSF-LG.02"
"d4aaec79-661e-419c-b924-0dfefd3ced34","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","LSF-LG.02","Duct Installation Check List [C]"
"919c7057-4e05-429d-ac6a-fb16c6e7be2e","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Lower Ground Floor","LSF-LG.02","Sign Off"
"8efda29b-2048-483c-8b74-246738f27dd3","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level"
"2cc7c217-50b1-4723-b568-4009dd579bdc","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","LSF-A-G.01"
"0c1e7bba-42b6-48c3-9d0b-9beadced521f","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","LSF-A-G.01","Duct Installation Check List [C]"
"ea194ebc-0af3-4c75-8319-53d060c12ca4","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","LSF-A-G.01","Sign Off"
"ca32e78f-5cd9-49b2-adeb-b2c97d818caa","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Loading Exhaust (BL.A)"
"0009149f-dd49-4c77-8d61-d7d75343b264","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Loading Exhaust (BL.A)","Duct Installation Check List [C]"
"100f0005-78c2-493c-8ca9-a7d3bdf3a934","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Loading Exhaust (BL.A)","Sign Off"
"d945c17d-18ee-4fc8-9cb8-01eead68a7e4","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust Air (BL-A)"
"c113ea76-4f6d-4546-b3d6-520862c48248","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust Air (BL-A)","Duct Installation Check List [C]"
"05b31ba5-6a4b-44f2-ad7e-c91512ed91bc","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust Air (BL-A)","Sign Off"
"85a3197a-daf6-4e21-aeaa-e1b0053e2173","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Bin Room Ventilation Via Chute (BL-B)"
"49e728d8-32ee-4e68-ab50-aa9c13d9aa98","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Bin Room Ventilation Via Chute (BL-B)","Duct Installation Check List [C]"
"b48fdc45-002d-4b63-a9c0-d4d21c45b922","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Bin Room Ventilation Via Chute (BL-B)","Sign Off"
"25341df0-0dde-4969-b82f-7865821d0977","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Garbage Exhaust (BL-B)"
"9e79b957-6051-40e0-b3db-03c69724cb6c","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Garbage Exhaust (BL-B)","Duct Installation Check List [C]"
"95ae72a2-256e-4672-a4f1-5adc05edd15a","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Garbage Exhaust (BL-B)","Sign Off"
"764866a8-8bca-4e90-8887-ba2f51dbdc03","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Exhaust Air (BL-B)"
"c72f2ddf-f679-45d9-a0a1-47660d801dbc","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Exhaust Air (BL-B)","Duct Installation Check List [C]"
"ec4142aa-4b0f-40c9-91f5-9104228fdd8e","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Exhaust Air (BL-B)","Sign Off"
"c21014af-5093-4c19-8628-05932054ec4e","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","TEF-B-G.01"
"c28e4827-68b8-4dc8-ba14-1c8cb5c7a18e","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","TEF-B-G.01","Duct Installation Check List [C]"
"42a09e70-3707-4297-a717-89936b953a57","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","TEF-B-G.01","Sign Off"
"6e0e143f-1d57-4c26-b9f2-43320ac72bb7","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","LSF-B-G.01"
"8c8093be-9694-4648-bf4a-44bff0176c97","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","LSF-B-G.01","Duct Installation Check List [C]"
"61491afa-18f9-4e22-b8cc-3907cfd099d5","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","LSF-B-G.01","Sign Off"
"de9e1d5c-11ea-410f-962f-5a7c86a1dd25","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust Air (BL-C)"
"9a028e60-8a92-4333-8cd5-de2bcc2dbc08","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust Air (BL-C)","Duct Installation Check List [C]"
"543e785e-a550-4ab5-8e4c-547fd530c1c1","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust Air (BL-C)","Sign Off"
"72b9d86f-5a62-4f5f-96b9-ac80109c315e","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Relief Air for Stair (BL-C)"
"9dab01aa-2f26-4a7c-8d05-409902bcc1ad","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Relief Air for Stair (BL-C)","Duct Installation Check List [C]"
"abe9e8cf-de34-49ba-aeed-311420c49e72","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Relief Air for Stair (BL-C)","Sign Off"
"d21d0c2c-250c-47d6-ab1f-b7bf20e7769f","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Exhaust Air (BL-C)"
"8f9669da-699a-4add-97cf-3d89765a98f8","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Exhaust Air (BL-C)","Duct Installation Check List [C]"
"e1179247-2442-4961-8ca8-6ef15efd9242","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Exhaust Air (BL-C)","Sign Off"
"f8cd7e8f-bd44-44de-be69-5a9652f34c69","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust (BL-D)"
"17bb8c3f-fbc6-453b-bf07-0617affe5c33","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust (BL-D)","Duct Installation Check List [C]"
"190ee6c5-7a60-4fdb-8ca4-4d733324a73f","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Kitchen Exhaust (BL-D)","Sign Off"
"f6b0b1c8-8e0e-4399-bb03-4373c217c847","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","LSF-D-G.01"
"5188f5e4-21a3-41a5-b8e1-2ccde3844726","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","LSF-D-G.01","Duct Installation Check List [C]"
"7e0532c7-8347-47bf-8613-ea311f3aaffd","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","LSF-D-G.01","Sign Off"
"f4edc832-3a6d-4ebb-8e3d-ef70a97aad8b","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Lift Relief Exhaust (BL-D)"
"700f1a07-4129-4f46-bba9-a74bad46cc59","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Lift Relief Exhaust (BL-D)","Duct Installation Check List [C]"
"fb05d689-04e6-4940-a183-544a054b4b1b","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","Lift Relief Exhaust (BL-D)","Sign Off"
"e09b596b-408d-46ec-bc2f-b6a1a028e911","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","LSF-D-G.02"
"df77778f-e7d3-4e85-9898-ede48b08e6db","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","LSF-D-G.02","Duct Installation Check List [C]"
"51db5fcf-bf43-4f77-8cff-75bcb80412f8","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","LSF-D-G.02","Sign Off"
"05edcc06-df4c-41cb-b6bc-31b0c9b6ad50","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","OAF-G.01"
"80def4b9-c739-4df8-a2b0-ee4242a3146e","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","OAF-G.01","Duct Installation Check List [C]"
"27d64bdf-64c6-4319-9400-0359b00d7473","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","OAF-G.01","Sign Off"
"9f03351a-b29c-44a0-b73a-9661956d1ae9","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","OAF-G.02"
"3120fb0d-d4ee-4655-84c4-d1c9f00d0f13","","checklist-flat","","Duct Installation Check List [C]","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","OAF-G.02","Duct Installation Check List [C]"
"44eefb6e-3f8a-4e7f-99c9-285c7dbb39cd","","checklist-flat","","Sign Off","checklist-flat","FALSE","FALSE","Site QA","Rough-In","Ground Level","OAF-G.02","Sign Off"
"de6b570f-d906-410e-94e6-ef111faaa822","","folder-normal","","","step","TRUE","FALSE","Site QA","Rough-In","Ground Level","Outside Air (BL-D)"
