"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f578d366-4477-4c15-910c-0d5ddc886ede","","work-in-progress","","folder","TRUE","FALSE","BC1"
"32fe7d95-cb90-44d9-a583-6d9bbd7182db","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA"
"3866bf06-e67e-46d9-83fe-f18f5870c7e0","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil"
"cae6d94c-d8f0-4348-9344-763849d5b4bd","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil","Drainage"
"6b21a2f4-77bb-41a4-9edc-60e275c11b87","","not-started","Civil - Drainage Checklist","checklist","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage"
"d3522c82-964e-57cb-a66f-96e9dc286b05","","not-started","","section","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage","Pre-start"
"39c78d85-f446-5c49-8609-81ef1b9a4296","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP131, BP132, BP135, BP136, BP137, BP143 (W.e 4/2/2024) ","Details"
"7cdffdd3-a726-557d-b5e6-b058c5636a25","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP131, BP132, BP135, BP136, BP137, BP143 (W.e 4/2/2024) ","Details","Pile location marked and confirmed"
"e4da8312-ef79-5856-a75f-8a3c46f140d3","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP131, BP132, BP135, BP136, BP137, BP143 (W.e 4/2/2024) ","Details","Pile Cage dimension and specification checked"
"0e073546-dc3c-5fa2-9bca-9f388d60da78","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP131, BP132, BP135, BP136, BP137, BP143 (W.e 4/2/2024) ","Details","Pile drilling Card - refer details with the approved pile schedule"
"da77000e-ca18-55b4-b45f-3cb273b6ff82","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP131, BP132, BP135, BP136, BP137, BP143 (W.e 4/2/2024) ","Details","Engineer Inspection"
"43b986ff-bd9e-52b8-bc29-74d988c237b1","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP131, BP132, BP135, BP136, BP137, BP143 (W.e 4/2/2024) ","Details","Concrete pour & docket received"
"6d1ab201-9846-5694-bca5-1fc25344debe","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP131, BP132, BP135, BP136, BP137, BP143 (W.e 4/2/2024) ","Details","Mill Certificate received"
"12997ee0-901b-5d85-a977-dd26d96559ba","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP131, BP132, BP135, BP136, BP137, BP143 (W.e 4/2/2024) ","Details","Surveyworks Asbuilt check"
"3bb93f9a-0f03-4a6a-8641-8a050945dd17","","pass","Insitu Piles","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)"
"d9419756-f737-5455-8424-c6ca1a5780db","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)","Details"
"c4ea035f-1581-5d12-8fa7-bb24f5ad3238","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)","Details","Pile location marked and confirmed"
"77cbd0bd-ba98-52d4-97f9-d83e29b70f0d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)","Details","Pile Cage dimension and specification checked"
"db1c9766-4bd3-542e-b4fd-d0cc92225280","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)","Details","Pile drilling Card - refer details with the approved pile schedule"
"715d620a-f99c-5fe7-b356-9cfdeab7b59a","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)","Details","Engineer Inspection"
"4e41c996-6d11-5d81-94e3-bc84489bd22e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)","Details","Concrete pour & docket received"
"afbcc3f2-bd0d-5eb2-b9d3-1e250d3aed84","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)","Details","Mill Certificate received"
"5bf1c2bb-aa1c-5846-8e4e-d1c7164b20d7","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP17-1, BP17-2, BP18, BP21 (W.e. 11/2/2024)","Details","Surveyworks Asbuilt check"
"69157025-8402-43c6-973f-fb3bd5fec44a","","pass","Insitu Piles","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) "
"63ba2561-f73a-561d-841d-edff404bc46e","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) ","Details"
"9de895fe-e89d-5a1f-bcb6-2a0297c4e583","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) ","Details","Pile location marked and confirmed"
"8e81b54a-4870-557f-b75d-8c1139a9f624","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) ","Details","Pile Cage dimension and specification checked"
"b6ff8665-a07f-5e52-a717-1708bb0fa9b1","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) ","Details","Pile drilling Card - refer details with the approved pile schedule"
"28f951bc-3674-5525-9ae1-51c4567c6d58","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) ","Details","Engineer Inspection"
"2eac0aa9-3c7d-53ac-94ad-732eec8a7700","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) ","Details","Concrete pour & docket received"
"d3eacea9-a15c-51c7-a091-9a8c3c4f1c66","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) ","Details","Mill Certificate received"
"88f6665a-17c9-5324-a8ee-d597f705b4c7","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP17-1, BP17-2, BP19, BP20, BP32, BP33, BP34, BP35, BP36, BP37-1, BP37-2 (W.e.17/2/2024) ","Details","Surveyworks Asbuilt check"
"056317c4-c12b-4b2e-bce0-d3a1ea6dfcf5","","pass","Insitu Piles","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) "
"7f12d040-c654-5621-b3ca-f981047b2e9d","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) ","Details"
"e0772df8-8486-53ef-b77d-0b453d765517","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) ","Details","Pile location marked and confirmed"
"700710d1-bc6f-52c0-9f5f-54e57cbd586b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) ","Details","Pile Cage dimension and specification checked"
"5031d8bf-183a-5621-9617-9165698f081b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) ","Details","Pile drilling Card - refer details with the approved pile schedule"
"ddcedd5a-9364-5133-b797-8d56e0cb79a0","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) ","Details","Engineer Inspection"
"c517e198-9637-5858-ae2d-86fe823ff56f","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) ","Details","Concrete pour & docket received"
"b4722168-2328-55b3-bb6a-6fe7326908df","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) ","Details","Mill Certificate received"
"5765f56c-2815-5b02-a82f-9c8876e5b5bc","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP42-1, BP42-2, BP49, BP50-1, BP50-2, BP51, BP60, BP61, BP62, BP154 (W.e.17/2/2024) ","Details","Surveyworks Asbuilt check"
"f1d5cf71-5cb8-4497-a6ce-bba4238ff396","","pass","Insitu Piles","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)"
"fcaf252f-5705-5b7c-8fc4-89ba89a81bb5","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)","Details"
"8e3f3f56-0cbd-523c-962f-fe3daec4a042","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)","Details","Pile location marked and confirmed"
"25dd99d2-60b8-500d-afd5-3243455aa506","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)","Details","Pile Cage dimension and specification checked"
"5d71b9d8-78bb-52d1-9614-6889caf035a1","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)","Details","Pile drilling Card - refer details with the approved pile schedule"
"431b2132-b2b3-5fee-83eb-b7d373e23cbd","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)","Details","Engineer Inspection"
"b6afc3b0-e652-558b-9d10-8220ad4abc4c","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)","Details","Concrete pour & docket received"
"2b496b96-6251-5e43-ae79-243f08e11a23","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)","Details","Mill Certificate received"
"4688a995-cc2f-514b-9992-f460da348e9d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles- BP29, BP30, BP31, BP38, BP40, BP48, BP51, BP56 (W.e.25/2/2024)","Details","Surveyworks Asbuilt check"
"8f06b7a7-2f02-4f62-a166-4d101628bc31","","pass","Insitu Piles","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) "
"d7979ce9-ab26-57ec-b3f6-9e7b8ffdcf9c","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) ","Details"
"b2617e1a-29d6-5f43-bae8-a28e4d7295af","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) ","Details","Pile location marked and confirmed"
"00e94ca6-4c6e-5786-af58-b64c944755d5","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) ","Details","Pile Cage dimension and specification checked"
"e7eee332-ce5f-5a43-8cac-957bf3269289","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) ","Details","Pile drilling Card - refer details with the approved pile schedule"
"f2eed347-8251-5194-ae24-eff31d7e738d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) ","Details","Engineer Inspection"
"ef77b36a-fa63-5cfa-b791-51b427388633","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) ","Details","Concrete pour & docket received"
"22275643-b409-5103-802a-257ea1d6dd07","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) ","Details","Mill Certificate received"
"27dc8ae5-39cc-5f9d-b1ec-c340fde35345","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP57, BP59, BP68, BP69, BP70, BP78, BP79, BP80 (W.e 25/2/2024) ","Details","Surveyworks Asbuilt check"
"3bd9d490-931c-4bf9-857c-6f99e8211c2e","","pass","Insitu Piles","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) "
"a7c0df76-5820-523a-9d05-7488acd5e0cc","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) ","Details"
"ebc72bde-1bd2-5ee4-aa75-8e0b8f231a6e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) ","Details","Pile location marked and confirmed"
"476ff83d-f6cf-5ebf-85e9-e112636deb74","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) ","Details","Pile Cage dimension and specification checked"
"1212ec53-1e9b-5fa0-83dc-3c8829b7cc8c","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) ","Details","Pile drilling Card - refer details with the approved pile schedule"
"2ca48476-e6e3-5774-b997-95c4689b32a6","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) ","Details","Engineer Inspection"
"ff536d61-26b4-5472-8f7b-7e08b6e38294","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) ","Details","Concrete pour & docket received"
"cd0a78fd-541a-5f67-9538-d693f7d9de5b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) ","Details","Mill Certificate received"
"29083163-d6e5-59e4-bde4-d237c07a5122","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP81, BP90, BP93, BP94, BP95, BP96 BP97, BP98, BP99, BP100 (W.e.25/2/2024) ","Details","Surveyworks Asbuilt check"
"dfa90308-d414-4f51-8ee2-7a12cc78fb4f","","pass","Insitu Piles","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) "
"5d893c10-94de-5f03-ac4d-cdbcb28a9e36","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) ","Details"
"4d4cbb4b-bf2d-5b7b-a0a0-4193f0b17f23","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) ","Details","Pile location marked and confirmed"
"c6a9a0b3-4cd5-5934-9168-1a0ce5cef70f","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) ","Details","Pile Cage dimension and specification checked"
"be265c07-c73b-5ca3-988b-70530da4718c","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) ","Details","Pile drilling Card - refer details with the approved pile schedule"
"fe9e900a-f84d-5a64-a79b-cb5552b9652c","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) ","Details","Engineer Inspection"
"80bfbcd9-2a68-5f11-ba86-dd57631c3ad2","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) ","Details","Concrete pour & docket received"
"813a9b21-0038-507a-a8cd-aa4587c4d7c9","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) ","Details","Mill Certificate received"
"bf65942c-d87e-59c8-afcc-dc98268ea532","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP138, BP139, BP140, BP155, BP157, BP161 (W.e.25/2/2024) ","Details","Surveyworks Asbuilt check"
"a434e31d-4ab0-4d22-9ba3-fba38605b904","","pass","Insitu Piles","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) "
"9bd9fb7e-ad82-50a4-9036-37b35dd299eb","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) ","Details"
"08d25b29-8eaa-58a3-b902-ec36d622d490","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) ","Details","Pile location marked and confirmed"
"e1e2932e-7633-500f-892e-4dbefae87dcc","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) ","Details","Pile Cage dimension and specification checked"
"fe99c5a1-961d-5c41-b2af-a223fb01088e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) ","Details","Pile drilling Card - refer details with the approved pile schedule"
"2b31bf35-e6a1-584d-8852-f272410f8026","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) ","Details","Engineer Inspection"
"ba899e2e-6687-5ba5-95ab-478d0056d80b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) ","Details","Concrete pour & docket received"
"f1a1fa76-acc1-5b86-837e-1e0a61a8eee3","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) ","Details","Mill Certificate received"
"d2a79dee-7562-5cc5-9ace-1fa7b8d83cb2","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q1-Q4 - Pile","Piles BP04, BP43, BP44, BP45, BP52, BP53, BP55, BP63, BP64, BP65, BP66 & BP67 (W.e 3/3/2024) ","Details","Surveyworks Asbuilt check"
