"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ac1e80f6-7d2c-4ea3-bd5d-947529ddc55e","","fail","","folder","TRUE","FALSE","Building B"
"f897c01c-597d-447f-9e97-a494b80e1084","","fail","","folder","TRUE","FALSE","Building B","Basement 1"
"57d1f404-9633-467e-a0b7-0257eb56cf34","","pass","Reference Drawing","checklist","FALSE","FALSE","Building B","Basement 1","Reference Drawing"
"d2de7f6c-1599-4aed-8e50-be76aa98c95c","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)"
"b7c1fd55-958e-548f-95d3-51d1341ceb81","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)","Lunch room (B.029)"
"592dd893-0701-49e0-93d9-3fdcbf2cb4b1","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Travel (B.158)"
"f83fcca1-d838-4e59-95bc-65c83b91de72","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Travel (B.158)","Pre Sheet Sign off"
"c59892ae-4e6e-4bb2-af5f-854c29adaea5","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Travel (B.158)","Pre Grid Sign off"
"f2e4a902-333f-4e70-b56d-b69f0bf80329","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Travel (B.158)","Pre Ceiling Sign off"
"e29c0a26-fef6-4dd3-995c-b7df6742bb9e","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","WCST (B.031)"
"7438631d-7ccf-40ac-8fa1-79d60aa86535","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","WCST (B.031)","Pre Sheet Sign off"
"5ca66e00-35b8-417b-9137-3f409c185748","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","WCST (B.031)","Pre Grid Sign off"
"18e56481-254d-47ed-b654-0ade9311a939","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","WCST (B.031)","Pre Ceiling Sign off"
"1fc711bb-09f8-4f10-bd55-d43003aea1a3","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Clean Linen Hold (B.011)"
"2068e000-9992-4bab-89d0-a8e7f4494a05","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Clean Linen Hold (B.011)","Pre Sheet Sign off"
"7789582a-477f-461a-bb7e-ff1d64c54fc5","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Clean Linen Hold (B.011)","Pre Grid Sign off"
"538b3594-a825-42c8-a239-ec1aa8605579","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Clean Linen Hold (B.011)","Pre Ceiling Sign off"
"e31624a2-34da-4402-bdfc-ce81779e2c7d","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Stemer Lin (B.012)"
"979f1cb6-6faf-4d38-900d-19b438eea37b","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Stemer Lin (B.012)","Pre Sheet Sign off"
"d337e0a6-f681-40dc-a7f1-c15e576b1f7e","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Stemer Lin (B.012)","Pre Grid Sign off"
"53a3a02e-4a0e-4965-a3ca-eb83e896a274","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Stemer Lin (B.012)","Pre Ceiling Sign off"
"2ce0d10f-fcba-4b26-8a3e-170a56b35b9f","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","ST Gas (B.006)"
"b3ccdbea-547e-4dfd-b401-130ee9fc472a","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","ST Gas (B.006)","Pre Sheet Sign off"
"c4e84ef8-1364-41fa-b502-72b779916b15","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","ST Gas (B.006)","Pre Grid Sign off"
"c265a038-ccbb-47cf-88dc-730a9f07c4bc","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","ST Gas (B.006)","Pre Ceiling Sign off"
"81b184fb-316e-4868-a4c7-6f968d68fff1","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Print Area B.018)"
"5be37a2e-0dcd-47ff-bafa-f5c7127b519b","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Print Area B.018)","Pre Sheet Sign off"
"3963916c-f2ef-4b8b-8caf-ec5357429337","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Print Area B.018)","Pre Grid Sign off"
"4fbb4110-03ed-4441-8e49-15df47e37295","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Print Area B.018)","Pre Ceiling Sign off"
"fe5c0dff-bb7d-4b50-adf4-dab852880cb8","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Circ (B.027)"
"39bc146b-15cb-4c22-b73e-db25f701518d","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Circ (B.027)","Pre Sheet Sign off"
"f5bb56b2-6c6a-44ce-a359-807ab6a30cd8","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Circ (B.027)","Pre Grid Sign off"
"7e876bd3-3abb-44d1-a513-c19803cb2492","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Circ (B.027)","Pre Ceiling Sign off"
"88438abb-be42-4668-976d-399e05ca522c","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","STGN WS (B.024)"
"90b7c837-cdc0-4523-af26-39ca9ff9c2d6","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","STGN WS (B.024)","Pre Sheet Sign off"
"abeffa27-4479-40be-8b5b-17efce1a781d","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","STGN WS (B.024)","Pre Grid Sign off"
"2810314c-3731-4721-8815-de74816dc107","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","STGN WS (B.024)","Pre Ceiling Sign off"
"bfb301d7-63e0-4217-bd69-158f1fabd99e","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Office 1P (B.025)"
"2dff188f-1014-4ffc-b8a4-3bcfe2301ef3","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Office 1P (B.025)","Pre Sheet Sign off"
"63995f89-4878-4803-8f13-1e198d219dba","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Office 1P (B.025)","Pre Grid Sign off"
"d934a77a-bf9b-4249-a6c1-9f30f0b9360e","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Office 1P (B.025)","Pre Ceiling Sign off"
"5774989b-fd3f-4cbf-a0ec-be45782827f8","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Reception (B.026)"
"1e817a73-6bda-4f69-86e9-466a33172044","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Reception (B.026)","Pre Sheet Sign off"
"387b6c43-956f-4ef4-b81d-8275b332bd1a","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Reception (B.026)","Pre Grid Sign off"
"1e29d6b7-47a2-48fd-920b-3b8767c43631","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Reception (B.026)","Pre Ceiling Sign off"
"d9aa53f3-7e3f-4360-9bf2-8e680d8a0beb","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","HWB (B.017)"
"b583717e-4be8-454e-a55e-c9a77db78e6e","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","HWB (B.017)","Pre Sheet Sign off"
"08c8f358-20d4-48c6-9d57-f7df0b2fd3d1","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","HWB (B.017)","Pre Grid Sign off"
"b7e1951c-277a-4571-9af3-0a7ad90e4388","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","HWB (B.017)","Pre Ceiling Sign off"
"20cbcb23-9800-4320-8c11-4222a678b404","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Locker (B.038)"
"9ade0deb-2824-4d10-b0cc-ececf0a29246","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Locker (B.038)","Pre Sheet Sign off"
"0ddaec34-1a21-4dc7-8569-b630e1889fcb","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Locker (B.038)","Pre Grid Sign off"
"d842ff58-12c3-4cc4-b2cd-6328dba1293f","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Locker (B.038)","Pre Ceiling Sign off"
"92a0e7c8-e1e3-4443-9e86-7fdedfd8283e","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Locker (0.056)"
"0869ee88-46c2-4a24-a4a4-d1829e27be03","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Locker (0.056)","Pre Sheet Sign off"
"c0fa9eea-c44c-4fcc-bc48-ff8e2dc22e3c","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Locker (0.056)","Pre Grid Sign off"
"8053d8d5-12ab-4cbb-a030-3269bb573a91","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Locker (0.056)","Pre Ceiling Sign off"
"e08a90ab-cbfe-4755-a8fb-2fc6f689d7fe","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Circ (B.165)"
"90c6b289-a5eb-428f-825a-401539011cc1","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Circ (B.165)","Pre Sheet Sign off"
"e2de22b5-0f3e-4341-ae46-3fb7a9dfb04b","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Circ (B.165)","Pre Grid Sign off"
"b0c14d69-b433-4491-a6c3-adeb5bdf9e57","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Circ (B.165)","Pre Ceiling Sign off"
"e30a42f5-7d2b-461e-bfa9-6c4350a58504","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Travel (B.151)"
"43077ef6-7108-4633-98a2-6bcd3a16dcdc","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Travel (B.151)","Pre Sheet Sign off"
"4536e16f-5e70-4d4f-9fb9-c9bcd3410bd1","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Travel (B.151)","Pre Grid Sign off"
"7a1723b7-c268-4948-99ad-ec1ae85ac439","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Travel (B.151)","Pre Ceiling Sign off"
"fee4dcfb-147b-448d-ab50-c1ceac428c2b","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","General Staging (A.001)"
"a7650496-405a-4042-9377-94ee87e16770","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","General Staging (A.001)","Pre Sheet Sign off"
"32c70568-f6bc-438c-9f1c-5e67710638eb","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","General Staging (A.001)","Pre Grid Sign off"
"de48948c-2cb8-414b-81c9-6df58b0db33a","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","General Staging (A.001)","Pre Ceiling Sign off"
"2e395fe4-e5cf-4737-ae1d-3d670d2a6d66","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Trolley (A.002)"
"8f5446e7-c2c6-43ab-8890-4817c9cb7386","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Trolley (A.002)","Pre Sheet Sign off"
"b484a4f4-134c-4572-b6c0-b321ed1ec094","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Trolley (A.002)","Pre Grid Sign off"
"d378e5d5-eedd-4a27-be48-d1cd82cb730e","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Trolley (A.002)","Pre Ceiling Sign off"
"6440da25-84ef-438c-ae37-e5c0d027f515","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Charging (A.004)"
"7fe9b02b-d8cf-4c76-990a-392342e2d0c9","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Charging (A.004)","Pre Sheet Sign off"
"5ac952f6-82e4-413b-bd14-a2de3c1dfdc6","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Charging (A.004)","Pre Grid Sign off"
"fb45e700-ebe3-48b4-bc7d-993c50806601","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Charging (A.004)","Pre Ceiling Sign off"
"fac0d8ce-cf7f-400f-9a4e-ffcfcd1a93ca","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Pallet racks (A.003)"
"e1251661-d8dc-4ac2-8503-58f919d49814","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Pallet racks (A.003)","Pre Sheet Sign off"
"05f33b83-db8f-4a1f-81c4-353a69cb6b0e","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Pallet racks (A.003)","Pre Grid Sign off"
"b0cc1710-4716-4f4a-b103-a9a2a123c1e9","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Pallet racks (A.003)","Pre Ceiling Sign off"
"257430ed-14ab-48f1-8193-d12a4cec2ffa","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","ST Donate (B.095)"
"fc6a1b63-93f4-494d-aa17-dc472b3edcbb","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","ST Donate (B.095)","Pre Sheet Sign off"
"db8becc8-36d0-47af-8809-b2efe1b514a9","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","ST Donate (B.095)","Pre Grid Sign off"
"baa70bdd-328c-43bd-881a-3c2ef7ab3f93","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","ST Donate (B.095)","Pre Ceiling Sign off"
"8d11e968-3f51-429c-bb3e-e0951d5a3484","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Stair A5 (A.269)"
"c519fa48-7970-427a-8443-92a78b0d3dc0","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Stair A5 (A.269)","Pre Sheet Sign off"
"cf79f6cb-96f5-4a68-af04-fee476c4b3fc","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Stair A5 (A.269)","Pre Grid Sign off"
"cda27dfc-7866-4acf-b07c-454088d24d7e","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Stair A5 (A.269)","Pre Ceiling Sign off"
"26f7d08c-4c3d-4d3d-b1ef-a5b869bea20f","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 2","Riser (B.004)"
"607dc334-deb6-45d9-83e6-64aa7bd70b03","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Riser (B.004)","Pre Sheet Sign off"
"27e4c9c4-c3a4-4aa0-a738-85bda2b785d6","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Riser (B.004)","Pre Grid Sign off"
"6d8912e5-f80f-472c-aaa2-869273265309","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 2","Riser (B.004)","Pre Ceiling Sign off"
"de9b57de-5eb7-44f1-9579-a1fdfa3e0469","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 3"
"52eac2fd-cd18-4fba-8802-a85badc5d7dd","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.203)"
"6eec4bb1-0dec-458d-8532-bc70523f974a","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.203)","Pre Sheet Sign off"
"24d2a769-d7c6-4ff0-bd0b-de1c7c978fbd","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.203)","Pre Grid Sign off"
"cc265ded-4087-4315-9884-b17c459c069d","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.203)","Pre Ceiling Sign off"
"0c4e8936-e9a0-4c4f-b1da-7aa0503a45b9","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.204)"
"38f09ddd-97c1-429c-b306-fb2328c731e3","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.204)","Pre Sheet Sign off"
"c45524cb-e0dc-4a51-925d-fa9152b8c72f","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.204)","Pre Grid Sign off"
"3882582f-2fd1-41e5-872b-85e92a85e53d","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.204)","Pre Ceiling Sign off"
"ca8692a7-de0b-4689-ab30-085fd3ecb5b1","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.205)"
"5bf47dcd-4721-4c5d-9a48-527c5842022c","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.205)","Pre Sheet Sign off"
"c9d9618a-8653-4642-9ba9-580abdea4584","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.205)","Pre Grid Sign off"
"360d84fa-00aa-4b9c-9a99-abd73383a6d7","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Transform ER (B.205)","Pre Ceiling Sign off"
"24ce927a-2b5b-42cc-9f60-d40feba60d5d","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 3","Switchboard room (1.202)"
"ceabe65b-b571-4d03-b47e-a6cbecbd0ea1","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Switchboard room (1.202)","Pre Sheet Sign off"
"f5402e59-1351-4ac8-9f46-1e5a557d4f8d","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Switchboard room (1.202)","Pre Grid Sign off"
"c2a546dd-41d1-403b-ae74-94e8e254d67f","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Switchboard room (1.202)","Pre Ceiling Sign off"
"d07f1f2b-9d68-4ddb-8d91-c0a7d0a1e62e","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 3","Switchboard room (B.239)"
"51640c62-c9b6-4b0b-9135-0c024b5f3721","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Switchboard room (B.239)","Pre Sheet Sign off"
"ce014773-e940-4718-b951-642dbe084a3d","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Switchboard room (B.239)","Pre Grid Sign off"
"1a18b786-550b-4512-9942-4d341de07f83","","not-started","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Basement 1","Zone 3","Switchboard room (B.239)","Pre Ceiling Sign off"
"187e8ec8-4d89-491a-a8d0-bdbd5c398edd","","fail","","folder","TRUE","FALSE","Building B","Basement 1","Zone 4"
"4cef788f-e909-4904-933f-bcf249bf76b8","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Zone 4","Hot WK (B.152)"
"da927baf-d242-49ec-9580-81c2c03652dc","","work-in-progress","Pre-Sheet Wall Sign-Off","checklist","FALSE","FALSE","Building B","Basement 1","Zone 4","Hot WK (B.152)","Pre Sheet Sign off"
"fa785f99-7a28-4fba-8fac-212c84407f45","","work-in-progress","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Basement 1","Zone 4","Hot WK (B.152)","Pre Grid Sign off"
