"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c4bcc5eb-6f48-43b2-a775-2e16a0b251fa","","fail","","folder","TRUE","FALSE","Building A"
"d1d08869-42cd-451a-8cb4-e455493875ae","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1"
"7e8f85a8-8301-4e2a-81c8-463fa3968dee","","pass","Reference Drawing","checklist","FALSE","FALSE","Building A","Basement 1","Reference Drawing"
"86b673b6-f71b-412b-8c60-bea208520996","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1"
"6a4a3a7e-767e-42d2-a7bd-37318929fe99","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1","Waste (A.184)"
"2bc1e810-fe99-46bd-94d1-1981cc91c110","","work-in-progress","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Waste recyc compact (A.021)","Pre Grid Sign off"
"eb1e4bdc-4717-48cf-9f6b-499eb95eb4d6","","work-in-progress","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Waste recyc compact (A.021)","Pre Ceiling Sign off"
"7a463247-c32d-4c79-85f7-294032ef1bfa","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 2","Sewer pump (A.019)"
"e4beb084-e354-4e27-8ee8-f3b558365015","","work-in-progress","Pre Sheet Sign off - Basement 1","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Sewer pump (A.019)","Pre Sheet Sign off"
"849eb8d1-eb6d-40d6-afa4-4d2da15ffb60","","work-in-progress","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Sewer pump (A.019)","Pre Grid Sign off"
"6846c563-2b9b-4423-a667-11f4f478e885","","work-in-progress","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Sewer pump (A.019)","Pre Ceiling Sign off"
"0e02e398-5f38-4fb9-aa16-8baa9e0929bc","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 2","Sewer pump (A.018)"
"2f3dde29-4d1a-4d6f-952f-dff0e8fd1a23","","work-in-progress","Pre Sheet Sign off - Basement 1","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Sewer pump (A.018)","Pre Sheet Sign off"
"16f1fa57-6cdd-4c05-ab24-48f098e65370","","work-in-progress","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Sewer pump (A.018)","Pre Grid Sign off"
"01663264-daef-4fd1-8294-f738d71b0b31","","work-in-progress","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Sewer pump (A.018)","Pre Ceiling Sign off"
"9722cb05-960a-4ee3-85c7-309d97ed2b93","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 2","Water plant (A.238)"
"7eae59d2-92c0-4bf8-ab3d-84b69faac918","","work-in-progress","Pre Sheet Sign off - Basement 1","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Water plant (A.238)","Pre Sheet Sign off"
"9a0481f8-bb2a-4461-a523-bd7db3566249","","work-in-progress","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Water plant (A.238)","Pre Grid Sign off"
"19c2e9b7-c401-499e-ae19-ac6026fae549","","work-in-progress","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Water plant (A.238)","Pre Ceiling Sign off"
"261a23d0-b298-46a3-bba2-2d4d64713896","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 2","Waste (A.185)"
"104ec2bf-21a0-4c66-bf83-e48bdb297e75","","work-in-progress","Pre Sheet Sign off - Basement 1","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Waste (A.185)","Pre Sheet Sign off"
"77f6d7f0-a1f9-435a-a275-a1f9213c8d2d","","work-in-progress","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Waste (A.185)","Pre Grid Sign off"
"7dd52858-3fde-4d36-976f-96ac566f408e","","work-in-progress","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Waste (A.185)","Pre Ceiling Sign off"
"a3f829aa-de46-4b24-b761-3c6527ee6b21","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 2","Pipe (A.231)"
"b13b6ffd-4deb-4f10-ab9f-58f14203eac7","","work-in-progress","Pre Sheet Sign off - Basement 1","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Pipe (A.231)","Pre Sheet Sign off"
"921be64a-b626-4b82-aa50-f0aadedaf80f","","work-in-progress","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Pipe (A.231)","Pre Grid Sign off"
"9c51533a-4cb9-4a2c-b378-8b56f2954167","","work-in-progress","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","Pipe (A.231)","Pre Ceiling Sign off"
"501d4ca5-93fe-491b-bc67-87ca79da3484","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 2","HWB (A.162)"
"136942c3-33cf-41cc-a941-29957c3a3d26","","work-in-progress","Pre Sheet Sign off - Basement 1","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","HWB (A.162)","Pre Sheet Sign off"
"af48d773-c9d4-4ccc-a6a1-2e75377f311d","","work-in-progress","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","HWB (A.162)","Pre Grid Sign off"
"ce80b78f-5cc1-441b-9204-eb08b9d55b1a","","work-in-progress","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Basement 1","Zone 2","HWB (A.162)","Pre Ceiling Sign off"
"da3e672e-2673-45cd-b780-247c382dffe0","","fail","","folder","TRUE","FALSE","Building A","Lower Ground"
"8d820d28-3f49-5c3f-b6ab-9e2cc7fa0d21","","pass","Reference Drawing","checklist","FALSE","FALSE","Building A","Lower Ground","Reference Drawing"
"2e48dbe2-6a81-4fcd-bed6-e00702a01826","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area A"
"abb0eff0-05a5-46a1-89df-49eaf6a4004e","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area A","GAS BOOSTER (LG.A.215)"
"99ae5308-8791-5d85-8dd8-1c9d212f0bd1","","fail","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","GAS BOOSTER (LG.A.215)","Pre Sheet Sign off"
"ccb4dedb-2b45-43ad-9ad6-1a46fb612be9","","work-in-progress","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","GAS BOOSTER (LG.A.215)","Pre Ceiling Sign off"
"7e3e8cc4-0fc2-4cb7-a0b4-aab5f272000f","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area A","FIRE PUMP ROOM (LG.A.216)"
"e8475b82-3461-5e03-a721-b2675dad7106","","fail","Pre Sheet Sign off - Lower Ground-Area A (FIRE PUMP ROOM (LG.A.216) - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","FIRE PUMP ROOM (LG.A.216)","Pre Sheet Sign off"
"aa1e4e34-6e00-4bf5-b2a0-5329aa1c7600","","not-started","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","FIRE PUMP ROOM (LG.A.216)","Pre Grid Sign off"
"b2680ca2-4395-4ee5-8571-1487202b8dd8","","not-started","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","FIRE PUMP ROOM (LG.A.216)","Pre Ceiling Sign off"
"81ec9ab6-5917-4bc0-bb11-c086365aceae","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area A","FIRE TANK ROOM (LG.A.218)"
"864bf99b-8562-5362-a015-8727539073aa","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","FIRE TANK ROOM (LG.A.218)","Pre Sheet Sign off"
"c19c2ae0-45b7-4ce0-a919-f24bfe5d6e93","","not-started","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","FIRE TANK ROOM (LG.A.218)","Pre Grid Sign off"
"a759d60f-85cd-412a-b9d0-17afc5b70506","","not-started","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","FIRE TANK ROOM (LG.A.218)","Pre Ceiling Sign off"
"390d79e5-d5d1-4188-9ddc-57178bdf05ce","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area A","ELEC HV (LG.A.220)"
"3b17fcc3-2940-52bd-82d8-2c921cd59d23","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","ELEC HV (LG.A.220)","Pre Sheet Sign off"
"89d00ddd-20a8-4e22-892d-44ac234c2631","","not-started","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","ELEC HV (LG.A.220)","Pre Grid Sign off"
"c4cd561f-c89f-48c3-b250-3c52853996d8","","not-started","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","ELEC HV (LG.A.220)","Pre Ceiling Sign off"
"615aa2dc-f026-4ea6-b03a-672548053bee","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area A","GAS METRE ENCLOSURE (LG.B.5599)"
"cb8cddba-f366-5bea-9c81-b17629b6a7e4","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","GAS METRE ENCLOSURE (LG.B.5599)","Pre Sheet Sign off"
"045b70b5-c783-48bb-83c8-45954aa1cb33","","not-started","Pre Grid Sign off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","GAS METRE ENCLOSURE (LG.B.5599)","Pre Grid Sign off"
"a9819a91-6ca4-4134-88ad-e344fa6b756d","","not-started","Pre Ceiling Sign Off - Basement 1, Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area A","GAS METRE ENCLOSURE (LG.B.5599)","Pre Ceiling Sign off"
"dd80d721-5c26-461f-aafb-6bddb2046d00","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1"
"4a6e2463-d008-55dc-a084-f8114fecc6c9","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","FIRE CONTROL (LG.A.014)"
"fb0ad769-1e05-5d9e-819c-2466d429bc51","","fail","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","FIRE CONTROL (LG.A.014)","Pre Sheet Sign off"
"5308d9fc-1dc1-5f90-8ceb-c9d2fd3a8ffb","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","FIRE CONTROL (LG.A.014)","Pre Grid Sign off"
"6a9fb0e8-804e-5bd5-9f8e-5f6d4f451377","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","FIRE CONTROL (LG.A.014)","Pre Ceiling Sign off"
"adfe913e-5fa0-5a75-a9f9-bdbc101077e0","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","CIRC (LG.A.015)"
"b2304afe-53c2-5567-aa49-df3355708dcd","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","CIRC (LG.A.015)","Pre Sheet Sign off"
"1de1fd3f-193c-57ec-9c64-0dd956edfed2","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","CIRC (LG.A.015)","Pre Grid Sign off"
"61e7092d-eb98-5157-b298-0c67b1fca088","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","CIRC (LG.A.015)","Pre Ceiling Sign off"
"9d5d6de1-89d0-504e-9c74-514eee841f98","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","STAFF RM (LG.A.016)"
"704488b9-bf95-5e46-856a-99518f370dfa","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","STAFF RM (LG.A.016)","Pre Sheet Sign off"
"5c3efba3-cbbb-55de-a550-a60115365b65","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","STAFF RM (LG.A.016)","Pre Grid Sign off"
"4cad57b6-4b75-5e70-a815-441b08ddb210","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","STAFF RM (LG.A.016)","Pre Ceiling Sign off"
"669ad57e-e1d7-5a6e-a8a8-8f056c4f65e7","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","ST PROP (LG.A.017)"
"c96ad10f-9e00-58b2-8c06-b156bb55e05c","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","ST PROP (LG.A.017)","Pre Sheet Sign off"
"456aece8-a9c4-5e60-a3d2-155a12e98562","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","ST PROP (LG.A.017)","Pre Grid Sign off"
"8e9b28d8-3820-5209-bb4b-f2bb6539132d","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","ST PROP (LG.A.017)","Pre Ceiling Sign off"
"9ab9ccbf-a563-5a55-a5f7-bfef1f9b1593","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","WORKSTATION (10P) (LG.A.018)"
"ef7d50e8-1421-59e1-93dd-dce9d2420a64","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","WORKSTATION (10P) (LG.A.018)","Pre Sheet Sign off"
"0f71678a-2848-58ef-b76e-3b1e1bc9c3f6","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","WORKSTATION (10P) (LG.A.018)","Pre Grid Sign off"
"87ea7526-6098-53a8-afbd-149e2f4a931d","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","WORKSTATION (10P) (LG.A.018)","Pre Ceiling Sign off"
"e2e69058-59d6-57ca-8688-6c1e3d8ef347","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.029)"
"58180484-1dae-5fa6-b5ae-1f89e607f08f","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.029)","Pre Sheet Sign off"
"591f5961-a047-584a-a8f5-17e6c350d484","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.029)","Pre Grid Sign off"
"acac4f48-fa10-5042-93d9-dfa3447e3532","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.029)","Pre Ceiling Sign off"
"000df5db-f7cd-5935-aade-fb421670a610","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.030)"
"5b9ba5e5-53e2-5b6f-abc0-fac58a2e0fad","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.030)","Pre Sheet Sign off"
"81aaa48f-bfdf-5f7b-9a0d-0b789e7f6ba7","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.030)","Pre Grid Sign off"
"ac5c7352-60fa-5b63-ac8c-627512494d87","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.030)","Pre Ceiling Sign off"
"531b5c60-3ce0-5778-88e6-8ab6e21a6591","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.033)"
"13606913-3c09-5a57-a6dc-ac1655e77f6f","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.033)","Pre Sheet Sign off"
"5a8e6b6f-2596-5660-b1c0-a71127635cd2","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.033)","Pre Grid Sign off"
"3d6362c2-1efe-58e5-92ac-c0ace51fd986","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","OFF 1P (LG.A.033)","Pre Ceiling Sign off"
"11e1699b-3a11-531a-8c78-a16d50a36e09","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","INT (LG.A.035)"
"83913085-2d2a-556a-adee-50f81c70a0e1","","fail","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","INT (LG.A.035)","Pre Sheet Sign off"
"c35f0b15-8340-5f65-97fa-3e8ffbc8f5d2","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","INT (LG.A.035)","Pre Grid Sign off"
"d40e5ffd-2ab4-521b-9800-416065ef7af0","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","INT (LG.A.035)","Pre Ceiling Sign off"
"29f32df1-9ac2-5713-8757-0ddc542da3d1","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","INT (LG.A.036)"
"25e75e86-ce20-58c9-8204-6b153234e028","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","INT (LG.A.036)","Pre Sheet Sign off"
"266785d5-c0d3-50bf-aded-e7c6d2d6caa1","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","INT (LG.A.036)","Pre Grid Sign off"
"86b27a88-b27f-5102-a443-6ed0726a157d","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","INT (LG.A.036)","Pre Ceiling Sign off"
"f63dc7d9-cbf2-51bd-a701-9021bc6156a9","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","MEET M (LG.A.037)"
"f2bc0a71-693f-5072-8265-93c0f6966214","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","MEET M (LG.A.037)","Pre Sheet Sign off"
"e7148eea-cea0-59ce-8a59-9b1ffb0324a0","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","MEET M (LG.A.037)","Pre Grid Sign off"
"6b2967d5-fcc4-512a-a135-8566e2a1dded","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","MEET M (LG.A.037)","Pre Ceiling Sign off"
"f5441a57-cbd4-5340-8495-ce8ae573e863","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","MEET EDU (LG.A.038)"
"723219f0-6ea2-5450-9656-391a024d74c9","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","MEET EDU (LG.A.038)","Pre Sheet Sign off"
"b10cc5cd-e451-5f0c-bb65-4464083fb8f3","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","MEET EDU (LG.A.038)","Pre Grid Sign off"
"ce8220de-180f-51dc-b975-2d879c321cd9","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","MEET EDU (LG.A.038)","Pre Ceiling Sign off"
"66024ddf-10c4-5c1b-aef2-e658f878d19c","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","RECP (LG.A.039)"
"7c800cd9-66b9-531e-82e1-6ef230ae26d1","","fail","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","RECP (LG.A.039)","Pre Sheet Sign off"
"c30c7cdd-5c00-5211-a29d-2f4a2038c877","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","RECP (LG.A.039)","Pre Grid Sign off"
"432a6e2c-1a6d-5e3c-983d-3bdf2b4c8a0f","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","RECP (LG.A.039)","Pre Ceiling Sign off"
"a396634b-65f8-5682-9e7e-4a02c3a6287e","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","RECP (LG.A.040)"
"73f654c3-70c7-5433-8cf9-94b839a2fc08","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","RECP (LG.A.040)","Pre Sheet Sign off"
"78b8bf97-d29b-58d4-9550-3f5fab098a3e","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","RECP (LG.A.040)","Pre Grid Sign off"
"b098cf63-17f4-55d8-b805-f6cd59d44a98","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.1","RECP (LG.A.040)","Pre Ceiling Sign off"
"9ac3b048-03dc-591f-8352-056e5b4f1d2f","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.1","ST PCOPY (LG.A.041)"
