type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,,,,,,
label,"• Geotextile shall be placed to the limits as shown on drawings or specified. The geotextile shall be placed without punctures or tears and, if these occur, they shall be rectified or the entire roll of geotextile replaced prior to covering. Any rolls with",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• imperfections shall not be used.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• All joints shall be overlapped or sewn in accordance with the Geotextile Record.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Geotextiles shall be covered by filling within 48 hours of placement.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed per standard and approved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H W,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.3 - Placing Subsurface Drainage,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - 1630-P200-SYM-TPW-RPT-0001 Appendix B – Table 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Subsurface drainage mat to be prepared in accordance with drawings.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Superintendent to review and approve prior to placement of any fill on top of subsurface drainage mat.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Approval to proceed granted?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.4 - Placing of Fill,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.10(d),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Spread and compact in layers not exceeding a compacted thickness of 200 mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Where Type B material contains 25% or more of rock by volume, which will not break down during compaction to meet the maximum particle dimension required for a 200 mm thick layer, the loose thickness of each layer may equal 125% of the typical maximum particle dimension of the rock up to a maximum layer thickness of 500 mm.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Any rock with a maximum particle dimension greater than 80% of the loose thickness of the layer shall be removed. The material shall be placed and compacted such that voids are completely filled with fine material.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Type B material containing rock with a particle dimension greater than 150 mm after compaction shall not be placed within 400 mm of the top of Type B and/or Type C material zones.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Material shall be compacted at minimum moisture ratio of 80%,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed per standard and approved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Once Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Verification Records: Layer Thickness at least every three layers,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,Material Compliance Certificates & Material Approval Register,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,VicRoads registration of recycled material blend (if applicable),"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.5 - Keyed Fill Layers,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.10(c) 204.10(d),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Construction Document,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Placement surface textured to ensure layers keyed into each other.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Where a fill is to be constructed on steep sideling ground or against an existing embankment with side slope steeper than 4 horizontally to 1 vertically, benches shall be progressively cut over the full area to be covered by new fill. The width of each bench shall be such as to permit safe and effective operation of plant but shall be not less than 1 m.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed per standard and approved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Once Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - W,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3.6 - Test Roll of Type B fill layer,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.12 173.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Construction Document (Test roll Procedure in specification 173.03),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 1630-P200-SYM-GEO-DPK-0001 Table 43,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Test Roll in accordance with Section 173.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Surface shall withstand test rolling without visible deformation or springing.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Test roll to be completed using at least a fully loaded water cart with 8 tonne axle load or 20 tonne gross vehicle mass.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Where unstable areas exceed 20% of the area being considered by proof roll the whole area should be ripped and recompacted.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• The Contractor shall provide for the Superintendent to be present during all test rolling.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed per standard and approved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,3.6.1 - Proof roll if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Proof roll if applicable - comment reasoning if N/A,"Yes, No, N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
text,Chainage,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,4.0 Geotechnical Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.1 - CBR/Swell – Initial Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.04(c) PS3020.05 (c)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - First lot tested to determine assigned CBR and Swell:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• CBR ? 2.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Swell < 2.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• If swell exceeds 2.5%, material shall be classified as expansive. Raise RFI and request approval from Superintendent to use material.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,NATA Test Report: CBR and Swell,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.2 - Compaction Testing / Moisture Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause Table 204.131 Table 204.141 Table 204.142 173.04(d) Table PS3020.072,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All areas of the job will be considered as scale A.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Scale A Testing: HWKR Rd, Princes Freeway, All Freeway Interchange Ramps, All other arterial roads.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Scale B Testing: All other local roads, SUP.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Type B material placed within 400 mm of top of Type B material: 99% (Scale A),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Type B Material placed more than 400 mm below top of Type B Material: 97% (Scale A),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Type B material placed within 400 mm of top of Type B material: 98% (Scale B),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Type B Material placed more than 400 mm below top of Type B Material: 95% (Scale B),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Type B material is to be tested as per table 201.142. And should meet the moisture content requirements as per VR204.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• >70% for any material within 150mm of subgrade.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• >80% for all material below cut floor level.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Have the results been achieved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,NATA Test Report: Compaction,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.3 - Material Requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause Table 204.041,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Maximum Particle Distribution (MPD) ? 150 mm within 400 mm of Top of Type B. or MPD ? 40mm at depths greater than 400 mm below the top of Type B material.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Have the results been achieved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.4 - LL and PI Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause Table 204.141 Table 204.142 173.04(d),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - LL and comparison of PI against LL, (identification of silt) is required for Type B Material. Initial testing is 1 Test per 2 lots.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Have the results been achieved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,"NATA Test Report: LL, PI","Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4.5 - Reduced Frequency Post compaction testing of initial lots.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.14 – Table 204.141 PS3020.07 (f),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Test initial lot for CBR/Swell.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Test initial 3 lots for compaction.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Once material and work have achieved the specified requirements in the first test. And;,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Established a compaction procedure to the satisfaction of the Superintendent’s. Symal can reduce the frequency of testing of subsequent lots to the minimum requirements specified in Table 204.142,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• If Reduced frequency has been granted, the testing can be conducted at the following frequency.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 1 test per every 8 lots for CBR/Swell,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 1 every 2 lots OR every 3rd lot if placed >400 mm below top of type B for Compaction Testing.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 1 test per 4 lots of LL and comparison of PI against LL.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has the criteria been achieved?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,5.0 Completion,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.1 - Conformity with IFC Drawings and Construction Tolerances,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.03 Table 204.031,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Earthworks shall be finished to conform to the levels, lines, grades and cross-sectional specified or shown on the drawings with the following requirements.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Scale A: 80 measurements per lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Mean +5 / -15 mm Max Std Dev. 12 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Does the final product conform to the above criterial?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.2 - Preparation of Final Surface. (For Underside of Pavement Layers and the surface of the Cut Floor).,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 204.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Surface is Smooth, Hard, Tightly Bound and Free from Depressions Capable of Holding Water.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Material within 150 mm of subgrade shall be maintained such that its moisture content is not less than 70% of OMC prior to the placement of any pavement layers.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Does the final product conform to the above criterial?,"Yes, No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,6.0 Work Lot Close Out,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.1 - Test Reports,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - DoT Specs,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All Test reports received and reviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,NATA Endorsed Test Reports,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.2 - Product Non-Conformance,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - QMP,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All Product Non-Conformance(s) recorded and closed (if applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - PE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,NCR reports,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checklist-sectioned,1630-P200-SYM-QAC-ITP-0019 Lower Subbase Layers,,,,,Yes,1630-P200-SYM-QAC-ITP-0019 Lower Subbase Layers,3526fc3e-f635-4689-99f3-f7af02eba99f,,,,,,,,,,,,,,,,,,,,
checkpoint-group,1.0 Pre-start activities,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.1 - Check Survey Set-out and TCM’s,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Record existing TCM’s on TCM offset sheet. Survey set out including frame, benchmark, and recovery points in place.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of Works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Lot map,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.2 - Environmental Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Environmental permit,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.2 - Subgrade preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - DoT Clause 304.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - The subgrade should conform to the requirements (compaction and levels) of Section 204 before the lower subbase can be placed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• Survey Conformance Certificate,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,• Test Reports,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.3 - Material procurement for construction,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Ref docs - DoT Clause 304.03, 812, 204.04",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - HP: All crushed rock proposed for use on VicRoads funded works shall be current registered mixes in accordance with VicRoads Code of Practice RC500.02 and conform to specified requirements applicable to that class of product.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• The Contractor shall be responsible for the procurement of sufficient specified material to complete the work. The Contractor shall supply details demonstrating compliance of the materials with Section 801.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Water added to the pavement will be clean and suitable for construction and substantially free from detrimental impurities such as oils, salts, acids, alkalis, and vegetable substances, and have no more 1000 mg/L of suspended solids.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H W I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• Crushed Rock Mix Registration,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,• Delivery docket and material compliance checklist,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,• VicRoads Materials conformance,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,2.0 Installation of Lower Subbase Layer,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.1 - Construction - Jointing,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - DoT Clause 304.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Transverse - Offset by not less than 2 m to any underlying pavement layers.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Longitudinal - Offset by not less than 150 mm to any underlying pavement layers. Located within 300 mm of the traffic lane lines or within 300 mm of the centre of a traffic lane.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• The exposed end of each lot and the exposed edges of any part width construction shall be kept moist until spreading and compaction has been completed over the entire layer.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - S I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.2 - Placement of Material & Testing Compaction,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - DoT Clause,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 304.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 304.06 (b),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 304.06 (c)(i),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 304.06 (d),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• 304.08(a),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Construction Work Pack,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Place and compact layers so that the surface finish is smooth and uniform.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• HP: Any material that has been compacted and then trimmed from the compacted surface to conform to the correct level or thickness as shown on the drawings shall not be re-used in the pavement construction without the approval of the Superintendent.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• The width of each side of the pavement shall not be less than the specified offset width or more than 50 mm outside the specified offset width when measured at right angles from the centre line or design line.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• The subbase course shall be not less than the specified thickness by more than 15 mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• No point > 8 mm below a 3 m straight edge in any direction,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• No point >10 mm below a 6 m straight edge in any direction,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• No Ponding of Water.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,○ For material of nominal size > 40mm:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• The first lot shall be placed as a trial section. Following acceptance of the trial section, the Contractor shall then confirm the moisture control and compaction procedure and submit the procedure to the Superintendent for review and record.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,○ For material of nominal size < 40mm:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• No trial sections needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H I W,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NATA Test for Compaction,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NATA Test Report for Material,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.3 - Testing – Stability (Proof Roll),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - DoT Clause 304.08(b),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Test rolling of the subbase layer, irrespective of material size, shall be in accordance with the test rolling procedure that was submitted to, and approved by, the Superintendent.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Area shall withstand test rolling without visible deformation or springing.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H W,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.4 - Protection of compacted layer,,,,,,,,,,,,,,,,,,,,,,,,,,,
