"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7280c873-51b1-477b-9141-4ba1d939f0b8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1"
"e152a84d-243f-4984-afb1-69dabe1bb762","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A"
"b3cf88dc-c891-4b04-b559-ffd2db8cc777","","folder-normal","pass","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A"
"6c9f3fd1-01e6-4f91-bd3b-176c5300d704","","checklist-flat","pass","21bcae137638761056170d7fed6d50b13c9e14674efdef9fa4233f07a1fc7f48","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side"
"94e40ec2-c264-5bbe-a781-972551173591","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Substrate is clean, dry and ready"
"4b44270e-13dc-5ab7-be45-59e6429545bc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","3 Coats of Sika blackseal elastic is applied on concrete retained blockwall"
"2039d569-4f00-5196-a036-f8c6973724d4","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Protection board is installed correctly"
"263df0d0-b94e-52a9-b136-a30dc6448b0e","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Area left clean and tidy"
"7515546f-e85d-4c5b-8d9c-8e306301a188","","folder-normal","not-started","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A"
"c8ea2e05-a8e9-44d2-81d6-c80421004ed3","","checklist-sectioned","not-started","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings"
"81a357ac-7f1e-5d7e-9691-e9a68ca49a5b","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings","Location of Work"
"164ccf27-54c9-574f-85f0-a99023d63a20","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Junction of the floor and wall membranes installed to specification fully bonded and
watertight."
"04e4b959-0c17-5095-ae3d-4d367db02e7d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All non-standard details installed as per pre-approved specification (attach approved
drawings)."
"bf02636b-1b54-507e-9e79-93b637f380e0","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any mechanical damage to membrane repaired to specification."
"492ead60-feff-50b0-8552-ceeafeba5f86","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane termination completed to approved detail."
"febcaf37-b42a-539d-92a1-15ba24401c09","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Suitable drainage system installed below footing as per specification."
"48a1da3a-a3f3-5068-bbc0-45f8aebd3ac5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane protection boards installed correctly."
"685312d6-d31f-5799-800f-93ab12635930","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane fully adhered to substrate with no bridging, bubbling, or delaminating."
"8e7188a2-f711-53b1-82e1-25a77829f745","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"4301e032-2437-4248-bd09-a5f8a395c25b","","checklist-sectioned","pass","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall"
"01db8e3e-81f7-53c8-a67d-d3a08146baab","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Location of Work"
"7317653c-a632-588d-be8e-d9c953ce7fe7","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Location of Work","Area where product is being installed"
"90fa023a-90dc-526b-b7d8-2a30a6129ee5","","checkpoint-group","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist"
"ba291cf2-e554-504e-a96d-20338d6b8d69","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist received from Main Contractor"
"9f637fc0-57e2-5d6c-8dbb-ffd32f063c65","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete cured with curing membranes removed. Concrete substrate contains less
than 5% moisture content"
"fb69eb21-14da-5eea-9ba7-36d3130a0297","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Cavities and cracks filled with repair mortar, flushed off and cured."
"cee4e7d4-0cd2-58d8-a280-9c8cf5444a23","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraswell installed to construction joints as per specification - located 50mm from rebar."
"13d842b7-eca8-56c6-a7ed-a2ded6dffe18","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete surface firm with any soft concrete or laitance removed."
"c3df543a-4da3-5912-ad5b-c68af6f86c42","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","All protrusions removed. Surface free from foreign matter"
"9de23578-5803-54b1-a908-b672731766fc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Mortar or bitumen fillets to all upstands and smooth 5mm radius
to all external edges"
"72e4e3ff-4244-5383-8807-e747fa004f8e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","If terminating into a chase, pre-form the chase and ensure it’s
straight and 20mm deep."
"235331e9-7aad-545f-8b23-50f35f5663af","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Substrate clean, firm and suitable condition for laying the Nuralite system."
"919f3e85-aa34-5ba1-aec6-fa2c4e30965a","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate"
"c78ed27a-dc92-50ae-8220-fdacf54d4b1a","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Concrete Substrate checklist completed before work commenced."
"dc39fe36-794d-5b26-af57-f0646fbac0fc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any movement joints installed to approved specification/detail."
"ef494595-9ba9-56b4-a915-a10041ba4f91","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Mortar/concrete fillets fitted to all internal junctions and corners chamfered at a 45°."
"2bf25c57-aa84-5d4d-bf73-656827aaef06","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All corners and upstands incorporate reinforcing or under flashing"
"88d8044c-6972-5268-90ae-dc3f69ca33ed","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Under-slab membrane extends beyond footing and protected until vertical membrane
installed."
"36e53760-53d0-5485-a74e-c6fe204f5abd","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Side laps 100mm and end laps 150mm fully torched and seamed. Bleed visible on all joints."
"24cbdd8b-9f2e-56b1-b7d7-80379b62c833","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All penetrations installed to specification including under/over flashings."
"3f1ba7b4-b262-5418-a9d9-6d6642d9d0bb","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Junction of the floor and wall membranes installed to specification fully bonded and
watertight."
"00223129-8728-5208-9cd3-33c9460cc426","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All non-standard details installed as per pre-approved specification (attach approved
drawings)."
"2b06eb84-ac76-5e23-9ab1-595819ba9be4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any mechanical damage to membrane repaired to specification."
"c9bd883c-9f20-5641-b13c-7e1dafae1c2f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane termination completed to approved detail."
"702c7546-3f95-504c-9e90-7f748131c7ea","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Suitable drainage system installed below footing as per specification."
"2a99ac2c-6712-52a9-96f2-b3664c664f5a","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane protection boards installed correctly."
"b2f04079-06c6-5ad1-b83e-09f64f7e8b5b","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane fully adhered to substrate with no bridging, bubbling, or delaminating."
"c0404573-ce7a-5e6d-bf5f-43db5d878e5c","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3, A-H","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"8620d439-3eab-4863-906c-8944022890f1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Block A","Gridline 3"
"2a4cf525-d1fa-4103-bb88-1dec7782cc80","","checklist-sectioned","work-in-progress","QA - Nuraply 3PM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1"
"3bce88ba-ba7c-5db9-962d-853c47f1d462","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","Location of Work"
"0c792e95-2bc7-5420-b400-b77fe506f604","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","Location of Work","Area where product is being installed"
"78ef5bcf-4d4f-51f7-86eb-881c01516362","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted"
"2c69e552-a4f2-5e04-b128-6a7cc1130ef7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Underflashings installed to all corners and
upstands (pay attention to parapets,
gutters, junctions)"
"c0bec8e3-5f91-530f-b47c-4f50a58d8163","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters correctly and neatly installed,
particularly the internal corners"
"1d45761e-1622-588a-bb03-d2a18628bf36","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Roof drains & overflows installed to
specification and watertight"
"c9213e2e-738a-524d-8687-af9704292a68","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Membrane adequately adhered to
substrate with no evidence of bubbles or
lifting. Correct quatities of primer or
adhesive used as per specification."
"1d3d6210-f654-5d2a-9f90-d4679613da62","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and basesheet fully bonded
together, no areas of delamination."
"76c46e93-e793-5cfc-9bf7-826e9547485f","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet side laps 80mm and end laps
100mm fully welded and tidily seamed off"
"a53bf950-545b-5f05-8490-bec3324c995c","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","No sign of overheating/excessive bitumen
bleed from laps (over 2-3mm)."
"a95a7798-3f19-5a47-be21-bac6c5aa1173","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and base sheet laps offset
satisfactorily. No three layer lap build-ups"
"66fc3d29-518f-5600-b887-2d1213ec1f05","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Overall installation free of wrinkles,
creases and splits"
"2eadd668-16cd-522e-8e6c-eff358191d58","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Nuravents installed to specification."
"dc545453-7d5a-55ad-8cf5-e7068cb929d4","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All penetration details completed to
specification including under/overflashing"
"c1072e38-e517-5b9d-8224-01e71384c407","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Standard details used throughout including
at upstands, parapets, construction joints"
"a6904334-3ea8-59c4-b66c-bbf1f64f82d4","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All non standard details installed as per
pre-approved specifications (attach
approved drawing)"
"7244e714-40af-57a8-8c7b-ba1d5156a22a","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters and outlets have been floodtested"
"4524250c-3815-548a-8f25-920129c1de5a","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 1","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Any damage to cap sheet repaired to specification."
"46833fc1-9697-4384-9c16-582748e984cf","","checklist-sectioned","not-started","QA - Nuraply 3PM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2"
"40bf15cc-2858-5599-83f7-4c7d87e02ea3","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","Location of Work"
"90fa2de8-b80b-5b94-bb37-701afc9e346c","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","Location of Work","Area where product is being installed"
"f5ef320d-828c-5e37-ba69-50f833df6943","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted"
"f6499c41-e83b-57b9-b42f-4a119ae2c917","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Underflashings installed to all corners and
upstands (pay attention to parapets,
gutters, junctions)"
"9e3bc0da-0fe9-542f-ae78-046ccf2487be","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters correctly and neatly installed,
particularly the internal corners"
"50586fa2-b8bb-5fb3-b4a3-aeb13124ae71","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Roof drains & overflows installed to
specification and watertight"
"09222bb3-b5b9-52a1-9193-5134701e7cd6","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Membrane adequately adhered to
substrate with no evidence of bubbles or
lifting. Correct quatities of primer or
adhesive used as per specification."
"e032fd45-cd59-580e-ab79-5603a978bc73","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and basesheet fully bonded
together, no areas of delamination."
"0f651121-2e56-580c-8a2d-9906fa1e2725","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet side laps 80mm and end laps
100mm fully welded and tidily seamed off"
"48d13388-ced6-5f79-a02b-4116f67ae14b","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","No sign of overheating/excessive bitumen
bleed from laps (over 2-3mm)."
"b693683c-bb8c-5179-a905-60727f31afe5","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and base sheet laps offset
satisfactorily. No three layer lap build-ups"
"e59e6790-cacf-5c7a-9dd4-65f71c4714d9","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block A","Gridline 3","Cantilever Slab - Unit 2","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Overall installation free of wrinkles,
creases and splits"
