"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"98c26acb-cdf8-4497-891f-4178557656ff","","not-started","","folder","TRUE","FALSE","Active Projects"
"31ec2bcf-3d2f-47e3-9fef-96dbc354a293","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)"
"46008034-1533-4eb1-ab05-3aea7f263b07","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing"
"b7f5d2c0-bd95-4dfa-a577-de2fa8946b4c","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in"
"41ad4a7c-e116-4d59-acef-30ca1dd42144","","not-started","WG Install Water/Gas Rough-ins - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist"
"fbc274fb-3291-5159-b841-2ecb2373ae03","","not-started","WG Install Water/Gas Rough-ins - QA Checklist:2ab4993b-dfcd-4af5-92c0-aca186cbb373","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist","Details"
"0f19e6d5-40cc-5a16-a6e8-0232beec2bba","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:fd47551e-a48a-4915-84ab-22efc9c88a91","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check inspection openings"
"a5ff1f0f-0660-5165-9725-24ca9e884af0","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:f37ab00b-7133-4393-9129-173871573b4f","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check pipework is clear of debris"
"2928704e-5a03-5368-b7df-7626c555b285","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:7dceec8c-edab-4cea-ad82-77043291d258","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check all open ends are capped & sealed"
"eb692ae2-dbfc-5faa-812e-0839dcc81229","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:1f295d53-690a-49cd-901d-f99e6dabbfa7","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check all rubbish is collected, placed in bins & lids are closed"
"abc8173e-f731-5436-ab72-317eb7eca8a4","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:ed2e558e-07a9-43b2-8c6c-c5e356717f30","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Check temporary fencing is reinstated"
"c474c675-c4c2-54c7-9dd9-06e60229b4dc","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:1816fcf8-2d82-4201-963b-1737c141911c","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","Are all your tasks complete for this job?"
"f6a48c8c-1ceb-5934-8880-7abac2a1bff7","","not-started","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist:a055a0e0-13e6-4cf9-96d5-0493f40933aa:1816fcf8-2d82-4201-963b-1737c141911c:54192d16-aadd-4df8-8ead-69290f3a1dae","signoff","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","DP Install Roof/Balcony Downpipes & Overflows - QA Checklist","Details","For variation or defect notification, action (REQUEST SIGN-OFF) Sign-off works as complete, action (ADD SIGNATURE)"
"5049714a-56fe-4b4a-8cb5-0f44667afe13","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off"
"cf98a239-5e01-4097-a1d5-bb96c0121a27","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist"
"a1abcbbd-58bc-52c6-a4ff-52dd193159a0","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details"
"b22a9448-5a24-5905-81cd-d35b8111a5a0","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:06e0d6cb-400f-45c9-bee2-2e97694aa0c2","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"d560d23f-b392-505a-800a-c037211f97a3","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:c0fb5f18-7160-451c-9418-7285311ac839","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Installation complies with current drawings & specifications"
"86340801-e001-5132-b124-7fb582f01272","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:35f56924-1b1e-4421-90de-26e988d5f2ad","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"faaa3b90-e545-57af-afe3-f0fb3e98630a","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:e5533c9e-2212-400e-86aa-2bacd6e690c8","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"bafa15a4-1773-5d86-a5f5-0437fffa1f16","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:134bc2fb-312c-4047-bf81-5745e573dfae","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check fixing points are secure"
"bea57934-79f7-50ee-baf3-d27dc62fe548","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:c54676a6-e2fc-4f1d-b92a-5956b9180a42","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check level & alignment"
"5da11e3d-ff04-53e2-b1a8-d3c886923c94","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:4a9bcaa0-14c3-4bc6-91d5-a63f6c138417","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check mini stops & cover plates"
"dd360a90-a8a0-5090-aae6-99407c89e1a6","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:32cdd3d7-f741-45f8-bb1f-d901020fd81f","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check flexible connections are not twisted or kinked"
"38464623-cd28-5bfc-bc76-e12ec0f5cc36","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:8819b344-5939-4914-b310-cb6434a16714","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check waste & trap connections"
"b2f4ba25-a326-513a-9cf9-7039356a35b5","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:273d1c4c-e131-435c-b546-eae196074f52","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check dishwasher waste & water connections"
"c40032b2-9c81-5413-922b-f20e85c94413","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:26d24b91-cc16-4dd9-b61f-aa2fcdb7cb37","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check stop valves for future connections are capped"
"dd29697e-8a75-50a2-a5cc-30532ee6efa1","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:2fac5830-77e2-43dd-8b72-490040a3734b","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check all functions & controls for correct operation"
"a7a8a13c-1aa3-5702-9184-38a649360c26","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:778a51d2-1a9a-4698-a260-2456e64538e5","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check trap is clear of debris"
"46ef1de8-4a6f-55ed-b713-324148a33497","","not-started","FO Fit-off Kitchen Sink & Tapware - QA Checklist:80fe411d-73d3-4f82-8019-73d2da8f9e0c:ac29d853-a8f4-409c-8abb-29a89d8daff0","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Kitchen Sink & Tapware - QA Checklist","Details","Check caulking"
"d75eedb6-2af2-4115-a04d-c594c265be34","","not-started","FO Fit-off Dishwasher - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist"
"2112298c-d58a-51e0-9f56-edf96e96c536","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details"
"bc4b952b-9cda-5652-a426-0cd3383d53d7","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:6a0bf33d-4cfc-4027-bf39-980624c0ffa2","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"dda0c04b-7e87-5f52-ab2d-ff55daf6a212","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:2db837bf-d9c2-412e-9c66-045ec3ac877c","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Installation complies with current drawings & specifications"
"13290c5f-bd6d-53a2-8da2-31676565ff53","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:d0531d81-f748-4052-ba0b-e38fdb37f30f","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"fb305e50-663b-51b7-a59c-f250a66267d1","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:4334cd51-0b57-45f4-97a5-86a30902d215","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"d4c85638-568c-5d11-86a7-57f09ca4ba94","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:06b555e2-358f-4fd9-843b-a69ab8b5bcaa","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check fixing points are secure"
"4fbfbd41-3e02-5fd8-b1e7-07116d3d7ea9","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:95b22386-2069-4f40-a705-84397dace19b","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check level & alignment"
"2ac590dd-b1be-523a-b0ed-c79186b11396","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:347f14f2-3362-4574-a45b-6604fecabb38","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check isolation valves & non-return valves"
"287d0d19-a481-56f4-acbe-f43487477013","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:a11bc7e3-1af5-4ae2-a820-79a2c91cbe9e","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check pressure reduction valve"
"e45f3963-b832-5c7c-b68e-47f111aa16de","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:12936e8b-f8e7-41c7-b7d4-66ba66c57159","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check flexible waste & water hoses are not twisted or kinked"
"6bcb6a34-64f8-53f9-9b5f-0213da6b2fe4","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:d8a21144-81b3-4120-b19a-8cca85b40f06","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check flexible waste hose height under cabinet"
"945c89cb-e473-59df-9b29-7ced887cfd8a","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:75e78996-0d7d-46aa-b974-d2039f85bef8","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check waste connection to trap"
"85668366-7dbf-59d0-9fe0-67374a09b3a2","","not-started","FO Fit-off Dishwasher - QA Checklist:e1ece838-3882-49d6-a1f5-9007d88edbe2:3f12271f-07ac-4cf6-a2cc-662a3377971a","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Dishwasher - QA Checklist","Details","Check all functions & controls for correct operation"
"a2b7242b-32f5-4a27-80c3-68218caf7d0e","","not-started","FO Fit-off Gas Appliance - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist"
"174d0324-2cd4-5c31-8f3b-52835042cc70","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details"
"258c5697-8609-58b7-9b00-c8c526c70907","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:d62a7a25-3689-4591-a76a-4c59ce42867f","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Installation complies with latest revision of AS/NZS-5601"
"260b72cd-14a3-5ae4-b046-26b8b2aad3c5","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:417f1db4-68f1-430b-b2aa-e05f17d6f225","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Installation complies with current drawings & specifications"
"838642d0-7a80-5a0e-992f-7fe3eefc3efb","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:9a57ef7c-0a15-4457-844f-87f7f12070ef","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"9c35cd22-cceb-54b4-a558-005eca92f0f7","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:5def74d5-4758-48ce-be5b-2632058693fe","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"8a4dd45c-71b5-56a2-818f-d930a2baffac","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:750e6d0b-2dfa-4272-a07f-ea14344814cb","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Check fixing points are secure"
"5e0a9026-fd6a-5b57-8b18-4d761d02a5b1","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:8376878d-ead9-4316-b2be-e71098ceeb79","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Check level & alignment is correct"
"c44ad00d-ac78-5263-aef4-c215edb4da2d","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:3f347763-fa6b-4f12-8f92-0d9d52bb00ee","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Check surrounding wall material is fire rated"
"e734015a-cbae-59a8-bae2-03affa1ee965","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:f5a9b67c-ae45-40db-9936-0f23d53b78d9","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Check distance from cook-top to range hood complies with manufacturer specification"
"8e23168a-bb15-547b-96a0-cb1d21397f85","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:5348d696-a07e-480b-9ede-08a39717a49e","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Check surrounding walls to closest burner distance complies with manufacturer specification"
"6c48c46e-cc6f-513e-a031-6678696c679b","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:529ba17e-f9a7-4885-8ccd-da469650ade3","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Check flexible connections are not twisted or kinked"
"accefe1c-a92c-5020-819f-b047a63d0e9a","","not-started","FO Fit-off Gas Appliance - QA Checklist:f94edde1-9720-4fe6-8267-0ec2a4ef5d07:dd267796-e051-4093-956f-a01f2dfe9b96","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Fit-off","FO Fit-off Gas Appliance - QA Checklist","Details","Check gas isolation valve & cover plate"
