"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4d53b8b-082a-4b09-8189-34613b4cfe72","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement"
"d2d828c6-4005-4f35-b71a-b44c28156042","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A"
"3936abda-b6e8-4e46-8045-db96e0049be6","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A","Stair 3 Lobby"
"129fc3ef-85b3-4580-a35b-e3d524a7e3f5","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area A","Stair 3 Lobby","Rough In (Cavity Pockets & PMJ)"
"5479a88c-7c6a-50da-abce-26aee85c7058","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 1","Common Area Checklist","Fire tags installed on the door and door jamb"
"26529751-6526-5e4b-b090-5298a3c4a947","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 1","Common Area Checklist","Area left clean and tidy (attach photo)"
"ce88747b-e8b7-5b4e-b121-672a325fbc2e","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 1","Common Area Checklist","All work 100% completed to required specifications"
"b1c56736-0045-4701-b7b3-a40482a3b236","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area B","Change Room 2"
"4248136a-424b-4234-8cb1-1f51991b9bea","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area B","Change Room 2","Rough In (Cavity Pockets & PMJ)"
"b55d3e30-7e85-5dcf-a40d-bdfbd5461192","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"02f923c8-9e0b-5a14-9b1f-55f5799494e2","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"c808a3a7-5b26-476a-bd2b-600bd9eef4d5","","checklist-flat","not-started","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","Basement","Area B","Change Room 2","Common Area Checklist"
"1a3b40b9-d847-5e5d-b4cb-9eb78f8f0e12","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","Installation of skirting"
"1f26365d-e350-5baf-a623-da36b7019b22","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","Installation of architraves"
"2c3b5d29-8cf3-5349-8bab-020981369578","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","Installation of dado rail"
"68dad366-63e8-5ba8-acf0-6361812d1646","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","Installation of arcade joinery (where required)"
"c53c570f-932d-58c5-9b59-1bb30657eec9","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","Installation of fire doors"
"40d8984d-f947-57ed-b7b6-6dca14ac875b","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"600ecefe-4ee3-59ea-abb2-13eecb0a465b","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","Fire tags installed on the door and door jamb"
"cca21a8d-943d-551b-96d5-d39c081c51ad","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","Area left clean and tidy (attach photo)"
"5e04b730-6cca-5243-94ce-9b14deacd3fe","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Change Room 2","Common Area Checklist","All work 100% completed to required specifications"
"27a66033-5dbd-4c52-b898-41befb2671ea","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area B","Residents Workshop"
"10f0eb17-ab2c-4dae-aad4-feb94146467d","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area B","Residents Workshop","Rough In (Cavity Pockets & PMJ)"
"f883e7e8-bb6a-527c-a810-5686abcf4f12","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"f6f36836-720a-55a8-bfee-eaf906a9fba6","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"f14b9bc3-362b-4a79-adce-55fdc1a00367","","checklist-flat","not-started","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","Basement","Area B","Residents Workshop","Common Area Checklist"
"3b8cafe9-1304-5c0e-bf80-22823bd78b20","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","Installation of skirting"
"76d6d0cd-2ff9-5c12-b99b-0444ee51844b","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","Installation of architraves"
"692ed5ad-20bc-5815-be48-99f76ffe6a90","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","Installation of dado rail"
"d09ecc82-6a60-5b6c-88fe-a7aba5fc30b0","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","Installation of arcade joinery (where required)"
"d00c94eb-0689-55d8-9906-4bdd5c81d9e0","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","Installation of fire doors"
"855b3037-ba28-58b3-b163-4ebd78b0c5c0","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"e029bfb4-973a-55a0-93e4-aa925a50e24f","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","Fire tags installed on the door and door jamb"
"39d79f2b-7a13-5d48-b8b9-0efa388fafb0","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","Area left clean and tidy (attach photo)"
"8610d0ef-13c2-5a83-837b-0a1a6f2242a4","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Residents Workshop","Common Area Checklist","All work 100% completed to required specifications"
"05e6c5fd-7844-4efa-9340-7fd240e43c59","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area B","Acc W/C"
"f82383cd-cd67-4e7f-9b62-5ce3e0ae70d3","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area B","Acc W/C","Rough In (Cavity Pockets & PMJ)"
"0f25f20e-a29f-538f-a47d-29541fe4ad2a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"bb97da90-6c17-5358-9d95-e71b8453964a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"54a37d68-f5a2-48c6-8cb5-44a8aa93b763","","checklist-flat","not-started","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","Basement","Area B","Acc W/C","Common Area Checklist"
"a75deeb9-1e08-5c62-a5c9-913d46b30e4b","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","Installation of skirting"
"9acd601e-c6f2-581b-83a0-699309faa7c8","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","Installation of architraves"
"2b880268-8d68-55d9-9a21-9fe6f18584e5","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","Installation of dado rail"
"7f528d4a-ee31-5523-a24e-fa86068e9270","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","Installation of arcade joinery (where required)"
"e26e9429-8779-5b10-9159-d68feefa0164","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","Installation of fire doors"
"41a26702-1589-528c-8f3e-2f1b7b1567e2","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"e5294fd0-a870-515b-977b-7cf984e24642","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","Fire tags installed on the door and door jamb"
"5c3ce2ac-6895-5b72-8993-621f73b56296","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","Area left clean and tidy (attach photo)"
"3c07cfa6-dc26-5ac1-9b95-1fdd16f1f35c","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Acc W/C","Common Area Checklist","All work 100% completed to required specifications"
"8b726c25-4e79-4ad8-81a1-ed3bc3dff1f0","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area B","Scooter Parking"
"982808c4-0e6b-4227-8524-49b2f543e834","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area B","Scooter Parking","Rough In (Cavity Pockets & PMJ)"
"ba3e687b-c5e1-5a0d-be26-464f519b139d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"070133f9-7af4-57a4-9a9e-eba306fe7b36","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"cb21a45c-a38e-4adf-bd7d-c7d6ad1dc5d1","","checklist-flat","not-started","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","Basement","Area B","Scooter Parking","Common Area Checklist"
"710112b4-43f9-521d-ac04-7c11a264627e","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","Installation of skirting"
"345139c0-50ad-5835-9609-0a550d4bc4cb","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","Installation of architraves"
"bba72ee3-f126-5ab5-b4ac-e22db7bd0fbd","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","Installation of dado rail"
"ffac55eb-80bb-5352-8394-38eeccffdccb","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","Installation of arcade joinery (where required)"
"916967c0-fbec-5f09-b127-8bbe7c5068b0","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","Installation of fire doors"
"e72d036f-34cc-55f8-9acf-fd39ef5a4b03","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"a80d4854-2767-521f-bdfe-5c482d95c4c3","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","Fire tags installed on the door and door jamb"
"1c1642ee-7153-595f-9b4e-b0e3b70e74cc","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","Area left clean and tidy (attach photo)"
"5ee63577-a33e-565b-8443-6e4946576d4a","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Scooter Parking","Common Area Checklist","All work 100% completed to required specifications"
"d27305e6-fa3e-4d51-928e-e91cf06f5fc0","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area B","Smoke Lobby 1"
"977af55d-8056-4eaa-ba3f-b56872dc19e3","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area B","Smoke Lobby 1","Rough In (Cavity Pockets & PMJ)"
"6b0d1691-9d9e-5b1c-9c8b-c1cd842dc332","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"543e8f4b-6c57-5a6a-abff-bd644c2093bd","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"3480602f-a134-4c64-ab6d-8fbc782b5681","","checklist-flat","not-started","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","Basement","Area B","Smoke Lobby 1","Common Area Checklist"
"96d2308a-550d-59f7-880d-808418e40781","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","Installation of skirting"
"bf7e3a89-7f40-56a1-aa02-1a7918ecaa09","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","Installation of architraves"
"bf7c34dd-ca45-58f1-9ebc-6c4cb88554e0","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","Installation of dado rail"
"3424b498-0887-5fb4-b9eb-2a90cd201043","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","Installation of arcade joinery (where required)"
"7d1a7263-84bf-5bd3-90c7-3ede9b8186d9","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","Installation of fire doors"
"64d63dae-3792-50f8-8dc7-f6380e283897","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"f8ba53db-7288-5b80-b0f2-5a7737077e51","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","Fire tags installed on the door and door jamb"
"e5f6d891-6b6b-537d-9e8c-239c52a06ea1","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","Area left clean and tidy (attach photo)"
"d86e7535-b8f6-50d4-b417-f3f6d8003e7f","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Smoke Lobby 1","Common Area Checklist","All work 100% completed to required specifications"
"cf1685cb-f54c-46dd-b440-06be16e43d5d","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area B","Stair"
"e7dee6ad-6dcf-4f83-898e-973f496a691a","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area B","Stair","Rough In (Cavity Pockets & PMJ)"
"81f5c5aa-d42e-562e-9597-b18f4765064d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"a0b4a521-8c1a-5f28-aa7e-2a3531a821e8","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
"148829fd-4c23-47ca-b534-1e7ff639a128","","checklist-flat","not-started","3c80b4eb5e8541e4cceff7b15c669a98c175e8569e5495aa3fd901b0c29c1880","checklist-flat","FALSE","FALSE","Basement","Area B","Stair","Common Area Checklist"
"ddc4b985-18a7-5555-b55c-dc359ec05ede","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","Installation of skirting"
"be07ef06-be9d-5797-9514-0ab261361eae","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","Installation of architraves"
"6a355b20-6c8e-5be4-b50a-6133fe14ca43","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","Installation of dado rail"
"c5777cb9-436d-5dba-a582-70ea769ac316","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","Installation of arcade joinery (where required)"
"d83be205-01f4-50b6-924a-9d4edaa4e8a3","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","Installation of fire doors"
"2659fc6a-d824-5f8d-8a54-72973011257f","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"5141a11e-a494-52ee-9365-cff4d4d44fcd","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","Fire tags installed on the door and door jamb"
"d6f9fc0f-f46e-5cce-b7be-3da522f790b5","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","Area left clean and tidy (attach photo)"
"56e77c01-1034-54ab-a4fd-231d08771758","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Stair","Common Area Checklist","All work 100% completed to required specifications"
"a0b5cea3-4381-4d43-973e-c597188fc1f9","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area B","Staff Corridor"
"131c09d1-7c00-40fe-a5eb-b65a9043312c","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area B","Staff Corridor","Rough In (Cavity Pockets & PMJ)"
"702ad173-eaac-5360-8259-db7d16a36a4c","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Staff Corridor","Rough In (Cavity Pockets & PMJ)","Cavity pockets installed"
"1ef05057-778a-5f9f-9375-421fcf2fc34d","","checkpoint-status","not-started","","","TRUE","TRUE","Basement","Area B","Staff Corridor","Rough In (Cavity Pockets & PMJ)","Install pressed metal jamb"
