"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3978a4b0-4fc9-47e4-ab6f-a3a3e80b1ffb","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"f3206cc2-1f9d-49ba-8fb6-f6e913dafcdb","","work-in-progress","","folder","TRUE","FALSE","Project QA","Phase 2"
"dbce7b16-a4e8-480c-b078-6bdd8fa4ae08","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 1"
"d01395cc-efbf-4c80-83da-39c27181579a","","pass","Upper Roof","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Upper Roof"
"22518848-4a39-5590-90b7-c1a36b25d139","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Delap photos"
"b2caad2f-c53b-5fbb-a67e-2887e8b38f46","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Clean roof"
"aea9df17-783b-59cb-b79d-485d806c4ecb","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Remove existing cap flashings"
"85f5090c-af95-5d70-805b-a65fc0a24695","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Install screws to substrate"
"de76eb9a-684b-52a7-87b4-1a4f2f242021","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Install Trough Infill PIR"
"baaa0eec-32c8-54db-b133-1b574a8befad","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Vapour Barrier"
"8c4b3fa9-cd9c-54ae-8067-8bcdad2ff05f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New 40mm PIR"
"52bfd2ec-ba78-58cf-a03c-5a13af105f9d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Fibretite Membrane"
"e256c887-9328-59b2-a175-d30fcc7cde09","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Fascias"
"ce3c2660-7014-5c85-ad22-cd65f662d9df","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Parapet flashing"
"4b7e1e77-8f21-58f7-be12-d34177fef36e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Gutters and Down pipies"
"d3cf40a7-8942-48f2-b804-0956eadd1644","","pass","Lower Roof","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Lower Roof"
"8ead0f73-91ef-5e5c-b1b2-782afb0721cf","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Delap photos"
"a9d23f45-6dcf-554f-b9da-844eb7db5e2c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Clean Roof"
"287bff10-57b6-5a0c-aca4-5c36f243d95a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Remove existing cap flashings"
"448acd11-9ce3-5901-b132-7cc70d78fa96","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Install screws to substrate"
"6bb0b9bb-7fca-5b93-bbff-c6b1aff4f7e5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Install Trough Infill PIR"
"c16e863e-4431-58bb-911c-44ae2cc4825f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Vapour Barrier"
"b8a7e400-a45e-550d-b0b4-03434cfb154a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New 40mm PIR"
"56d8ffea-0541-5286-863b-015445f7c739","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Fibretite Membrane"
"7b0a5b15-8e12-5bb5-84ca-eb26382311f1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Fascias"
"75fe2ca3-08dc-5f34-8f37-53135f03244d","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Parapet flashing"
"0ecb5157-fd31-57cc-baf5-de7850b9a58d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Gutters and Down pipies"
"2d5f0396-4969-484c-9db9-8b6ec42b168a","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 1","Windows"
"2588767a-e85a-42c0-bd36-1125c45bfcd4","","pass","nAJ0 - Window","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Windows","nAJ01"
"564f9ee8-c3e1-57af-b7da-c2d80ebcd590","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ06","Window Tape"
"f25af94a-322f-5e55-a34c-0023ad0b98b3","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ06","Sill Flashing Installed"
"2a6ccd08-3895-5df8-8971-3cba47c569c8","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ06","Cavity Batten Installed"
"fcf17216-b9e7-5c1f-b4ad-c64c9bce24b2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ06","Window Installed"
"1a337628-ff3f-560b-a627-9b90bbe7d3b1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ06","Head Flashing Installed"
"5d06934f-ecd4-5939-9a8f-4f2b838834e1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ06","Gib and Architraves"
"bc4d538a-05ca-51d6-8615-ae160cb3897b","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ06","Window opener installed"
"d4b935f0-8698-41cc-9275-2454643b3a2d","","pass","nAJ0 - Window","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Windows","nAJ07"
"9d7ff142-3968-528c-9ad7-fe5f2e23522f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Window removed"
"8246074a-65df-5d2f-b0e5-0c2057fecdd1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","New Window Opening"
"069fd060-3b88-54a9-bf51-d5b2279459d9","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Sill chamered to form Fall"
"ba9d877c-c65b-5f50-9e1c-c5d767f98123","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Window Tape"
"bde680e8-2bc2-5e37-b9c7-6f3683b12cc5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Sill Flashing Installed"
"d12960a7-1034-5b05-ac5d-9a072da56ef6","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Cavity Batten Installed"
"be9f0b8d-2920-5715-9317-d60bb86384ae","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Window Installed"
"eec8a94d-3452-5613-bee5-cd7d0d18b0b0","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Head Flashing Installed"
"0e1f4162-3962-5647-b044-d5206e305ffd","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Gib and Architraves"
"c9d2becf-6fff-5698-9ddb-39792692d3fa","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ07","Window opener installed"
"4ff3f07b-58a8-4f86-87d8-0783a582900e","","pass","nAJ0 - Window","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Windows","nAJ08"
"993aca34-0a51-5f93-befd-5f56c538345d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Window removed"
"bd459785-e11e-5a5b-892e-be68a3b73f4c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","New Window Opening"
"ec2b884d-acb3-5455-9fb6-f46a434911eb","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Sill chamered to form Fall"
"982d5f0b-d65f-5cfa-bb5a-23d11887a056","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Window Tape"
"18eeace7-4cd1-5613-b139-1e11b84affab","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Sill Flashing Installed"
"44a64a3b-c849-5748-94d0-d6ce3055cf75","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Cavity Batten Installed"
"d9ea3bf6-78fa-5c2d-ac74-e107eef94fbd","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Window Installed"
"56d05655-b26e-5f30-962b-9d29216ba136","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Head Flashing Installed"
"0b83a66b-34f1-59e4-adb6-3eaeb84e2074","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Gib and Architraves"
"876bd9c4-dc9e-5f88-a371-f3b810c35595","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ08","Window opener installed"
"414d7257-d999-400b-980b-dfa34f2c18e1","","pass","nAJ0 - Window","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Windows","nAJ09"
"5e01d58d-8674-5495-9af1-9843749f00af","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Window removed"
"de7d7443-8faa-5036-a3ae-36bb786d2e30","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","New Window Opening"
"ca462cb9-6193-57f1-ac17-d6edfe28ccbc","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Sill chamered to form Fall"
"f4e21479-721e-5db0-a264-bfaf44976e0f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Window Tape"
"cfa182de-73a7-5cf9-b6ef-749def7da682","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Sill Flashing Installed"
"d13998b0-c4a3-5d1b-9260-1ff3a88f49ea","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Cavity Batten Installed"
"f7e078e4-2697-51b1-b99f-5d8594ce79b7","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Window Installed"
"b8a97ae9-a9f6-5939-995c-b555d9fbb12e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Head Flashing Installed"
"48e7e5f7-2657-56f7-a5e4-adebcc02dbbe","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Gib and Architraves"
"ad054078-245e-569c-946b-07ab52c99205","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ09","Window opener installed"
"9e7afc81-0ffd-4c9a-acbb-3e022f5f3a8a","","pass","nAJ0 - Window","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Windows","nAJ10"
"e951bb4b-58e1-5c75-83fa-09c6ed1f1e72","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Window removed"
"bcd56363-6e78-5416-a53a-680cab3d4f3f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","New Window Opening"
"b7180784-c846-5d20-95e6-da63281dbf1a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Sill chamered to form Fall"
"9d23cf0a-0e5d-570c-aac7-3486e3bee563","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Window Tape"
"972b9dd0-e480-5701-a97a-10c3b250c9ab","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Sill Flashing Installed"
"14230291-320e-5ea9-b3fa-f88c00f2b605","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Cavity Batten Installed"
"8a211d88-4360-5dfb-b66a-a9f59438a396","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Window Installed"
"e6fe7613-f14d-5daf-abe8-64d864a497e6","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Head Flashing Installed"
"f691eb40-7942-5050-b4df-f62664d91edb","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Gib and Architraves"
"23ba524f-9eb5-5328-921f-887b8ec4042b","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Windows","nAJ10","Window opener installed"
"01e63ed0-9e0d-46cc-9ccc-43100efca2b1","","pass","Block N East Elevation 2","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Block N East Elevation 2"
"5fea6df8-3acb-58ba-b599-6b1fb4cec24f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N East Elevation 2","Remove Asbestos"
"24eacc0d-3f23-50d7-aad4-fc079dddae2a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N East Elevation 2","Inspect timber framing"
"ae34fb7f-7c7a-5b3b-98e7-9dae4177622f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N East Elevation 2","Install Rigid Wall Underlay"
"1e54c0b3-0a0c-5a14-8ffb-7621f7bfa483","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N East Elevation 2","Install Cavity Battens"
"929fd363-8b53-5604-87d4-ca5705c19998","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N East Elevation 2","Install 9mm Fibre Cement board"
"60bcfef6-4fbe-5982-85a8-4f1f554693ca","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N East Elevation 2","Install Trims"
"48772cc6-7330-546c-9b6e-aefdcd679222","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N East Elevation 2","Paint"
"08ae85f6-be56-414c-a5fb-323c0de36d3c","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills"
"8bbed0cf-4096-4ac1-ac4d-a9f1f2edb122","","pass","Block N & K South Elevation Infills - Stage 2","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 3"
"73ad0864-49c8-5230-8bda-977f544e4ba0","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 3","Remove asbestos panels"
"87d5f501-3e79-5c3a-b439-f56da5c882d2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 3","Inspect Timber Framing"
"e76fca91-9377-5d01-a893-415cfd73c799","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 3","Install Rigid Wall Underlay"
"e2d55f09-07ec-505e-b17f-f9f5f5fa1a2d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 3","Install Flashing tape"
"9a322688-856d-5c39-b440-601649f8ebc5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 3","Install Cavity Battens"
"eb0278c9-903e-5290-9d64-58c8150382e5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 3","Install Cavbat Battens"
"692a53c1-8e91-533e-a55e-269c165deaf6","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 3","Install Powder Coated Aluminium Flashing"
"f3a041c9-c087-4047-83db-86fd197a40c7","","pass","Block N & K South Elevation Infills - Stage 2","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 4"
"f4c6c1a1-5812-544c-a039-c36286cd469f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 4","Remove asbestos panels"
"28e7bd62-c643-549a-8063-b78d5d7f4127","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 4","Inspect Timber Framing"
"f96491b5-6779-5ec9-96c2-2964e18cf541","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 4","Install Rigid Wall Underlay"
"332efec4-564a-5c3e-9e74-f229fcaf51d1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 4","Install Flashing tape"
"3dc5e062-308c-5f46-b471-4a39db536c68","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 4","Install Cavity Battens"
"39c54d3a-e05d-5522-8174-3d4c2c7f86f7","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 4","Install Cavbat Battens"
"0c4f46bc-3dff-5a2b-ad79-b0961fcfc6f4","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 4","Install Powder Coated Aluminium Flashing"
"87b8f141-3803-47fe-8e4d-7e8053cf594d","","pass","Block N & K South Elevation Infills - Stage 2","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 5"
"02923b2f-57ea-5d08-9719-ff720e65eefd","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 5","Remove asbestos panels"
"1fa4dcb2-ae94-56f1-8153-99e10a7f4b55","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 5","Inspect Timber Framing"
"a9bd754b-00b9-58f5-9c6d-4174771a8570","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 5","Install Rigid Wall Underlay"
"f8a9c4bb-9196-50a7-b682-c03a5b6d12be","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 5","Install Flashing tape"
"0db9cb6c-43e4-5d75-b88e-791174fb9b65","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 5","Install Cavity Battens"
"b12a0c7f-0bf3-56e6-b4e1-d5931ad2948f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 5","Install Cavbat Battens"
"a9d83f54-0e26-5d9e-93f3-bc008d764ae2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 5","Install Powder Coated Aluminium Flashing"
"8ac095a9-cf8d-453b-9ecd-5a3c71133b2c","","pass","Block N & K South Elevation Infills - Stage 2","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 6"
"f0e8d4fc-a9a7-52b2-a609-faba945d38e2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 6","Remove asbestos panels"
"cdf2813f-dfdc-5f0f-9da8-d9d0debc1e9d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 6","Inspect Timber Framing"
"d9cca71b-b0f8-5169-a464-a2f1928c4c38","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 6","Install Rigid Wall Underlay"
"08876e0d-0c3a-50cc-92b3-6a6146b0c0ba","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 6","Install Flashing tape"
"b1c24057-1eee-560c-b256-b5dd170d456f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 6","Install Cavity Battens"
"6dbf5f6e-e837-5902-bab1-13e79a59d5f3","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 6","Install Cavbat Battens"
"8fcd9ffd-5cf5-5dbb-b0a6-cd7da849148b","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 6","Install Powder Coated Aluminium Flashing"
"1cae7ab6-9b5a-40b5-9928-325daeac95b7","","pass","Block N & K South Elevation Infills - Stage 2","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 7"
"a098f9a5-113f-578c-84ed-3667a5f77e9b","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 7","Remove asbestos panels"
"d4fba62b-9115-5b4a-a94f-95407187d9b3","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 7","Inspect Timber Framing"
"5d0446d6-434f-5e11-9053-051ef829d3db","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 7","Install Rigid Wall Underlay"
"9d8b85eb-6019-5dd5-8f89-5dc923b42be2","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 7","Install Flashing tape"
"1c2b6736-53ea-5c3b-bf1f-234ba9788202","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 7","Install Cavity Battens"
"18c9f02b-1de3-5378-bc98-381447572109","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 7","Install Cavbat Battens"
"f158a224-8760-58dd-8846-44739aefd34f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 7","Install Powder Coated Aluminium Flashing"
"4eafe9f8-0c71-4669-b1a9-4500dcd0fbde","","pass","Block N & K South Elevation Infills - Stage 2","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 8"
"6b0d3630-8794-5ff3-9025-cedc3920d628","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 8","Remove asbestos panels"
"f8f33177-b4c5-5e9e-a7e5-6c2890d31761","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 8","Inspect Timber Framing"
"cc5e6898-6cad-51ae-8b8c-9a431b0ceeff","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 8","Install Rigid Wall Underlay"
"eb425669-940b-5912-9149-cf357dc19a9f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 8","Install Flashing tape"
"09d0044a-e9f1-54ec-a976-c965ee24b839","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 8","Install Cavity Battens"
"ef29dc9d-7ba0-508b-aec5-8adc5240aee7","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 8","Install Cavbat Battens"
"c009ace6-d651-5074-b24c-320d4b5ba048","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 8","Install Powder Coated Aluminium Flashing"
"1f19542c-b6df-4937-bd80-bea1d89c496f","","pass","Block N & K South Elevation Infills - Stage 2","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 9"
"ef69948a-1a11-562a-ac36-a193f802b26c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 9","Remove asbestos panels"
"58ef04b1-1f0e-52dc-97e8-a7ec9f986459","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 9","Inspect Timber Framing"
"7ea172d6-f52d-5762-a63f-7c67c982f5ea","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 9","Install Rigid Wall Underlay"
"12fc6247-d03b-5245-8a25-1611ed80dff3","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 9","Install Flashing tape"
"65aa5481-c46f-5203-afbe-07cd0eb6ef57","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 9","Install Cavity Battens"
"74eb5ed4-8018-5c91-a504-40a3339173ac","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 9","Install Cavbat Battens"
"9487347d-2ad3-5e98-ac85-bed2da194369","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Block N & K South Elevation Infills","No. 9","Install Powder Coated Aluminium Flashing"
"a978c025-7f62-43b1-beb5-0b31d6c84035","","not-applicable","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 2","Weatherboard Replacement"
"901e9366-9679-4451-8b4c-dc325a4ea34b","","not-applicable","Northern Elevation","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Weatherboard Replacement","Northern Elevation"
"820e286a-ac49-5c3d-ace4-177d08b81d92","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Weatherboard Replacement","Northern Elevation","Existing damaged weatherboard"
"8c49dac2-5b6e-5ee1-a6da-13944e21b344","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Weatherboard Replacement","Northern Elevation","New replacement"
"e50ccbce-ef97-5f7c-8984-50da8be9170f","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Weatherboard Replacement","Northern Elevation","Paint"
"49602bc2-327f-4583-84bb-8bd3d38e8112","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 2","Fume Cupboards"
"75673ee5-88c3-45e0-a987-86dd2337ff59","","pass","Fume Cupboards","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 2","Fume Cupboards","1"
"45d96142-9f25-5799-82e0-cfe9c230aae1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Fume Cupboards","1","Commissioned Results"
"79813bc6-922d-5653-90b0-9027717cbbc7","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Fume Cupboards","1","Remove existing Fume Vents"
"fc3c0090-88d8-5adb-a6c8-87b678f1550d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 2","Fume Cupboards","1","Install Ply upstand"
