"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78a15e3e-20fa-4d3c-9b0f-df4056f099bb","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"61752d13-5766-5203-a82a-4290b70c10cb","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"8f1b661f-5052-4b94-8bad-6d49f694825a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"d81bd13c-5409-49cf-bffd-09a9301bc1b0","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"6d0c1363-a917-57b6-91b2-2f787ce792f4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"1f50ea1c-cfef-577f-9961-2d8213b45536","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"da8f8f9f-8655-5431-8d69-5e0f232d1474","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"2a166c60-3e09-5207-8985-ff6193cac93b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"44a3a271-4580-4335-8296-20af7937314a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 25"
"a0e4de02-b522-40a6-8202-6890318ab118","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -1"
"a51e79d6-2844-5d4b-afd9-64b0b91764af","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -1","Pre-Pour Check"
"c98442d1-f0a0-5c8e-b25a-c56399e5a136","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check"
"8f9d9176-909e-5173-a6ee-38d87e9e9e2c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Dimensions"
"585423d7-5b02-5746-8d5e-500e76aabd60","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Mould Clean"
"db2407ae-1f6a-589c-b3ab-a36a27e81649","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Mould Oiled"
"4a2f6b2a-91c8-5ad6-8166-07c88f98323a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Mould - Workmanship"
"68c69138-160a-5c51-914f-57f47bc2a833","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Reinforcing"
"2397522f-cc18-56a9-afc7-722f1d095bb9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Cast In Items"
"74b04517-b5ee-50c2-b1da-48a670d2f466","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Marker Position and No."
"88d385aa-fdc0-5078-9a30-b77b404f705e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Make mould to Green Status"
"7031f8ca-9c94-5273-8083-d1efc86f25ec","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works"
"29a1f526-1a91-55cd-9092-66183d1fa245","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works","Concrete Works Details"
"8874e249-1514-5b24-bfa1-aec46d1edb94","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works","Wilco Sample Taken"
"9118960d-acd3-5f10-ae37-d985d14f093f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works","Bridgeman Sample Taken"
"276cb5f3-b2c6-5d14-a53e-1998d3694a55","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works","Supervisor Approval"
"cc7f85c6-4200-5170-a2a2-a9c80e9cf4ad","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Post Pour Check"
"fe90b6c5-1f8c-5e43-a905-d127e5df1460","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Post Pour Check","Edge Detail"
"6382d07c-b53f-559d-bde6-131c9aae329b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Post Pour Check","Bar Projections"
"590c248c-7f0f-50ee-90dc-efa659a70a7e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Post Pour Check","Cast in items"
"bca8ded6-1476-592f-aa2f-e85dde25d296","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Stripping and Stacking"
"581cf517-3ba1-5b1f-a2a6-7ecc69696c09","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Stripping and Stacking","Stripping & Stacking"
"5ceb198a-2681-4f50-8829-69bf0dd11b2b","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -8"
"91e6a846-bc1d-575e-b7d3-6102cf59e9ef","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check"
"7b16da1a-0bce-594e-9274-e32133394bad","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Dimensions"
"7bcf9619-bd94-5080-b3b2-95c2cc01890b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Mould Clean"
"87a1472c-9cce-5dd3-bea6-ad18f6ca0e88","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Mould Oiled"
"2b23e3bf-c5ac-5df9-9c4f-5524299c4ed0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Mould - Workmanship"
"5bcb5b37-9c75-5680-b1d7-170518c82fdb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Reinforcing"
"6e5affe3-d9c9-53b2-8f33-2b95d6c7ad67","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Cast In Items"
"a07037ef-1d33-5ec1-827d-19ee7e6a719e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Marker Position and No."
"0f360bd8-d5ac-5938-bdaa-fe9b5f952c95","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Make mould to Green Status"
"ac6efa5a-cb93-5f65-a505-8c8ae2488321","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works"
"082fca39-9050-5e1e-b906-5af5c2a2bd87","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works","Concrete Works Details"
"5206756b-49ff-558e-a9cd-c01ccc39a4b5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works","Wilco Sample Taken"
"ed1a7c2c-ca0d-5626-9a15-b625f1cf8eb0","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works","Bridgeman Sample Taken"
"54ce3836-b1f5-53bb-a5df-b0fa0586e63d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works","Supervisor Approval"
"759f0649-3bfd-550c-8a26-bd2a86c7b54e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Post Pour Check"
"31833a82-b185-5a28-bb63-d66a3c78918b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Post Pour Check","Edge Detail"
"c5b1f133-482f-575f-b22c-e7299ef882b1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Post Pour Check","Bar Projections"
"a55465bf-4528-5df9-ae06-d15cf63bebbd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Post Pour Check","Cast in items"
"17009cb1-d29d-5597-8b3e-0ebf1b80b7b5","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Stripping and Stacking"
"4b70c395-7437-53a0-b276-e2e4b9a25c13","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Stripping and Stacking","Stripping & Stacking"
"9e2afe9d-4fd5-4630-b342-9178353ca308","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -9"
"a104f94a-4d08-57ec-b171-4042443fd1af","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check"
"004eedf0-2d00-5c72-9616-1f2b84c8e8d1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Dimensions"
"03e61186-4459-53af-8747-6bf1ea2756b7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Mould Clean"
"0e89ebe0-3227-5de7-bdcd-197383e0de29","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Mould Oiled"
"6ea7e48a-49b0-589d-b911-b434fe4fe5fa","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Mould - Workmanship"
"58e6a428-631c-5ef5-9513-d0be7fc11d01","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Reinforcing"
"29865e27-245f-5361-963a-38ec0c98e2c8","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Cast In Items"
"0fa84f26-671d-55cb-9a23-9f6946f84930","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Marker Position and No."
"60e4b6ca-84b8-5fa1-9f8a-a5964ded5028","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Make mould to Green Status"
"e48cf75b-1735-543d-8760-5925aa2c2ba6","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works"
"0f90ff3d-dfcc-5ec1-a0d9-19b152536194","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works","Concrete Works Details"
"2a4b173c-cf23-5dd0-a191-bfbb9e33c1e2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works","Wilco Sample Taken"
"42231584-4a34-5216-96fd-9df52b9c6077","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works","Bridgeman Sample Taken"
"41348b61-ca32-5a5a-a4b1-ceac1f62e9a4","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works","Supervisor Approval"
"5f29d33b-0c41-59d4-811c-c111ca8700e8","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Post Pour Check"
"69a997da-305d-51ef-96a9-f81fc99aeb8b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Post Pour Check","Edge Detail"
"7f808616-dec1-5941-a24c-35d80273bcd2","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Post Pour Check","Bar Projections"
"089c6939-a833-5862-8bb4-39ca87e2c754","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Post Pour Check","Cast in items"
"38f8b925-9dfc-5ab2-9b39-020c189e7a59","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Stripping and Stacking"
"3cf747e2-f3b6-5359-9257-b1506ef1e893","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Stripping and Stacking","Stripping & Stacking"
"2adb920c-550c-4396-9149-517835118962","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -10"
"dec88cde-0aa2-5826-9b9c-9ac9a2983e63","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check"
"4c9f1665-f8fc-5ea8-a7b2-ab99b912023d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Dimensions"
"1d3456a6-c664-5032-9bc1-31a4073413d9","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Mould Clean"
"83b67c6b-f671-5d1a-8829-28ee34719c3a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Mould Oiled"
"aeb6b86e-a416-55e3-95bb-1550790151d1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Mould - Workmanship"
"1500d231-ac2f-54bd-a9fa-3574aea9f423","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Reinforcing"
"51116ccd-ac22-5e29-9f13-958e206de39c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Cast In Items"
"87193f2c-5c48-5067-a632-ab50ecb5eaaf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Marker Position and No."
"51b3b554-9296-5763-a4e3-675612bd5419","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Make mould to Green Status"
"99cd74e4-59ce-5db5-9d6c-7e4fecd91865","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works"
"c5e9f4da-db85-5922-89e4-516807cf3676","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works","Concrete Works Details"
"83ac0048-46b0-52f9-a816-6a5cb613635a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works","Wilco Sample Taken"
"0e87ec19-6e9f-5013-a248-70786fa84fda","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works","Bridgeman Sample Taken"
"74268739-eb3e-5344-9fcb-07660da403e5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works","Supervisor Approval"
"c3f825bd-d248-5ae6-9df0-8b24e1c360f8","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Post Pour Check"
"0d5f8888-579f-5261-8b62-9588c9253def","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Post Pour Check","Edge Detail"
"f1b6316d-f74c-50d3-ac2b-81c5fe01c327","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Post Pour Check","Bar Projections"
"9e2929ab-7c4e-5460-a442-6304a9c1ff37","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Post Pour Check","Cast in items"
"d8647a74-5434-52a8-8c53-5b79c8b60199","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Stripping and Stacking"
"456230a4-66be-5fff-b0cf-620e3313f9c1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Stripping and Stacking","Stripping & Stacking"
"01fca26d-9375-4444-a7bf-514ce51bcf45","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -11"
"068eaef9-3c83-597b-a57a-d62e1e72d57b","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check"
"b1736955-70af-5c3a-8ff4-e710e62d0a44","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Dimensions"
"8ff61f23-b458-51f2-a9a2-58c856896fb5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Mould Clean"
"b298e415-9814-5843-9c5b-3ae71abfd087","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Mould Oiled"
"81d4b520-3b57-56c0-acbf-02651ed60b85","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Mould - Workmanship"
"8828bc87-7a66-5544-84f0-2450fb9e1c3a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Reinforcing"
"d2296118-5da2-58c3-ad95-5597142f0889","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Cast In Items"
"a45c2158-e126-5171-ad97-e64d82cd817e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Marker Position and No."
"3c30b5c4-3d01-5a31-9e52-c20dc2369c05","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Make mould to Green Status"
"a25ed049-c81e-5f0c-a7f8-a27e163b589e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works"
"7c455a6f-687f-5096-b166-db74d49bfb02","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works","Concrete Works Details"
"cbede5d7-fdba-5a6f-a3d5-50aa759fa1ae","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works","Wilco Sample Taken"
"7a944895-00df-5ee5-97db-2c7f7a3e150a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works","Bridgeman Sample Taken"
"8a5000fb-33cc-5108-9217-66983b608c3d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works","Supervisor Approval"
"58aa248f-75b8-5c9e-a873-c5cc16a84291","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Post Pour Check"
"46976375-c0df-5517-8340-f817e3938310","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Post Pour Check","Edge Detail"
"65544c93-3098-54b8-9613-8a4c9c83c0eb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Post Pour Check","Bar Projections"
"226b5353-3123-5c5f-8fa8-5f29351aa200","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Post Pour Check","Cast in items"
"ffe8deed-db0b-50bc-9093-36ae2b0db8bf","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Stripping and Stacking"
"e648c867-4d19-5319-b09c-a9d44665a554","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Stripping and Stacking","Stripping & Stacking"
"7ebda454-99df-4c26-8b4a-91fdff4c00f2","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -12"
"572d55d4-6de8-5fdf-91cf-a15666f494bc","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check"
"315c75bd-7f39-5673-8611-0d3b9a577c28","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Dimensions"
"09464349-d733-5d4b-8dce-008a432709e7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Mould Clean"
"0e59c797-a806-5acb-b091-23cb8cf538e3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Mould Oiled"
"4b71e131-8971-5e5c-a664-f2d8be25f32c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Mould - Workmanship"
"65af853b-e2d6-5508-a278-0e2060f1be02","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Reinforcing"
"9856f92a-98e0-5e37-a143-98624be82907","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Cast In Items"
"efc63a5b-ed90-5ac8-8e2f-465fdbabd867","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Marker Position and No."
"7da1da32-1a9b-5cd4-bafd-6e57716f049b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Make mould to Green Status"
"b4fa6170-4c44-5ac0-8de5-992723089d59","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works"
"dfd2ec44-f012-5d08-9a75-bfaf73b77796","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works","Concrete Works Details"
"6d831db1-b623-5454-9045-d215e309a6b5","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works","Wilco Sample Taken"
"75d2de62-d02b-5983-9f04-5cc99b3a55f3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works","Bridgeman Sample Taken"
"b7504699-1b86-5221-87ba-c8f54fb162cb","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works","Supervisor Approval"
"b6ca540f-ddbc-5fb0-a0ba-5b7aba74e855","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Post Pour Check"
"b899a58f-033f-5269-8203-1cfef3c56e96","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Post Pour Check","Edge Detail"
"f23b7a24-f0c9-5fa5-85e7-556a5a7be749","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Post Pour Check","Bar Projections"
"6979b75f-1472-5ab3-a994-ac77e6482dca","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Post Pour Check","Cast in items"
"d75b706e-f69e-57ca-a065-0facf658c99f","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Stripping and Stacking"
"e7fdbe00-a0f4-5d0f-95de-dd1e21dd017b","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Stripping and Stacking","Stripping & Stacking"
"41e5d6f8-179f-4fc9-81f7-ee436906b6b4","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -13"
