"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"5a0215d0-f423-4728-8893-8937b99f3ccf","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"3ab70b34-404a-44b1-b972-624a1d5b34a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"8e2c0b66-081d-4c08-961c-2bc2393753a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"9523604f-0c9e-4555-b414-86d8eb9716bb","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 15","Commissioning","Commission Reduced Pressure Zone Device"
"0e9064b5-7b57-41fd-9bf9-8c2615385207","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16"
"d9d167a3-a38f-41bf-8368-0ce3d4dfa69a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation"
"9b2d0432-65c0-4791-b558-03f482eea2e9","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation","Authority Main to Meter Installation"
"08870dcc-4a57-4c7c-a3c4-45027870662a","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation","Drainage Installation (In-ground)"
"5de6f4e3-85a2-4333-8f49-cfb1500f59e2","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation","Water Service Installation (In-ground)"
"69e2e555-1b5d-421e-83c6-6c18f38542f5","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"3471a5db-d656-4ba0-9f69-dfd8164861fe","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Rough-in Plumbing Installation"
"1e1954e9-90bd-442c-83f8-9e065c56a3d3","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Rough-in Plumbing Installation","Waste & Vent Installation"
"0ee866c2-e506-4ceb-990c-14c17c8368bb","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"37381244-4bd9-47e1-9062-3877b24d8f2b","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"463101cc-8e5e-4980-b3e6-c552cb91f26d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation"
"9f60fa01-700d-4aeb-a207-de6c39ddfd30","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"9e39b21a-c497-4506-8cac-8bfb2bc98a35","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"4d4125ec-a88b-4485-9fc7-27cd838cf710","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Shower & Tapware Installation"
"ba3f4bce-a53f-4148-8ff8-aa992c4b8669","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Bath & Tapware Installation"
"7769fa20-44cb-45b4-8dba-bf31f7974736","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"91b9ea88-75f6-4eb4-8b53-bbd140d274f5","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Washer Machine Installation"
"fc948d12-029d-4d74-8f64-48e7de817ca0","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"03990fb7-0f1a-4703-a157-0bfdb54f07d0","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Tundish Installation"
"a234d370-d9c2-4264-be89-6e045854c42a","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Hose Tap Installation"
"eb42fa1c-235f-4905-8e80-3e67001225a1","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Fit-off Plumbing Installation","Gas Appliance Installation"
"e8ce171e-5dc2-45d4-8bd0-f625fa3f7b6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Hot Water Unit Installation"
"8b85a3f6-b8fa-4759-a7a0-61fccaff52b3","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"fc563c5f-4e9d-43e6-a5e0-fead38ccf69b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Testing"
"05d9718a-61a9-4fde-848d-d7d94429f21e","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Testing","Testing Drainage Pipework (Air Test)"
"ba94edb9-c99d-4bea-b1fa-db64315d1e35","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Testing","Testing Drainage Pipework (Water Test)"
"8f765d4e-82d9-4814-88b5-986e307b48b4","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Testing","Testing Water Pipework (Water Test)"
"e0eebbae-10ff-4fd3-9b76-7f430037c322","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Testing","Testing Gas Service (Air Test)"
"4dd88ff1-b3c8-4a2a-af2e-e37da402b747","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 16","Commissioning"
"467fc0ea-b0ab-44cd-9e4e-6d209e531bd8","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Commissioning","Commission Fixture Group"
"05c66257-1444-4aef-9153-f467bd7ac419","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Commissioning","Commission Hot Water Generating Plant"
"ef72a74b-0940-440e-aea3-ba267e3e2844","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 16","Commissioning","Commission Reduced Pressure Zone Device"
"ac3017d9-bed7-4ac1-9549-4bc60597e3c8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17"
"0b2c4fc8-8540-419b-a094-f9803e1251a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation"
"882bc993-a816-47a2-b530-7e81df3c558c","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation","Authority Main to Meter Installation"
"f91c0e04-83d0-428e-b395-fcde47d493f4","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation","Drainage Installation (In-ground)"
"792e4bd1-cdb3-49ce-a858-636e035715b9","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation","Water Service Installation (In-ground)"
"c4623f9c-0cbc-4b4b-a968-5b7925ecbfe0","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"d82af765-f989-4b7e-afcf-558684ac951e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Rough-in Plumbing Installation"
"4013fd64-484e-4fb9-8790-9dceac31a804","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Rough-in Plumbing Installation","Waste & Vent Installation"
"7fee670e-8974-4ea3-97e0-56f30e20d255","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"d0f506e3-7a4f-4e86-9496-d419eaa543ad","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"55b61271-6eb5-4861-8180-70ed0eaaa87b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation"
"ad3bfa2f-1062-40cc-9166-f7667cd28e83","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"9fa3aefe-5aaf-4bda-b0f4-a040664c57f6","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"699de10d-12dd-476c-a73e-d8af1e975482","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Shower & Tapware Installation"
"e9cc294e-e70a-456a-be64-bb66e85c7a95","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Bath & Tapware Installation"
"e6707d49-1761-44bf-ac6f-58c15326d591","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"12259d1a-80ba-42d6-9b13-410a781d7784","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Washer Machine Installation"
"bc42ef35-00eb-4a80-9fdd-ee52361085c6","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"cd75aa0c-e53f-49cd-bd3d-26ca3a333301","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Tundish Installation"
"27663e25-c779-4647-9bf4-dab81ba68d08","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Hose Tap Installation"
"636a4523-3971-4440-b799-aded47721c15","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Fit-off Plumbing Installation","Gas Appliance Installation"
"f9f39b81-6094-488f-a87e-93f32ca1de7f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Hot Water Unit Installation"
"26ff6c4e-b5fc-475a-97e7-32b9990e2388","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"c2f525c8-7609-44d0-be74-d4812f7e3e7b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Testing"
"5174488c-10fa-496e-8afd-79f3adc0644a","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Testing","Testing Drainage Pipework (Air Test)"
"99651794-9460-405a-991e-fd7e18cf7468","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Testing","Testing Drainage Pipework (Water Test)"
"aac99565-f730-4c14-be24-853b67c4a11b","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Testing","Testing Water Pipework (Water Test)"
"6c1aa6d5-8723-49c8-a1f1-cf94265e1dce","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Testing","Testing Gas Service (Air Test)"
"82a4c119-9b2e-4c62-802c-6ea173589de1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 17","Commissioning"
"807a54cc-fcf2-49dc-beb8-daa2e769d183","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Commissioning","Commission Fixture Group"
"608012ab-aace-446a-8fda-994caa55b268","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Commissioning","Commission Hot Water Generating Plant"
"2bfdb326-ec04-41f5-8326-c30f218cba09","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 17","Commissioning","Commission Reduced Pressure Zone Device"
"7a7f2a8d-0efd-4ee8-8bd7-b89a943f3ae0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 18"
"8a481443-8a85-4f92-8cff-a1ffa9d67e0a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation"
"f4866a26-2609-4e33-bb98-0b017a525307","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation","Authority Main to Meter Installation"
"ad75e199-4a3c-494b-8097-591fdd303168","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation","Drainage Installation (In-ground)"
"7802968f-74b5-49b6-b7a9-389945515ce3","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation","Water Service Installation (In-ground)"
"949da2d6-a345-40c8-a83d-6437c9e58c3e","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"9d14051c-f35d-45f1-8324-6b1570c0a5ed","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 18","Rough-in Plumbing Installation"
"bbd12c50-280f-4028-9862-87ec8b0e6cdf","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Rough-in Plumbing Installation","Waste & Vent Installation"
"d26da788-94f3-4990-bc0a-656e006c9533","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"4e24aef5-0c11-4f79-9508-af334fb18bd5","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"4df77c5c-2f65-4cf4-8b02-4ad749b409b3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation"
"ba8ef952-01fa-47ce-80f2-bb14b8dff6b3","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"5a8917c7-2471-42da-8a2b-57a64c35e441","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"3123a0cd-b925-4d5d-ae46-7fb67071b493","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Shower & Tapware Installation"
"70107f5e-5651-4787-8cb0-355e068579cb","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Bath & Tapware Installation"
"c9bf8f1f-db17-464c-8513-84467e90676f","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"51a3a8c8-f8d8-49af-8cf1-eb0341017498","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Washer Machine Installation"
"6c85dea6-9ef4-4332-b8fa-b67f2154d63a","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 18","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
