"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"625c89c8-21d9-4d78-811d-dcbf3187fc14","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA"
"d4d5ccac-32c7-464f-bba3-97ed7c63ae41","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards"
"5d674ddc-2ba7-4799-a702-e0f3fe113891","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards"
"047ea102-e341-49c5-bce8-0fb8b9de725b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards","SMSB-1"
"5954f8a8-f6e6-4a3f-b8e2-a31d119f5a5d","","checklist-sectioned","","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-K-NE","Power Cable Commissioning"
"2fcf6c82-9b97-4630-af3f-f3a07538d895","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-K-NE","Final Installation Test Sheet"
"47f948a0-645e-473d-b3dc-1045b78cb64f","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-1-NE"
"85989a45-2c06-4d4e-ae34-b2b583de8578","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-1-NE","Mains & Submains Installation"
"64b626e4-a6dd-4112-8a8d-fbaedce208aa","","checklist-sectioned","","QA_TEM_012_Switchboard & Distribution Board Installation","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-1-NE","Switchboard & DB Installation"
"40e931a0-36ae-427b-9854-52d265a9ceeb","","checklist-sectioned","","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-1-NE","Power Cable Commissioning"
"c254641e-a54c-4a7a-849d-ab3bfecc7b1c","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-1-NE","Final Installation Test Sheet"
"00993ebc-1189-47b9-83c2-f33b2016b70f","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-2-NE"
"2961b749-60a7-4a99-b7f9-923d6c466ab2","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-2-NE","Mains & Submains Installation"
"37a32f89-1a5a-438d-8792-d3fd593b2105","","checklist-sectioned","","QA_TEM_012_Switchboard & Distribution Board Installation","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-2-NE","Switchboard & DB Installation"
"ea877959-d00f-4267-ac13-1f7d136d9157","","checklist-sectioned","","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-2-NE","Power Cable Commissioning"
"aa35c116-7995-48e7-b275-6a5d24fdf9d0","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-LG-2-NE","Final Installation Test Sheet"
"7439b23e-cd76-46c6-b7f8-e8ab84b38dc8","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-1-NE"
"9a48e4ad-69e4-4aa8-8148-3fe606003919","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-1-NE","Mains & Submains Installation"
"0772c16c-7f13-45d2-abce-1e7fd790cc4d","","checklist-sectioned","","QA_TEM_012_Switchboard & Distribution Board Installation","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-1-NE","Switchboard & DB Installation"
"e7ce5ef2-5ae1-42a2-953a-76d36dcab965","","checklist-sectioned","","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-1-NE","Power Cable Commissioning"
"ff9ef456-eb5f-41d1-a62c-910cdd83a7d8","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-1-NE","Final Installation Test Sheet"
"83457eeb-3544-406c-b27f-eec601e9bee4","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-2-NE"
"dae4b5a3-6636-4d61-a52b-900ab64e0acd","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-2-NE","Mains & Submains Installation"
"97b39e0b-8079-4cc8-ab30-ddc41b29dd09","","checklist-sectioned","","QA_TEM_012_Switchboard & Distribution Board Installation","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-2-NE","Switchboard & DB Installation"
"6c5dbfb5-1ee6-4651-b03e-be6cfc6b5cce","","checklist-sectioned","","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-2-NE","Power Cable Commissioning"
"788a0f25-ac9a-4709-914d-ebc1655c4d5c","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L1-2-NE","Final Installation Test Sheet"
"8257ccb9-4fd8-409c-a524-4d5f8c9c8692","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-1-NE"
"e8d8846a-c8ae-4b6d-a437-3088d711c4e1","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-1-NE","Mains & Submains Installation"
"80d60e71-4753-429c-8218-c8ae2a4d4299","","checklist-sectioned","","QA_TEM_012_Switchboard & Distribution Board Installation","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-1-NE","Switchboard & DB Installation"
"876170c0-8280-46b3-81ff-8ce7e805bc00","","checklist-sectioned","","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-1-NE","Power Cable Commissioning"
"559a4677-0198-4495-a01d-cf3f793300e3","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-1-NE","Final Installation Test Sheet"
"168f03dd-4e66-4c7e-af63-27a265f3e591","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-2-NE"
"dd8b9ab8-898e-4f31-8031-a47088c5be26","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-2-NE","Mains & Submains Installation"
"699f4acd-fbc5-46db-9384-ab2d624f7bc2","","checklist-sectioned","","QA_TEM_012_Switchboard & Distribution Board Installation","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-2-NE","Switchboard & DB Installation"
"a4d3e958-ea54-4a43-a287-e4734fd1872e","","checklist-sectioned","","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-2-NE","Power Cable Commissioning"
"097161ad-0f83-4f11-8991-8033aa52d257","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","Distritbution Boards","DB-L2-2-NE","Final Installation Test Sheet"
"eb243b44-ed6b-42a5-8152-ec8880137f67","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's"
"7fe9fd33-704d-4d61-a223-ab225ab3c7a5","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","FDCIE"
"a2887a9e-4fdf-4d7e-8fee-3cd96216bbff","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","FDCIE","Mains & Submains Installation"
"35a7f363-312d-438c-8682-c544efc8699b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","FOH LIFT 1"
"d487b56f-24cb-4be6-9d2e-8846e2865a58","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","FOH LIFT 1","Mains & Submains Installation"
"9b8a94f3-31cd-4a41-9c6c-bb6c21ccec66","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","FOH LIFT 2"
"a2ac993d-ec72-42b4-b8b1-30d781550206","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","FOH LIFT 2","Mains & Submains Installation"
"3579eee5-2646-4dbe-84eb-e0bdbe3e851e","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","BOH LIFT"
"398b0468-cb00-47e3-a2f3-6b1a94409e90","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","BOH LIFT","Mains & Submains Installation"
"6d6a3fb6-953a-49de-a4f8-4823a1ddd235","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-02-1"
"9baddc2d-5b6f-4cd3-a948-3c8f87f31907","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-02-1","Mains & Submains Installation"
"6764ec0f-e763-47f5-a6e0-cb8b96b26f92","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-02-2"
"5b3a8bfd-29dc-4398-8dd9-ebb93c574862","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-02-2","Mains & Submains Installation"
"1554ed0b-c979-4cbd-9577-7ba4b3c3783b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-01-2"
"f7165d74-1854-4713-a241-7628d8ebbd4e","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-01-2","Mains & Submains Installation"
"55036b53-1bc6-4eec-ad7b-863e00832598","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-02-3"
"c192c3b3-4565-4656-a6c8-ad2a914c1424","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-02-3","Mains & Submains Installation"
"2d6f4baf-f1ac-4945-a9fd-6b5c7f6d5081","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-01-1"
"81d8a761-abf6-4b68-b218-d183085ad92b","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-01-1","Mains & Submains Installation"
"c4d72c35-e1c9-4c10-839e-6577b18373c5","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-02-4"
"328debaf-7d35-400c-966c-3676d9a87969","","checklist-flat","","QA_TEM_011_Mains & Submains Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Switchboards","MSSB's","MSSB-02-4","Mains & Submains Installation"
"b9606821-c431-4070-86c5-b137b9ee9372","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits"
"358e16f3-abc0-4920-9764-cb2b2bb8b26a","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation"
"af1160fa-6ece-4f9b-9f25-bb7f246c1572","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Future Carpark (Electrical)"
"8585a390-ff7d-46b7-9583-b4d0b56476da","","checklist-flat","","QA_TEM_081_Cable Pit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Future Carpark (Electrical)","Cable Pit Installation"
"a3dddc97-ea23-4ba5-80b7-8fd572b3bc01","","checklist-flat","","QA_TEM_004_Trench and Backfill","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Future Carpark (Electrical)","Trench and Backfill"
"b7b174b0-54b7-4891-be5c-01fa98e8a6c0","","checklist-flat","","QA_TEM_007_Cast in Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Future Carpark (Electrical)","Cast In Conduit Installation"
"69d0e39f-d82d-478a-9ec7-68306d17f8b9","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Future Carpark (Comms)"
"cebc76df-2637-4448-8600-6d1b87a73725","","checklist-flat","","QA_TEM_081_Cable Pit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Future Carpark (Comms)","Cable Pit Installation"
"39138116-7e66-4a3b-9d97-f451bec8e09f","","checklist-flat","","QA_TEM_004_Trench and Backfill","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Future Carpark (Comms)","Trench and Backfill"
"cad2da89-6045-4bf5-aebf-47ea36768687","","checklist-flat","","QA_TEM_007_Cast in Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Future Carpark (Comms)","Cast In Conduit Installation"
"715596e0-cc1b-442a-b1b9-8bd76c7ccc84","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Kitchen Pit"
"8873e8bd-84cc-4fc4-83db-186f6c3f693b","","checklist-flat","","QA_TEM_081_Cable Pit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Kitchen Pit","Cable Pit Installation"
"82b9ef9a-eb6a-43d2-994d-5815948b0921","","checklist-flat","","QA_TEM_004_Trench and Backfill","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Kitchen Pit","Trench and Backfill"
"f92c623d-49d9-477e-a382-72c113100ae9","","checklist-flat","","QA_TEM_007_Cast in Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Main Switchroom to Kitchen Pit","Cast In Conduit Installation"
"9467a0b4-37e5-4f6a-940a-ce67714bd343","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Outdoor Rehab"
"60e8af96-8bc6-4567-b6c1-be0c270a3310","","checklist-flat","","QA_TEM_081_Cable Pit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Outdoor Rehab","Cable Pit Installation"
"d149cf0f-767c-4b2d-b2a5-021e9da25992","","checklist-flat","","QA_TEM_004_Trench and Backfill","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Outdoor Rehab","Trench and Backfill"
"4f1f6340-0f13-4174-8d63-caedd73c4211","","checklist-flat","","QA_TEM_007_Cast in Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Outdoor Rehab","Cast In Conduit Installation"
"122d7ffc-88ee-4b83-b0b0-052d2862fd3a","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Electrical Cupboard"
"655a489b-263c-43d3-8d3b-94dd543edbad","","checklist-flat","","QA_TEM_081_Cable Pit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Electrical Cupboard","Cable Pit Installation"
"226673ea-a58f-4e9f-a559-01f88034d5e2","","checklist-flat","","QA_TEM_004_Trench and Backfill","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Electrical Cupboard","Trench and Backfill"
"d6a0e442-b811-4a8b-a801-2c10cf5d6dbd","","checklist-flat","","QA_TEM_007_Cast in Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Electrical Cupboard","Cast In Conduit Installation"
"3dd6b160-79b5-4e75-8c91-10cf407ec461","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Electrical Cupboard (Lift)"
"d81209ba-5c6c-442a-b78d-1717b0eca8af","","checklist-flat","","QA_TEM_081_Cable Pit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Electrical Cupboard (Lift)","Cable Pit Installation"
"4647b4aa-7d43-49dd-bbba-3ca3d043c627","","checklist-flat","","QA_TEM_004_Trench and Backfill","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Electrical Cupboard (Lift)","Trench and Backfill"
"070d9aaa-73c2-44ee-bc52-2c3da918d734","","checklist-flat","","QA_TEM_007_Cast in Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Kitchen Pit to Electrical Cupboard (Lift)","Cast In Conduit Installation"
"afb7d935-4238-4c0f-8767-e3c3a74c1777","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Outdoor Rehab to Electrical Cupboard (Lift)"
"ef34c707-9fa8-401b-9eef-5181ec09cfc2","","checklist-flat","","QA_TEM_081_Cable Pit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Outdoor Rehab to Electrical Cupboard (Lift)","Cable Pit Installation"
"a1bc5059-b14b-4731-b2b3-e6e410b9040e","","checklist-flat","","QA_TEM_004_Trench and Backfill","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Outdoor Rehab to Electrical Cupboard (Lift)","Trench and Backfill"
"c5587a9b-3e93-4db7-ae99-950f2cffade2","","checklist-flat","","QA_TEM_007_Cast in Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Outdoor Rehab to Electrical Cupboard (Lift)","Cast In Conduit Installation"
"5d333e6a-b9c5-4a23-9af8-f64ed4c9cee5","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Electrical Cupboard (Lift) to PL3 Loading Bay"
"245ba5ae-4c71-4dee-9159-e0bce838eb17","","checklist-flat","","QA_TEM_081_Cable Pit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Electrical Cupboard (Lift) to PL3 Loading Bay","Cable Pit Installation"
"62b7443b-dd38-4686-8d25-8ecee5963681","","checklist-flat","","QA_TEM_004_Trench and Backfill","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Electrical Cupboard (Lift) to PL3 Loading Bay","Trench and Backfill"
"fe8190c3-12a9-4372-8dab-414091965c44","","checklist-flat","","QA_TEM_007_Cast in Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Conduit & Pits","Underground Conduit & Pit Reticulation","Electrical Cupboard (Lift) to PL3 Loading Bay","Cast In Conduit Installation"
