"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27620973-575d-48b5-81f1-cd5e5a7dfe3f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"a8b76dfc-9074-4448-b2a3-40d9ae7ea995","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge"
"763e381f-9dcf-4baf-869d-9081cf5ca916","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3"
"28e39c01-93d7-42cc-a38f-3101ec7f94e1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3","Wet Fire"
"28bc6305-f0a7-4cce-9d19-4a65aa56e365","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off"
"acf941c5-ecae-50ee-a0e0-cbae6fd57ed5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"1547c28b-fd9d-52b6-8c96-32b48e999c70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"cea102ad-0c4d-4c4c-b4c7-0f7e4cce7ee1","","checklist-sectioned","not-started","ENT-003 - Sprinkler control valves","checklist","FALSE","FALSE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves"
"0abaad45-f888-5075-abae-8bad92c6bd16","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Installation"
"745b37ae-dad8-533a-828f-4a76fa553903","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Installation","Specification reference checked"
"13b3dedc-aae5-5fa2-ae16-e61d098cf5ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Installation","Valves and valve monitors installed"
"6dd9ac47-30ec-56c4-8560-2f21669a4d01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Installation","Pressure switches supplied and operable"
"0725dd35-4937-5c89-95ed-c052ca1b62f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Installation","Pressure gauges fitted"
"2371a879-8e03-5d32-856c-f909c04462d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Installation","Drains connected"
"e4169fd1-0730-51bd-9320-9bd40668ba98","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Installation","Statutory Labelling"
"2368344c-c093-5dea-b8a1-6c22e4e64b78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Installation","Certification"
"3d9f2b8b-b362-5506-846d-6f696b556050","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Sign-Off"
"70492408-a0ce-514b-abf6-36aef1ca8aea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Wet Fire","Sprinkler control Valves","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"c8928175-11f7-4969-b28a-d8a9eb89eedd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B2","Dry Fire"
"b453e4e7-dcdc-43a4-bd93-ed66f53b2612","","checklist-sectioned","not-started","ENT-013 - Fire Electrical rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off"
"0bb58ad5-e08f-5e93-ab1b-751a5f5e8537","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start"
"ba42fbed-0e72-5817-8f7b-857c9d50fb36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"9af94135-f1c1-5fc1-baf5-40f19e196451","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"ea7f80a5-8a2f-5173-b75c-8a01bef06c88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"5ecb16da-8f0a-55c3-a89c-9f880835e8bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
"ac6aa358-a852-5378-888b-360ead8d90c6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In"
"4f3a18e1-de17-58a9-b1bc-41e4bc768b33","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Correct cable used (eg Fire rated as required)"
"9bb75c75-35ad-5d96-8bb0-80afd941ba13","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Cable Support"
"8af46412-8198-59b5-a849-09413dc1eeee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Segregation from other electrical services"
"a9a47890-31dd-5712-a354-85d3281f63e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Type of cable fixing and spacing"
"d5a58399-90e4-52e0-bada-114fbce0d500","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","No cable joins between equipment"
"4ad5fd53-b511-555d-8461-c07f0a63ba71","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit type"
"767bd044-97d0-577a-a187-4b755f6de931","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit fixings"
"bac621cd-87be-5ec1-9381-0c5ed766c40c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","MASDS"
"f9a0dc82-7a26-569a-b7f7-beb808b2a420","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off"
"fc4fe63a-190d-5285-9be1-a6c62a6bbde4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensor locations as shown on drawings"
"c0ff3241-507f-5751-bc63-b86a6ff72fa5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Warden intercom phone locations"
"2af62a34-ff18-58f7-accc-3ac83d1140d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Break glass alarm located per drawings"
"bcb0943a-6813-579e-881a-901e687ac5b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Hold open devices located per drawings"
"1321f5d0-3d08-5003-a803-2fb8d1c99f5e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with Mechanical services"
"34630a6a-2262-5bcf-8394-8b48ce1b6395","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with DDC"
"994865ec-e6be-5915-9392-9695da56d90d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensors fixed correctly"
"fdb2ab6f-28dc-51fd-9a20-5a83bdf3a70f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","FIP installed & connected"
"f9a87b6c-3922-5b81-b884-225fe842a4e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Connection of system to Tyco for Monitoring"
"e3518cdd-3e55-52ae-8e41-c3a0f1eff40f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","MASDS Panel Fit Off"
"c51a7824-e42b-5290-bcca-7735c54fc547","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Strobes"
"0fbf0dae-9f9a-5846-ae82-c629343d6f0a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning"
"30e2cdaf-e076-5760-8435-6b31e5cece17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm all devices indicate at FDCIE"
"05286ee7-567b-5abd-a857-9b77ba502302","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm operation of all ancillary functions from FDCIE"
"39e539a3-07fd-50f1-b47e-60fadfb1f82b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","FDCIE. Operate each alarm test, isolate and reset for each alarm zone"
"9bd4c60c-6295-506c-ad0a-f0bcde65348e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"1df3de5f-9b81-58ba-b6e2-5a732fe9426c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"5bb31c91-e128-56d6-8756-b117abb26119","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off"
"f19ad475-3726-5f3d-9f0c-385b180c7a8c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B2","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"2fb3126f-95e7-44fc-b611-95f31e56b371","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B1"
"3132c875-0e9c-40f5-9996-090c648e2f0a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B1","Wet Fire"
"e72c9e43-3528-4e8a-a3f8-b9d810667137","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off"
"a0f536de-fff7-5071-be20-2c2d989cd875","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"c72fee43-def4-5c53-9478-158f5e6069da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Specification reference checked"
"15c9742e-b7fe-547d-8be3-b10b476748bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"d0141928-8ef2-510e-b6eb-d6d6f8aba124","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Sprinklers"
"e94adf1f-5c67-5985-99db-babb7624c1ed","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In"
"c0bc5bed-bf66-582c-ac0d-31f4fb8eb03f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"26a16ec4-4bf2-53fe-a90e-f4093b6cc3de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Hangers Location"
"7e5e6366-c240-5ec9-b4e8-8e65ce9637bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Concealed spaces sprinker heads installed"
"90e89610-01c8-5e62-87c8-aa6856eb0e29","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Outlets capped"
"2f5a853e-0df6-5fb8-becf-450ec4e69e94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pressure test carried out"
"f8f67055-bb83-5c42-9be3-d49855272aac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"d8449461-6438-5267-a11a-0602fc108c4e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off"
"9abdb03c-e65f-56ad-ab32-c46676bc81a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Sprinkler heads fitted to final locations as per coordinated RCP"
"2234883e-cb80-5d78-9f9c-ccf308c9e95f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Pressure test fit off"
"5fad159d-49f2-5441-82c7-8dd71f7e3986","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off"
"0bf341fa-bd73-5b75-80a4-4696bbe1baaa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off","Inspected by Independent Certifier - Signature attached below as applicable"
"f6c8a3cf-6820-441d-848c-2943caa760cd","","checklist-sectioned","not-started","ENT-006 - Hydrants & Hosereels rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off"
"d31f033c-1bc3-5f86-8a3a-441ff6967451","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start"
"8c7c8b22-ead3-567c-8835-d0678ed62af3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Specification reference checked"
"afd94895-4bed-544d-98c0-d066e6d39116","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Area clear, tidy and accessible"
"a5e86dc7-9447-54cd-b39b-d1764a53e7ea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"ca031cbb-3129-5359-a1a9-dcb112e62c3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Hose Reels / Millcocks"
"252af920-e0ac-5f06-810b-1d6f5125f0bb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In"
"e1a534b2-746b-59ff-bb71-eaa5906da9cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"c553d4a7-b8da-5b4d-ab27-684342a5601e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Hangers Location"
"b4426c90-d84c-552b-9d90-9c3d4ca3bffe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"4079574d-73b8-54d4-9d36-6f0f45b8d2dd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off"
"4853bd1e-0af2-5ccb-a211-cc4364985e59","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Hose Reels (Minimum Clearances)"
"c3be7861-9cab-50f4-8232-d5a1dec666d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Millcocks (Minimum Clearances)"
"68f313d9-ab29-55bb-b56d-7b99ce166439","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pressure Test"
"14f160c4-b625-59f9-96b1-eb7ede83edeb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pipe Identification Labelling"
"7b14f4a9-dc1a-52f6-bddc-3ba38ab47d7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Statutory Signage"
"17696ac4-c864-599b-8704-ef88a7ac26d4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning"
"73944dc8-2a4f-5495-abdb-d080b0aa4b79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Flow Tests"
"ed036d12-886d-5ba6-8bf5-c3bf95989e44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Certification"
"05ad4dd2-b8e3-5c69-8a18-8b6aa48e28cd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off"
"60ebfdb1-29a6-5846-9af2-56f3a932814f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"637f355b-582b-4c97-ba3d-5c8f61534b33","","checklist-flat","not-started","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","City Edge","B1","Wet Fire","Pressure Test Checklist"
"616eb516-7e7b-5dc7-becb-28d0c9dd4f01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Pressure Test Checklist","Test Details & Results"
"a7ffae59-9245-530d-8b3f-dd43865c67f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","B1","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"b3a6aa82-5727-4ac4-afc3-7610a9483542","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B1","Dry Fire"
