"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"652928b3-520d-4922-a390-7a7d3f1a63eb","","checklist-flat","not-started","SYS - Fredon Compliance","checklist-flat","FALSE","FALSE","Compliance Documentation"
"8625df84-f6ff-5a0f-b4ac-b34f5f043499","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","Fully compliant, site specific Safety Manual and SWMS have been submitted and accepted by the Principal Contractor."
"4e1f2267-cca4-5abf-b9d5-b3a3adaa3b82","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works have been trained and inducted in the Safety Manual and the relevant SWMS for these works."
"978cfdf6-ca16-5e66-b702-2d9a0740d08b","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works are qualified to carry out these works, and are trained, and competent in the use of all equipment and plant required to carry out these works."
"b2ace1a4-35e2-47fa-b513-284f2b0c0df8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"aba99fe8-b976-4701-ab8f-928212836072","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works"
"3d8335f3-5b16-488e-9043-c94f8073b0d2","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works","B2"
"c47cd587-351e-4847-809c-1b151bdd5546","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Ground Works","B2","Retail"
"2fb8e54e-d3bc-46ff-a47a-ff9fa0cae1a0","","checklist-flat","not-started","ITP 175 In Ground Works","checklist-flat","FALSE","FALSE","Site QA","In Ground Works","B2","Retail","ITP 175 In Ground Works"
"bf4d676c-e1cb-5ee0-886d-74965dea80d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Conduit to be measured and cut using correct tools"
"beba221e-9853-556b-9d92-f360a7cd155f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Ensure entire conduit installation is fixed to steel work using tie wire"
"d4b39ff7-97db-5303-8b6d-5fd10a18ec75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Ensure conduit installation is supported from deck over entire length"
"38b79157-2215-517f-933a-144f3fb32d93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Ensure that the void/materials are fixed securely at its final location with the correct dimensions to allow the final equipment to be installed at FFL and Adjacent to walls Floor Boxes & Cast in Light's etc"
"0fe2ab46-9b99-5dd3-bcf8-6ab67483eeaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Ensure sufficient concrete cover can be achieved"
"9ad6dec8-f8e2-5be7-a337-00fad109ecc3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Complete as installed conduit drawing showing all conduits. Photograph area of works."
"6fb325ec-424b-5225-a52f-5a7850383735","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Ensure that if the slab may be used as a floor for showers and bathrooms have an equipotential bond to the steel reinforcement."
"43ff60c1-f37a-5b25-bf37-0e8b93b4f3dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Observe concrete pour with particular attention to critical area"
"60328cb6-1984-533e-862e-0494eba50d9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built drawings."
"59e9a15d-6037-5cf2-a53f-c5c0fd3dd079","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITP 171 In Slab - Works","Cross check and verify that the As Built Drawings are Complete and Correct"
"c7d8193f-9736-4d9d-a3e1-720ddf3cd528","","checklist-flat","not-started","ITC 171.1 In Slab - Works","checklist-flat","FALSE","FALSE","Site QA","In Slab Works","B2","Commercial","ITC 171.1 In Slab - Works"
"d8008551-0dbd-59af-b333-fac5b8762c01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITC 171.1 In Slab - Works","Ensure that the latest revision drawings and specifications are being referred to"
"c8db04f2-4017-57f8-85e6-5337a622937c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITC 171.1 In Slab - Works","No Structural Implications"
"2723a34f-c21d-5e76-a431-0796c30ad595","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITC 171.1 In Slab - Works","Marked Out Correctly"
"e658fbfa-d4e2-5b8c-8759-755c9c76e845","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITC 171.1 In Slab - Works","Glued & Tied Securely"
"fcffb5d1-4bcc-5720-afbf-9a343f72f798","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITC 171.1 In Slab - Works","As Installed Drawing Attached"
"367fcb16-2710-5d96-af5e-cfa224cafaa3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITC 171.1 In Slab - Works","Conduit Ends Capped"
"af3b8d91-3918-5428-8d30-f3645cd7e5ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Commercial","ITC 171.1 In Slab - Works","Signed off by Installing Tradesman"
"801d544a-a675-41d9-80b8-e2e9edb7d446","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Slab Works","B2","Residential"
"bbd0ce25-8e81-499b-ad19-cb813d570a7a","","checklist-flat","not-started","ITP 171 In Slab - Works","checklist-flat","FALSE","FALSE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works"
"5a625aea-bbb5-5a14-855b-ba48c88a11cd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure that the latest revision drawings and specifications are being referred to"
"a7640ae8-2d54-5c15-a968-cd3dd0794e30","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure that all new installations have been coordinated with other services, both new and existing"
"c6bd6fab-52ce-59eb-9a37-c0f317a7446a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure that the latest service & co-ordinated drawings are being referenced"
"7af00c0b-f48c-5341-bfac-695385f178d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure correct datum points are identified confirm datum points with building works supervisor. Use correct set out measurement tools and equipment"
"2d5216a6-388b-5405-9559-1e3d680f1949","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Engage certified surveyor for critical set out works"
"08939fcc-c465-5065-8bd4-034987dd6f93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Identify circuit to be installed, confirm circuit cabling requirement. Select conduit size accordingly"
"f995827a-3c33-5573-a3b6-34c914ee2499","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Conduit to be measured and cut using correct tools"
"4aff78bb-068b-5ba7-be88-c16c00a1c8dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure entire conduit installation is fixed to steel work using tie wire"
"bd03c7a2-960e-57c9-88fc-cbc07b1d9bad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure conduit installation is supported from deck over entire length"
"4b36fb5f-a7f5-5ae9-96d8-ff1961934c47","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure that the void/materials are fixed securely at its final location with the correct dimensions to allow the final equipment to be installed at FFL and Adjacent to walls Floor Boxes & Cast in Light's etc"
"023682ed-b2fc-549e-9515-6c89c5deba92","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure sufficient concrete cover can be achieved"
"a87e0280-454f-50f6-ac1f-b2d01034ab52","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Complete as installed conduit drawing showing all conduits. Photograph area of works."
"fbe673e0-5346-59af-ad7a-f73a43a27c29","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure that if the slab may be used as a floor for showers and bathrooms have an equipotential bond to the steel reinforcement."
"386815b3-b539-5868-a72c-9de979539a72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Observe concrete pour with particular attention to critical area"
"21610074-a9b1-59cc-bf68-418b6cdcb7fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built drawings."
"ebec38f2-03ab-5c36-84d4-7dc4345f7568","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITP 171 In Slab - Works","Cross check and verify that the As Built Drawings are Complete and Correct"
"6c7c5354-76b8-48f9-8a91-7b886de3ee8a","","checklist-flat","not-started","ITC 171.1 In Slab - Works","checklist-flat","FALSE","FALSE","Site QA","In Slab Works","B2","Residential","ITC 171.1 In Slab - Works"
"7c96079b-0812-5774-bf47-69ed94acb73e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITC 171.1 In Slab - Works","Ensure that the latest revision drawings and specifications are being referred to"
"50baeef5-b4cf-5c64-8412-36c91bdcb6a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITC 171.1 In Slab - Works","No Structural Implications"
"e6be17c4-e798-5ae7-bd42-deef8b9dad92","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITC 171.1 In Slab - Works","Marked Out Correctly"
"fe90e162-c5ae-53cc-af13-15a49df26a4c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITC 171.1 In Slab - Works","Glued & Tied Securely"
"db94bbfa-d2c1-5c90-86d2-b0d57652d5a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITC 171.1 In Slab - Works","As Installed Drawing Attached"
"cdcd75d4-f2d8-57a5-a2a2-2f4ef390b9d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITC 171.1 In Slab - Works","Conduit Ends Capped"
"086e5928-d888-5299-a13f-f0c3c8bfa063","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B2","Residential","ITC 171.1 In Slab - Works","Signed off by Installing Tradesman"
"f07d745a-4ccf-4852-82db-658e70fca334","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Slab Works","B1"
"95089cc7-e423-42a5-919d-df2c848edc16","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Slab Works","B1","Retail"
"19bc0cbf-e611-414b-a079-c2253de44627","","checklist-flat","not-started","ITP 171 In Slab - Works","checklist-flat","FALSE","FALSE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works"
"74ed28c0-eb23-5c06-a791-9569d9bd547a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure that the latest revision drawings and specifications are being referred to"
"4d6b4ae8-4f90-5cb4-9f49-3a0491dfeab8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure that all new installations have been coordinated with other services, both new and existing"
"d66f672c-994a-5640-8337-8b6394c5bd1f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure that the latest service & co-ordinated drawings are being referenced"
"e412c04d-09ef-5254-a4de-21359ea915c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure correct datum points are identified confirm datum points with building works supervisor. Use correct set out measurement tools and equipment"
"82f91ec4-6052-5cb1-96d4-ad7948ea2d8a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Engage certified surveyor for critical set out works"
"3531c89d-f3a4-5b13-a327-eb5201d6fd63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Identify circuit to be installed, confirm circuit cabling requirement. Select conduit size accordingly"
"a0955f37-9519-521a-a227-d134ce73a0f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Conduit to be measured and cut using correct tools"
"021927dd-2b5f-5a55-abaf-7bc348a78362","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure entire conduit installation is fixed to steel work using tie wire"
"8cda970a-d5ac-51fe-a634-c8f1021d4322","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure conduit installation is supported from deck over entire length"
"aaf7a9a3-7326-5db2-bd8d-5fbe8ab7cd74","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure that the void/materials are fixed securely at its final location with the correct dimensions to allow the final equipment to be installed at FFL and Adjacent to walls Floor Boxes & Cast in Light's etc"
"c2de76f7-892a-52e8-ad73-54e58c745f10","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure sufficient concrete cover can be achieved"
"ff845683-6b84-5dfa-af61-658b4837df6e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Complete as installed conduit drawing showing all conduits. Photograph area of works."
"11897c75-948f-58cf-bd20-f0ac65f6df7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure that if the slab may be used as a floor for showers and bathrooms have an equipotential bond to the steel reinforcement."
"9ea0da23-08e1-5fa9-901e-7ec78dbda773","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Observe concrete pour with particular attention to critical area"
"bc1b9e91-a708-54cb-895f-35632c62ad5b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built drawings."
"a2218533-80e1-5e48-b793-6e1dd38b40f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITP 171 In Slab - Works","Cross check and verify that the As Built Drawings are Complete and Correct"
"9189aa9f-76a3-417f-a048-3fe186041c50","","checklist-flat","not-started","ITC 171.1 In Slab - Works","checklist-flat","FALSE","FALSE","Site QA","In Slab Works","B1","Retail","ITC 171.1 In Slab - Works"
"5dee8c55-9584-5141-9774-4326d705f11f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITC 171.1 In Slab - Works","Ensure that the latest revision drawings and specifications are being referred to"
"1271a3b5-e668-5d65-b63d-4e4a290f3847","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITC 171.1 In Slab - Works","No Structural Implications"
"d9a22d46-b22c-5138-88d0-ef0883902f44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITC 171.1 In Slab - Works","Marked Out Correctly"
"4aa58ed7-0b87-595f-9e22-4fd2cd3abfdb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITC 171.1 In Slab - Works","Glued & Tied Securely"
"9442e8ed-9f69-5915-b4ae-e89372ea9262","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITC 171.1 In Slab - Works","As Installed Drawing Attached"
"0bd9ccc5-5c89-509c-b5f7-f839816e0a38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITC 171.1 In Slab - Works","Conduit Ends Capped"
"1541e45f-4d59-5c4c-9ed2-d715cb668a0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Retail","ITC 171.1 In Slab - Works","Signed off by Installing Tradesman"
"ea73cd94-d0ed-463a-b06b-03e24c665f8e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Slab Works","B1","Commercial"
"1d98b88b-a0c7-45f8-836d-7b19cc55938f","","checklist-flat","not-started","ITP 171 In Slab - Works","checklist-flat","FALSE","FALSE","Site QA","In Slab Works","B1","Commercial","ITP 171 In Slab - Works"
"4f6da4d5-788b-5561-8d80-d4333cb4e953","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Commercial","ITP 171 In Slab - Works","Ensure that the latest revision drawings and specifications are being referred to"
"3bd8d8ce-f0f4-566a-97f0-40e0ee3b50fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Commercial","ITP 171 In Slab - Works","Ensure that all new installations have been coordinated with other services, both new and existing"
"a9754092-e8d7-519f-ac34-f161fc560d67","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Commercial","ITP 171 In Slab - Works","Ensure that the latest service & co-ordinated drawings are being referenced"
"6d5aba2f-6175-5d61-9774-04658954da31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Commercial","ITP 171 In Slab - Works","Ensure correct datum points are identified confirm datum points with building works supervisor. Use correct set out measurement tools and equipment"
"3d5c2402-f84b-53b0-984c-b61972d96da5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","In Slab Works","B1","Commercial","ITP 171 In Slab - Works","Engage certified surveyor for critical set out works"
