"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"06a004aa-ba78-408e-9c3f-d67094b6e32e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Pre-starts"
"a17d6eaa-0a05-4b4a-b14e-63a4e2305a5d","","checklist-flat","pass","Pre-start Toolbox Talks","checklist-flat","FALSE","FALSE","Daily Pre-starts","Pre-start Toolbox Talks"
"e25f684b-96d7-4eb9-b3f9-91dd4783de30","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"dcc01748-47e1-580b-8666-ca9c0cfefa67","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"4cfaf76e-55cb-5170-82a2-e79e32bbb950","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"98e1e1eb-a452-43b9-9acf-d6e8e4966145","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"c475dfa8-56c0-556f-a851-4560fbaf9bfc","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"e98c06b6-5fb1-5d5b-97c2-33064b229ab9","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"e0f36e50-4be4-45ac-a4ef-d3e1714967e0","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"318f6786-580e-5f7b-a2cc-0c65e99c95ed","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"dc25dcdf-3aa6-5079-a1b2-f34a86157ca1","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"2a7ea400-119a-4f48-89ea-ce1a5cd01cd6","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"bbb73b3f-5b26-5e77-8ba1-4db1ed586d95","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"b6e83715-142a-5651-b5f9-d0b39a7466f9","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"634e26db-3c7d-4e1b-b606-8c3b5ebd11c7","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"ffa93739-f57d-53cc-8445-5efbf19de8a1","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"72eca5f9-3fb5-5f67-be85-b13be75a4d3d","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"e893554f-d4ce-4674-9e5f-1c6ce15a9f02","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"a081aa9f-7905-5053-adaa-4c1e6cae1705","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"33125777-242a-5d9b-8e93-0e8bf8c1170e","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"f39e8d51-250c-40e3-9d6a-49b0a5bdd9e6","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"c81bbd01-7716-56f2-b97d-dc69d8f22d3f","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"fd626bdb-6766-51f4-98c2-4a3ed58d6ac8","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"b62762c7-5715-4222-9a33-c7cdd75810ad","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"423a18f6-797a-54ec-8f95-6442ce5c22a4","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"2cb057d0-4db5-5f2f-8486-29664fb04a3a","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"8821b966-7c1c-4727-9e71-7add62d8f716","","checklist-flat","pass","Toolbox Safety Talks Meeting Minutes","checklist-flat","FALSE","FALSE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes"
"03100ce8-4db7-5654-84fb-ca805a4443ea","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Toolbox Safety meeting completed"
"a728cf0f-c849-5674-a1be-06326a4749d1","","checkpoint-status","pass","","","TRUE","TRUE","Weekly Toolbox Talks","Toolbox Safety Talks Meeting Minutes","Signed off by Ergo Group Supervisor"
"de35693d-0c5f-4fc9-8168-b7c48290cc27","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"de29de04-f98f-482d-9d39-d35de3624479","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","36 York Street"
"ffc8e8cc-49ea-4f9d-9470-859e97ff3339","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","36 York Street","Lower Ground"
"cba148aa-8b52-4d4c-838a-358ccd86f947","","checklist-sectioned","not-started","Installation of lighting cabling and fit off","checklist","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Lights"
"339996f1-b60c-5cc1-9985-47303ad446c5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Lights","Rough In"
"8d51d63b-746a-5e2f-83fc-b978b07ff24f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Rough In","Confirm that the cable support system has been completed as per documentation"
"67952161-9fcd-5771-8ee3-3a87c00865a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Rough In","Electrical cables have been appropriately sized & selected to ensure that they will support currently installed & future equipment"
"53001d37-3259-5336-b502-93bc5e74d2d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"38e53e00-7044-5421-b4ab-b50578405bd0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"3088c01e-b17c-5631-bf12-9576db4caf95","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Rough In","All lights have been wired as per drawings"
"6808ea18-8960-5e61-a368-d4aeffe758c8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission"
"552287b7-9a32-5c76-b557-e2e8ec04de0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"92554261-d967-5ca1-a089-d6cfb5a3f123","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","Ceiling supports have been installed where required (ceiling fans / pendants"
"b4de394d-2c7d-56a5-8b2d-8ca9bb4c86fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","Terminations have been checked & all terminations are correct & secure in all outlets"
"0733a0fa-5d69-51fc-8f53-e2f28cf582e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","Switches have all been secured in place & levelled"
"38511e2a-10f6-5a68-9fc7-ea1153fb83f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","All lights are sitting flush & / or been levelled"
"41d4cfb1-d17d-5161-81cc-e07ad443eecf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","All cablings has been tested for insulations resistance & continuity"
"9f11dc7d-e6db-5979-b180-04dfbec9f51c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","Each circuit is terminated at the DB & protected by the correct protection device"
"b07b0675-5583-5050-a637-8abe4828c743","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","Each switch has been labelled"
"599470fd-5617-5429-af07-a6ef4da56bf3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","Each circuit has been marked on the site as build's"
"040418c7-5418-5cc0-8cbf-c70c1b852824","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Lights","Fit Off & Commission","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"573a8b71-b0af-4296-85e7-5f9323107300","","checklist-flat","not-started","Installation of steel tray/basket","checklist-flat","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Containment"
"74e273e1-ba9c-54db-a0fb-06f8b74c73a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Containment","Confirm that the cable support system has been selected as per drawings and specifications"
"e12cf7a1-f1d6-5a81-8dbc-4f0beaa68697","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Containment","All threaded rods have been cut off to correct size"
"6facddfe-ad0b-50ca-9083-be1ed6f3c6ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Containment","All nuts/bolts/channel nuts have been tightened"
"5cd68804-23c6-5b9d-9294-65defb744a5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Containment","Any changes to drawings have been noted on the site as built drawings"
"83904742-6322-5617-aed8-7ee9787cb710","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Containment","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"6bafcbe1-a380-4c99-9c9a-b7c107aa68dc","","checklist-sectioned","not-started","Installation of power cabling","checklist","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Power"
"6a999303-56e1-5455-ae6a-7efdea294d87","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Power","Rough In"
"de84cc90-ed9e-5c81-93c7-ef227948c079","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Rough In","Confirm that the cable support system has been completed as per documentation"
"bad6c167-b073-57e1-b1d7-6ee7f8be817a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Rough In","Electrical cables have been appropriately sized and selected to ensure that they will support currently installed and future equipment"
"7be31287-c99a-5528-9145-6ec1b5b827c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"da79e8e8-4bfa-5735-8e7a-18a9f217f8d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"889b95e4-6d7f-538f-966b-8291e9c06f60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Rough In","All outlets have been wired as per drawings"
"f4977e82-1ce3-57fe-b434-bb80e2108df0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Rough In","Height and location have been confirmed for each outlet"
"4b4efe99-010a-5c5c-8e30-4fd4ee00410d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission"
"cf725711-1b0f-5012-9744-ad72e6dd2171","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"5f560b90-fa56-5449-99b5-662c5b0fe6bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission","Terminations have been checked and all terminations are correct and secure in all outlets"
"e0ab96ce-0a03-5356-b5d8-0695601dd6b0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission","All cabling has been tested for insulations resistance and continuity"
"ffe38889-eab0-520e-92ab-01f5934f9238","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission","Each circuit is terminated at the DB and protected by the correct protective device"
"40134736-e2f4-56ce-8440-c6b4602e21c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission","Each outlet has been labelled"
"bd01b453-1290-5cfd-8017-028fb1e668e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission","Functional test carried out on each outlet"
"ea4871b8-9c8f-5e94-a2f0-0ab71cc79eb1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission","Each outlet marked on the site as build’s"
"10e06867-17c9-5321-8ccb-503b9fc544bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Power","Fit Off & Commission","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"5249d0f9-0afe-41fa-9d09-6829e9968ecd","","checklist-sectioned","not-started","Installation of data cabling and outlets","checklist","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Data"
"d28ee576-a248-5af5-94b4-0d514dc9fe32","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Data","Rough In"
"35e23b2c-ae36-5a05-96af-c2890a02590f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Rough In","Confirm that the cable support system has been completed as per documentation"
"eef9c409-d4b5-50a5-bc23-90a9ed87fce5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Rough In","Data cabling has been selected as per drawings and specifications (Cat6/CatA & brand)"
"ab290c07-eb52-5b97-bb83-56e17748785b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"92292e4a-f3cc-5318-99a2-729abe443974","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"b57155fa-15b8-53da-95b9-252af08397a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Rough In","All outlets have been wired as per drawings"
"c5df98c1-d3c5-59ea-ba94-dc0f02dc91a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Rough In","Height and location have been confirmed for each outlet"
"c913abfa-4ee1-5486-be79-177b87eff0ea","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission"
"d2aeebc5-bec2-57e9-9e28-73c9535b0609","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"ed754635-2344-578f-9d0b-6f80009cdf2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission","Terminations have been checked and all terminations are correct and secure in all outlets"
"2514dae6-8777-549b-99f4-04fffbcf6f11","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission","Outlets have all been secured in place and levelled"
"903f6ff6-3f2a-5c3e-849f-5e15d6810d41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission","All cabling has been tested using the Fluke data tester"
"40244a58-5101-5ed7-974a-93d5b9a88009","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission","Each cable has been correctly installed and terminated in the patch panel"
"21094b32-3544-5045-ab47-c790b1c73d70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission","Each outlet has been labelled"
"3dbe8020-b857-54e4-8dc4-f5d477160791","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission","Each outlet marked on the site as build’s"
"aed417eb-2f81-5dbd-a64d-635502fe375c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","Data","Fit Off & Commission","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"e9082ff0-c529-49b1-b0c8-1daa5175bf64","","checklist-sectioned","not-started","Underground Conduits ITP001","checklist","FALSE","FALSE","Site QA","36 York Street","Lower Ground","In Slab conduits"
"17ca31d2-8eee-5674-b9ab-06929266f01e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Lower Ground","In Slab conduits","Preparation"
"7667137b-5512-5c7e-83a3-b824e893bca8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","In Slab conduits","Preparation","Check clear of other services (The Clearance for gas pipes is 300mm & other services 100mm)"
"70c668d1-ddc4-5786-acaa-c607e7b34a88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","In Slab conduits","Preparation","Check cable size to verify conduit size & determine size of trench"
"21c48063-8513-536e-928d-87ec7c647548","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","In Slab conduits","Preparation","Organise barricades, webbing, plates, warning lights (if applicable prior to excavation) - please take a photo"
"de02c36f-1a38-5129-a956-3c0dbaad14bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Lower Ground","In Slab conduits","Preparation","Determine spoil removal, backfill material, compaction, cable marking protection & installment requirements"
