"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"84dcdaef-f9d9-42be-90bc-77b00453a684","","work-in-progress","","folder","TRUE","FALSE","QA"
"88d3dcb8-caea-428c-bde9-655cad4cbcca","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Stormwater BG Kavanagh St stage 1"
"3402305d-dbd8-540e-9a60-31dd0b6f2574","","pass","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"c200bbf5-c8fb-5779-8219-9dcda80de620","","pass","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Notify and gain permit from principal contractor / client for inspection"
"091e0573-65b3-5683-a228-58342eee33d2","","pass","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Latest specifications and standards nominated in ITP"
"6f707292-8d2d-5fb9-9aff-a6d64711ad0e","","pass","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Setout & alignment as per latest available drawing (include revision below)"
"3151a6db-e19b-5d49-bc9d-7a98691ddd60","","pass","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Correct approved materials as per sample register"
"f668e120-910d-59e7-925e-f29303e88cc0","","pass","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Excavation undertaken & no issues (Any issues comment below)"
"14437fc9-b291-5dec-a9a0-7191454fbd57","","pass","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Pipe bedding material (as per AS 500)"
"3635aafe-9609-5ca0-aa20-f809988eafcf","","pass","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Grades, fittings & joints installed to standards"
"2ef02a9b-04d3-5007-98aa-f7fb13595c90","","not-applicable","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Pipe clean out via water flush"
"fe5f2a3e-9f0b-50cb-ad62-a4e9cbd1851e","","pass","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"c9c7af95-bef8-5adb-af47-4d226bc3e99d","","pass","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Builder sign off prior concealment"
"c6ecd218-2817-5884-8012-28aa581f8e98","","pass","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Seal open ends with caps & high light to avoid damage"
"78fa552f-5322-5675-b72a-783ff22b6054","","pass","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"2d7166b7-be27-56cb-a54c-670495caaa98","","work-in-progress","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","CCTV on completion & record results (If applicable)"
"738a0f40-4383-56e1-913e-3bda282d12c0","","pass","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"da574ad0-1431-408d-bb2e-a290d6d6aa08","","work-in-progress","","folder","TRUE","FALSE","QA","Civil"
"185812e3-a33e-4852-be69-1bff9b1acaa7","","work-in-progress","","folder","TRUE","FALSE","QA","Civil","Stormwater Drains"
"6c3c3cfe-35bd-42c1-a737-1444b225c9b8","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 4.1 - 4.2"
"b3d323e4-67ff-554c-a2cf-1c4a45c1df7c","","not-started","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Correct approved materials as per sample register"
"cceb457c-5b82-584c-93c6-6edd41a81687","","not-started","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Excavation undertaken & no issues (Any issues comment below)"
"e65a77ca-d562-56a9-a0cd-bf984850612f","","not-started","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Pipe bedding material (as per AS 500)"
"e2b02598-adc4-5234-8222-123e0729e67a","","not-started","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Grades, fittings & joints installed to standards"
"74a757fe-10ce-5e16-9acc-337a13967f92","","not-started","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Pipe clean out via water flush"
"64fe525b-6167-5338-bc20-0e1837f19651","","not-started","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"f084d1ff-f7f7-57e7-83fc-9452b7776264","","not-started","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Builder sign off prior concealment"
"0e5ef13a-5e60-5e73-84dc-560a38b95354","","not-started","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Seal open ends with caps & high light to avoid damage"
"105d4490-ac9a-50b3-8c58-b081758bcb82","","not-started","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"89638810-b764-572e-99c3-607ad94d041f","","not-started","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","CCTV on completion & record results (If applicable)"
"03868688-9200-5f01-ba0b-53116def2eeb","","not-started","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.3 - 1.4/EX.3","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"089e631c-b088-4c35-849c-25193d81cc7b","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1"
"5f5cb60d-0cb2-584e-ad81-6ea4d5571f11","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"fdb592b2-4eb6-5ef0-8d00-592e76bbdd28","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Notify and gain permit from principal contractor / client for inspection"
"08555067-f229-599c-a802-b011b51ed0a5","","not-started","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Latest specifications and standards nominated in ITP"
"e0933550-dd16-51ca-b3c3-9ccfbd6df6f5","","work-in-progress","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Setout & alignment as per latest available drawing (include revision below)"
"fd13101f-0c44-55f6-9eb8-0e962b77853c","","not-started","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Correct approved materials as per sample register"
"6222f1b7-d40d-56be-9f4a-d416e3e99097","","not-started","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Excavation undertaken & no issues (Any issues comment below)"
"df087065-ec07-5e93-82b2-5c7381230cd7","","not-started","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Pipe bedding material (as per AS 500)"
"16742797-7c65-5aa5-87f1-87d552138637","","not-started","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Grades, fittings & joints installed to standards"
"d3c2dd3c-bf95-5cd2-a73e-a1859f8c5945","","not-started","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Pipe clean out via water flush"
"bf19138a-bedc-579d-ad13-6751dd8b3230","","not-started","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"548f4388-c609-5dad-9107-2303a3881953","","not-started","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Builder sign off prior concealment"
"f69f97b3-59e4-526d-a7c1-790b0bd76c02","","not-started","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Seal open ends with caps & high light to avoid damage"
"f033d90c-ef8c-58f6-b53e-928cd3d1fd9e","","not-started","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"2e0ec61d-074a-5c13-bf11-3c2c2e09c907","","not-started","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","CCTV on completion & record results (If applicable)"
"eb422017-8691-56a1-bda5-cae9576a1e28","","not-started","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 1.4 - 2.1","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"d18c8e82-f5ee-4669-8916-69becb9a67a4","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2"
"631c10fc-721b-5142-8065-6702edbb4799","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"9e60d95a-27c5-55e5-96d0-bc6678a75174","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Notify and gain permit from principal contractor / client for inspection"
"e1ce335a-0d29-5b1c-8d81-f5b0adac22ce","","not-started","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Latest specifications and standards nominated in ITP"
"5f5aefcd-f76a-55a5-9624-851a3992c070","","work-in-progress","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Setout & alignment as per latest available drawing (include revision below)"
"83263b2c-16e9-576f-8b97-1a9754d5ee1b","","not-started","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Correct approved materials as per sample register"
"947f5ec6-27ef-5b26-9f35-5f6ee0ed9e37","","not-started","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Excavation undertaken & no issues (Any issues comment below)"
"57a6ffea-597f-5c65-b85a-ad51c89d4516","","not-started","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Pipe bedding material (as per AS 500)"
"664f3f6c-0c8c-5ec8-b466-8a98469f8cd1","","not-started","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Grades, fittings & joints installed to standards"
"e33cb548-ac51-577a-84e8-2ce8a0e44921","","not-started","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Pipe clean out via water flush"
"7d385d78-4bd5-5993-82ee-7bf0be497d0a","","not-started","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"787546fd-d7e1-5194-a520-02b3e0d5ac79","","not-started","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Builder sign off prior concealment"
"05daaabe-7a15-514b-b91c-26e2a8335b39","","not-started","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Seal open ends with caps & high light to avoid damage"
"aff630ef-ea12-5de9-a12f-94bd9e4f1ad8","","not-started","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"fb7ce30f-acf5-5bfe-bc17-94c291f25631","","not-started","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","CCTV on completion & record results (If applicable)"
"590cd867-cfc6-50ee-8013-068c1d08ff4d","","not-started","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - 2.2","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"da30a8c9-9c59-4e53-a94c-66c3e1071e0d","","not-started","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 2.1 - Building"
"7e20f242-cf17-5ad1-bc1a-e32797436a1a","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"ac3464e6-66df-576c-b381-829fd9820125","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Notify and gain permit from principal contractor / client for inspection"
"0460cd2f-7347-5142-886e-d7842218a245","","not-started","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Latest specifications and standards nominated in ITP"
"83c9e4b5-1904-5edb-aea7-972a70eb611f","","not-started","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Setout & alignment as per latest available drawing (include revision below)"
"3dc75255-0c35-5303-a8b1-868ddc706a1e","","not-started","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Correct approved materials as per sample register"
"f22de6f3-79fe-5679-9236-da62b66acbeb","","not-started","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Excavation undertaken & no issues (Any issues comment below)"
"20ff020b-5e0c-5a7a-9cfb-bb441bf97f4f","","not-started","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Pipe bedding material (as per AS 500)"
"4049d083-ea3a-5ebc-a511-84dc1762d526","","not-started","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Grades, fittings & joints installed to standards"
"d59677ba-97cd-52a6-ae31-bc6b4edf2049","","not-started","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Pipe clean out via water flush"
"a20b32b3-c12e-562e-8580-8e27f9023bbe","","not-started","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"d53e4cf1-5d56-572d-97af-35b3581f9dfd","","not-started","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Builder sign off prior concealment"
"ddcdb44d-71d5-509e-8d49-2e5c71fd4b1c","","not-started","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Seal open ends with caps & high light to avoid damage"
"ab5d3738-9eeb-5c77-8dd8-2fd4f00f14b1","","not-started","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"3af4d063-0839-505f-a58b-681c47395a5d","","not-started","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","CCTV on completion & record results (If applicable)"
"cb26716c-729b-5fe4-aa6e-082ca987698c","","not-started","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.1 - Building","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"0f82e3f4-110c-481c-9a1d-8abb7eabfcb7","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3"
"b4a8ad8b-b9bc-5724-8ec4-992206e88833","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"e653d91f-1aba-5ff8-81b0-639e49bc7f66","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Notify and gain permit from principal contractor / client for inspection"
"9b96fe4a-09bb-5b97-81a7-87a795fbf6ed","","not-started","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Latest specifications and standards nominated in ITP"
"88d33fab-34c9-54c1-8d66-bffb58be26ce","","work-in-progress","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Setout & alignment as per latest available drawing (include revision below)"
"67ff355e-7b43-5b43-b9b2-8e477ea81930","","not-started","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Correct approved materials as per sample register"
"82f019df-9f41-5da1-989b-0c38fdae3853","","not-started","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Excavation undertaken & no issues (Any issues comment below)"
"64ec1781-c628-5777-b677-409d115a7c19","","not-started","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Pipe bedding material (as per AS 500)"
"7c287f58-0831-575e-bbe9-8372c3a0aadb","","not-started","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Grades, fittings & joints installed to standards"
"1d9856f0-ed04-556d-812e-3a4f765d4b8b","","not-started","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Pipe clean out via water flush"
"dc520d71-e093-5702-9356-17c544df0464","","not-started","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"c5eb8505-3378-53b6-9d92-74ef22c7ac40","","not-started","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Builder sign off prior concealment"
"286a9655-b053-53b0-b0de-d99ed9d9e3ab","","not-started","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Seal open ends with caps & high light to avoid damage"
"394c1ed1-bdea-5752-92ed-1b7c24444038","","not-started","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"eb21330b-cdc5-523e-b25e-d2c692e96b34","","not-started","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","CCTV on completion & record results (If applicable)"
"2b7d94eb-bc56-56a2-b87b-31873e26d4ed","","not-started","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - 2.3","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"fc974ce9-8668-4086-88ce-5cf0a6257ab2","","not-started","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 2.2 - Building"
"8d0d1daa-178d-527b-9531-11e688244e94","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"4f96ad08-613a-5311-a2dc-3838777d7086","","not-started","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Notify and gain permit from principal contractor / client for inspection"
"56db98a4-0828-5f7f-a830-05986c27dd75","","not-started","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Latest specifications and standards nominated in ITP"
"ae086dce-c2a7-589a-a2a7-b43772deab7f","","not-started","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Setout & alignment as per latest available drawing (include revision below)"
"73fb05eb-567d-5ee0-b361-933620e48c8b","","not-started","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Correct approved materials as per sample register"
"48df1d40-647d-52e6-b7df-76bb39c9366d","","not-started","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Excavation undertaken & no issues (Any issues comment below)"
"c3cf9ea0-4f2d-5f1f-8e3f-573c0e909981","","not-started","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Pipe bedding material (as per AS 500)"
"fbe04c0d-a3c4-5515-bae7-912437ebe87f","","not-started","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Grades, fittings & joints installed to standards"
"7e6418c5-47e4-5d1c-b947-43ac8e4ef22d","","not-started","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Pipe clean out via water flush"
"fb096a2c-e311-5e90-890f-c4e6572f9daf","","not-started","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"59619e58-97b2-5089-979e-c378257ab892","","not-started","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Civil","Stormwater Drains","Section 2.2 - Building","Builder sign off prior concealment"
