"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7ef8b87-5d1a-4056-9b7f-860ed5de950f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Mechanical  Inspections "
"d06a35e2-39f1-4ddc-885b-d560321664be","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 41-50","Weld 50"
"559afa15-51fa-41eb-949c-49bd882f9360","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 41-50","Weld 50","Electrofusion Welding"
"689d0296-fbf3-4184-a363-9f51bc124092","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60"
"a8fe578a-27a2-4371-8e7d-7401c69e35d4","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 51"
"f09e0571-f3c8-4752-a9ff-1dada02e7b70","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 51","Electrofusion Welding"
"878cf766-9a4d-468b-ba09-9e249a74122c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 52"
"55c1709c-f94f-4c81-ac44-6fb205fc3432","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 52","Electrofusion Welding"
"51cef4af-c75b-44f0-8bf5-2f641d931017","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 53"
"bf7e2afa-17b1-4b35-bc71-02339c094362","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 53","Electrofusion Welding"
"4418cf6e-bbeb-43ee-8bfd-c783a04bc5f2","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 54"
"42e0a748-d8c2-48c1-99c5-46dd569f014e","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 54","Electrofusion Welding"
"d6571c96-65c5-47d3-bdf2-b2d5f1a317bd","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 55"
"22695bd9-8cbb-4a75-974c-5c29a882bc48","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 55","Electrofusion Welding"
"cff9ca94-b25a-46b6-9b38-ee842f65d6cd","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 56"
"582f5a58-b576-42a0-a5f4-a9189925caf1","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 56","Electrofusion Welding"
"ce8a1915-de5b-4ab0-af31-8c9d2902a57d","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 57"
"fd6aa3ea-f81f-4bbc-959d-0ba2454e9ac3","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 57","Electrofusion Welding"
"4c208712-2a32-4578-9cd7-8e352b3e0c71","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 58"
"7fe640be-f93f-4242-99ae-021f909aa8d4","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 58","Electrofusion Welding"
"be365f98-48a5-49dc-9b21-aa7f46cc090b","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 59"
"c3da6ffa-9169-4690-829e-795af9d9d518","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 59","Electrofusion Welding"
"698db220-dac7-4fd8-9305-ef5fb90f7a59","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 60"
"6463e756-d391-44af-ae34-4f95b31b133d","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 51-60","Weld 60","Electrofusion Welding"
"42609c85-e134-4387-b4a0-0ed69396499a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70"
"2c125424-e075-4b59-a828-604b58b25e6c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 61"
"f0337eba-e3f5-4e7a-ac2b-69af4b8da686","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 61","Electrofusion Welding"
"5de7d236-760a-4faf-8cfd-bde37ba1b537","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 62"
"310edbb3-e946-4d01-ae99-13c15320528d","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 62","Electrofusion Welding"
"6a5eec19-21a9-4a3a-911f-a4c3c35a15c5","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 63"
"83066ebf-01cb-4daf-b4c2-525300af0c37","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 63","Electrofusion Welding"
"fd3356a2-f3d0-4830-b67c-f341a7c22e2d","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 64"
"2fae810f-2c09-4ac5-85ba-4b83ac98c26a","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 64","Electrofusion Welding"
"9bcafacc-a6b8-49ef-a679-32b753e83cdc","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 65"
"9ecc2132-1282-42b0-a0c6-33a77bfbed40","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 65","Electrofusion Welding"
"3a2b47da-e808-449b-9480-7882d380f958","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 66"
"83523a7e-daf6-43ec-b56c-56fc4180e7f4","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 66","Electrofusion Welding"
"24ed1f0d-8ac3-4e2a-8bd7-1cc46ff36666","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 67"
"a4fea9f7-6ab1-4b60-a2a2-e72783513581","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 67","Electrofusion Welding"
"4f2a24ef-db46-4add-aea3-5ed9d84fc2c4","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 68"
"81147f1a-e37f-4829-b3a3-6db810d4be36","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 68","Electrofusion Welding"
"d06845f8-4701-4089-9a7a-955112126ace","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 69"
"7dd35595-cd3a-4fd2-96aa-89296ce10632","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 69","Electrofusion Welding"
"248a127c-8e4a-43fb-9025-44f76375eeec","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 70"
"e7d17b9a-8646-4271-b81d-ad14fda50d7e","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Electrofusion Welding","Welds 61-70","Weld 70","Electrofusion Welding"
"3160dc53-8c49-4731-b9e3-f0144f4100c4","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01"
"168b3a9c-9137-46d1-86bb-2a3a1dbcf672","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - Check Sheet 95% Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"ccdc2fd1-a02c-4000-b163-fe4e7ff16423","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - Check Sheet 100%"
"36774f76-f814-44c0-b6bc-bc19ea510b62","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 9","Trench PE 16 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - Check Sheet 100%","Combined Services HDPE Natural Gas Installation"
