"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"92629502-633a-4afd-9e87-446d5bb71137","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"f3abeaa6-a1fb-47da-9a2c-e4800db7e734","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"ef2b1446-26ae-4930-ae2c-91221f638998","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"e9aade0f-c429-4132-ab20-1790a51f95eb","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels"
"96649801-bb7c-4adf-810d-4b2b56c74295","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","Panels","weld plate details"
"7e972815-4d6c-4bcf-8439-8b3339ef89ed","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details"
"52972272-b05c-474b-b9b9-4b155a13724a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Edge Detail"
"f1ddc90f-19db-4e38-89f9-ea93f3b9a674","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Bar Projections"
"eebcc785-e53d-4e96-8c52-4f375aece3fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Cast in items"
"1c1933a8-3fb9-4117-bdf9-69b0920eda3c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30"
"9eb33580-ba79-460e-a31e-85930b3a7fd9","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -1"
"be49fd85-f6be-4fa0-a274-d5ee741f3619","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Pre-Pour Check"
"15735e6a-3434-448a-b953-5288a5d2f507","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Concrete Works","Bridgeman Sample Taken"
"8ddd74dc-4911-4f90-b5fc-df76c68b35cf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Concrete Works","Supervisor Approval"
"88e8c276-5980-426b-9dd4-75f4d2b2a864","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Post Pour Check"
"24211288-21d1-46c7-b73c-9b2e75aba688","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Post Pour Check","Edge Detail"
"4acbcb78-a693-41d2-afea-b38bcaccf037","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Post Pour Check","Bar Projections"
"f0eb43f6-fa16-4764-b230-2095ff439f9f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Post Pour Check","Cast in items"
"1d5c3bb9-ea0d-4878-9e52-56f13493aa11","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Stripping and Stacking"
"5bdabecf-1696-4442-aea6-1e2c7bfe4c3b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -6","Stripping and Stacking","Stripping & Stacking"
"6bfa05bc-968e-4387-a675-668eb818c3ff","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7"
"18602a5c-d7fa-405a-bdd4-cc07750d79d1","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check"
"4984b41f-15f5-474f-86c4-4b287da93340","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check","Dimensions"
"5b4a6b1b-c57d-4ad9-a9d7-71b407f48965","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check","Mould Clean"
"22f8eb3b-1989-41a6-9b8e-4d2d43b3bb2d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check","Mould Oiled"
"5b380934-d45c-4d99-8516-508a4b1a32cc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check","Mould - Workmanship"
"40ae832b-ea29-4216-a56a-07bef857d1f8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check","Reinforcing"
"9d7d5149-f6d3-4bb2-9e68-59d7a245a6ae","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check","Cast In Items"
"d136adb0-3f35-4a45-b726-5001e527c5d6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check","Marker Position and No."
"25a74af9-ef75-48ca-81e6-580f7ffacb9a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Pre-Pour Check","Make mould to Green Status"
"33bbfbed-71f0-4a3e-9550-447fb54284c8","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Concrete Works"
"d652ec68-f8f0-484b-b791-c61b1e076387","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Concrete Works","Concrete Works Details"
"3160a6c9-c4b5-4589-ae35-aa9300a93bc4","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Concrete Works","Wilco Sample Taken"
"f71cab95-5b3a-496d-b3ee-d22a28b270ff","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Concrete Works","Bridgeman Sample Taken"
"607b6f52-08b9-4d11-a23f-134f0b386554","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Concrete Works","Supervisor Approval"
"01cbea4c-ae72-4f1a-b32a-7b09094c7114","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Post Pour Check"
"13c229b7-e008-4a0c-93a0-0a26fb8181b5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Post Pour Check","Edge Detail"
"f5d8d142-d169-4edf-985a-46ea45cba03f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Post Pour Check","Bar Projections"
"84d35305-0645-4b65-a8ac-6e14d492b666","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Post Pour Check","Cast in items"
"845c0208-f82b-44f0-b5f3-be55bbaa0402","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Stripping and Stacking"
"d53989cc-9293-41dc-aea5-1b85c939a138","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -7","Stripping and Stacking","Stripping & Stacking"
"ace4a33c-dd64-4faf-94e4-26aad30f5ccc","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8"
"fa4bc427-fa36-4293-8284-1ca2270519e1","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check"
"93b1627f-e86c-4134-b59f-cca922127bc5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check","Dimensions"
"0a64ec69-73dd-4c17-ba6f-f55087fde672","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould Clean"
"aee9040a-75dc-48da-ab28-a86d837a9c6e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould Oiled"
"df5c88ea-515b-45da-af80-cca3f6f29f9e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould - Workmanship"
"c79ee4ef-ec4a-4c76-bf22-ee8adb3fb7ae","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check","Reinforcing"
"d5789be9-888a-499e-99ad-832f1c91bfd4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check","Cast In Items"
"18e3ed05-a86f-47d6-a070-286959089c9e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check","Marker Position and No."
"0e778bb6-057e-4ea4-8d01-e15d70c70d28","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Pre-Pour Check","Make mould to Green Status"
"b3167b23-26c5-43b1-846b-a11a7dbf8df0","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Concrete Works"
"2c3aeca9-20bd-46be-a7fc-e2d29249d695","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Concrete Works","Concrete Works Details"
"631848d3-d9a6-4525-a820-fcb8f15d44a6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Concrete Works","Wilco Sample Taken"
"0c8f5014-335a-4b7c-ae34-a816bc3c5615","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Concrete Works","Bridgeman Sample Taken"
"c710784d-3061-4034-9d6c-23b4393516f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Concrete Works","Supervisor Approval"
"e1d23e92-8d4a-4494-8993-f86c394e5a21","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Post Pour Check"
"6930ae7a-4762-4132-a5f2-edc59f5351fb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Post Pour Check","Edge Detail"
"193a07af-9572-4bdf-b847-dd4100a8d749","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Post Pour Check","Bar Projections"
"46c209d1-6638-46f5-9e4b-e9cdf1569691","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Post Pour Check","Cast in items"
"83709dcd-b8dd-420b-aca8-eb860b0e0273","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Stripping and Stacking"
"aa398f49-db6c-4251-bd3a-f6c00d92c3e5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -8","Stripping and Stacking","Stripping & Stacking"
"8c80ec79-eb02-4d19-b852-2a7e8e6471a2","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9"
"57ff54fd-6960-4310-8773-67983092ec04","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check"
"192e0bc3-3fe6-4894-a524-f34a55592581","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check","Dimensions"
"c6d26dc4-5f60-44f8-95f5-41e2c9d93d8a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check","Mould Clean"
"34c9ba98-86dd-457d-9252-08685ff40a94","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check","Mould Oiled"
"22bbdd78-cf7c-4b5c-8a83-15ba260911f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check","Mould - Workmanship"
"d6bff1f6-b4ff-4450-9756-788ab0adfcfa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check","Reinforcing"
"dd62171b-13f9-4c92-bdd0-b4adbfc93d01","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check","Cast In Items"
"1127a97d-5046-4f7b-ae64-8ec2a4c92929","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check","Marker Position and No."
"64310f82-fb5b-40c1-bca1-1207713e3bbe","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Pre-Pour Check","Make mould to Green Status"
"515b487e-d487-401d-b1ec-9e6291b02998","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Concrete Works"
"6b2a7d5c-07ee-4254-8b37-a110de8059c0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Concrete Works","Concrete Works Details"
"3bcf41f1-1fe0-424b-b92e-54adf611ab03","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Concrete Works","Wilco Sample Taken"
"f4655e86-cc6e-447e-bead-b67d6f5481d3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Concrete Works","Bridgeman Sample Taken"
"d6155d12-c071-4496-81ff-60622c1a804c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Concrete Works","Supervisor Approval"
"58925f7d-6ec9-4cf4-84c1-b502f6e4f606","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Post Pour Check"
"b7ffd1c6-72db-44ad-a482-dd72f81ad11c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Post Pour Check","Edge Detail"
"96db4e03-8439-4dd3-8c10-88cf97ccf9c8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Post Pour Check","Bar Projections"
"3e578b62-ec0b-4dd6-9a97-2211512112fe","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Post Pour Check","Cast in items"
"1f9215af-3415-4b31-84c0-2d502de8179c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Stripping and Stacking"
"ae6293ca-4706-4752-bf2c-d2ac2517a1f5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -9","Stripping and Stacking","Stripping & Stacking"
"2b1c8e56-1cf9-4091-a61d-81dab21f2417","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10"
"14ce9208-a213-4c0c-affa-7f9137edd372","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check"
"5c554d4c-39b2-473d-85a3-a3826d9d8e1a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check","Dimensions"
"91131818-09a5-4683-92ca-eba5563bf103","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould Clean"
"29377aea-9f7d-4d40-83e4-f0dcc13d4c1a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould Oiled"
"3845f50e-6e3c-441f-945e-4e8fa81cc228","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould - Workmanship"
"4f7535d5-5ce9-49fd-9d2f-204978c8b1f3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check","Reinforcing"
"e9528cbc-04c5-4d12-9ce2-11ef3a9897ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check","Cast In Items"
"8faf972b-b434-49ac-a622-9948affc742d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check","Marker Position and No."
"2325f55c-4056-4f27-af35-eed15eb22fd0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Pre-Pour Check","Make mould to Green Status"
"f8151b69-2be2-40d4-bc03-2732e1753251","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Concrete Works"
"a87ec39a-2046-46bc-ad16-5c20381d78ef","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Concrete Works","Concrete Works Details"
"0afa4ab6-d6c0-4211-8540-d3a73626db2d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Concrete Works","Wilco Sample Taken"
"d88a8951-1962-4f32-82cd-0dce4e9ec651","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Concrete Works","Bridgeman Sample Taken"
"764570de-8fd1-4c68-b2f4-5fe24822ab23","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Concrete Works","Supervisor Approval"
"c241e3ce-5fae-45cb-aaef-905f16d604ca","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Post Pour Check"
"39359855-4744-42e4-baa5-d540f438a5a1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Post Pour Check","Edge Detail"
"269519a1-7650-4889-a0bc-588a3ac82a55","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Post Pour Check","Bar Projections"
"51a19d9c-d57f-440c-a0cf-fbfdd1cc3b2e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Post Pour Check","Cast in items"
"df3c93fb-0084-4bd7-83d2-b6024cae4b03","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Stripping and Stacking"
"032638a2-e235-4466-af3a-44fd6b6d8179","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -10","Stripping and Stacking","Stripping & Stacking"
"54b2cc9d-2b67-4379-97c5-9ba3841a54c6","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11"
"dfa6c60c-b421-407b-9f0d-d2fb871a855c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check"
"da2ead8f-8a08-4658-b0eb-2e3bdbd8979c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check","Dimensions"
"e8b26b48-42c3-4237-9680-679f6dbed11c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check","Mould Clean"
"1b419773-ecf7-4db6-bca3-ef453104d3bf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check","Mould Oiled"
"6c76a703-5faf-4177-a7bc-7019e8e357a9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check","Mould - Workmanship"
"de493b47-0fe2-4563-a291-9dfec150cc1d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check","Reinforcing"
"fca51867-62f2-439b-bdf3-fe61ecbeaa93","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check","Cast In Items"
"712e704c-ce35-449c-b1b7-d704a6539305","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check","Marker Position and No."
"1f990324-ffad-4481-a147-4963e72d8acf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Pre-Pour Check","Make mould to Green Status"
"c34aba22-2192-4d84-a6bd-1c202cf9705f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Concrete Works"
"1ed72c14-1701-49d4-a242-92b61fd465d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Concrete Works","Concrete Works Details"
"6df8147a-3bcf-49cf-be5e-a22620a18feb","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Concrete Works","Wilco Sample Taken"
"066318ef-9b80-4eee-99e6-1ea5c6fac426","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Concrete Works","Bridgeman Sample Taken"
"408b5d82-81ca-4ff7-9524-8513ef00d006","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Concrete Works","Supervisor Approval"
"173a6858-1330-4e56-b727-f4d3b6eb1477","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Post Pour Check"
"6bda03ab-84e6-4b6a-bd56-a84a6ea9cec5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Post Pour Check","Edge Detail"
"8fb2a419-2b81-41ae-9ba7-ac81b1704e8c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Post Pour Check","Bar Projections"
"3f4f311f-58dd-4964-98c7-b392270962fe","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Post Pour Check","Cast in items"
"777ca7b6-7d27-4aea-8cef-038f323c9a76","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Stripping and Stacking"
"24d0c939-0eee-424f-a130-a950eb83c4ce","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -11","Stripping and Stacking","Stripping & Stacking"
"769fef66-cd28-4fb8-9c7a-a1767e16b9cc","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12"
"9a361b6e-f302-4cab-9192-b41fbf78923f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check"
"ef14c190-5619-4588-bcda-d709b6a8b0d0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check","Dimensions"
"c28b9c4c-fa36-49de-851b-c0f8c3de5245","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check","Mould Clean"
"abe77131-79bf-45bb-a9e3-bdd68b2f0d0c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check","Mould Oiled"
"2057d90d-137c-4c7c-b6e1-81e3d9d0bd4f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check","Mould - Workmanship"
"1c80e404-f5cb-458d-a78c-6f75f33e29f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check","Reinforcing"
"fbbfe32f-b067-4821-9c3a-33a7143c550f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check","Cast In Items"
"4ee5f938-cc69-457e-bfad-fb8d9db392ca","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check","Marker Position and No."
"fa5e005c-647d-4f57-856e-422f6f1670cd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Pre-Pour Check","Make mould to Green Status"
"c4e3f65f-a373-431e-a853-3907817a571d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Concrete Works"
"f3455de8-7a67-42bb-ad7b-53e5ecaa372f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Concrete Works","Concrete Works Details"
"2b9b67de-bc6d-42b7-8a2c-63c7bb1663cd","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Concrete Works","Wilco Sample Taken"
"476505c8-8386-4134-99a5-ea6bd4474f82","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -12","Concrete Works","Bridgeman Sample Taken"
