"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d8e7b1fb-b4f1-4454-a556-22fd3f8450eb","","folder-normal","","","step","TRUE","FALSE","Site QA"
"b73585f3-6a5d-4801-b2d4-17b08f835ef7","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores"
"63480db9-bb30-4de3-8926-76a240b377b2","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower"
"593b99ee-69e1-4e00-b649-352b36ae0fbc","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower","Basement 3"
"f0bc5f41-0347-46d7-a033-260bb195c889","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 3","Horizontal Elements","Formwork"
"4ef102ab-4e46-4e07-b628-e01148832fcc","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 3","Vertical Elements"
"54647b0b-93db-431f-a387-a0035e678ff2","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 3","Vertical Elements","Pre Pour"
"068109b9-b87c-4191-b36d-6cf15fd46a18","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 3","Vertical Elements","Formwork"
"c1942b39-215c-4b12-8d71-00807205f545","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 4"
"c876f386-91b8-4f26-849f-daec90e3a653","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 4","Horizontal Elements"
"312430ba-50d0-4ba2-ac88-cf3a7ececfc0","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 4","Horizontal Elements","Pre Pour"
"3f4cd530-aaf8-407e-bdec-1631cbf19d48","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 4","Horizontal Elements","Formwork"
"7422f9d5-4c2e-464e-bb72-0b89f5946bc8","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 4","Vertical Elements"
"e3148705-1f4a-4214-a9ac-9e8a757ab8c6","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 4","Vertical Elements","Pre Pour"
"76c53b40-42d3-4f8b-b082-d4eaa09882d1","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 4","Vertical Elements","Formwork"
"32b3cad4-79c2-4283-ba21-b7be556da2f6","Unsupported Children: checkpoint-status Handover Completed(ae8dec82-4b7b-4878-b421-782a50965ceb)","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 2B"
"79be9c7e-0ad6-4b3d-a9b3-6ba08ee747fc","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2B","Formwork Handover"
"62fafcc0-ce1d-4cec-ad14-975159f9bf9f","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2B","Pre Pour"
"f6e1ab5b-6ee0-424c-a7ae-1cb249ee20de","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2B","Pre Pour - Vertical"
"b6d660d3-5428-4adf-bfea-76d1be4c7854","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground"
"d1ee5095-67b3-4f2c-9aa8-5c0b1b0bb74a","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 1"
"10165d29-ca75-4fa7-bf1a-9d80b5c4e0fa","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 1","Horizontal Elements"
"0556d826-9344-4f5b-bad1-91597dd23df7","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 1","Horizontal Elements","Pre Pour"
"d20afcb7-be0c-4cc6-82e4-d3aeaf6f6644","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 1","Horizontal Elements","Formwork"
"522f5fca-3d0b-4820-8b9b-272dbf97a73f","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 1","Vertical Elements"
"e04f3541-f84f-493b-bd23-ad88a7b6793f","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 1","Vertical Elements","Pre Pour"
"bd154052-a39e-49fb-a18b-c20ba8310e39","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 1","Vertical Elements","Formwork"
"44f57a3a-afc4-4722-a38b-52ee92bf9ff6","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 2"
"f2b16455-673f-4448-a822-048b171ab6b1","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 2","Horizontal Elements"
"2f2a463f-01ec-4351-8cfa-b8a405a11027","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 2","Horizontal Elements","Pre Pour"
"9c8c58bc-68bc-4f7e-8e8a-716e550141e4","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 2","Horizontal Elements","Formwork"
"e74f2f87-2a55-43e8-8bff-2116061ca5b0","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 2","Vertical Elements"
"4de79991-fee6-4d6d-8b6f-99ece7cd2d29","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 2","Vertical Elements","Pre Pour"
"37114c7a-a44b-46e1-be65-cd4ac551e529","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 2","Vertical Elements","Formwork"
"d6e8da7e-25d2-4ab9-a71b-936b8dc516a1","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 3"
"f9bae4d6-09c0-4bd7-8e60-38237e851e50","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 3","Horizontal Elements"
"93bdf40f-3dcc-4fe7-afb8-abdef1ce7591","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 3","Horizontal Elements","Pre Pour"
"1b3ea6b6-2002-4cb6-a9d0-dbe7efb1ab2d","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 3","Horizontal Elements","Formwork"
"0b2bbb86-ae95-410b-9cd4-1cb2a83ea3fa","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 3","Vertical Elements"
"b600e756-c9e5-46e9-bc0f-e66b889a5f75","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 3","Vertical Elements","Pre Pour"
"ce4471a5-1d28-4cbf-8bf5-393df61668f6","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 3","Vertical Elements","Formwork"
"0ee8f860-3241-4476-980c-6ad96c4fb893","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 4"
"15d6a981-6ee0-44a1-96f6-6e35b1b9a550","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 4","Horizontal Elements"
"9cd87cc8-7769-4dbe-83fe-03428dedf353","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 4","Horizontal Elements","Pre Pour"
"84e65af6-8778-4ea3-a54f-81cebcb203f1","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 4","Horizontal Elements","Formwork"
"8f3acbca-7515-4547-9a2d-76a189f55ac6","","folder-normal","","","step","TRUE","FALSE","Site QA","Lower Ground","Pour 4","Vertical Elements"
"1292807f-f128-4842-9331-3e6282d9e299","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 4","Vertical Elements","Pre Pour"
"5579fc47-6888-4e2d-bb6e-9307775feee0","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Lower Ground","Pour 4","Vertical Elements","Formwork"
"63af02ed-1618-4930-988c-3f75d10891bc","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground"
"b9c492cc-411a-4821-bc95-d76dbee590cd","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 1"
"be625089-3ccd-49b4-b5e1-909482aee837","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Pre Pour"
"189145de-09a4-4e82-b27d-222c1181c5fb","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Formwork"
"3bc2c961-1f1e-49c3-9b1c-c52980f89947","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 1","Horizontal Elements"
"6d309b9c-84e2-4e78-9a93-59d446a1fff2","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Horizontal Elements","Pre Pour"
"3310aa7c-fc45-4b11-8e5a-f2eedd38756c","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Horizontal Elements","Pre Pour"
"4010416e-a536-4521-aa33-2c4851207fe1","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Horizontal Elements","Formwork"
"77606560-41c0-49ce-8812-b82452b23c4c","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 1","Vertical Elements"
"8a15efb8-a4f6-4058-ba63-6cbc228ec948","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Vertical Elements","Pre Pour"
"070f6d93-8415-4ee6-8d2e-fa2390e08c59","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Vertical Elements","Pre Pour"
"e9785279-6674-4414-83f2-e4191010464c","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 1","Vertical Elements","Formwork"
"9bb36b2c-469a-4128-b66b-bd788e174097","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 2"
"17404ea9-39ed-43af-946d-c2ba291e3762","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Pre Pour"
"e67613cf-b279-4272-92e1-7dd3f8c0cfec","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Formwork"
"7e571004-5757-40e6-8a7e-9503802d2748","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 2","Horizontal Elements"
"11f993fb-5ff4-4b94-869a-671becb130b9","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Horizontal Elements","Pre Pour"
"d594524c-8e2c-4dc2-a154-fceca398237f","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Horizontal Elements","Pre Pour"
"e07d248d-9e75-46eb-ac07-03a449ef0ae0","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Horizontal Elements","Formwork"
"7fec0257-37fb-459f-9ebb-66b471b46f81","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 2","Vertical Elements"
"62bd9bcf-94f7-4ab3-ba09-d29a9f35e30f","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Vertical Elements","Pre Pour"
"53e3a8b8-07d4-401e-9751-26e856396e1c","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 2","Vertical Elements","Formwork"
"0c874f49-c859-4c92-a688-48d8af12a6a4","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 3"
"61371ba7-8591-422b-860f-a12f872bd921","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Pre Pour"
"868601c7-f07c-48b7-b7d8-9ebde11083e0","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Formwork"
"5c4ec746-7071-4949-a64b-3e805c81c6f6","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 3","Horizontal Elements"
"8b61e6f2-432c-4cca-856f-b481568e2390","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Horizontal Elements","Pre Pour"
"b171fc65-0734-48c0-bb26-91ca790b3fa2","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Horizontal Elements","Pre Pour"
"42cbaace-7409-4e4c-8ce7-b53478ff8a6c","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Horizontal Elements","Formwork"
"9b089def-2869-4327-9ef2-f3ec41e2f280","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 3","Vertical Elements"
"92901cf3-4bee-4549-af56-432abab2444b","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Vertical Elements","Pre Pour"
"3ee6789d-f15f-4430-aafc-c783471ab022","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 3","Vertical Elements","Formwork"
"3f387371-42eb-45b2-886a-d742b6a1da1a","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 4"
"2a4ea8d5-d6ea-4494-89f3-35c15dc550d5","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 4","Horizontal Elements"
"7fbecbd0-76fe-43d7-859a-261ab3ec959b","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 4","Horizontal Elements","Pre Pour"
"f918fc54-ac48-4712-95ca-8ab9cea834f6","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 4","Horizontal Elements","Pre Pour"
"96bbb475-56e4-4c63-8f43-5dcbf701b0ed","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 4","Horizontal Elements","Formwork"
"7635d9f1-50ee-46bc-8874-362fb81a48c9","","folder-normal","","","step","TRUE","FALSE","Site QA","Upper Ground","Pour 4","Vertical Elements"
"748b8264-ea56-4648-acc2-07b55e6aae87","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 4","Vertical Elements","Pre Pour"
"bb4b2a80-9513-4fc0-b445-627df99b7112","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 4","Vertical Elements","Formwork"
"3cc78466-eaff-4291-8e8f-d95676c606f3","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Upper Ground","Pour 4","Vertical Elements","Formwork"
"ef5e3413-f3b7-429a-869b-609f984e7ce1","","folder-normal","","","step","TRUE","FALSE","Site QA","School"
"31474a9f-7570-45cc-b107-75091a324470","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 1"
"547eb9b6-768c-4406-a30d-fd711f547415","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 1","Pour 1"
"5b09a72a-b952-4cee-bc4f-031166885932","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","School","Level 1","Pour 1","Pre Pour"
"4f03e010-0570-4ade-91dc-d482a01652ca","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","School","Level 1","Pour 1","Formwork"
"05fbee33-7cde-45c4-9ddd-926b5a76600f","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 1","Pour 1","School retaining walls level 1"
"b0acfec0-ecea-4bd2-9a27-4abda13a72c8","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","School","Level 1","Pour 1","School retaining walls level 1","Formwork Handover"
"4b10035e-d329-4712-bbaf-5c3f22063742","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","School","Level 1","Pour 1","School retaining walls level 1","Pre Pour"
"ab327fbb-93ad-4929-8c17-d0299178157e","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","School","Level 1","Pour 1","School retaining walls level 1","Formwork Handover"
"6e338459-4955-43c0-a743-87ceb0b6bcdb","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 2"
"3f34238d-39f8-440e-ade9-aae57964801a","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 2","Pour 1"
"7a9d4154-a3e9-40a5-aa25-1ccfcefa11d5","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 1","Pre Pour"
"93d83db6-557f-449c-82d2-ea7a846257bd","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 1","Formwork"
"75802f49-05a4-4e33-9399-ac6b5437600b","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 2","Pour 2"
"45c3dfd3-79e4-4751-ae52-da0cc80e0e25","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 2","Pre Pour"
"ce44f96a-3e52-4e49-8410-0057de96b83d","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 2","Formwork"
"368393ea-77e1-4c61-ae9f-a558593f9375","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 2"," Early Formwork Handover"
"45b4a755-f03c-4d54-a430-cddbb48674ee","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 2","Formwork Handover"
"aaa65918-5cd1-454e-9552-bc937be4e227","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","School","Level 2","Pour 2","Pre Pour"
"f4d3bd0e-4a0b-4362-bfd3-dc1bcb2f9801","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 3"
"66ba00c4-ca52-472d-ba48-c7fa1cc56bb6","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 3","Pour 1"
"b4f8c637-ded7-422c-b359-ad51f4775b20","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","School","Level 3","Pour 1","Pre Pour"
"7e58a463-d383-48cd-80de-9b7d03be0b76","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","School","Level 3","Pour 1","Formwork"
"5bd95dc0-1981-4d20-97c4-0e749859d7db","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 3","Pour 2"
"90f5bd73-e97d-4f1e-9562-8e2c30858c1f","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","School","Level 3","Pour 2","Pre Pour"
"b5dc9973-37b4-4dd9-95e3-7d2f3ed50ef0","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","School","Level 3","Pour 2","Formwork"
"813fed6b-f614-4da3-a4dd-0711b49fbe47","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 4"
"d754c0eb-4789-484a-aa8b-356674fac652","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 4","Pour 1"
"248fee13-c301-4c88-a1fb-56d564b66056","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","School","Level 4","Pour 1","Pre Pour"
"00e2d260-0245-4b67-a95a-6168f392e895","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","School","Level 4","Pour 1","Formwork"
"77f4d797-dc5c-4842-aede-73acbdb0eef9","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Level 4","Pour 2"
"7859a251-2122-41d1-bf0f-ed456d0322c3","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","School","Level 4","Pour 2","Pre Pour"
"6ff47c17-7ba6-4839-a183-92d0f5760ddb","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","School","Level 4","Pour 2","Formwork"
"05a9cf60-2730-41a8-9e16-22d3d5822bbf","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Lower Ground"
"a4ab039e-a85d-414d-8d13-d3fdff919014","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","School","Lower Ground","Early Formwork Handover"
"a3cbe63e-df4f-4f20-bc7c-1769536048c7","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","School","Lower Ground","Pre Pour"
"7466cc4f-c230-4e7a-8ed2-7f104f2e1e99","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","School","Lower Ground","Final Formwork Handover"
"9ab41816-4f2f-4c07-8c82-91b40c0b5af7","Unsupported Children: checkpoint-status Handover Completed(44971644-7778-4f65-a644-3d835f8096f3)","folder-normal","","","step","TRUE","FALSE","Site QA","School","Upper Ground"
"b61484f5-576f-42e6-bda4-6d7cef082bbe","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","School","Upper Ground","Formwork Handover"
"b7a6f92e-9b5a-42d0-8322-7d40fa14ffb0","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","School","Upper Ground","Pre Pour"
"5dd4bcbb-0308-4ac3-a1ee-94c66ba8808e","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","School","Upper Ground","Pre Pour pour 2 "
"a2c173a3-8cd1-4e03-b80e-f5bd8377d64a","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Upper Ground Mezzanine"
"ceb74397-78f6-4b97-888b-c23acadcd788","","folder-normal","","","step","TRUE","FALSE","Site QA","School","Lower Ground Retaining Wall"
"b92352f8-4197-4eba-a396-600e48b3ddc8","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","School","Lower Ground Retaining Wall","Formwork"
"0977bf53-b87e-4b10-b5c6-160cb5437363","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","School","Lower Ground Retaining Wall","Pre Pour"
"17605a87-9f6d-4055-827b-0c6a1981fb25","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall"
"6b530399-3996-4312-9e56-6648ba3e17f8","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 1"
"9102d3cc-c12e-4982-9ee4-d79670dc335b","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 1","Pour 1"
"d3cd7eed-9745-4e29-883f-701b7adf35d2","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","Pour 1","Pre Pour"
"8d3761b3-39bc-40ea-9b36-53bfb276f41e","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","Pour 1","Formwork"
"049f0e0a-8b60-442a-8302-2f0a2c20d3e3","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 1","Retaining Walls"
"1f256d26-4d2d-48e7-9a2a-858f458db7f7","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","Retaining Walls","Formwork"
"8d750069-dd99-422f-b203-ac99b4eeb426","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","Retaining Walls","Pre Pour"
"c5406022-ef57-4e89-a3a5-5594fc981f7b","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","Retaining Walls","Formwork Handover"
"be72a49c-1f00-4889-97ed-df8d06732d0b","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1","Retaining Walls","Pre Pour"
"293106f9-bbb5-4ab5-9d6a-4969956d620c","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 2"
"d9d5896f-633c-42e7-9b57-17f254fd7043","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 2","Pour 1"
"ab75a4f8-6e0a-45c2-80f3-bc9c2e7b037d","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 1","Pre Pour columns "
"2a5038af-bd5e-4585-9021-9fab0ebabc4b","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 1","Formwork"
"9fd722a3-591f-4944-8423-d3e925cc46e9","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 1","Early Formwork Handover"
"bfdd75e6-77bf-4874-96e9-6d3ae8f61d7b","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 1","Pre Pour slab "
"34bbe6d6-23ec-44b9-9693-974175275f2a","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 2","Pour 2"
"79ff78e9-d295-460c-81ee-a4e0f91177fa","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 2","Pre Pour"
"a8593255-26e3-49e8-8c37-e8434b3d4e54","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 2","Pour 2","Formwork"
"b31c6474-587e-4208-99ca-c47638e10727","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 3"
