"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"17204dd9-c270-45f9-a03e-b03a778e2ea5","","folder-normal","pass","","step","TRUE","FALSE","Stage 401"
"f7f02d53-3fe7-4c91-ab1b-0daadfa6067d","","folder-normal","pass","","step","TRUE","FALSE","Stage 401","June 2022"
"108821cc-2a5b-4d36-8a80-c7592d75e2df","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-062"
"5a34b374-5ec5-4eb1-b623-2023d5e39cba","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-063"
"b894760a-6cf6-4b26-82b8-e6fa5ad36117","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-066"
"7edff50a-bb84-4525-ba6c-17051e53380c","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-068"
"fb023f21-3d13-42e9-9840-08bd52038696","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-071"
"65054335-58e6-4d28-b3d9-ff420533d372","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-076"
"4b5db3cf-9ec1-483b-8f57-c27b8ce0c2b4","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-079"
"d31bf7d4-3ccb-4855-8ad8-7ddcbfd71975","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-080"
"54af69b1-b89d-431e-9ef3-e26d5b85b05f","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-081"
"c7105c9a-742d-4a8d-9177-bb3643d7f217","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-082"
"c6126ee6-185b-4ca0-8d1e-7956634812c2","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-083"
"f8725fa4-8471-414f-88cb-831a8b6eb6e7","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-084"
"93377b76-35ab-4085-b00a-4be2d7095847","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-085"
"99628ccf-ba4f-467c-b7a2-409d9eaa8ee5","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-090"
"7b3b0854-6e32-4559-9121-263444351718","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-091"
"0bb28809-f262-4df3-98ea-4ee6f5f9eefe","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-092"
"491cfe22-cca9-4ab8-bf7a-9c56dacf04b8","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-094"
"dbc768da-7dd8-4ef9-96bc-02725cfc89ce","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-095"
"0e2b1b65-8a86-4bdd-9ada-1b4012e67a0e","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-098"
"e005b15b-28b2-488c-ae9a-3b3befc2c0cb","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-103"
"698a2c11-0c20-448f-a4e9-5f0e7241bf42","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-104"
"4e872e53-2345-4fc3-9d96-55b31e786f24","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-106"
"b7a5a2cc-c0ea-4d45-94e1-676253185dae","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-113"
"14f7d2fd-e3ea-4872-99d2-271278d628bd","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-121"
"95b31a6f-b5ef-4ca8-9bc0-aff5e66ce302","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-122"
"91b6560c-318f-48d9-af9c-4c23898e3793","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-123"
"3f645d7b-89fc-42a7-af18-4ecd1ff45944","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-124"
"2b59132e-6629-48c5-96b5-4b10171f448b","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-126"
"baad574d-b29a-417a-8967-15e7dab2af70","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-127"
"6835e105-6558-4ee4-9ca3-54f528bcea23","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-140"
"13bce745-0edb-4d14-85ce-665fc74f66a7","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-142"
"7f79e6aa-0ba4-406b-aec2-75c18f8f1203","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-145"
"63993041-7679-4f22-8db5-b3e67880d648","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-146"
"e6940a63-a9e0-4a25-b0e1-d69313495fc0","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-148"
"fc57a3f4-3559-4398-95f7-7e50ec1af8b6","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-141"
"be7043f7-dd32-4ac0-9246-89f1bf556e3e","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-107"
"d6fa52d8-b5c0-433d-8aa0-865008f8f089","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area B","CAN-151"
"7f562aa7-3946-4d45-ae64-ad0f1c573053","","folder-normal","work-in-progress","","step","TRUE","FALSE","CAN's","Stage 1 - B01","Area C"
"c3fa01cc-4ff2-4c0e-a57a-840fca9f1b55","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-023"
"4992808c-3fbe-4343-81de-77727e0649f5","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-026"
"cc93cf7b-3f30-4740-9526-d482ca21b0e2","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-042"
"31e8b13e-1126-4b6d-b984-1db5dc89afe0","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-067"
"222bbddf-25e2-4ff0-87d8-bfe70f645cb6","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-070"
"9b3fcf8d-dbbe-4a0b-b6b4-fc3efaedb784","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-077"
"cd4d0753-07ae-448f-87a3-24292c1acfff","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-087"
"50c287af-d0a8-4543-9f3c-9f8fe83770a4","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-088"
"df46c66f-0d7a-4c4a-b03d-6ba1acf6cba0","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-096"
"6114047e-2c80-4d53-ac0b-6e03613da5ee","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-109"
"4d9590f0-4a27-4e72-a1c5-ecd6f05e2c05","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-111"
"9114a66d-b49b-4fd7-8663-80af80113104","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-118"
"9d3025d3-9a9b-4bca-bf68-a65fcf157963","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-128"
"b92d50e1-3122-4fbe-ac7b-66b1ca717120","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-129"
"cd10d8bf-fd2f-44b8-a333-13f25bc57b58","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-133"
"89b4ee43-5a59-4e83-8407-be46ca9e18c8","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-137"
"761a61e1-7062-4461-b8f1-6a8737c1d834","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area C","CAN-135"
"b4cdb7d3-cb0c-4735-bbb5-2abc8a2a30e2","","folder-normal","work-in-progress","","step","TRUE","FALSE","CAN's","Stage 1 - B01","Area D"
"acf7ba86-022c-4900-9cb4-e817e03ff4ee","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area D","CAN-046"
"df7d36b3-89a5-4358-a97a-6c87b97b384c","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area D","CAN-097"
"ec633dff-32f8-443f-8788-7dea18ecb64e","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area D","CAN-105"
"993dfce8-4459-4587-a686-17a9b36343ab","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area D","CAN-114"
"911ae5d1-4676-4417-9fd8-55267216951a","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area D","CAN-147"
"bd78328f-68c9-45df-921d-8a66a7cbf253","","folder-normal","pass","","step","TRUE","FALSE","CAN's","Stage 1 - B01","Area E1"
"8244f9c9-6a67-4b06-a438-01ad8dceeb2a","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area E1","CAN-040"
"d69ccca9-ab6b-406b-a806-fa6eb024f7ba","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area E1","CAN-101"
"af6ccf0f-63e3-4d60-aecc-2138b16846b6","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area E1","CAN-136"
"f3078ec0-3823-416a-84c1-9432e44a3b34","","folder-normal","work-in-progress","","step","TRUE","FALSE","CAN's","Stage 1 - B01","Dementia Lounge"
"1ad247c4-8dce-4b4b-8806-7a3b947b5980","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Dementia Lounge","CAN-028"
"2d3490a5-28d7-4834-b209-e893a8db8204","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Dementia Lounge","CAN-139"
"de40d08b-92b9-4d4c-9563-13ba5257055b","","folder-normal","work-in-progress","","step","TRUE","FALSE","CAN's","Stage 1 - B01","Area F"
"368cc3e8-8793-4603-8984-500078b780ce","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area F","CAN-043"
"010f6b84-9253-42bd-a7b5-b32eb71d46d8","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area F","CAN-056"
"f9e56007-9cc0-4548-86e2-8977014cd41d","","checklist-flat","not-applicable","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area F","CAN-099"
"d71aa4e2-eb48-4766-a216-6762f67271fc","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Area F","CAN-130"
"538ff32a-6940-4737-b912-9a890f94551e","","folder-normal","work-in-progress","","step","TRUE","FALSE","CAN's","Stage 1 - B01","Pool"
"a7a89583-97ff-42d0-ad6b-0cb85b4f15d1","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Pool","CAN-108"
"004a5c90-84c0-42a6-b296-00340714f70c","","folder-normal","work-in-progress","","step","TRUE","FALSE","CAN's","Stage 1 - B01","Typical "
"a4c43f54-121f-43cc-9c29-339ff1ace240","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Typical ","CAN-011"
"dd769dfc-d2ba-45ef-a365-1bece2a21095","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Typical ","CAN-031"
"0e88e15b-a129-428c-b9a0-a6483fd5e612","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Typical ","CAN-061"
"2462dbeb-0e36-47f0-96a9-4cc31c380f8b","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Typical ","CAN-065"
"71c73132-e407-44c1-88c6-ac3d3ec2d616","","checklist-flat","pass","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Typical ","CAN-078"
"07433725-356b-4b32-963e-4d019aeb17e0","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Typical ","CAN-100"
"61474607-2728-4692-b4b5-1df0b83e0ebd","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Typical ","CAN-115"
"e4190f0e-ddcf-4552-ab9c-e603728ae528","","checklist-flat","work-in-progress","I - C - MV Remedial Item Checklist","checklist-flat","FALSE","FALSE","CAN's","Stage 1 - B01","Typical ","CAN-116"
"2066e253-9489-413c-b877-01e7d593a217","","folder-normal","no-status-not-started","","step","TRUE","FALSE","CAN's","Stage 4 - B02"
"3ed0ba07-7eba-4a66-80f1-a53381cc768a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","CAN's","Stage 5 - B03"
"9f8e7a37-ec55-4921-8109-e8cd319d6a3c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","CAN's","Stage 8 - B04"
