"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"32dd5aa5-4efc-467c-9954-cbe9e1746993","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure"
"24c0ff89-1837-475f-883b-64d2b1d2ef70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1"
"17ff1078-0546-47c0-b6ae-d267062d4fc7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1","Structure"
"6c3e80c3-565b-4593-991c-dd6a99801fc7","Child Component(a2cc7f90-222d-41e8-8547-29ba63091be9) -- Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB"
"a2cc7f90-222d-41e8-8547-29ba63091be9","Child Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB","Component"
"fa466299-d869-462c-b65f-7724b0564c85","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Drawing & Instruction 								"
"aacbd55f-fc69-47a3-bb8a-8aa6e7f0f893","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Drawing & Instruction 								","Drawing References"
"207582e4-5f7b-46fc-9bf0-e7018668babf","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks"
"3dd65b55-66a7-4e6b-8c2b-737bf4a0fd21","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks","Survey mark"
"ba48e127-6e85-41a2-b9d5-e461654795f1","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks","Grids & Offsets"
"6e46f96c-27f2-4349-9e9c-c0b157bf9a28","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks","Datums"
"d95a8e28-06c3-48e2-a158-4dcef4c14c7d","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks","Dimensions"
"6f3a809a-8a33-4b3b-a7ae-17fee516db36","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks","Bracing"
"0a91aa10-ab3b-450e-ad5c-6e453979f744","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks","Rebates and Inserts/Penetrations"
"b644d849-4e02-43a4-847c-7ad6a247a470","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks","Starter for Precast"
"5a87ff40-d321-44e0-b6eb-06173a74f583","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Setting Out/ Formworks","Holding down bolt"
"574ef38b-70e8-44c2-9c04-03da3e6008bd","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Concrete Specifications"
"21855a2e-b7f3-432c-b152-a8cd7aedb982","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Concrete Specifications","Concrete type correct"
"d233eeda-80a7-4424-ad9b-0837290bd1d7","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Pouring"
"691d22d5-803a-4d79-8519-bf8f8270cf06","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Ground beams and pile caps at grid AA-DD/208-210","Pouring","Concrete Supply Correct"
"23bdf298-a3be-499d-b991-997b69ff6b5b","Child Component(a8161a2c-8409-42b7-b050-1c064cc34127) -- Component Specified(07861b4a-da4e-4652-9476-8823efd3e66d): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB"
"a8161a2c-8409-42b7-b050-1c064cc34127","Child Component Specified(07861b4a-da4e-4652-9476-8823efd3e66d): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Component"
"07861b4a-da4e-4652-9476-8823efd3e66d","DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Component","Component Specified"
"22a5ac28-4893-466a-9cc0-90ad608f0eaa","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Drawing & Instruction 								"
"c5f936c3-5118-4767-8d48-048f8059ff72","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Drawing & Instruction 								","Drawing References"
"7ca3a3d2-f47a-462d-b1d3-25c8073a3023","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks"
"8d104a91-c14a-4322-9ba9-8907c5708aa9","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks","Survey mark"
"c13dbd93-3483-4822-802a-bf9a8d02b3c8","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks","Grids & Offsets"
"e6502591-506b-461d-b960-25561fc5b5d1","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks","Datums"
"884b8429-e400-40e4-a734-fbe87b112541","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks","Dimensions"
"3013ffbc-7717-486f-990b-2a6390dac2b2","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks","Bracing"
"5c44510c-6949-497d-8cb1-0ec8a486b3b2","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks","Rebates and Inserts/Penetrations"
"4ebfcb0e-e0f1-40a7-a590-ef787f74f3f8","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks","Starter for Precast"
"255a8cbe-896d-4aed-9c9b-cd58aafd2aff","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Setting Out/ Formworks","Holding down bolt"
"804e0933-8a21-4c7d-b128-16bc8d80c677","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Concrete Specifications"
"67f334ec-d4ee-4560-ba79-8e8789c214b0","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Concrete Specifications","Concrete type correct"
"c8d6be5b-5a48-46dd-aa82-54ffdd5cf80c","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Pouring"
"fcac20d2-31d6-4769-96e8-e195b07d0604","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Extension of pile to grid 206/ AA to BB","Pouring","Concrete Supply Correct"
"76ce592c-d2f4-4951-bff0-ab6bd704ebc3","Child Component(ec7b6cd7-b39a-48d9-b61e-9cb26c8e034b) -- Component Specified(227cb6c3-dd14-48b8-bcbe-2d24c8190b53): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206"
"ec7b6cd7-b39a-48d9-b61e-9cb26c8e034b","Child Component Specified(227cb6c3-dd14-48b8-bcbe-2d24c8190b53): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Component"
"227cb6c3-dd14-48b8-bcbe-2d24c8190b53","DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Component","Component Specified"
"533bddfb-d553-45b3-92b1-e2093a25bb52","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Drawing & Instruction 								"
"5a13a2ff-c81c-4dd1-b9e9-040e8fe9967f","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Drawing & Instruction 								","Drawing References"
"adfe5e6a-075e-4831-bdb1-50dd4a38f91c","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks"
"19cc1639-c678-408c-a5a1-ea1ce95eee9b","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks","Survey mark"
"0348606c-18fa-42a0-8fc1-2a261f751389","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks","Grids & Offsets"
"28963ebf-5f94-4072-bf2f-401884095c6f","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks","Datums"
"f2f9761c-2fca-426d-8b39-8fc5f18f1db4","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks","Dimensions"
"cdc1628b-3bcb-45bf-818c-75f731052160","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks","Bracing"
"eddfaf3f-9592-4770-879b-1388a20c91db","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks","Rebates and Inserts/Penetrations"
"36d603cf-a57e-46ec-a94e-8804a0ee3e92","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks","Starter for Precast"
"b9f8015b-93f3-4eb2-b987-35cee166c38e","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Setting Out/ Formworks","Holding down bolt"
"831697af-1b27-4801-b156-7e80e45a612a","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Concrete Specifications"
"f6595922-4a4d-4052-928e-bb049b3fd5d8","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Concrete Specifications","Concrete type correct"
"33189a23-d9dd-4876-a809-212346ae2fb8","","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Pouring"
"bb3227bf-cabb-458b-a87b-e505ef61f926","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","L1 ground beam and pile caps at grid AA-DD/205-206","Pouring","Concrete Supply Correct"
"1a93100c-e9ec-48db-b027-a44dea1a7730","Child Component(9ce3c7fb-759e-4190-84a5-5390a76b97a9) -- Component Specified(00c7b2cf-1281-420e-8b56-76e1b61914f1): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap"
"9ce3c7fb-759e-4190-84a5-5390a76b97a9","Child Component Specified(00c7b2cf-1281-420e-8b56-76e1b61914f1): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Component"
"00c7b2cf-1281-420e-8b56-76e1b61914f1","DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Component","Component Specified"
"9bab0e33-8ae1-4c5e-a1e1-e8b06b57195d","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Drawing & Instruction 								"
"34e0685c-9640-4968-9280-56c0cfce7230","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Drawing & Instruction 								","Drawing References"
"d4ce37f3-d19a-4faf-9de9-2e34767049b2","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks"
"9f7c9616-ec8e-4c62-b671-ec445a22fdbb","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks","Survey mark"
"da25c829-0b6e-4b7c-9adb-4bebc6c3b1dd","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks","Grids & Offsets"
"1b39b438-75ae-46bf-a283-533eccf49f14","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks","Datums"
"51fd9c30-012d-44d6-9d68-5e8f7c79be67","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks","Dimensions"
"5c5412b3-9edc-4d1b-ad97-4eb4daefe0bb","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks","Bracing"
"ea350ef4-3fcb-41cb-b7eb-25751685f16c","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks","Rebates and Inserts/Penetrations"
"3095326a-21e9-4ef0-9233-69f4500ccfbb","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks","Starter for Precast"
"8f835aee-095b-4ca8-a9a8-7a38cd401550","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Setting Out/ Formworks","Holding down bolt"
"4ac2c96c-454a-437b-a122-15635ba81ca5","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Concrete Specifications"
"89b54380-03da-43c6-84f2-dcd9248a1d89","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Concrete Specifications","Concrete type correct"
"cda6fed7-b1ee-424f-a540-f902bfbfd99b","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Pouring"
"119a6f01-f177-4047-84ee-73b7b0ce08f1","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete -206-208 AA ground beam and pile cap","Pouring","Concrete Supply Correct"
"95d5568f-0236-4065-8989-91fb58f10313","Child Component(a63b734d-7ad1-4ff4-a0a1-91c8b696419e) -- Component Specified(46413c7f-ac94-42c5-b6e0-0485f3c466b3): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab"
"a63b734d-7ad1-4ff4-a0a1-91c8b696419e","Child Component Specified(46413c7f-ac94-42c5-b6e0-0485f3c466b3): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Component"
"46413c7f-ac94-42c5-b6e0-0485f3c466b3","DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Component","Component Specified"
"1b4725f1-8ba4-4579-a527-3dd948b60d44","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Drawing & Instruction 								"
"6f7ba1dc-9b80-4c31-a964-44152a9c4ca9","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Drawing & Instruction 								","Drawing References"
"9901dccd-a212-4f91-a5ec-0e4ea5b59b06","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks"
"eeee8427-ed29-4dbe-9fa9-279ad9a6d848","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks","Survey mark"
"eb2ddca6-50d1-47c7-b4b7-2c762ec75840","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks","Grids & Offsets"
"36d2d43f-10b5-485a-8092-7b604b1af9ce","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks","Datums"
"1498096d-bbfe-458d-bc63-54fadbc4b59e","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks","Dimensions"
"e352b96f-65c4-46ae-8a9c-c59f05e5d32b","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks","Bracing"
"3c05e16c-463f-4efb-bd64-ed13162798a9","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks","Rebates and Inserts/Penetrations"
"b3eac128-d0a6-4635-bbf5-6914437e11e6","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks","Starter for Precast"
"ad798770-6624-42eb-8cf4-fb61733929a4","","checkpoint-status","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Setting Out/ Formworks","Holding down bolt"
"356b798c-ad30-4d0f-bd40-895b8943b4dd","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Concrete Specifications"
"77f5acd7-39e3-42c0-88dc-35a8762bf464","","checkpoint-status","pass","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Level 3 208-210 slab","Concrete Specifications","Concrete type correct"
