"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9aeeb75e-2990-4433-abb7-04b602991abd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park"
"ac62c71a-1631-46a1-bcff-3e4936234cdb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park","Level 1"
"131c15a9-6a27-4bbf-a72a-2c8cf5f13f4f","","checklist-sectioned","not-started","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning"
"4b34daeb-291a-5a8a-a866-bf29b0457a8f","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning","Safety"
"80b5da26-7dba-5799-bd0e-f532d89561ce","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)"
"5d01b784-7fc3-50d3-9978-1328897bfb0f","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Horizontal Cabling Fit-off (Communications Room)","Ensure that Fluke DSX Testing has the correct parameters as per manufacturer and client requirements all results are recorded with their correct label on cabinet and latest revision drawings"
"54e167aa-41ca-596d-9354-a36afbfef96b","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Test Results Recording"
"db62a23e-d22f-5819-9587-e9635aa737b3","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Test Results Recording","Ensure all test results are downloaded and stored in both their native format and as PDF's or safe keeping"
"258aa615-f9f2-5859-9294-3d8f1b660d70","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Final Inspection"
"b8ab4ba7-fd72-5483-a595-dc652014fed0","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"776b7d04-ee08-530d-a997-3eacbaf2c111","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Final Inspection","Cross check and verify that the as built drawings are complete and correct"
"8e377d6f-758a-50d2-91bc-929a99299592","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Final Inspection","Verify all inspections are complete and collate records"
"8201a2a1-1de1-5d16-881a-dd0cbaa9b5f8","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-222 – Horizontal Cabling","Final Inspection","Verify all testing are complete and collate records"
"c484e7a5-adbb-4a7e-aac9-7f3df878222e","","checklist-sectioned","not-started","ITP-227 Backbone Copper Cabling","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling"
"17918301-9422-59be-9b92-0a8d11b6bb3c","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Coordination"
"b4e46d77-3051-5604-a747-60c725a7cb39","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Coordination","Please attach marked up drawing - Please take photo of title block"
"266746a5-e88f-5e97-9e22-95e9d921c5c6","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"6b440ac4-1e75-59d2-a9ef-830336b1fbeb","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"b09e4e20-aaf9-507a-99ff-7ec9dd0769c2","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Coordination","Ensure the cable is suitable for the environment (Gel filled, screened ect)"
"8b7a0819-df2e-55c3-ab0c-16238fe3d7a2","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Cable Installation"
"d99df274-8a7c-5a63-a47d-7c24560fae30","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Cable Installation","Ensure that the latest drawings are being referenced"
"9444cefd-a9eb-5c7c-b08c-bab252739b9f","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Cable Installation","Ensure the cable has adequate support and does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"4b91d182-e1f6-5b37-9fc1-eeb096a3cb9b","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Installation of Distribution Boards"
"983e5edf-0c58-535c-9742-0dd636c5b6f0","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Installation of Distribution Boards","Ensure the distribution frame is fastened securely and at appropriate height for future maintenance and expansion"
"112d4915-0172-5921-bb51-a48d26171730","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Termination"
"e38c76eb-3407-53fa-9df2-38ea7c011092","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Termination","Ensure that all cores are punched down with the manufactures punch down tool and in the correct colour Sequence"
"1888aa25-cf5e-5f63-b5d6-b5274f4f5a49","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Testing"
"f9e4ba3c-4fa4-57bc-ab8a-ba9c107e62f5","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Testing","Test each pair on the disconnect module for correct wire mapping"
"d0d13591-79ed-546e-9e47-3705fa626fec","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Final Inspection"
"c8f53cb5-f17f-5bc4-8638-5c7b3919b9d1","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"7ae0d306-336d-5cf8-b0de-f431a81867b9","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Final Inspection","Ensure that the record book is updated and installed within the Distribution Frame"
"78a9748c-a57d-52c9-8713-a1f8f22568d9","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"0b9e15cc-02b2-5d4a-a14e-79407b84c5d9","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-227 – Backbone Cabling","Final Inspection","Verify all inspections are complete and collate records"
"d511949a-48e7-4ad6-bab7-db0ed2600c0c","","checklist-sectioned","not-started","ITP-226 Fibre Optic Cable","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling"
"1b6eafe7-baed-522d-a033-587af21d8d73","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Coordination"
"9b57f918-e10f-54e6-bab5-abd5da147cd1","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Coordination","Please attach marked up drawing - Please take photo of title block"
"9de18eb9-5013-5cb3-b82c-617b6f4c039c","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"9ead1624-4657-52bd-bca9-03207f842a05","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Coordination","Ensure pit and underground piping are clear of obstructions and have the appropriate access and barricading"
"1ff120e0-98c0-546a-9dbc-f35569ec9a9e","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Coordination","Ensure that all new installations numbering and labelling systems meet specification and have been approved by the client"
"f7e67921-eb1d-5434-a455-0484365da572","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Coordination","Prior to installation submit numbered Communications shop drawings for review to the satisfaction of services engineer"
"08989a36-011e-5539-b96f-7de9dfcd672c","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Cable Installation"
"70d61942-7864-5bac-92e2-af6f7d4397db","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Cable Installation","Ensure that the latest services and coordinated drawings are being referenced"
"3a32f882-a019-5436-9a2e-b3da6a4c138f","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Cable Installation","Ensure the cable does need exceed manufactures bending radius and is segregated to other services as per AS S2009:2013"
"4458e7bf-9e60-5401-b600-12c7ef36a68f","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Cable Installation","Ensure the cable pulling strength is not exceeded as per manufacturer's recommendations"
"570d3590-488f-52af-aad5-11f20d03b8f4","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Cable Installation","Ensure the cable been loomed in neatly along cable pathway and has adequate service loop's at both origin and destination"
"adc63057-4376-52a2-b5ba-e159911462e0","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Termination"
"0f3a39d9-7949-54d5-8310-48098a4852e1","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Termination","Ensure the area for splicing has the appropriate workstation and is in a dust free environment"
"169fa17f-d166-5ae7-b348-d7e5bc86c8ca","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Termination","Cut the last 2 meters of the fibre and remove it to avoid any dirt, or damage from the hauling that may have taken place."
"0011e500-b5ad-5c4a-84ab-d92cb1d90428","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Termination","Ensure the cable is stripped using the specialised tools and remove all Gel using telstra wipes if applicable and secure kevlar rope"
"cda1c407-c4a1-5c34-8856-086cba01cbac","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Termination","Ensure all equipment (cleaver and splicer) has been visually inspected, self checked, cleaned and regular servicing has been maintained"
"7697b583-7a76-5dfa-929b-b0d26a4177dc","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Termination","Ensure all splicing follows the correct sequence and any cut off shards are accounted for and disposed of correctly"
"9dbe9fec-2390-5446-8650-cd9424176c9c","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Termination","Ensure fobot is securely placed inside enclosure and dust caps installed"
"a6275ebd-b96f-59d9-bad6-daaeb4797980","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Testing"
"f90e6679-a998-5123-af22-05f2922e72bb","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Testing","Ensure that OTDR Testing is taken from both directions and at multiple wavelengths and all results are recorded with their core/cable no as per label on cabinet and latest revision drawings"
"223d0fca-4daf-5af5-a279-8d0e3e126d47","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Testing","Ensure that Light Source Testing has the correct parameters as per manufacturer and client requirements all results are recorded with their core/cable no as per label on cabinet and latest revision drawings"
"eeff587f-ad24-5bca-8cd8-bd1dc7889071","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Test Results Recording"
"05c64740-26d0-5bcb-91d7-897e3bcd9e8d","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Test Results Recording","Ensure all test results are downloaded and stored in both their native format and as PDF's or safe keeping"
"0a793646-4b5f-5419-b28a-d82cc28a1121","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Final Inspection"
"92530bcc-2696-5a1d-9511-352de20496a9","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As Built Drawings."
"e5b1a0c1-5be5-5002-9a51-538948d41474","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Final Inspection","Cross check and verify that the as built drawings are complete and correct"
"06450096-092b-5690-ae53-22c84e3a7839","","checkpoint-status","not-started","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-226 – Fibre Optic Cabling","Final Inspection","Verify all testing are complete and collate records"
"e27fb2aa-e290-4fa5-80b8-3b4867329d84","","checklist-flat","pass","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2"
"08523ae9-68f2-5a9d-b99b-5625ad43bdc0","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2","Attach any relevant photos & documents"
"00f41ad3-1f18-54d2-ac05-285ac22a05e9","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2","No Structural Implications"
"0f834a95-e798-557d-8567-f0edbb2641c0","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2","Marked Out Correctly"
"59a6febb-5f5f-5da9-a26c-64b800068842","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2","Glued & Tied Securely"
"a65d0f48-17d0-526f-9642-e8f685c079ac","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2","As Installed Drawing Attached"
"a9447cd4-2e05-5f37-869f-2368f614549b","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2","Conduit Ends Capped"
"cdc50eda-4d96-5efd-9dc5-ae86afa0322f","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2","Signed By Installing Tradesman"
"7fb077ad-e9f1-5065-b53f-46abd4cf7069","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Core 1 - Pour 2","Ensure photos are taken"
"4f7a24ae-e551-49e7-ac74-022480deb9f4","","checklist-sectioned","pass","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Core 1 - Pour 2"
"f5462e75-f127-5c2b-bf11-61d446ff4f0d","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Core 1 - Pour 2","Coordination"
"3023e6c8-938a-50fa-9670-56033b3fc694","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Core 1 - Pour 2","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"8ae3f2e3-36c2-5b44-850c-18500728f475","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Core 1 - Pour 2","Coordination","Prior to installation submit conduit shop drawing for review to the satisfaction of structural engineer"
