"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"aedc3686-8bc6-4aa8-a885-f82f6d643319","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"af11d9ce-762a-50b7-844f-5566b82978c1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"bafcc70f-08f3-4d78-8bc4-b55b930ecc7e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"1a39be66-eb87-4e74-a29c-706688e2ee27","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"881fc2f7-4624-56d5-9fe5-7055b7581f7d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"ea7f4ad4-bffd-52af-9c67-f8eeef48f33d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"827675aa-3982-5083-b119-c9b76b38d07f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"93529ee4-6443-5c7e-8fc2-54a1d59d0bc8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"9d8622e4-44ed-41fa-b549-4ebc86b9c5ef","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 30"
"0880abe4-1680-46d9-8392-b59e4af53caa","","checklist-sectioned","not-started","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -1"
"b34683d2-3c28-576b-8188-83c8add0bd68","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"8f250b41-b032-50e8-b07f-a2308dd2c377","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Pre-Pour Check","Mould Oiled"
"840235a2-2ec1-509f-9c30-12e374c8e013","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Pre-Pour Check","Mould - Workmanship"
"9ec0f2b4-900c-51ee-8141-e40511b15277","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Pre-Pour Check","Reinforcing"
"493cb42e-69a2-5013-9198-212f31fe36c8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Pre-Pour Check","Cast In Items"
"9e3cebca-ece2-5011-941f-a28f2cfdbc97","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Pre-Pour Check","Marker Position and No."
"d15cd1f1-c0d0-5a73-8a75-19ea79047b38","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Pre-Pour Check","Make mould to Green Status"
"0c704eb5-2e3c-57ca-971e-05f0467a5477","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Concrete Works"
"eed7fdcb-f723-571f-8ba6-3cb17da4bc69","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Concrete Works","Concrete Works Details"
"1608e984-4c9f-57c8-a13b-1e88c3078d2f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Concrete Works","Wilco Sample Taken"
"b076dd26-7ccc-51c9-9302-402c3bcfe162","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Concrete Works","Bridgeman Sample Taken"
"cab35cbd-1901-5446-816a-c7c216b0f1a8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Concrete Works","Supervisor Approval"
"72131bf9-2b43-5b5c-8f34-feb687e6f0f7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Post Pour Check"
"6fc5eb9d-16a2-5f9c-86f6-abe912014e67","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Post Pour Check","Edge Detail"
"f3d0d464-58b1-5ed3-8741-b5463fad09bd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Post Pour Check","Bar Projections"
"5551a667-9cd9-5719-a921-da6f4c36b8e2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Post Pour Check","Cast in items"
"53dd2297-b962-5446-be66-0932f1ea87d2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Stripping and Stacking"
"cb84b4c3-6056-5e3e-9a70-38aecfe9558a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -7","Stripping and Stacking","Stripping & Stacking"
"e67fee5c-fc5b-484a-9367-9ec745e557aa","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -8"
"80fc7b18-6779-59b2-a6db-4f1d7938eeed","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check"
"2d1dc330-0cfe-5df6-a49a-8dbf97657223","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Dimensions"
"40c02019-53c7-5c08-8724-898794509771","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould Clean"
"3629d7fc-0c8a-5481-9379-2e0105df1b49","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould Oiled"
"4ab20a4e-08f6-579c-ba8e-a1dc7f175afd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Mould - Workmanship"
"fddaa8af-2766-53f7-91b5-2261f32971e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Reinforcing"
"fe514994-3ad0-5199-95df-16f8ca576485","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Cast In Items"
"f540384e-f18a-50da-8325-ec6f2dad289a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Marker Position and No."
"822eec5e-4b71-5974-a4f3-04a54c6fb9f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Pre-Pour Check","Make mould to Green Status"
"37e1536e-b83f-55f2-9a20-1c66af0025a3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works"
"37a01c94-18b8-544f-96a5-8afa047d72e4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works","Concrete Works Details"
"9f91d31c-96d5-5add-ad65-91e79a7e763e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works","Wilco Sample Taken"
"6c903d50-5e5f-5a4a-9623-75f4a061c567","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works","Bridgeman Sample Taken"
"e89671d0-212f-5f7b-ab8d-0428c9fa6ea5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Concrete Works","Supervisor Approval"
"61710b40-e062-515a-b225-6de2435f543c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Post Pour Check"
"ca1c5fdf-b838-5228-a3a9-7f7ca378a259","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Post Pour Check","Edge Detail"
"a08d881e-d625-5a95-9bed-3a41583613ef","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Post Pour Check","Bar Projections"
"c7278de6-8a10-5c03-befc-ddad9a85ba8f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Post Pour Check","Cast in items"
"f5f75793-d496-5561-99d1-b1be212ace3a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Stripping and Stacking"
"c7c53099-a7e1-521a-bcea-571b360fdfb4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -8","Stripping and Stacking","Stripping & Stacking"
"4b6eeeb3-0618-4f33-85fa-b88445fca490","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -9"
"c843fe25-6758-52d0-ba76-bb790d09d242","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check"
"d157ec3f-ae52-5ea9-9bf2-071e6123158c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check","Dimensions"
"a42dae5e-032e-5e8a-844f-662cf3f11bb7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check","Mould Clean"
"1852b499-6d71-57c1-b419-af3864bde79a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check","Mould Oiled"
"4b0d2cfa-f163-5d07-ac74-073a2f966322","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check","Mould - Workmanship"
"64abec37-664d-548e-9539-aaf5bf3950ea","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check","Reinforcing"
"d5967eb4-c2a6-57c6-abc3-3df11b8a66d8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check","Cast In Items"
"59e66ff0-bbd0-5077-a056-5e73d63f63ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check","Marker Position and No."
"17c33d2b-cf00-56da-83fb-cbb600e0221e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Pre-Pour Check","Make mould to Green Status"
"8e609bd7-e15b-5cf3-94e1-7b8309794ebb","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Concrete Works"
"75ebba9f-bfbc-554c-bc83-18ca413e8718","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Concrete Works","Concrete Works Details"
"f17057a6-a382-572c-892c-71dda6c60898","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Concrete Works","Wilco Sample Taken"
"84d2040c-2b1e-545b-9de7-6a5212749163","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Concrete Works","Bridgeman Sample Taken"
"9c668035-e0c7-5267-8206-fb92aea21e3c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Concrete Works","Supervisor Approval"
"539e9c06-08cc-5c37-89ca-b9cafc12bc48","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Post Pour Check"
"dafbffbc-6c76-502f-8086-92330d211a72","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Post Pour Check","Edge Detail"
"665e5472-9055-51e8-8eff-2895aea3a7f6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Post Pour Check","Bar Projections"
"873e0bc0-22c4-5861-bf21-ce79f1ae38ec","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Post Pour Check","Cast in items"
"42d12afb-2ea6-5af8-8a71-22287c6c5d9d","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Stripping and Stacking"
"9e2101ba-4138-5d9f-8f46-6be8a31ccb01","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -9","Stripping and Stacking","Stripping & Stacking"
"07ce40a4-3b9a-40de-90a7-5f04b111a3c1","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -10"
"13df7db3-1fa0-5051-8c6f-f53a5cb9dbc4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check"
"d6fd8050-926c-5b89-95db-64b8260cdfd1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Dimensions"
"8d1951a5-0471-5169-8e8a-66ec7a46502c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould Clean"
"f9df2bca-26a3-5f7f-9485-396a33ead890","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould Oiled"
"eda9eb2a-e8f2-5d00-8c58-10243e5da863","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Mould - Workmanship"
"89793774-fb89-5f99-a665-d78eb165f0fc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Reinforcing"
"4608b063-c9e6-5dd8-8dba-2a7537bc5345","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Cast In Items"
"03325933-744f-5142-9a20-77e0f66c48f8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Marker Position and No."
"7804c60d-206e-56e3-9d0d-f7bbb7a54809","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Pre-Pour Check","Make mould to Green Status"
"e91c94d2-ff13-5efa-8f97-480eb95e542d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works"
"984c8493-58ba-5c76-8fe2-bacbb03e590d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works","Concrete Works Details"
"6e66b17b-f726-59f1-9490-9a397e40a08d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works","Wilco Sample Taken"
"b62ab5fe-2f65-598f-b31c-130376b590ad","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works","Bridgeman Sample Taken"
"470a367e-c30c-56d0-be08-e91c602bd7eb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Concrete Works","Supervisor Approval"
"be06daad-da47-509a-9098-8d2cc2536d74","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Post Pour Check"
"718148b1-6f0e-5ffe-94bf-cdd997ab00d6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Post Pour Check","Edge Detail"
"60fc4a5c-1ff0-59dc-b7c7-cad21adef734","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Post Pour Check","Bar Projections"
"3864e23d-959d-5cff-ad99-b9b45c28995c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Post Pour Check","Cast in items"
"8ca3a185-1c73-550a-8493-3c255b321c25","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Stripping and Stacking"
"08d8ef57-61d8-5486-9adb-fb1bc2bf5c43","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -10","Stripping and Stacking","Stripping & Stacking"
"16a1ba73-4743-49d1-9b43-c4c68f9a96eb","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -11"
"0a93221b-df20-5eef-a3f3-e534c5ef2c5a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check"
"a41feb8a-c33a-55c8-a70e-2f7648fbe77d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Dimensions"
"75af9661-9ad3-5cf3-94dd-d7ae275dd301","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Mould Clean"
"453aa95b-100d-5af3-b431-f64e8cbae448","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Mould Oiled"
"896bc627-d98a-5a4d-9ac6-02fec0f2cb20","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Mould - Workmanship"
"4ad8791f-3ebc-5010-b3b5-3a90987ba592","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Reinforcing"
"923a320c-33b0-5008-ae30-741fcd5ac0bf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Cast In Items"
"eec40196-f589-5114-a41e-a5d994fe7c13","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Marker Position and No."
"97006359-1d53-53df-a436-ceb0985ddbc3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Pre-Pour Check","Make mould to Green Status"
"531aa4af-8862-577f-9f73-1a6d691fb03b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Concrete Works"
"7a0cd92b-5ae0-5781-ac46-58533ec7fe00","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Concrete Works","Concrete Works Details"
"518486c9-36cb-5422-bc01-fef23d9303c8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Concrete Works","Wilco Sample Taken"
"eba330da-7329-5754-b3f3-809b19d8ba52","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Concrete Works","Bridgeman Sample Taken"
"43aacec4-e891-55b1-9f88-43cdd31b2b57","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Concrete Works","Supervisor Approval"
"f8a92396-bf3c-593c-8052-7651d0c6897d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Post Pour Check"
"8e617bdc-3e40-5b93-9f9f-f6564d8f5ea7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Post Pour Check","Edge Detail"
"a23912a3-a3eb-58ea-bb1c-004cea883301","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Post Pour Check","Bar Projections"
"3f8c30df-fe8e-5f1d-9dd8-866fb008acb2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Post Pour Check","Cast in items"
"ef50aa93-4e29-5835-b51d-ccdde320a09e","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Stripping and Stacking"
"36d74b05-bd5b-57aa-a4d1-a0903168346e","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -11","Stripping and Stacking","Stripping & Stacking"
"142c700e-23f9-422d-bca1-0221dffbe0f0","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -12"
"9065d992-0db5-53d0-a5e1-c4d0b53839da","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check"
"25713b3a-a990-5915-9938-3d68629e3924","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check","Dimensions"
"865b5870-c7b1-55ba-a38a-054e2cdeb5d1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check","Mould Clean"
"e0795ec0-5aa2-595a-8da3-9c81c79ea13a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check","Mould Oiled"
"623e38a2-38ea-5615-b416-fccdd2b427af","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check","Mould - Workmanship"
"0155295c-ce1e-5db1-8322-8906e80207fa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check","Reinforcing"
"f0dbb1a7-bdb8-5f59-9ae4-0e4fb3a2435d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check","Cast In Items"
"6e237fb8-b915-55a9-aa2a-017deeb6e035","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check","Marker Position and No."
"8a41cb21-4917-5cd5-b240-32c5f38caf16","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Pre-Pour Check","Make mould to Green Status"
"d7c23bd5-a34f-5a4f-a00d-3d388a3df116","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Concrete Works"
"32ad15da-1e6e-5c51-93dd-0379bac68416","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Concrete Works","Concrete Works Details"
"53bb3205-1aa3-5aa0-9e31-e059b33cd169","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Concrete Works","Wilco Sample Taken"
"8a1a30c5-743b-53c1-8f65-909afe24b012","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Concrete Works","Bridgeman Sample Taken"
"8f886bf6-3933-5d5d-a5c5-89eadff5ffd0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Concrete Works","Supervisor Approval"
"50530682-ce80-5cd3-a54c-335b9725e50c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Post Pour Check"
"d29887ef-41c4-50e4-8e94-5f3bd0faa83e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Post Pour Check","Edge Detail"
"b059ee54-bde9-581a-b7ef-c62e93b45fc8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Post Pour Check","Bar Projections"
"489e29ff-f027-50a8-a388-27087518f6cc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Post Pour Check","Cast in items"
"bb4cd69c-7a53-57ca-894e-eeed40270d53","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Stripping and Stacking"
"03c2f392-d8e4-5d23-80ec-be0b15a6ea72","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -12","Stripping and Stacking","Stripping & Stacking"
"f2a2e10f-fb46-4afc-a27e-58eb22ddd9eb","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -13"
"e02b970d-223f-545b-8a1b-0c38f75e8a24","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -13","Pre-Pour Check"
"95ef5b9a-6701-5b29-abba-36aa85d5985b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -13","Pre-Pour Check","Dimensions"
"7abe472f-2a84-516e-b34b-33aab4ae2330","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -13","Pre-Pour Check","Mould Clean"
"b1eb39db-d995-5caf-805f-2f334f59c17c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -13","Pre-Pour Check","Mould Oiled"
"949a737d-8c83-5ede-a52c-ed1694fe8c32","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -13","Pre-Pour Check","Mould - Workmanship"
"2085f89e-eada-5d1e-bdd2-b52cde79985a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -13","Pre-Pour Check","Reinforcing"
"a00b2e93-a2a2-5191-9360-9005c921e548","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -13","Pre-Pour Check","Cast In Items"
