"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"48b2cf9e-2b67-4519-9523-d50f38fedca6","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"61ac5ac0-930c-481c-a981-c71dc2e7d339","","work-in-progress","","folder","TRUE","FALSE","Site QA","Block A"
"6a6be177-ebcd-472b-ba68-843b525a0b10","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Lot 01"
"f6f1f4a3-018e-4a8b-af86-af192e958526","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation"
"2d2d188a-3399-4044-b5d1-6068fa40db53","","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation","Waste & Vent Installation"
"a3ca5ade-3d54-5d02-b80c-3fc1f2a3eecb","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Rough-in Plumbing Installation","Waste & Vent Installation","Details:"
"9acc85f3-5db2-5445-b968-c11f9eaf995f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"d3e59e9a-af17-574a-b697-015c3e452fba","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"0e6a6b90-9dea-5584-8b2d-0748fac80f15","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check for damage or leaks"
"0fe77631-06a1-5abc-b346-3a121be9e8e6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check fixing points are secure"
"fb8524f5-3c44-5c0a-9d8a-31f83ffd1ace","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check level & alignment"
"6add60cb-0273-5213-9620-9db3138f3576","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check mini stops"
"9dc00351-0852-590a-b06a-54823a552d75","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"4e72494d-6063-5e1c-ac0c-f3c720759bbf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check waste & trap connections"
"9d90a7c4-800b-5824-95fa-f5db89e8dc24","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check dishwasher waste & water connections"
"3e0734b9-15c8-5a23-b192-fc08efa8fd76","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check stop valves for future connections are capped"
"827bacca-4295-5cd4-9ed8-783064d67af2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check all functions & controls for correct operation"
"30cbdfe1-cea0-5e6e-b07b-42aa4b50208c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check trap is clear of debris"
"e297e01c-ac62-565e-bb52-86559767c279","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation","Details:","Check caulking"
"7631e37a-4a14-4b93-ac9d-5cd996f00856","","not-started","Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"e7c0c3ae-13ad-5329-9996-11f13367e61f","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:"
"7f8d1938-fe13-5e86-a0cd-bf3350a72444","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"6fdde79b-94c6-50b9-81f8-d07c4c2e7879","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"4d41247f-e9ab-51ab-9e5b-999a9c707319","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Installation complies with current drawings & specifications"
"2d8f254c-f2d5-58e2-afc0-89d8e3776b48","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"034288f1-045a-56cd-bf70-44d152802a61","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check for damage or leaks"
"1d42d78b-cfd8-5f57-876c-7380e59b7c67","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check level & alignment"
"23cc5f6a-2e0b-5e7a-8e9c-0da537e77cf9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Washing Machine Stops Installation","Details:","Check stops hose connections are capped off"
"5938b657-4ba9-49e1-bff2-2c739c340d84","","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"bb5cbacc-5439-5063-a855-acad57b77543","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:"
"c35e74ad-5704-582f-aabc-1bdf73b2f3cd","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"b0073bbb-e4a4-5f9f-a712-118e3b4616cc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"aab75ea0-c2cd-5d6d-8fcc-7fba236b0ac1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Installation complies with current drawings & specifications"
"2859dc06-a5b2-5d6e-ad10-07e526c4d5bc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"a3f1e7b7-3916-5c12-bbaf-792fe12a86ed","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check for damage or leaks"
"cb406f18-3868-5994-9bda-41d997b7091c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check fixing points are secure"
"eea6733b-c640-5320-8a20-87dc90a01d4e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check level & alignment"
"9b272903-d54b-5fbd-a550-caf3fc0f12a4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check mini stops"
"dc44ce32-bc22-5f96-9724-57c1f58e3646","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check flexible connections are not twisted or kinked"
"9e8352b0-d016-5901-888c-91e2ef6b61b6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check waste & water connections"
"dd0a6187-1559-5d79-8b77-aac60e67efbf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check stop valves for future connections are capped"
"59e4505f-4dd0-5d77-860e-71328c423885","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check all functions & controls for correct operation"
"b376e6bd-b925-5f28-87ee-4b959c7eb9be","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check trap is clear of debris"
"70dc7a85-47f2-5249-b71c-bf7d4f6208f3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation","Details:","Check caulking"
"ad7f5185-5c72-474b-9a49-8e6e9799e407","","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation"
"b68256b1-fa48-54f7-9976-a6f4f2cdeee3","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:"
"acd6edb0-c8b5-5469-9c63-744113a7fc00","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"431125fe-75a5-58f9-a3c1-7d2903ce0187","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"a37ae888-3ec4-5792-9fb4-9d9eec92e916","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","Installation complies with current drawings & specifications"
"bd269181-2001-5b6a-97b1-036b7d35e3ad","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"6cdfc98a-8fa7-5300-8447-ff4d27b423c1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","Check for damage or leaks"
"7a91911b-57d7-5903-9cc1-40cbf34606c0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","Check fixing points are secure"
"dd8db83a-2bf2-5041-9114-ff82b11ea267","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","Check level & alignment"
"42351d12-ff41-5fe9-8d61-92c7d82178f6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","Check waste & trap connections"
"0a5cd446-6186-5e4d-9ad6-d9ff4e6f5c8d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Tundish Installation","Details:","Check trap is clear of debris"
"2e25d8e7-fa50-4f48-9ff5-812ddd724ef6","","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation"
"d524ef72-587b-512b-983e-d27a8c305a63","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation","Details:"
"3d8b64ba-d84a-5628-abfb-02671cf484c6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"00e3920e-8899-5f17-a907-81637c5f86cc","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 (Note: Fit-off photos to be taken only within this Checkpoint)"
"743ebaa2-373e-5bde-9d4f-be35e93eff06","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Installation complies with current drawings & specifications"
"904709e6-85da-5b52-bad6-ed83687497d5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"48a2f379-310a-5652-b08a-f1472d6ed8a8","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Check for damage or leaks"
"62ef475c-4153-5d78-ac40-f278eca5c9cb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Vacuum breaker fitted"
"6c4c33cd-68ce-5c11-abb4-604ab6e1e122","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Hose Tap Installation","Details:","Check pipe colour coding"
"a54da05a-bfb9-4f1d-98e2-de20d848e54e","","not-started","85f8719d60ad41b98a5587b25184f5e446cd76b96c5346e09c4474473806b8a9","checklist","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation"
"230e7a60-79fc-5c99-bded-f8f212bb1d46","","not-started","","section","FALSE","FALSE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:"
"26adb7c0-d23b-5126-800e-13a9b3e5d134","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Mark this checkpoint as 'FAIL' if you think this task should be a variation or additional work. If not, mark as 'N/A'. You must still action all remaining checkpoints"
"b1090e24-f078-5727-8cde-6e15fae2e78f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Installation complies with latest revision of AS/NZS-5601 (Note: Fit-off photos to be taken only within this Checkpoint)"
"36f8da90-4f4a-5c42-acb9-bab64359f02d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Installation complies with current drawings & specifications"
"c90770fa-ee36-51e6-b10e-ac1f19338a4a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"796ef517-b1bd-5edb-af6b-134b2b21847f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check for damage or leaks"
"b9cc788f-b76b-549c-9497-b0489f440630","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check fixing points are secure"
"477e6713-2bff-55d4-ba16-d660f86ad6fe","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check level & alignment is correct"
"46b1eaf2-f4c5-5424-9def-27bb15b9d904","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check surrounding wall material is fire rated"
"99c898c1-35fe-58a5-820f-81f92a51d19c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check distance from cook-top to range hood complies with manufacturer specification"
"9fe45de7-64ad-5eba-a58a-f055027c35ad","","not-started","","checkpoint","TRUE","TRUE","Site QA","Block A","Lot 01","Fit-off Plumbing Installation","Gas Appliance Installation","Details:","Check surrounding walls to closest burner distance complies with manufacturer specification"
