"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Reference Drawing"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"656c9593-ddac-4b15-95a0-c93db8c3e949","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"5b3deb69-b141-412b-84f9-4568cecfa06d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.140)"
"704882dd-ce6c-4def-b427-b6fc8080c65f","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","STAIR PRES (LG.B.601)","Pre Grid Sign off"
"2ca39820-7445-4d67-bf6a-e539868ef843","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","STAIR PRES (LG.B.601)","Pre Ceiling Sign off"
"bd29e936-8c57-4d18-8b39-0b2fe81d0bf0","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CU MED (LG.B.022)"
"8f008c0d-f214-425c-941a-8ac61685e481","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CU MED (LG.B.022)","Pre Sheet Sign off"
"d7743d9a-a4de-4a92-810e-884ba56375f8","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CU MED (LG.B.022)","Pre Grid Sign off"
"63734527-324d-42a0-8a8f-1feaeca7500b","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CU MED (LG.B.022)","Pre Ceiling Sign off"
"5c9be4da-5869-429a-a2b5-1af49ab3125f","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","ST STATION (LG.B.020)"
"cfa09de6-22f3-4739-83be-b554b5d5fa90","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","ST STATION (LG.B.020)","Pre Sheet Sign off"
"8629333d-1bb7-4d36-8bc1-529752c2b078","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","ST STATION (LG.B.020)","Pre Grid Sign off"
"6218c8bb-ee9d-4469-a40e-5104417ea206","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","ST STATION (LG.B.020)","Pre Ceiling Sign off"
"60c5a813-75f1-4142-8c6b-08f132199edf","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","PBTR NA (LG.B.012)"
"5f450e14-4d5c-4b6a-bade-dab1bd906e3e","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PBTR NA (LG.B.012)","Pre Sheet Sign off"
"ca3f69c2-fe83-4fd2-ad81-ccb8fa027b03","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PBTR NA (LG.B.012)","Pre Grid Sign off"
"935e012d-52a2-4899-8df3-aff25efd3a49","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PBTR NA (LG.B.012)","Pre Ceiling Sign off"
"efa481fd-45cb-440a-a692-10d79a0bde6f","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","PBTR NA (LG.B.013)"
"81fe11dd-d3a1-4e30-8b74-cf13207f30e1","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PBTR NA (LG.B.013)","Pre Sheet Sign off"
"a0813d6b-46a0-4ebd-be17-84eee75d85df","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PBTR NA (LG.B.013)","Pre Grid Sign off"
"471d01f9-55dd-479f-9775-895e2d0c73cd","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PBTR NA (LG.B.013)","Pre Ceiling Sign off"
"7bdfb4ea-ce66-420f-bd45-32a99984e44a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.019)"
"40ba3d8e-000c-4f58-b4bc-b5a351991155","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.019)","Pre Sheet Sign off"
"3b3c6167-3284-4be9-b487-52f40b436ae0","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.019)","Pre Grid Sign off"
"3ec806a3-8b9d-4d99-a9f9-076617e513b0","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.019)","Pre Ceiling Sign off"
"0ff5480f-e734-4289-aecd-4f4ea7b3958c","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","BED LOBBY (LG.B.672)"
"bdca57c0-a5e1-4d48-b2f6-a35ecd11de36","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","BED LOBBY (LG.B.672)","Pre Sheet Sign off"
"848030cc-b572-4aca-89d5-cf5f03a2bfea","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","BED LOBBY (LG.B.672)","Pre Grid Sign off"
"9248578b-6e2f-4b34-a062-0ffc6bc2d0f5","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","BED LOBBY (LG.B.672)","Pre Ceiling Sign off"
"2404d7d2-592e-4bf4-840a-9963ff3b1040","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","ST ALL HEALTH (LG.B.128)"
"07c6e512-cadc-4f79-b00e-86c4bf2b3591","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","ST ALL HEALTH (LG.B.128)","Pre Sheet Sign off"
"b0d2c23d-1a42-4a9e-a0a0-e5ba8ba43976","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","ST ALL HEALTH (LG.B.128)","Pre Grid Sign off"
"e14c96b5-fc30-440c-9232-6deb9850127f","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","ST ALL HEALTH (LG.B.128)","Pre Ceiling Sign off"
"fac50c3e-119f-439d-8845-7d728bcc7e1b","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRAVEL (LG.B.134)"
"3bb0e2cd-6edf-4a62-b578-7d7a4df8d7f6","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRAVEL (LG.B.134)","Pre Sheet Sign off"
"52a6cf01-ae0a-41ef-b877-c6a40095b276","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRAVEL (LG.B.134)","Pre Grid Sign off"
"dd4a0984-6543-40b7-ae74-bae3a5bbbc5e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRAVEL (LG.B.134)","Pre Ceiling Sign off"
"fbf5d766-9dd4-47ef-8a16-f171557ba400","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRAVEL (LG.B.139)"
"90335269-010b-4a7c-ab4d-4d6b2ec9538b","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRAVEL (LG.B.139)","Pre Sheet Sign off"
"41795035-8852-4250-a15d-b1c0e7aeec67","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRAVEL (LG.B.139)","Pre Grid Sign off"
"a59268b2-78a1-408f-8aa5-2951a842ddb4","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRAVEL (LG.B.139)","Pre Ceiling Sign off"
"4a29081b-9925-4705-853b-43c7c6100947","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.126)"
"9eaf9969-5678-4602-b389-ba3f5a20d876","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.126)","Pre Sheet Sign off"
"53340883-ede0-45b9-8d7e-1c5bb0bd1853","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.126)","Pre Grid Sign off"
"e3e62cdc-f2b1-44a2-973c-d143f966d999","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.126)","Pre Ceiling Sign off"
"e7d06c95-9f2d-4205-b81c-71398e6e1020","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.081)"
"b69a3c00-fc7f-4422-8eb1-7cfa83ece327","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.081)","Pre Sheet Sign off"
"03147cfc-ddd6-4f20-9f3b-84dc950b10f3","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.081)","Pre Grid Sign off"
"b4d585fa-ae6d-48e3-9921-0383c458952a","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.081)","Pre Ceiling Sign off"
"3e03242b-f67e-478b-b834-567d33728caa","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.082)"
"879add83-3eed-4968-bedf-19e762fe6ef1","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.082)","Pre Sheet Sign off"
"372c1c0e-38e2-4401-aaed-abae1bf02052","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.082)","Pre Grid Sign off"
"6cb9e67d-0d35-43ba-b7d0-87c89f6844f4","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.082)","Pre Ceiling Sign off"
"7bd82171-7610-47e1-9d74-e99b0b7e0f1a","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT-SUB (LG.B.124)"
"135602a8-528f-4ba9-94c3-e27620fc42c4","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT-SUB (LG.B.124)","Pre Sheet Sign off"
"36ee753c-0cf7-4ba9-881b-476f8129ec96","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT-SUB (LG.B.124)","Pre Grid Sign off"
"73ba102b-63b5-4d6d-907c-170bae7c3e0e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT-SUB (LG.B.124)","Pre Ceiling Sign off"
"c50b4e70-87f3-42eb-bf3a-1d1209975aeb","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WCST (LG.B.091)"
"66c07614-9605-433c-8c08-9aeb4051c7c3","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WCST (LG.B.091)","Pre Sheet Sign off"
"1d37c6c5-a70f-4e1d-9254-1f51b621ac62","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WCST (LG.B.091)","Pre Grid Sign off"
"aac44d7c-56d6-4183-af76-e7317ff7f267","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WCST (LG.B.091)","Pre Ceiling Sign off"
"d937ac69-57ee-4cb5-b691-8cff2072cb07","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","HWPPE (LG.B.083)"
"5c339725-5481-43fb-9f77-3a8201c9b7e1","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","HWPPE (LG.B.083)","Pre Sheet Sign off"
"77b793a0-ae16-4191-8d56-fc7b4a6a2a15","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","HWPPE (LG.B.083)","Pre Grid Sign off"
"99b121e6-7d1e-4c71-bcf8-67a4c37771bc","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","HWPPE (LG.B.083)","Pre Ceiling Sign off"
"643d0743-14e9-41ce-80e9-a80c5eb6b7ee","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.086)"
"24da61f6-923c-4a40-9613-fef045661d40","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.086)","Pre Sheet Sign off"
"76d5c62e-8277-443b-8759-71b1b208350b","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.086)","Pre Grid Sign off"
"4e171f0b-caf4-45c7-bcaf-4cfb291675c9","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.086)","Pre Ceiling Sign off"
"7ae576d7-601b-4a94-86b0-aacb25acc5ff","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","PB AMBTR (LG.B.084)"
"5abdcd0a-300a-463d-8b33-5d5f4163f731","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PB AMBTR (LG.B.084)","Pre Sheet Sign off"
"f117d6b8-945a-4914-9b49-417c192bb5a0","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PB AMBTR (LG.B.084)","Pre Grid Sign off"
"54844ec1-fe17-427a-856c-ae204aac5a0b","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PB AMBTR (LG.B.084)","Pre Ceiling Sign off"
"02fc1e01-a805-430a-a606-52182db5911d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","PB AMBTR (LG.B.085)"
"8677ec81-bfdb-4717-832b-3a213a9b9d5e","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PB AMBTR (LG.B.085)","Pre Sheet Sign off"
"95d2a0fa-29a1-46a9-9dce-1a2e23f5ea17","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PB AMBTR (LG.B.085)","Pre Grid Sign off"
"ad3f897f-22ca-42ab-9c38-6716f698e342","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","PB AMBTR (LG.B.085)","Pre Ceiling Sign off"
"91c3665d-3f6b-40c8-a3a5-4469fca424f1","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.087)"
"8287aae4-cf97-40db-ab37-99d620d68b48","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.087)","Pre Sheet Sign off"
"48011989-dfcc-495c-890a-dc88fdd244a4","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.087)","Pre Grid Sign off"
"ffd1b5bd-b2f3-4000-a17d-5a7961a31bd5","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WB IN (LG.B.087)","Pre Ceiling Sign off"
"a8a7d55d-1de3-4675-a8d6-ba8e96cd6ed9","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.155)"
"983c3607-4c67-44dc-90cb-adbf9be24f7e","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.155)","Pre Sheet Sign off"
"9d41c6f3-6e77-4302-bca1-70f223352702","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.155)","Pre Grid Sign off"
"a36fd84d-b7b0-4e98-af5c-c611e2cc63ad","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.155)","Pre Ceiling Sign off"
"850fbade-0193-4f37-acc5-f4bb55301832","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.156)"
"5bc400b9-a0b0-409e-a855-d91590549232","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.156)","Pre Sheet Sign off"
"8b66ea35-f517-4fb3-a60b-5a951945f2c3","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.156)","Pre Grid Sign off"
"4fe2d19e-d152-421a-b6d2-fe3144f2edf5","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.156)","Pre Ceiling Sign off"
"c2c600ed-c662-498d-82b6-3b9167f24c17","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE REGISTRATION (LG.B.030)"
"0c06a432-8aac-4ee3-bb68-8c8c4db70741","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE REGISTRATION (LG.B.030)","Pre Sheet Sign off"
"645d37c0-db09-491d-8b47-09b2a250b5f1","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE REGISTRATION (LG.B.030)","Pre Grid Sign off"
"cc1a8140-81f1-4eea-9c1f-7029e5093b12","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE REGISTRATION (LG.B.030)","Pre Ceiling Sign off"
"85dfaf2e-ffa2-4c35-acf7-8c10857e98a6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.027)"
"c2dfb55f-4d7d-4e28-bd6e-3d59caab6079","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.027)","Pre Sheet Sign off"
"6db05b5b-2e04-47d7-b0fb-968800da316e","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.027)","Pre Grid Sign off"
"f8fffea0-4750-42d2-b8b7-ff6a61dfbd7f","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.027)","Pre Ceiling Sign off"
"6e5eab39-9423-43b9-bd74-c6810ad0cba9","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.028)"
"4c4f8f7a-c713-49ae-ba28-6599a42a3906","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.028)","Pre Sheet Sign off"
"71f5f4f9-12d0-4d4a-986d-19a5c1880afe","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.028)","Pre Grid Sign off"
"2e187989-de77-43ec-b911-df421a359793","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","TRIAGE (LG.B.028)","Pre Ceiling Sign off"
"d6a31ceb-b425-42cc-8d25-694e702ec48f","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.076)"
"b9200503-ef4e-4a76-bb6a-5485e07d41fa","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.076)","Pre Sheet Sign off"
"6a4e5ac4-7820-4759-87ba-1ce23a385141","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.076)","Pre Grid Sign off"
"69914e67-8cbb-421b-9ebe-f02704757279","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.076)","Pre Ceiling Sign off"
"ea96207b-88be-4d66-98f7-064d57b1a575","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WELCOME (LG.B.067)"
"94fc4fc8-30e3-4c2a-b9cc-078fb593574a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WELCOME (LG.B.067)","Pre Sheet Sign off"
"b8110a99-0e29-4b97-a9b5-35c473fd0fc4","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WELCOME (LG.B.067)","Pre Grid Sign off"
"63eb07bc-bb92-4482-996d-031f0cda2324","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","WELCOME (LG.B.067)","Pre Ceiling Sign off"
"335a0ebd-f3aa-4de0-9189-0efc6b6a7cf9","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.026)"
"473a28cf-baee-4dd2-bbd3-a3fcfc3410b8","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.026)","Pre Sheet Sign off"
"d2abc35b-be41-425e-b3e0-c39780b2ecef","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area A","CIRC (LG.B.026)","Pre Grid Sign off"
