"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8599c4b3-c860-4b72-888e-37488d0ab913","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"591fe72c-4725-5800-abe1-7d66cc1f8501","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"9d2d6742-1f40-4aee-b8b7-28a045f59fa2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"91d920b2-45e6-4b6e-aa74-393baf02e3cf","","checklist-sectioned","work-in-progress","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","weld plate details"
"9f4c1c4c-9558-5cfa-9c59-48fe66f34ab8","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details"
"e4dfa416-0fad-5a10-abd4-14c15a247bbd","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Edge Detail"
"66441a8f-5eab-51f4-90fe-b1fe81ad56c9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Bar Projections"
"70851c5c-2104-593f-84f9-97da8a4afd12","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","weld plate details","weld plate details","Cast in items"
"6fecd6c2-cd67-4084-9963-c5db6d0f3255","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 25"
"90c75b9c-8e22-4dd5-bd65-148a5704c77f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -1"
"c6803a99-7956-5c76-9783-7c02a36e7eca","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -1","Pre-Pour Check"
"cb042dde-47b7-4af4-abf7-3e64e5a8ae8e","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -7"
"ec9236aa-8daa-5949-bf3c-0e2076d8070a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check"
"d1cc4114-0fa3-5867-9402-ed29d37040a8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Dimensions"
"276958aa-09a4-5eec-86da-8a67259d98d5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Mould Clean"
"60d1fb7f-5d4b-55ce-8b54-f97152a48ff4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Mould Oiled"
"1c2f515f-7597-5982-a3ba-49e76ae3ce1b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Mould - Workmanship"
"9ca7fef2-5bae-5c4d-bf59-3f1d080eec8c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Reinforcing"
"223a7a35-403f-5145-aa4f-af1bb027d94d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Cast In Items"
"bc8dfa4d-db07-5d4b-8a0d-6115dc7623ee","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Marker Position and No."
"bbe2d12b-d149-50bf-bc07-36d6dd2d41d5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Pre-Pour Check","Make mould to Green Status"
"3666f0e4-1497-5796-91ce-d16b9285cf10","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works"
"6c3928c8-cb64-5e6c-9c33-7dee4d9ed507","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works","Concrete Works Details"
"215f27e1-03d3-5875-b3a4-8ebff0e64624","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works","Wilco Sample Taken"
"b85ab428-5d55-5235-a712-115d12ac9cb7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works","Bridgeman Sample Taken"
"7ce5e937-3e89-5237-a04a-2395db67637f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Concrete Works","Supervisor Approval"
"c58641d3-8b40-5ad8-baa0-47acd263d32c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Post Pour Check"
"212b8485-f2f5-5264-a06c-82a4176cc0f8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Post Pour Check","Edge Detail"
"cf2a1a6a-b6c9-5617-a260-435636d22369","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Post Pour Check","Bar Projections"
"63df4d8d-446a-5dfc-b5bd-4f5880e126a6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Post Pour Check","Cast in items"
"26853b36-d010-5208-9674-b72cc3086772","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Stripping and Stacking"
"908c303c-06d7-5c79-acee-653a69b963c4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -7","Stripping and Stacking","Stripping & Stacking"
"678c6504-55a8-4074-a287-aa4fe14a50e1","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -8"
"74cf7d47-7824-50da-8127-30634770ffaa","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check"
"8654d3dc-c3c8-5118-9758-530dcec67790","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Dimensions"
"6a02a7de-6457-546e-8dd4-f0d71511fe96","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Mould Clean"
"04f9ad54-f091-56c8-9ee4-a7a8fd266cc0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Mould Oiled"
"1cc32c81-e01e-54d4-90fa-12ca5e286003","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Mould - Workmanship"
"bd0043ee-d8de-5409-a410-664984adbe84","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Reinforcing"
"e466e8d1-b731-51da-a51d-9a0fd9c2f057","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Cast In Items"
"2939c1d9-36c7-5956-a1c1-8ad86df38a55","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Marker Position and No."
"37f33e96-b5f6-56da-a015-1cbd810e2378","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Pre-Pour Check","Make mould to Green Status"
"705488ae-5dbe-5a03-a2c8-e798f4f247a3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works"
"b903e4a0-68bb-5e56-9e94-8fd79ea857ba","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works","Concrete Works Details"
"bdcfec56-2813-5665-920c-bae38ad35854","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works","Wilco Sample Taken"
"4eccf1c5-113a-5f7e-a0dc-f401d767dd70","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works","Bridgeman Sample Taken"
"25819668-8db0-58ed-94f6-27f6fdc9aa42","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Concrete Works","Supervisor Approval"
"883bd4cd-bd6e-521c-b01a-6d09da78a3d7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Post Pour Check"
"6ea48167-5e4d-519d-891a-7ad570a5ffdb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Post Pour Check","Edge Detail"
"27a6e1d8-fec0-52d6-ad10-11d3c1386cb1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Post Pour Check","Bar Projections"
"2b4e81e8-dbc5-5921-b6ac-6d9bc5c85ca0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Post Pour Check","Cast in items"
"14792301-ea96-5286-adcd-3b9566912bfe","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Stripping and Stacking"
"b2acfdea-b537-5497-a0d9-eff0ca384830","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -8","Stripping and Stacking","Stripping & Stacking"
"37179168-716c-439b-a4b1-c107493dd58a","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -9"
"fe817eca-fee8-5ca2-8189-0f2d71709db7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check"
"51636962-8d52-5016-9632-2562db54c56f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Dimensions"
"d4cb17d3-70c7-5b32-843d-a110a90fb1ef","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Mould Clean"
"65376fd0-5178-5795-b8bd-b0c7e2a4c49b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Mould Oiled"
"3291e16d-8813-5268-b9b1-3347c7b5d242","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Mould - Workmanship"
"16c1071e-3011-5e28-b3f0-966b8f48d47d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Reinforcing"
"0d0a7f00-c482-56dc-a2f6-eadf00b33571","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Cast In Items"
"c3b057fc-a06a-5485-8a8c-5445fe336f82","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Marker Position and No."
"9d46d592-2779-5b0a-bbeb-847a9acffae8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Pre-Pour Check","Make mould to Green Status"
"46bd468f-f2f0-5fda-bbea-5d842ce2480f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works"
"241b434b-0ece-5324-9150-d373f8c1c5d5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works","Concrete Works Details"
"7d34fa07-e0f7-54b5-9d30-d864b5d63299","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works","Wilco Sample Taken"
"ba2181b1-9869-512c-a9e1-5de087aa1cf5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works","Bridgeman Sample Taken"
"6c94af6c-dbc4-5bc8-8f88-59b3e6e2bc08","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Concrete Works","Supervisor Approval"
"9aa7356e-95a7-5ffa-a925-ef92d72529e6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Post Pour Check"
"0730ae43-cefc-50e1-9998-d0b7e5aaa990","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Post Pour Check","Edge Detail"
"2b7e6cb2-7c60-54c9-965f-5fcf72435dc4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Post Pour Check","Bar Projections"
"0fb309cd-34d7-5993-a5fd-3a91ec90b763","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Post Pour Check","Cast in items"
"01f07be3-8eed-5988-bd57-2b2f7b36943d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Stripping and Stacking"
"49fbfb81-6d35-5769-8b6a-3f43e62169f6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -9","Stripping and Stacking","Stripping & Stacking"
"4b53bacd-1809-46f0-b521-38efa7affe20","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -10"
"7ff341b7-df62-577d-8c51-c162ef157c99","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check"
"35385e63-c259-57be-924f-e6dc08081ac3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Dimensions"
"74515fd0-07c8-5966-83fa-e4e79eb32c5b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Mould Clean"
"c64d9663-b44b-52d3-91e0-582a41c0a8d6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Mould Oiled"
"8ed38b4d-f68e-5ba2-aa18-f1363c364987","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Mould - Workmanship"
"20c1af71-a7b2-5e2b-8447-2b6e595942e7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Reinforcing"
"fc5f7cb7-2d62-57d3-b6d1-448ec588d2f3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Cast In Items"
"568a0c64-34ea-5ea0-905e-9bea4614fbbe","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Marker Position and No."
"91c8e58c-001a-5b73-8031-5ed78bb1c4aa","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Pre-Pour Check","Make mould to Green Status"
"3c79ab01-ee32-5a07-a04a-f756ac0597c2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works"
"071863d7-d14d-5c59-8f7a-cdd9f71cf7c9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works","Concrete Works Details"
"7468aa99-4872-5ef9-bfd8-265e05b5ce0b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works","Wilco Sample Taken"
"849b7186-1f33-5767-8c7b-991bc0314a02","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works","Bridgeman Sample Taken"
"e2def188-aace-5acb-98ac-3f77889e1a33","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Concrete Works","Supervisor Approval"
"9be27899-8d1d-5512-b495-b1bd18e9e704","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Post Pour Check"
"72f3b54d-b9f5-5f27-8fab-04994b9c4fa6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Post Pour Check","Edge Detail"
"35a67a99-7f27-5f4c-8b70-94ae43ff43af","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Post Pour Check","Bar Projections"
"e224846d-0e39-5cb8-ba47-d7bd961513f2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Post Pour Check","Cast in items"
"f3b0388b-73f2-5a2a-ac88-efbadb90e073","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Stripping and Stacking"
"d81e50f7-8400-5e19-96a0-56d6f841954d","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -10","Stripping and Stacking","Stripping & Stacking"
"822188aa-0edf-4382-8f4b-1eefbc2a650e","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -11"
"9d5b6660-ac7b-544e-9a5d-8a3e1002b430","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check"
"3988505d-9f1e-54c1-ac48-4d8cc1c7c59b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Dimensions"
"3c09ef99-3ef1-5a58-be9e-ae3f55420ed6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Mould Clean"
"f0bded4d-f566-51f1-9240-13639a21873a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Mould Oiled"
"804348c4-032e-51c8-b44a-66b518aaf52a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Mould - Workmanship"
"86965ed9-37f4-5e7b-8677-77797982a66b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Reinforcing"
"8007b8c7-0f14-5c97-bdd2-67080a6c476f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Cast In Items"
"fde3c5da-d12f-501a-8875-a1ccf596fa63","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Marker Position and No."
"92c07d2c-d0ad-5c96-81be-dc65899c4444","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Pre-Pour Check","Make mould to Green Status"
"c5459992-e47b-570b-a4e9-fd642eeaa456","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works"
"471dad04-d49d-53c3-82ba-e579f84dd4f6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works","Concrete Works Details"
"6d0f3925-86e3-5bb9-b719-16284a3eebcf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works","Wilco Sample Taken"
"008138ff-2d73-5c0d-9011-9795e5a2af6a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works","Bridgeman Sample Taken"
"98507e02-f267-598b-aa25-eb677533a4d7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Concrete Works","Supervisor Approval"
"8d9d7af6-04b8-510e-b7a3-59b9356d86dc","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Post Pour Check"
"bac99266-c8e7-50ff-92aa-d2c548ba9a1f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Post Pour Check","Edge Detail"
"d03bddd8-7a93-56fb-97b3-78f7ce2b2bff","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Post Pour Check","Bar Projections"
"3eedd12a-23d5-53c4-ac6c-e7a6d95249f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Post Pour Check","Cast in items"
"386388be-9899-583c-a0e5-35414eeb913d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Stripping and Stacking"
"f2531518-f68a-5a56-8859-5ecf3e39142c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -11","Stripping and Stacking","Stripping & Stacking"
"7a4a5abb-96fc-4085-a6f0-1afea669c2e3","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -12"
"0d7d195d-4526-5d51-b461-c8c8df5ffebd","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check"
"fcc50521-2ed6-589f-ab6e-6f6b30959488","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Dimensions"
"c15b5786-4f0c-5556-bfb0-78243fd2dc73","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Mould Clean"
"fcaf466f-5a5d-5ac6-91d0-022132343f95","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Mould Oiled"
"a606907b-514e-54dd-b010-81923b37f57f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Mould - Workmanship"
"2b7c3010-5c53-538d-bf60-a15454cee16d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Reinforcing"
"3f82ca37-da89-5f5d-97e3-86732d6f8e8b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Cast In Items"
"86dac9e5-1325-5add-b867-4383f77b21af","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Marker Position and No."
"3e817433-7352-513e-84b2-6ac9480a67da","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Pre-Pour Check","Make mould to Green Status"
"e174a81c-dfe9-5401-9dda-f6286f602bc9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works"
"643a89b5-f66f-54a0-a02a-bb5518411eb0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works","Concrete Works Details"
"b8e6352c-1837-531f-b799-0145dc3b14ff","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works","Wilco Sample Taken"
"72b12446-645c-5fcb-ac8a-093a7449726f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works","Bridgeman Sample Taken"
"425880d6-6e2c-5895-a513-dc37c7c1118c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Concrete Works","Supervisor Approval"
"8c69eaf4-43f7-5b09-92e1-bfae25ffb89c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Post Pour Check"
"61cb10ab-4cec-5c81-a7ea-a6786c482513","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Post Pour Check","Edge Detail"
"aacb354a-bea8-59d8-bce5-1007f88b9307","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Post Pour Check","Bar Projections"
"9143a0c9-00d2-546f-b97b-7024883ec6ba","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Post Pour Check","Cast in items"
"e23eaa13-2f2f-50c5-83f0-0cc55df063af","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Stripping and Stacking"
"3be16103-4e0f-5ee6-96c8-06774df8cfe1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -12","Stripping and Stacking","Stripping & Stacking"
"fea39d51-221d-4c5d-9e4b-4020c2d28fce","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -13"
"8907bb09-615d-5adc-a047-803cc4d1b877","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -13","Pre-Pour Check"
"aeb8ba51-b46e-56b6-8e8b-086896b211a8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -13","Pre-Pour Check","Dimensions"
"bf412e20-3056-5381-8b60-373579084cb1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -13","Pre-Pour Check","Mould Clean"
"bc1040e9-b00a-53b8-9258-2e07ca5fb174","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -13","Pre-Pour Check","Mould Oiled"
"2f804345-f037-52bb-8262-c0f79012d9a4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -13","Pre-Pour Check","Mould - Workmanship"
