"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"214d6b83-bdcd-4c13-9d0f-4a7fcc19746f","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout"
"f812e80d-ee4e-4559-ab17-c0b567bc032d","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout","Level 1"
"c92acc2b-5ed1-459c-9ff6-c3557cdb51dd","","checklist-sectioned","pass","Level 1 Residential Areas","checklist","FALSE","FALSE","B04 Fitout","Level 1","Residential Areas"
"70a84a8c-012d-4951-958c-8e94378343f3","","checkpoint-group","pass","Level 1 Residential Areas:3b6f196d-198a-4199-9761-9671e2144911","","FALSE","FALSE","B04 Fitout","Level 1","Residential Areas","Apartment A88"
"5dc86adf-98ef-4a6b-acf6-d98c52a54d10","","holdpoint","not-started","Level 1 Service Areas:1918675b-0e03-4118-8c93-4ada88821412:0cca31bd-2eeb-445d-93f5-f30459c09bf0:c2609ebc-466e-4823-9286-b16edb037974","","FALSE","FALSE","B04 Fitout","Level 1","Service Areas","Electrical A3-47","Raise Remedial/ Main Contractor Signoff"
"ddd34c67-ae62-4536-83dd-7d63a93d4968","","checkpoint-group","not-started","Level 1 Service Areas:87ff108e-1b31-46ae-83ca-759800134d85","","FALSE","FALSE","B04 Fitout","Level 1","Service Areas","Store A3-104"
"57b403b4-1aed-49b5-9fb1-1ace3d751b73","","checkpoint-status","not-started","Level 1 Service Areas:87ff108e-1b31-46ae-83ca-759800134d85:ed3fb4ad-3e02-46d6-b54d-3be3f86fddd3","","FALSE","FALSE","B04 Fitout","Level 1","Service Areas","Store A3-104","Area floor level acceptable"
"c1239ac3-2b0b-4707-96d2-e2970ab9854c","","checkpoint-status","not-started","Level 1 Service Areas:87ff108e-1b31-46ae-83ca-759800134d85:2a87798a-d75c-499e-b3a0-b264af3e2c36","","FALSE","FALSE","B04 Fitout","Level 1","Service Areas","Store A3-104","Wiring on the floor completed (photos attached)"
"7ff1979d-788c-4741-9d69-7a2853453b09","","checkpoint-status","not-started","Level 1 Service Areas:87ff108e-1b31-46ae-83ca-759800134d85:e8e2b1dc-6c5f-451c-85aa-9e2a2d88c08d","","FALSE","FALSE","B04 Fitout","Level 1","Service Areas","Store A3-104","Self leveling coverage completed"
"3f8914be-4ce0-4f06-8094-794f29ab6d82","","holdpoint","not-started","Level 1 Service Areas:87ff108e-1b31-46ae-83ca-759800134d85:e8e2b1dc-6c5f-451c-85aa-9e2a2d88c08d:dd45b85a-e3bc-4def-8407-49384084c490","","FALSE","FALSE","B04 Fitout","Level 1","Service Areas","Store A3-104","Raise Remedial/ Main Contractor Signoff"
"7209a7d0-1589-48dd-a8d3-6e42b4474fbc","","checklist-sectioned","not-started","Level 1 Corridors & Lobbies","checklist","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies"
"ff0a7626-5e95-4656-a35f-8a0c0342d5a8","","checkpoint-group","not-started","Level 1 Corridors & Lobbies:0acf389e-619a-477e-9344-6d5d7527c473","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW01 (A3-74)"
"10256e55-8498-414b-8ed4-81247fd86ed5","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:0acf389e-619a-477e-9344-6d5d7527c473:80ae0432-ad8b-4a94-81b1-88758fba8f21","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW01 (A3-74)","Area floor level acceptable"
"1f761b41-44cc-4fe6-a788-bb7a0a4eb4ec","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:0acf389e-619a-477e-9344-6d5d7527c473:eb1ce65a-e2f3-4aa7-bac9-9d6afbd14cd3","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW01 (A3-74)","Wiring on the floor completed (photos attached)"
"3ae48b53-2afd-4beb-be77-6f34b7d69b42","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:0acf389e-619a-477e-9344-6d5d7527c473:866890dd-c01d-4a83-91fa-a2a72503e4c8","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW01 (A3-74)","Self leveling coverage completed"
"2450eaf4-d42b-4628-ae18-98ccdd6153af","","holdpoint","not-started","Level 1 Corridors & Lobbies:0acf389e-619a-477e-9344-6d5d7527c473:866890dd-c01d-4a83-91fa-a2a72503e4c8:a18e2184-dcf5-4dc7-8925-541d9945530e","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW01 (A3-74)","Raise Remedial/ Main Contractor Signoff"
"2d5fb459-3a09-40dd-80ed-a823cec3f4d4","","checkpoint-group","not-started","Level 1 Corridors & Lobbies:67487cd8-b124-4c1a-a56e-4d66e81c867b","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW02 (A3-71)"
"e5af71ca-91e3-4370-b6eb-f7a382f89faf","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:67487cd8-b124-4c1a-a56e-4d66e81c867b:f46625b6-bd47-4a49-9f98-161d96059c79","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW02 (A3-71)","Area floor level acceptable"
"ff4e3dca-0eb9-4c27-bf26-a9144395012e","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:67487cd8-b124-4c1a-a56e-4d66e81c867b:c366aa8e-0017-49d9-94b7-e14e7e817849","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW02 (A3-71)","Wiring on the floor completed (photos attached)"
"248816f9-d468-4bdf-8d2d-73078e8507f2","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:67487cd8-b124-4c1a-a56e-4d66e81c867b:cbe2970a-f4d9-4e31-b20e-13c1e5026438","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW02 (A3-71)","Self leveling coverage completed"
"2dd5505c-7b49-40ce-a4d0-3f25f1fa2f03","","holdpoint","not-started","Level 1 Corridors & Lobbies:67487cd8-b124-4c1a-a56e-4d66e81c867b:cbe2970a-f4d9-4e31-b20e-13c1e5026438:6e297984-852c-42be-8195-a151e3858803","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW02 (A3-71)","Raise Remedial/ Main Contractor Signoff"
"d995fbeb-da60-49d9-9761-773fb14aee8c","","checkpoint-group","not-started","Level 1 Corridors & Lobbies:8d9c13bc-28f0-4292-b582-63eb5a065506","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW03 (A0-07)"
"1270c364-d40f-4d70-bcff-daae731cfc87","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:8d9c13bc-28f0-4292-b582-63eb5a065506:32098be2-4b96-4081-a8e0-003f0577a984","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW03 (A0-07)","Area floor level acceptable"
"334fa152-b610-4500-9319-310067b82466","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:8d9c13bc-28f0-4292-b582-63eb5a065506:2b5bba59-1e66-48a1-88ea-88d5e30c8db1","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW03 (A0-07)","Wiring on the floor completed (photos attached)"
"778c411c-16cc-43f8-969b-219d4889e87b","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:8d9c13bc-28f0-4292-b582-63eb5a065506:be4baf31-f199-4425-b7b9-2332be46ef0b","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW03 (A0-07)","Self leveling coverage completed"
"78716456-b5f8-4aae-857c-ee9adfd4472a","","holdpoint","not-started","Level 1 Corridors & Lobbies:8d9c13bc-28f0-4292-b582-63eb5a065506:be4baf31-f199-4425-b7b9-2332be46ef0b:fbf157f9-8469-4832-8a88-ea7c1cc2b916","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Stairwell SW03 (A0-07)","Raise Remedial/ Main Contractor Signoff"
"ca13ea9c-e6be-4544-961a-ee2a7479779a","","checkpoint-group","not-started","Level 1 Corridors & Lobbies:7c340391-1b76-4451-8f25-89711ffcf3c1","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Lobby S0-02"
"5bf7bc8b-643b-40a5-aabb-f8d230eef6d2","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:7c340391-1b76-4451-8f25-89711ffcf3c1:a2df4b59-7a2a-4464-9a33-630422b6224a","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Lobby S0-02","Area floor level acceptable"
"96a95e5a-ccd7-4f75-9481-7d6ac9f71ee2","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:7c340391-1b76-4451-8f25-89711ffcf3c1:5ed03397-d2e7-4fc7-a411-dd209ad8698c","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Lobby S0-02","Wiring on the floor completed (photos attached)"
"2fab2bf8-9f31-4922-95df-427ac9123a3e","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:7c340391-1b76-4451-8f25-89711ffcf3c1:08fc9257-9e17-48fa-92d9-a102f6bea145","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Lobby S0-02","Self leveling coverage completed"
"38324f48-e72d-4036-a038-f526cfa7e760","","holdpoint","not-started","Level 1 Corridors & Lobbies:7c340391-1b76-4451-8f25-89711ffcf3c1:08fc9257-9e17-48fa-92d9-a102f6bea145:2a5b04b4-6bde-4d41-9f22-4747d4844dbf","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Lobby S0-02","Raise Remedial/ Main Contractor Signoff"
"4c9669ca-2bc5-431d-92ff-3ca19dfe31da","","checkpoint-group","not-started","Level 1 Corridors & Lobbies:5895b4cf-3758-4b57-b208-b27fe05a0d2c","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 1"
"f2e637c5-3131-4e0c-86f2-c46f1a348585","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:5895b4cf-3758-4b57-b208-b27fe05a0d2c:a3e90bba-44b3-4e94-a484-8873adaa3879","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 1","Area floor level acceptable"
"6157f71d-6678-400f-bccc-f7e6662a85ce","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:5895b4cf-3758-4b57-b208-b27fe05a0d2c:6b04975b-ced8-4b4e-b7d0-518015166164","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 1","Wiring on the floor completed (photos attached)"
"c3ed6b4e-571e-49b8-8a5c-66e9acaa990e","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:5895b4cf-3758-4b57-b208-b27fe05a0d2c:1c3b54da-c40f-429f-a5e8-5a1cb9235c59","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 1","Self leveling coverage completed"
"97c5f905-6c96-40d7-95d4-06808b879db3","","holdpoint","not-started","Level 1 Corridors & Lobbies:5895b4cf-3758-4b57-b208-b27fe05a0d2c:1c3b54da-c40f-429f-a5e8-5a1cb9235c59:8c64dab4-0fa4-45cf-bdbd-1a529cb0f56a","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 1","Raise Remedial/ Main Contractor Signoff"
"46fda11d-6542-4a1c-8e2b-548418e37ea1","","checkpoint-group","not-started","Level 1 Corridors & Lobbies:4dec6deb-cb7a-44e6-add1-08e2da34e084","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 2"
"6a90c29c-47fe-49cd-89b2-38645549fb96","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:4dec6deb-cb7a-44e6-add1-08e2da34e084:359cda1c-d209-47b7-b119-98b27a61912c","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 2","Area floor level acceptable"
"53e0e82b-97bb-47bc-b82c-37a79b1c4e8b","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:4dec6deb-cb7a-44e6-add1-08e2da34e084:9cdcd52d-59fd-487b-90ce-3d3fc2b73563","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 2","Wiring on the floor completed (photos attached)"
"00407894-26c1-4111-8ae3-8164e13bd7c4","","checkpoint-status","not-started","Level 1 Corridors & Lobbies:4dec6deb-cb7a-44e6-add1-08e2da34e084:684af524-2b18-4a3a-b71a-b21bad0e2fda","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 2","Self leveling coverage completed"
"dc832bec-6921-49d5-b245-dc9b5e1c5837","","holdpoint","not-started","Level 1 Corridors & Lobbies:4dec6deb-cb7a-44e6-add1-08e2da34e084:684af524-2b18-4a3a-b71a-b21bad0e2fda:409ce300-b4de-45ea-9ce2-e42593ede2de","","FALSE","FALSE","B04 Fitout","Level 1","Corridors & Lobbies","Corridor - Area A, Part 2","Raise Remedial/ Main Contractor Signoff"
"adbcc7a5-ee59-46a7-9f39-8653a41dd8a8","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B04 Fitout","Level 2"
"7234ef10-7a6a-46b5-8cf2-d1e43944d398","","checklist-sectioned","work-in-progress","Level 2 Residential Areas","checklist","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas"
"bbc24a79-43e9-4f41-9963-95a19685184d","","checkpoint-group","pass","Level 2 Residential Areas:952e429d-8e06-4720-84a5-3858e8626ee9","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B88"
"e34402a1-02de-40c6-8fd4-9754a745c33d","","checkpoint-status","pass","Level 2 Residential Areas:952e429d-8e06-4720-84a5-3858e8626ee9:66d7ad9d-913b-4358-b928-2e196498b709","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B88","Area floor level acceptable"
"f9d1d77d-950e-4f1d-a5d4-6ecc98e418b0","","checkpoint-status","pass","Level 2 Residential Areas:952e429d-8e06-4720-84a5-3858e8626ee9:0636cbdc-eba8-4710-bb47-59175cd0f211","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B88","Wiring on the floor completed (photos attached)"
"7717fb5b-419d-4fad-932d-e9e2ce738b4c","","checkpoint-status","pass","Level 2 Residential Areas:952e429d-8e06-4720-84a5-3858e8626ee9:fb5d7159-5496-4a19-8b75-87aedf6a8ba6","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B88","Self leveling coverage completed"
"35835f83-746e-4557-b5d1-a287750b7835","","holdpoint","pass","Level 2 Residential Areas:952e429d-8e06-4720-84a5-3858e8626ee9:fb5d7159-5496-4a19-8b75-87aedf6a8ba6:6f8a7d67-514f-45d1-9505-00a8957d6c48","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B88","Raise Remedial/ Main Contractor Signoff"
"af93236e-6e44-438d-bfa8-bff2ea4de2a7","","checkpoint-group","pass","Level 2 Residential Areas:a02d0cfb-ee55-45ba-b07e-0c72a8ccf798","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B89"
"d041e80b-02e8-45b6-9176-2c193a4d9207","","checkpoint-status","pass","Level 2 Residential Areas:a02d0cfb-ee55-45ba-b07e-0c72a8ccf798:ebd3931c-0df4-490b-8773-3764bc726784","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B89","Area floor level acceptable"
"b15be16d-f930-4a2a-928d-b14f39c1faf1","","checkpoint-status","pass","Level 2 Residential Areas:a02d0cfb-ee55-45ba-b07e-0c72a8ccf798:173eacd4-79a3-4dd4-8a5b-9f41bcf24963","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B89","Wiring on the floor completed (photos attached)"
"29b06a22-f8ed-4d06-a802-0a24b77f56bd","","checkpoint-status","pass","Level 2 Residential Areas:a02d0cfb-ee55-45ba-b07e-0c72a8ccf798:850607ce-ed40-4d85-b783-127f25768990","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B89","Self leveling coverage completed"
"fa5aebaf-0726-4f33-a1a3-519e9a065c44","","holdpoint","pass","Level 2 Residential Areas:a02d0cfb-ee55-45ba-b07e-0c72a8ccf798:850607ce-ed40-4d85-b783-127f25768990:e3fe609a-a23a-4813-b9e3-f80e1f087635","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B89","Raise Remedial/ Main Contractor Signoff"
"5ab38e6a-5ea5-4bc3-8d1d-eab4c88bee7e","","checkpoint-group","pass","Level 2 Residential Areas:fbaea147-abee-41d3-9d54-883459b10ad8","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B90"
"3cbd334a-afc4-4465-a9a8-b63fa182d427","","checkpoint-status","pass","Level 2 Residential Areas:fbaea147-abee-41d3-9d54-883459b10ad8:4f2f31f9-3e4e-43d0-ab9f-d097d6c2e2ec","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B90","Area floor level acceptable"
"8311d922-26c3-4946-98f3-7cfc08c76100","","checkpoint-status","pass","Level 2 Residential Areas:fbaea147-abee-41d3-9d54-883459b10ad8:9672ced8-1336-4086-ab37-9704cd61a737","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B90","Wiring on the floor completed (photos attached)"
"5b65dcd6-533a-47fb-a240-fba3f99edf67","","checkpoint-status","pass","Level 2 Residential Areas:fbaea147-abee-41d3-9d54-883459b10ad8:c947ce09-e670-48ec-a669-f99249ee4905","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B90","Self leveling coverage completed"
"386f5099-641f-4e88-a682-0bb3c31c7ce8","","holdpoint","pass","Level 2 Residential Areas:fbaea147-abee-41d3-9d54-883459b10ad8:c947ce09-e670-48ec-a669-f99249ee4905:97174901-7629-4f08-8636-22ee80e7341a","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B90","Raise Remedial/ Main Contractor Signoff"
"48d1b3b1-ea51-4386-9938-ceb4a9fa3af3","","checkpoint-group","pass","Level 2 Residential Areas:58c02667-a91d-4ad8-8b4b-42c3ae03872a","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B91"
"815b12bc-af84-47e2-98ab-a23c31ec89e9","","checkpoint-status","pass","Level 2 Residential Areas:58c02667-a91d-4ad8-8b4b-42c3ae03872a:caaffccb-b828-429f-8677-30ac367e89d0","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B91","Area floor level acceptable"
"c1428cf0-d564-49ca-8abb-fad7579120bf","","checkpoint-status","pass","Level 2 Residential Areas:58c02667-a91d-4ad8-8b4b-42c3ae03872a:7c0d1345-5d83-4d75-b882-3d8f34df26c0","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B91","Wiring on the floor completed (photos attached)"
"89524df1-79cb-4385-8333-82f1ee40bd6e","","checkpoint-status","pass","Level 2 Residential Areas:58c02667-a91d-4ad8-8b4b-42c3ae03872a:1d926c87-e2f2-493a-ad7a-26030f558378","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B91","Self leveling coverage completed"
"85ec71fa-bfa9-4a29-8fc5-667937744b18","","holdpoint","pass","Level 2 Residential Areas:58c02667-a91d-4ad8-8b4b-42c3ae03872a:1d926c87-e2f2-493a-ad7a-26030f558378:d19cee77-b5d5-4c7d-a5f1-cc6dcc119776","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B91","Raise Remedial/ Main Contractor Signoff"
"13466352-5e8e-40e7-a0e6-6329faa46233","","checkpoint-group","pass","Level 2 Residential Areas:69f8c474-d825-4af2-94a1-b15050545635","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B92"
"9996d507-2757-4857-bfed-8368f6af0e95","","checkpoint-status","pass","Level 2 Residential Areas:69f8c474-d825-4af2-94a1-b15050545635:16f95122-0cd2-40c6-bef6-4b6ac773269f","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B92","Area floor level acceptable"
"315aa92b-c1a7-46a4-b0b7-bdefbb66e99e","","checkpoint-status","pass","Level 2 Residential Areas:69f8c474-d825-4af2-94a1-b15050545635:08e620c8-f881-477a-abce-dc9636af9f21","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B92","Wiring on the floor completed (photos attached)"
"f11fb837-5933-4018-92ba-ad8b811937f8","","checkpoint-status","pass","Level 2 Residential Areas:69f8c474-d825-4af2-94a1-b15050545635:a81d9838-a0e4-4aec-8327-3a3e54439578","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B92","Self leveling coverage completed"
"d78ec8c0-8b89-405b-b225-11ac112e828f","","holdpoint","pass","Level 2 Residential Areas:69f8c474-d825-4af2-94a1-b15050545635:a81d9838-a0e4-4aec-8327-3a3e54439578:de85253b-e192-4c55-8054-e9b6be48f779","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B92","Raise Remedial/ Main Contractor Signoff"
"58bdb205-248c-4cf2-bef2-a331e286a49e","","checkpoint-group","pass","Level 2 Residential Areas:6332942d-84f6-4daa-a978-c95d58f8a4c2","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B93"
"28269747-64d8-4e23-b892-f607ce2b44ba","","checkpoint-status","pass","Level 2 Residential Areas:6332942d-84f6-4daa-a978-c95d58f8a4c2:c8db6d98-a6c8-4801-86e2-47a6041deffd","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B93","Area floor level acceptable"
"d3f699e9-78ef-42f6-b16a-1dedf6a9e6dc","","checkpoint-status","pass","Level 2 Residential Areas:6332942d-84f6-4daa-a978-c95d58f8a4c2:106202dc-8d33-4eaf-b697-5b219db0593b","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B93","Wiring on the floor completed (photos attached)"
"6f56dc5e-cc90-4947-a840-f78da591f0e6","","checkpoint-status","pass","Level 2 Residential Areas:6332942d-84f6-4daa-a978-c95d58f8a4c2:ab3a1727-f133-40c5-8f09-0451c161ce29","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B93","Self leveling coverage completed"
"5495713a-4bbd-40b6-a4b0-e56fa988ad5a","","holdpoint","pass","Level 2 Residential Areas:6332942d-84f6-4daa-a978-c95d58f8a4c2:ab3a1727-f133-40c5-8f09-0451c161ce29:3c4252b2-5556-4462-9cd8-0be2633a0b30","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B93","Raise Remedial/ Main Contractor Signoff"
"9802abdd-3d9a-49bc-b009-85bc76ff1aa7","","checkpoint-group","pass","Level 2 Residential Areas:6784e9d7-02a7-4928-9134-5d6303e5be9a","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B94"
"576bda41-7723-4d0b-bf0f-462d31b2ef9b","","checkpoint-status","pass","Level 2 Residential Areas:6784e9d7-02a7-4928-9134-5d6303e5be9a:e1dbb384-006d-42ff-af5c-8ee7669cc832","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B94","Area floor level acceptable"
"2506e623-6200-4aaa-895d-df8d11a772f3","","checkpoint-status","pass","Level 2 Residential Areas:6784e9d7-02a7-4928-9134-5d6303e5be9a:f22a2d82-c926-4879-9ffb-95407a465cd8","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B94","Wiring on the floor completed (photos attached)"
"d5436788-dd9e-4d9d-88b2-d8d701500719","","checkpoint-status","pass","Level 2 Residential Areas:6784e9d7-02a7-4928-9134-5d6303e5be9a:78586f2d-3f62-4e20-b5a6-855e767fa026","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B94","Self leveling coverage completed"
"636eefb8-d901-4e20-8a43-3c4f61a9be7b","","holdpoint","pass","Level 2 Residential Areas:6784e9d7-02a7-4928-9134-5d6303e5be9a:78586f2d-3f62-4e20-b5a6-855e767fa026:a246f729-f7bc-4932-9908-6ee81c0ed1d5","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B94","Raise Remedial/ Main Contractor Signoff"
"f3e448e2-b34f-4e69-89e3-30c6716c19dc","","checkpoint-group","pass","Level 2 Residential Areas:d50f932c-9085-48f7-b93c-ded6902184c9","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B95"
"37469314-a4b3-40e1-8996-cee3133951a7","","checkpoint-status","pass","Level 2 Residential Areas:d50f932c-9085-48f7-b93c-ded6902184c9:8c63275b-a764-42f8-bbd4-c7a6919684c8","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B95","Area floor level acceptable"
"547954d4-21bc-40db-9d0e-aafe07e94445","","checkpoint-status","pass","Level 2 Residential Areas:d50f932c-9085-48f7-b93c-ded6902184c9:d6689c4f-0344-4f26-8806-85e4dff815b9","","FALSE","FALSE","B04 Fitout","Level 2","Residential Areas","Apartment B95","Wiring on the floor completed (photos attached)"
