"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bd8b178e-db9b-49fc-b15f-f898a2c592a0","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B02"
"c2bf966c-45ec-45fb-afcd-04352ca1930f","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5"
"efa9b2d2-66ed-4d02-adba-e6bf5b523aaf","","checklist-sectioned","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor"
"336c0d37-9dfd-4200-be00-bd7a3c95de4d","","checkpoint-group","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor:86ccb46d-335a-441e-8187-4fe6ed1eb282","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor","G15"
"1876526b-9d9f-4233-9db3-26c57e24eeda","","checkpoint-group","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e9242059-ae34-43da-b841-3a9e7ce55024","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","121"
"98cd403a-e6c6-4f28-b524-1de73ee7261d","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e9242059-ae34-43da-b841-3a9e7ce55024:e45b42f2-0b0b-4713-a256-30e4ffb836c9","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","121","Area floor level acceptable"
"38a78e25-0e8f-4031-bf27-8407a3047d6a","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e9242059-ae34-43da-b841-3a9e7ce55024:41f53447-c539-44b8-ac27-961324c667de","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","121","Wiring on the floor completed (photos attached)"
"e398f452-4e41-4ef0-b999-790f8d7abb47","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e9242059-ae34-43da-b841-3a9e7ce55024:2779bea0-4757-4935-9b2d-16668d5f7b4e","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","121","Self leveling coverage completed"
"2e3cf496-0e20-4203-8bac-130a56a16cd0","","holdpoint","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e9242059-ae34-43da-b841-3a9e7ce55024:2779bea0-4757-4935-9b2d-16668d5f7b4e:0a4da7ec-f476-46fc-b7e4-94d1243f4e39","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","121","Raise Remedial/ Main Contractor Signoff"
"802dc561-4b70-4cd7-899a-e8621434325b","","checkpoint-group","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:0aa3de3f-8295-4721-bb62-fd05d4ea05f6","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","122"
"b20c35aa-1e43-4d0e-9f1f-fa92562a8597","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:0aa3de3f-8295-4721-bb62-fd05d4ea05f6:71324db6-85c8-45bf-a785-d3490d4efb52","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","122","Area floor level acceptable"
"c9a14fd3-13ed-4c8d-a496-d71c5b5b1c7d","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:0aa3de3f-8295-4721-bb62-fd05d4ea05f6:53f12f91-132e-4c7a-961f-c9aea5c4fcf1","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","122","Wiring on the floor completed (photos attached)"
"c4880156-071e-45be-95b8-3e2b3ac0ead1","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:0aa3de3f-8295-4721-bb62-fd05d4ea05f6:8e87eec6-7bff-41cb-8757-fc16f8470172","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","122","Self leveling coverage completed"
"25d8ebdd-dd00-4ed8-bbdf-6d5ba86c0eaa","","holdpoint","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:0aa3de3f-8295-4721-bb62-fd05d4ea05f6:8e87eec6-7bff-41cb-8757-fc16f8470172:772470ac-1494-4f81-a4d3-12e831e9cdf5","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","122","Raise Remedial/ Main Contractor Signoff"
"741309eb-2aca-4733-9b97-e8450f35cea1","","checkpoint-group","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:f520b574-dbdd-4745-b8fa-9df1738f1c68","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","123"
"95c48580-4c96-43af-b036-2e448ba178cb","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:f520b574-dbdd-4745-b8fa-9df1738f1c68:8c6f5615-f025-4115-bdb2-b4c674eb3683","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","123","Area floor level acceptable"
"a3899559-8e82-4c17-9a2a-d063eb5bf890","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:f520b574-dbdd-4745-b8fa-9df1738f1c68:52d0e8d0-111f-47d0-ba9e-3d2b473b1410","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","123","Wiring on the floor completed (photos attached)"
"5366f9d7-86c6-49e3-a677-cb504b8c57a3","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:f520b574-dbdd-4745-b8fa-9df1738f1c68:30abd193-ec84-4f5c-844d-6d3fd43dee64","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","123","Self leveling coverage completed"
"f05f5901-f395-4513-91c3-d55386ccc7d8","","holdpoint","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:f520b574-dbdd-4745-b8fa-9df1738f1c68:30abd193-ec84-4f5c-844d-6d3fd43dee64:182d38dd-0f82-483c-8488-9df80520a902","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","123","Raise Remedial/ Main Contractor Signoff"
"aff3fb0c-61b4-480b-a791-c676feb1cfa6","","checkpoint-group","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:3943144a-dab3-485a-9639-39bd78ce8547","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","124"
"497d7862-69e1-49c8-b1dd-e294cfe053c3","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:3943144a-dab3-485a-9639-39bd78ce8547:0b78e8d0-5430-42df-af0c-5f5281187b7a","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","124","Area floor level acceptable"
"9f4220ee-4f86-4a09-ac0c-d34620609cb6","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:3943144a-dab3-485a-9639-39bd78ce8547:aeafe159-8701-4a8d-96aa-0dfa5d54f591","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","124","Wiring on the floor completed (photos attached)"
"800e5fcf-7a7e-4f64-b0f7-7efa221922ca","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:3943144a-dab3-485a-9639-39bd78ce8547:213fe87c-f95e-4a2f-985b-e50eb00bc031","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","124","Self leveling coverage completed"
"2f8df68b-b0dd-45b6-a85b-19509f5d987d","","holdpoint","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:3943144a-dab3-485a-9639-39bd78ce8547:213fe87c-f95e-4a2f-985b-e50eb00bc031:f523cf45-af68-4f2c-b2b3-e80cbeacaabd","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","124","Raise Remedial/ Main Contractor Signoff"
"29a08f96-2946-462d-823e-4b565da2e42f","","checkpoint-group","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e1696353-b682-42e6-b4a6-43b12f3125ff","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","125"
"9815429f-5f43-491f-83f3-eca163cea0ef","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e1696353-b682-42e6-b4a6-43b12f3125ff:09e46011-2f69-409c-ad4d-6e766f63cf91","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","125","Area floor level acceptable"
"95934221-b97d-4726-b7aa-9311784e2634","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e1696353-b682-42e6-b4a6-43b12f3125ff:e3caea45-8609-403e-864d-d2784d898188","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","125","Wiring on the floor completed (photos attached)"
"e332f0ee-b814-4728-89a3-3e707a61d9ab","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e1696353-b682-42e6-b4a6-43b12f3125ff:5bd4b84a-6749-40f2-9db0-9c6860882ba0","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","125","Self leveling coverage completed"
"2114c65e-10c6-44c9-905f-9563eef5a7b3","","holdpoint","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e1696353-b682-42e6-b4a6-43b12f3125ff:5bd4b84a-6749-40f2-9db0-9c6860882ba0:f9518952-5971-4739-a375-7a5b6210ff79","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","125","Raise Remedial/ Main Contractor Signoff"
"bc38bb61-d2b8-4b6d-bf9a-cab2d2e0f5c0","","checkpoint-group","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e3e7cff9-d8b9-416e-ad26-9d49429caa4d","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","126"
"82ed63e5-989e-4dd1-bd44-09dc1096f13a","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e3e7cff9-d8b9-416e-ad26-9d49429caa4d:fac03186-282f-4a2e-86d2-9df415905b26","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","126","Area floor level acceptable"
"0b1a88e5-a702-4048-a09c-86379a72e2e7","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e3e7cff9-d8b9-416e-ad26-9d49429caa4d:dad795ac-39e7-4b4f-9fa6-97c534f60f6c","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","126","Wiring on the floor completed (photos attached)"
"15e1939a-cd41-4093-a9fd-637c36543820","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e3e7cff9-d8b9-416e-ad26-9d49429caa4d:929698bf-1192-4fb9-9512-fc51fd3d04b1","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","126","Self leveling coverage completed"
"a33dbeb7-abb7-4419-b822-39aab937d919","","holdpoint","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:e3e7cff9-d8b9-416e-ad26-9d49429caa4d:929698bf-1192-4fb9-9512-fc51fd3d04b1:3e0abe18-55eb-49bc-925d-5378e4b85712","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","126","Raise Remedial/ Main Contractor Signoff"
"a40b95e2-cfa3-4d80-b417-c088dedb8ef5","","checkpoint-group","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:a6277318-9a1e-4c62-a953-dab3ba4d1cf1","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","127"
"d4d9dcb7-1027-40a2-98bb-eba2a9737287","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:a6277318-9a1e-4c62-a953-dab3ba4d1cf1:871b72b2-f509-4f26-a3f3-4b372a13f748","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","127","Area floor level acceptable"
"6166f9cc-4e27-47c9-bc04-227ed97acd30","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:a6277318-9a1e-4c62-a953-dab3ba4d1cf1:65567db8-57f6-45d0-9053-4fbfb1163065","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","127","Wiring on the floor completed (photos attached)"
"6d3cac44-6f5b-4738-8b55-a5a782be3745","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:a6277318-9a1e-4c62-a953-dab3ba4d1cf1:304bb577-cd40-4609-885b-3e83f707a0f1","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","127","Self leveling coverage completed"
"30501620-0d6a-490d-92a3-dbabd79030b8","","holdpoint","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:a6277318-9a1e-4c62-a953-dab3ba4d1cf1:304bb577-cd40-4609-885b-3e83f707a0f1:7db0ee82-b3c7-4e07-886d-a9861261c004","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","127","Raise Remedial/ Main Contractor Signoff"
"e2d80ee9-e0ac-4363-b57c-533f1248ce6c","","checkpoint-group","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:cd008da6-fff8-4083-8c55-fa658bb6edbe","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","128"
"c29607ba-46a4-43b3-b677-f507e671944c","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:cd008da6-fff8-4083-8c55-fa658bb6edbe:275ef4f8-1d13-4bbb-b5ea-b68e45b8b80e","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","128","Area floor level acceptable"
"fbe33aa4-ff15-4e10-bc0e-5b83fc4bc0b3","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:cd008da6-fff8-4083-8c55-fa658bb6edbe:cb440cd2-3f4b-4806-96d5-8675e198fecd","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","128","Wiring on the floor completed (photos attached)"
"7b947833-1685-443d-a591-af406c7fc78f","","checkpoint-status","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:cd008da6-fff8-4083-8c55-fa658bb6edbe:2b811dea-dfdc-4464-9933-704aa4c5f71d","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","128","Self leveling coverage completed"
"5c6e895f-9ee9-48db-b872-126008358081","","holdpoint","pass","SYS - Finger 1: Grids A - N & 1 - 6.5 LEVEL 1:cd008da6-fff8-4083-8c55-fa658bb6edbe:2b811dea-dfdc-4464-9933-704aa4c5f71d:ee4dc92d-dbb2-4f98-98d1-7976f3674ed1","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Level 1","128","Raise Remedial/ Main Contractor Signoff"
"c5736206-0285-4897-b852-794335e4a558","","folder-progress","pass","","checklist","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5"
"7fff67e5-eaac-43a7-8b72-a9933cbcb11b","","checklist-sectioned","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor","checklist","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor"
"00a84cc6-c68f-4160-b0d2-dc737e1a09be","","checkpoint-group","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:fd92f48a-73ea-442e-a01d-530a2869669b","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G29"
"2af9ba3f-5dc2-49a3-b4d5-6789f32f8947","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:fd92f48a-73ea-442e-a01d-530a2869669b:e22b65b3-4d11-4c5e-905d-b5034751ca2c","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G29","Area floor level acceptable"
"645950f9-2ab9-4cc3-a454-9247769f7683","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:fd92f48a-73ea-442e-a01d-530a2869669b:9818b671-8be6-448a-8c16-2d1165aedbe1","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G29","Wiring on the floor completed (photos attached)"
"f1438610-2dbf-4c7e-9f23-482e704675b3","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:fd92f48a-73ea-442e-a01d-530a2869669b:6a217ccd-1731-44dc-8311-e52931c50615","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G29","Self leveling coverage completed"
"0859c688-e8b7-47e8-bc70-f95c36773128","","holdpoint","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:fd92f48a-73ea-442e-a01d-530a2869669b:6a217ccd-1731-44dc-8311-e52931c50615:9222e590-a98d-471d-89e3-33a551c378b4","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G29","Raise Remedial/ Main Contractor Signoff"
"30c7ab63-b043-4d6f-9280-5073da071c3b","","checkpoint-group","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:9e15224c-046e-4e88-801f-b8820e811694","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G30"
"1d4c34a4-d186-40f9-a026-9ad487b92add","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:9e15224c-046e-4e88-801f-b8820e811694:46afb0c9-8184-4a93-bf97-16c57426da17","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G30","Area floor level acceptable"
"ee8c29c4-9378-46e3-b78a-49f5eeb857d3","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:9e15224c-046e-4e88-801f-b8820e811694:f036ff31-a0d8-4b86-8c07-68cc95ceb90e","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G30","Wiring on the floor completed (photos attached)"
"3b167ad3-29b4-4253-bda0-0377107ca2dc","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:9e15224c-046e-4e88-801f-b8820e811694:d5818500-f4a9-4d1d-bc46-a7c39d361f6b","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G30","Self leveling coverage completed"
"411251ed-2d97-42c9-945e-36b79bb13b62","","holdpoint","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:9e15224c-046e-4e88-801f-b8820e811694:d5818500-f4a9-4d1d-bc46-a7c39d361f6b:390141d8-9744-4028-b3e3-902e2a2bb775","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G30","Raise Remedial/ Main Contractor Signoff"
"ec7fc25e-a585-4e6e-8e20-327fc35c9cf0","","checkpoint-group","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:6f1f84e8-8d00-4366-b33c-504de20f8eb9","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G31"
"13773c78-a15a-4aac-bbba-385eabfeedcd","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:6f1f84e8-8d00-4366-b33c-504de20f8eb9:38b4bfd7-6a8c-4e5c-a7c9-761609bf9675","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G31","Area floor level acceptable"
"f80f43b3-2de4-4f09-aa1f-a985071430c8","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:6f1f84e8-8d00-4366-b33c-504de20f8eb9:4cd9a2f4-d0b3-4dc8-8fd6-505c05290572","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G31","Wiring on the floor completed (photos attached)"
"223cc75b-890d-4794-a3a8-5ce9cbf499ec","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:6f1f84e8-8d00-4366-b33c-504de20f8eb9:b032268e-5534-4498-8a33-2cbe14417aaf","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G31","Self leveling coverage completed"
"be3b210c-0149-4049-9234-7004373da015","","holdpoint","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:6f1f84e8-8d00-4366-b33c-504de20f8eb9:b032268e-5534-4498-8a33-2cbe14417aaf:ee22b4ea-9ec3-4304-9de4-6870fc5b15ad","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G31","Raise Remedial/ Main Contractor Signoff"
"37d98dda-afb5-4fdc-8b59-13d70c5823f5","","checkpoint-group","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:080cc4cc-6955-46a5-9164-85425c58ba62","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G32"
"e070887d-52b0-4586-b6b2-fad1d9afec2e","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:080cc4cc-6955-46a5-9164-85425c58ba62:af268086-ac85-4c96-916d-1da366af94c0","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G32","Area floor level acceptable"
"ebf1892e-dc97-4a22-bf91-d28088f33382","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:080cc4cc-6955-46a5-9164-85425c58ba62:debac06c-42ee-4dd2-ba1c-4393ae831123","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G32","Wiring on the floor completed (photos attached)"
"f0b4d4dd-e580-459d-a700-f41dc9a5606a","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:080cc4cc-6955-46a5-9164-85425c58ba62:ddafe609-5b7f-4fed-ac63-c37310bbf1c7","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G32","Self leveling coverage completed"
"4f9eb755-a9dd-4213-b624-b77f62617b29","","holdpoint","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:080cc4cc-6955-46a5-9164-85425c58ba62:ddafe609-5b7f-4fed-ac63-c37310bbf1c7:e434b910-9c82-4ae8-88c0-1df4734f67de","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G32","Raise Remedial/ Main Contractor Signoff"
"ecd91f34-ae36-454e-b4f2-494f99739a55","","checkpoint-group","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:69eb44a3-d027-49db-800b-1480b5e6f940","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G33"
"68df0b92-8e36-4d2a-b78b-893905dcdf3a","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:69eb44a3-d027-49db-800b-1480b5e6f940:0da78fc8-5a3b-46bd-bba6-51dd2f4208da","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G33","Area floor level acceptable"
"1a2ff8e9-686d-45d6-8145-015cbc1ff728","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:69eb44a3-d027-49db-800b-1480b5e6f940:e19a4dce-56c3-4b7f-82e9-6bab39b0ab4a","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G33","Wiring on the floor completed (photos attached)"
"334daedc-df3a-4fd3-8ac3-7a9f5f177e2a","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:69eb44a3-d027-49db-800b-1480b5e6f940:d8eea1e5-6ad9-43b0-a4fb-77b91fcb059c","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G33","Self leveling coverage completed"
"bdf4c90a-4846-4c5e-b0ee-7c146edc6eda","","holdpoint","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:69eb44a3-d027-49db-800b-1480b5e6f940:d8eea1e5-6ad9-43b0-a4fb-77b91fcb059c:03be006a-8895-4df9-96a6-5cebabfd95e3","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G33","Raise Remedial/ Main Contractor Signoff"
"23f248bb-617d-480e-991e-c4f57b3adb9c","","checkpoint-group","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:d62da07d-4a0c-48c5-af84-d1c7708e3e97","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G34"
"5be21fb9-26ac-450d-a3c2-e7cf8eb9ed4f","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:d62da07d-4a0c-48c5-af84-d1c7708e3e97:cf3fca4e-cc66-4c4f-ab42-790f29c0fc45","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G34","Area floor level acceptable"
"06bd9adb-e3c5-4b3a-b20d-a0b7ae4977ab","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:d62da07d-4a0c-48c5-af84-d1c7708e3e97:d6a2b77d-7da4-4291-a715-950429c90f18","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G34","Wiring on the floor completed (photos attached)"
"e51d23a4-9da9-4e4c-9a96-6f69cbfaa169","","checkpoint-status","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:d62da07d-4a0c-48c5-af84-d1c7708e3e97:1d720cf0-adb4-4889-be94-7e975f712696","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G34","Self leveling coverage completed"
"dfc9d85f-6129-4e88-ba35-dfa3f7ba2b52","","holdpoint","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:d62da07d-4a0c-48c5-af84-d1c7708e3e97:1d720cf0-adb4-4889-be94-7e975f712696:117305e7-7ea3-4995-afa9-8740f7f04ac2","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G34","Raise Remedial/ Main Contractor Signoff"
"17b74e8d-f75b-4c89-89b4-5343f5a57c50","","checkpoint-group","pass","SYS - Finger 2: Grids A - N & 6.5 - 12.5 Ground Floor:fb5b3400-a57a-4da2-8073-5c1b95b15b2c","","FALSE","FALSE","B02","Finger 2: Grids A - N & 6.5 - 12.5","Ground Floor","G35"
