"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b60c4645-5d93-480c-af02-f8dd14a47037","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"5d2d9831-7207-462c-8886-0bb0cf01be16","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA","B01A"
"d9c50cdc-8595-4c19-abc0-f9efbce9da90","","checklist-sectioned","pass","zSYS - B01A - Level 5","checklist","FALSE","FALSE","QA","B01A","Level 5"
"575f0bbc-7e22-419e-b7c0-7c6bfddd311b","","checkpoint-group","pass","zSYS - B01A - Level 5:b27c844d-748a-4473-8198-d0b952a4a71a","","FALSE","FALSE","QA","B01A","Level 5","ALS 562 - Bathroom"
"b19e6e72-ede5-4e78-a340-cebb71386bf0","","checkpoint-status","pass","zSYS - B01A - Level 5:7ee954c8-1cbf-4648-8d70-e48283748a11:e2eebcba-9d35-4f2a-9ee2-09a8f3d0319f","","FALSE","FALSE","QA","B01A","Level 5","ALS 584 - Bathroom","Wiring on the floor completed (photos attached)"
"173e7308-6a5d-40b4-8da1-45b721713722","","checkpoint-status","pass","zSYS - B01A - Level 5:7ee954c8-1cbf-4648-8d70-e48283748a11:0e0a1efd-ebdf-463a-9858-4c514eef4ae7","","FALSE","FALSE","QA","B01A","Level 5","ALS 584 - Bathroom","Self leveling coverage completed"
"57d0b9cb-5e29-447f-b64d-0fdf82423e61","","checkpoint-group","pass","zSYS - B01A - Level 5:f9a06b26-561a-4b79-9810-97d9c93795cb","","FALSE","FALSE","QA","B01A","Level 5","ALS 586 - Bathroom"
"2189276a-00b6-4cfd-a565-46ca3066855e","","checkpoint-status","pass","zSYS - B01A - Level 5:f9a06b26-561a-4b79-9810-97d9c93795cb:8e3eda1a-6f72-4f44-9f8e-5ad370f96bce","","FALSE","FALSE","QA","B01A","Level 5","ALS 586 - Bathroom","Area floor level acceptable"
"49aa5276-99fb-405a-86db-8f8e9103e493","","checkpoint-status","pass","zSYS - B01A - Level 5:f9a06b26-561a-4b79-9810-97d9c93795cb:ca348242-e713-41f5-a570-91c3be7c3480","","FALSE","FALSE","QA","B01A","Level 5","ALS 586 - Bathroom","Wiring on the floor completed (photos attached)"
"2e88b61c-6a77-437f-a57b-945170f6fedf","","checkpoint-status","pass","zSYS - B01A - Level 5:f9a06b26-561a-4b79-9810-97d9c93795cb:5bb3817a-31f9-459a-8c05-de26157a5231","","FALSE","FALSE","QA","B01A","Level 5","ALS 586 - Bathroom","Self leveling coverage completed"
"bca3c358-01a0-4023-9522-025d4312aff0","","checklist-flat","not-started","zSYS - Handover ","checklist-flat","FALSE","FALSE","QA","B01A","Handover"
"dba60424-52c7-436c-9ec4-55d857fff69d","","checkpoint-status","not-started","zSYS - Handover :b11453f6-f6b0-494d-88ed-2685820148db","","FALSE","FALSE","QA","B01A","Handover","PS3s, warranties, user manuals and any other documents attached"
"dd82aa38-c4d0-48cf-8b88-1cf30f0244d5","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA","B03A"
"39bc9cbe-bada-4cdc-8a27-0c54c7945de7","","checklist-sectioned","pass","zSYS - B03A - Level 2","checklist","FALSE","FALSE","QA","B03A","Level 2"
"e3a609ae-b5a6-49bb-9e81-9cdc0a27d5a5","","checkpoint-group","pass","zSYS - B03A - Level 2:2b5de916-6d18-47dc-be77-6117ad91987f","","FALSE","FALSE","QA","B03A","Level 2","B15 - Bathroom"
"455ba699-060a-4ba7-a6b8-e0f3f2d1debc","","checkpoint-status","pass","zSYS - B03A - Level 2:2b5de916-6d18-47dc-be77-6117ad91987f:dcf2aaf8-1578-4571-8b53-0da1fb463d75","","FALSE","FALSE","QA","B03A","Level 2","B15 - Bathroom","Area floor level acceptable"
"5f8e96a3-c36b-4b5f-bbc3-01adc89acf3b","","checkpoint-status","pass","zSYS - B03A - Level 2:2b5de916-6d18-47dc-be77-6117ad91987f:00cecdfb-ab70-4766-999d-cb19f45ee51f","","FALSE","FALSE","QA","B03A","Level 2","B15 - Bathroom","Wiring on the floor completed (photos attached)"
"741ca3ff-23d7-4b6d-87de-e01cba7e7cbf","","checkpoint-status","pass","zSYS - B03A - Level 2:2b5de916-6d18-47dc-be77-6117ad91987f:d26e3f02-622b-48ac-b01f-c8826810f8d1","","FALSE","FALSE","QA","B03A","Level 2","B15 - Bathroom","Self leveling coverage completed"
"bb6c9ed0-87ff-43a1-8152-1ba46f991198","","checkpoint-group","pass","zSYS - B03A - Level 2:a30bfb9b-47fe-4e75-8a79-355ddc6d33f7","","FALSE","FALSE","QA","B03A","Level 2","B16 - Bathroom"
"f379d747-f737-4912-bd5c-1c176d5634c5","","checkpoint-status","pass","zSYS - B03A - Level 2:a30bfb9b-47fe-4e75-8a79-355ddc6d33f7:cdc6c211-3f86-46b5-aa53-13bf6fc79545","","FALSE","FALSE","QA","B03A","Level 2","B16 - Bathroom","Area floor level acceptable"
"60599795-b3bf-4b4d-a668-4e0ffc820974","","checkpoint-status","pass","zSYS - B03A - Level 2:a30bfb9b-47fe-4e75-8a79-355ddc6d33f7:fc019536-2baf-4759-bd1c-36ca9770ce24","","FALSE","FALSE","QA","B03A","Level 2","B16 - Bathroom","Wiring on the floor completed (photos attached)"
"1141c72c-495c-4760-894c-6bb410811036","","checkpoint-status","pass","zSYS - B03A - Level 2:a30bfb9b-47fe-4e75-8a79-355ddc6d33f7:3545f9eb-378c-4083-ac14-31705ec8eeed","","FALSE","FALSE","QA","B03A","Level 2","B16 - Bathroom","Self leveling coverage completed"
"086b7af1-44f3-4e9b-985a-ba75e7e0ffd0","","checkpoint-group","pass","zSYS - B03A - Level 2:b0df0bf2-ac2d-450a-88db-f1e99f38de5a","","FALSE","FALSE","QA","B03A","Level 2","B17 - Bathroom"
"0bab4400-8e6c-4d55-b59b-af7c6ae29ff0","","checkpoint-status","pass","zSYS - B03A - Level 2:b0df0bf2-ac2d-450a-88db-f1e99f38de5a:c7a7daab-747c-4bbb-95b5-3c41c342643e","","FALSE","FALSE","QA","B03A","Level 2","B17 - Bathroom","Area floor level acceptable"
"5bd8cfd8-bdb6-416b-a57c-cd79f429d843","","checkpoint-status","pass","zSYS - B03A - Level 2:b0df0bf2-ac2d-450a-88db-f1e99f38de5a:18d89523-41e8-47c8-a608-b3df12a8b439","","FALSE","FALSE","QA","B03A","Level 2","B17 - Bathroom","Wiring on the floor completed (photos attached)"
"37c18e31-8961-4d41-b0fa-68188404c626","","checkpoint-status","pass","zSYS - B03A - Level 2:b0df0bf2-ac2d-450a-88db-f1e99f38de5a:2785fca8-fa72-4eb7-b667-fa9698b4cb60","","FALSE","FALSE","QA","B03A","Level 2","B17 - Bathroom","Self leveling coverage completed"
"bab33f29-d3e6-4dc9-a17d-d42c195e004b","","checkpoint-group","pass","zSYS - B03A - Level 2:2b7fd211-1a2d-4d48-b6c5-2a52789ebec4","","FALSE","FALSE","QA","B03A","Level 2","B18 - Bathroom"
"ef60231b-671e-40d2-b192-95be2b936cdd","","checkpoint-status","pass","zSYS - B03A - Level 2:2b7fd211-1a2d-4d48-b6c5-2a52789ebec4:6b9f2001-f1a0-4387-9f24-4ddc7c5a903c","","FALSE","FALSE","QA","B03A","Level 2","B18 - Bathroom","Area floor level acceptable"
"7be6fafb-3c49-4102-b3b3-44fdccd4cd9f","","checkpoint-status","pass","zSYS - B03A - Level 2:2b7fd211-1a2d-4d48-b6c5-2a52789ebec4:05add54e-846b-4cb6-b4db-22bf85496650","","FALSE","FALSE","QA","B03A","Level 2","B18 - Bathroom","Wiring on the floor completed (photos attached)"
"741acce7-9172-4efc-afb8-922b8689bcdb","","checkpoint-status","pass","zSYS - B03A - Level 2:2b7fd211-1a2d-4d48-b6c5-2a52789ebec4:f994e578-6173-47b0-912d-517a79b43670","","FALSE","FALSE","QA","B03A","Level 2","B18 - Bathroom","Self leveling coverage completed"
"f218cf09-7ee9-4679-93a4-b11f03ff1b31","","checkpoint-group","pass","zSYS - B03A - Level 2:77bca8a7-9c9c-4459-a66b-aac7f8d20403","","FALSE","FALSE","QA","B03A","Level 2","B19 - Bathroom"
"d97d5483-3cea-46f0-abd2-e08d37503f8f","","checkpoint-status","pass","zSYS - B03A - Level 2:77bca8a7-9c9c-4459-a66b-aac7f8d20403:a885dcf1-a6a9-45da-a93c-6df65a2e6f39","","FALSE","FALSE","QA","B03A","Level 2","B19 - Bathroom","Area floor level acceptable"
"32f3da91-8563-4645-a3bc-20fd17f7e966","","checkpoint-status","pass","zSYS - B03A - Level 2:77bca8a7-9c9c-4459-a66b-aac7f8d20403:f97d4db1-7499-4f35-9cf6-9181bc6b9a0a","","FALSE","FALSE","QA","B03A","Level 2","B19 - Bathroom","Wiring on the floor completed (photos attached)"
"39652d7e-85e2-45b1-acec-00bdb86e618d","","checkpoint-status","pass","zSYS - B03A - Level 2:77bca8a7-9c9c-4459-a66b-aac7f8d20403:af088645-3abb-4c45-8fce-89b4a24259b0","","FALSE","FALSE","QA","B03A","Level 2","B19 - Bathroom","Self leveling coverage completed"
"ac90f172-d65a-4bf3-8f53-22e3e669562b","","checkpoint-group","pass","zSYS - B03A - Level 2:3f580772-579b-45c6-874d-e2d5811d9aff","","FALSE","FALSE","QA","B03A","Level 2","B19 - Ensuite"
"28c8ba5c-dec5-4dfc-992c-1579e49fe44d","","checkpoint-status","pass","zSYS - B03A - Level 2:3f580772-579b-45c6-874d-e2d5811d9aff:81c28431-db30-4c1d-aa09-637256d5cd5f","","FALSE","FALSE","QA","B03A","Level 2","B19 - Ensuite","Area floor level acceptable"
"fcd43bff-b8e5-489d-81d8-29e3c9ecdbcf","","checkpoint-status","pass","zSYS - B03A - Level 2:3f580772-579b-45c6-874d-e2d5811d9aff:112078fc-b1fb-4665-8a1c-4e5c29dadd57","","FALSE","FALSE","QA","B03A","Level 2","B19 - Ensuite","Wiring on the floor completed (photos attached)"
"87b34082-395b-4738-b991-0540e56e44d1","","checkpoint-status","pass","zSYS - B03A - Level 2:3f580772-579b-45c6-874d-e2d5811d9aff:0046bcd7-995e-4af0-b4d7-aef9d4a81190","","FALSE","FALSE","QA","B03A","Level 2","B19 - Ensuite","Self leveling coverage completed"
"23209fac-b9c5-4d04-8739-1f5dab0a45ce","","checkpoint-group","pass","zSYS - B03A - Level 2:8d32431f-1a0a-473d-862f-05f0fc0ba08f","","FALSE","FALSE","QA","B03A","Level 2","B20 - Bathroom"
"cb35966c-72df-4c7e-aeaa-eb6dfddf8f37","","checkpoint-status","pass","zSYS - B03A - Level 2:8d32431f-1a0a-473d-862f-05f0fc0ba08f:3d6a3878-96b5-4681-8bb0-b581d2b62c53","","FALSE","FALSE","QA","B03A","Level 2","B20 - Bathroom","Area floor level acceptable"
"35036885-869c-4160-ac2a-56e821d11f38","","checkpoint-status","pass","zSYS - B03A - Level 2:8d32431f-1a0a-473d-862f-05f0fc0ba08f:72f6da62-5d47-4288-ab5d-93126679f015","","FALSE","FALSE","QA","B03A","Level 2","B20 - Bathroom","Wiring on the floor completed (photos attached)"
"bc2306db-1479-464b-8793-4c5324371064","","checkpoint-status","pass","zSYS - B03A - Level 2:8d32431f-1a0a-473d-862f-05f0fc0ba08f:d1a11684-44a2-4061-9dcd-3f348fa75b99","","FALSE","FALSE","QA","B03A","Level 2","B20 - Bathroom","Self leveling coverage completed"
"19dd0cac-79e7-4b70-a784-044d33af09bf","","checkpoint-group","pass","zSYS - B03A - Level 2:f0bd94ef-a2e6-419f-9840-0da6b5f0ac84","","FALSE","FALSE","QA","B03A","Level 2","B20 - Ensuite"
"fae3c504-1d55-49e7-bccb-9f63da899081","","checkpoint-status","pass","zSYS - B03A - Level 2:f0bd94ef-a2e6-419f-9840-0da6b5f0ac84:1a87c2b9-9b07-4396-ba95-e94040d3496f","","FALSE","FALSE","QA","B03A","Level 2","B20 - Ensuite","Area floor level acceptable"
"89cc51d0-62ef-4c0b-8257-b9a4e7eb8c6b","","checkpoint-status","pass","zSYS - B03A - Level 2:f0bd94ef-a2e6-419f-9840-0da6b5f0ac84:dd6226d9-6d7b-4f1e-9b67-2f58ebe8ec49","","FALSE","FALSE","QA","B03A","Level 2","B20 - Ensuite","Wiring on the floor completed (photos attached)"
"d62bdba8-2062-4878-9a62-a410074a8a6f","","checkpoint-status","pass","zSYS - B03A - Level 2:f0bd94ef-a2e6-419f-9840-0da6b5f0ac84:50048ef5-f0e7-4dc3-bee1-0fdbf75a7afc","","FALSE","FALSE","QA","B03A","Level 2","B20 - Ensuite","Self leveling coverage completed"
"bafb55bd-5b6f-4812-96f3-fc742026037f","","checklist-sectioned","pass","zSYS - B03A - Level 3","checklist","FALSE","FALSE","QA","B03A","Level 3"
"c0c5eeaa-c3c4-4425-8309-c934fd0b6728","","checkpoint-group","pass","zSYS - B03A - Level 3:21d72068-8abf-4cb2-9b5e-5482b595fae9","","FALSE","FALSE","QA","B03A","Level 3","C16 - Bathroom"
"76e817d8-f278-4676-b861-e3cf3b494f94","","checkpoint-status","pass","zSYS - B03A - Level 3:21d72068-8abf-4cb2-9b5e-5482b595fae9:5b467608-6e4c-4414-ae65-b95e0b9ba3a8","","FALSE","FALSE","QA","B03A","Level 3","C16 - Bathroom","Area floor level acceptable"
"00393e8d-624d-450f-b952-2677faa34f1d","","checkpoint-status","pass","zSYS - B03A - Level 3:21d72068-8abf-4cb2-9b5e-5482b595fae9:ba7efb26-32fb-49d5-9f81-88d21ac01da4","","FALSE","FALSE","QA","B03A","Level 3","C16 - Bathroom","Wiring on the floor completed (photos attached)"
"28f72d32-4e95-45c4-b7d0-ca5324f005e1","","checkpoint-status","pass","zSYS - B03A - Level 3:21d72068-8abf-4cb2-9b5e-5482b595fae9:459953a4-3f35-486e-bebc-e2a0f072abb2","","FALSE","FALSE","QA","B03A","Level 3","C16 - Bathroom","Self leveling coverage completed"
"f3ed232c-11a1-4984-8926-2cfaddb2493f","","checkpoint-group","pass","zSYS - B03A - Level 3:174c5694-2cbd-45bf-9002-5cac6ca26543","","FALSE","FALSE","QA","B03A","Level 3","C17 - Bathroom"
"aeb81132-a81f-4c61-86d0-34f231055678","","checkpoint-status","pass","zSYS - B03A - Level 3:174c5694-2cbd-45bf-9002-5cac6ca26543:c3b2c369-ad76-4f84-96e8-7f1ee2f9b000","","FALSE","FALSE","QA","B03A","Level 3","C17 - Bathroom","Area floor level acceptable"
"d6d27a37-572e-44c2-97cb-e5d895b5a4ec","","checkpoint-status","pass","zSYS - B03A - Level 3:174c5694-2cbd-45bf-9002-5cac6ca26543:8fd4561c-a36f-45f6-a780-9e16efddebf8","","FALSE","FALSE","QA","B03A","Level 3","C17 - Bathroom","Wiring on the floor completed (photos attached)"
"b05b0413-118f-472f-883d-2c5219c10fe9","","checkpoint-status","pass","zSYS - B03A - Level 3:174c5694-2cbd-45bf-9002-5cac6ca26543:5d43d47a-f938-4372-908a-602ae41f2ae8","","FALSE","FALSE","QA","B03A","Level 3","C17 - Bathroom","Self leveling coverage completed"
"4d07497d-69ae-4f27-aae7-2a2157b14d10","","checkpoint-group","pass","zSYS - B03A - Level 3:417aa4f0-264a-440e-8069-21f693f9e3f4","","FALSE","FALSE","QA","B03A","Level 3","C18 - Bathroom"
"a5e36e0b-0932-4ecb-8d01-03c0962b958b","","checkpoint-status","pass","zSYS - B03A - Level 3:417aa4f0-264a-440e-8069-21f693f9e3f4:1dd18717-8b64-4f2d-a9f5-55452a850bda","","FALSE","FALSE","QA","B03A","Level 3","C18 - Bathroom","Area floor level acceptable"
"24f07eaf-2cd8-44ed-b2c8-2d265d026c21","","checkpoint-status","pass","zSYS - B03A - Level 3:417aa4f0-264a-440e-8069-21f693f9e3f4:d5f81909-fe99-4654-a9e7-5b3162fec9b0","","FALSE","FALSE","QA","B03A","Level 3","C18 - Bathroom","Wiring on the floor completed (photos attached)"
"5592d809-7cbd-4172-b47d-2abd40c7cb81","","checkpoint-status","pass","zSYS - B03A - Level 3:417aa4f0-264a-440e-8069-21f693f9e3f4:156e7aee-1f5f-48b1-9aaf-5b65989ba546","","FALSE","FALSE","QA","B03A","Level 3","C18 - Bathroom","Self leveling coverage completed"
"4b113694-f144-4e40-b168-ab159fd6d041","","checkpoint-group","pass","zSYS - B03A - Level 3:ab68f140-c44d-4d0b-aeff-d39c91118fc0","","FALSE","FALSE","QA","B03A","Level 3","C19 - Bathroom"
"c0891826-db2e-4dc5-8d77-0bd8843d405b","","checkpoint-status","pass","zSYS - B03A - Level 3:ab68f140-c44d-4d0b-aeff-d39c91118fc0:8c5c2590-70c3-4f1e-9d19-3517f00e4235","","FALSE","FALSE","QA","B03A","Level 3","C19 - Bathroom","Area floor level acceptable"
"7a05ae67-a8de-442b-85cd-5f6914b7ccaf","","checkpoint-status","pass","zSYS - B03A - Level 3:ab68f140-c44d-4d0b-aeff-d39c91118fc0:44ac6f8c-5153-45eb-94e8-043781a57c0b","","FALSE","FALSE","QA","B03A","Level 3","C19 - Bathroom","Wiring on the floor completed (photos attached)"
"771a13e8-3702-4ce2-8f19-cbda5e7b399e","","checkpoint-status","pass","zSYS - B03A - Level 3:ab68f140-c44d-4d0b-aeff-d39c91118fc0:932c1c2f-c633-4c26-be95-bdd2c19b05a5","","FALSE","FALSE","QA","B03A","Level 3","C19 - Bathroom","Self leveling coverage completed"
"86ee8835-f933-40bf-acfa-aa720d46f26f","","checkpoint-group","pass","zSYS - B03A - Level 3:8731fc4a-e573-4fb3-a1cc-ad54e7c21247","","FALSE","FALSE","QA","B03A","Level 3","C19 - Ensuite"
"d9a7d759-b462-4729-bb08-3d5d7184f78a","","checkpoint-status","pass","zSYS - B03A - Level 3:8731fc4a-e573-4fb3-a1cc-ad54e7c21247:01a414bd-49e4-4c66-a5fe-c4bbea1fdb93","","FALSE","FALSE","QA","B03A","Level 3","C19 - Ensuite","Area floor level acceptable"
"5e148cf6-5c21-4925-9ee1-216d9ffc8f57","","checkpoint-status","pass","zSYS - B03A - Level 3:8731fc4a-e573-4fb3-a1cc-ad54e7c21247:bd1d0aba-3d31-4a5d-88b9-b898fc7395ed","","FALSE","FALSE","QA","B03A","Level 3","C19 - Ensuite","Wiring on the floor completed (photos attached)"
"22729af2-8d2e-4eea-8f0c-54e754bf8740","","checkpoint-status","pass","zSYS - B03A - Level 3:8731fc4a-e573-4fb3-a1cc-ad54e7c21247:99292be0-6aa0-42ed-a52e-138af227957c","","FALSE","FALSE","QA","B03A","Level 3","C19 - Ensuite","Self leveling coverage completed"
"4829a12d-b088-4745-ae84-a33703b508b0","","checkpoint-group","pass","zSYS - B03A - Level 3:23c15dcc-653b-494a-a1a0-2da0011c24fa","","FALSE","FALSE","QA","B03A","Level 3","C20 - Bathroom"
"16cbfc1a-33c6-4a9d-9c87-db280e9a7ae3","","checkpoint-status","pass","zSYS - B03A - Level 3:23c15dcc-653b-494a-a1a0-2da0011c24fa:215a2253-2269-40b5-8ab3-a3cf8f8fe370","","FALSE","FALSE","QA","B03A","Level 3","C20 - Bathroom","Area floor level acceptable"
"cf843bd8-8af2-43f6-94d4-07de2f2bb842","","checkpoint-status","pass","zSYS - B03A - Level 3:23c15dcc-653b-494a-a1a0-2da0011c24fa:d04dc2cc-1a97-46ce-8624-80f173e1b80a","","FALSE","FALSE","QA","B03A","Level 3","C20 - Bathroom","Wiring on the floor completed (photos attached)"
"90d11c77-e615-4f30-b0ae-02cb453c466e","","checkpoint-status","pass","zSYS - B03A - Level 3:23c15dcc-653b-494a-a1a0-2da0011c24fa:32693735-e8da-4f48-8c9d-8ebd8b796ac6","","FALSE","FALSE","QA","B03A","Level 3","C20 - Bathroom","Self leveling coverage completed"
"7d208af6-f1bb-47ed-a78d-f85c305786af","","checkpoint-group","pass","zSYS - B03A - Level 3:6cbf9bd8-3193-485c-84f5-b90cd0b7f59e","","FALSE","FALSE","QA","B03A","Level 3","C20 - Ensuite"
"d081720e-ad2a-4fbf-9abe-d55bd71ba5ad","","checkpoint-status","pass","zSYS - B03A - Level 3:6cbf9bd8-3193-485c-84f5-b90cd0b7f59e:e80b3db0-b3ff-4dee-bad0-1d489a4c2f2d","","FALSE","FALSE","QA","B03A","Level 3","C20 - Ensuite","Area floor level acceptable"
"1d121891-2573-4e9d-b749-692a9a90f66c","","checkpoint-status","pass","zSYS - B03A - Level 3:6cbf9bd8-3193-485c-84f5-b90cd0b7f59e:07e98dba-17e7-4e82-a832-d4522692f5ea","","FALSE","FALSE","QA","B03A","Level 3","C20 - Ensuite","Wiring on the floor completed (photos attached)"
"a7b12170-d4dc-4aeb-888a-962e0c8769f9","","checkpoint-status","pass","zSYS - B03A - Level 3:6cbf9bd8-3193-485c-84f5-b90cd0b7f59e:9d561967-fa5b-4272-be4d-27634ae23a1e","","FALSE","FALSE","QA","B03A","Level 3","C20 - Ensuite","Self leveling coverage completed"
"2b1733f8-315c-4ecd-8a09-b3c4b647b3ab","","checklist-sectioned","pass","zSYS - B03A - Level 4","checklist","FALSE","FALSE","QA","B03A","Level 4"
"79d50270-825a-4490-bc00-e70b38e92e3e","","checkpoint-group","pass","zSYS - B03A - Level 4:ee7e2684-dac1-4652-ba26-22e62a9fbee4","","FALSE","FALSE","QA","B03A","Level 4","D15 - Bathroom"
"67fec37e-bb19-47de-9b9a-bea93293b21c","","checkpoint-status","pass","zSYS - B03A - Level 4:ee7e2684-dac1-4652-ba26-22e62a9fbee4:96d100a0-b9d7-4b48-90f8-f0f5d49cc92e","","FALSE","FALSE","QA","B03A","Level 4","D15 - Bathroom","Area floor level acceptable"
"ee282a08-9bbc-46a0-b5fe-cd0a9bc1a304","","checkpoint-status","pass","zSYS - B03A - Level 4:ee7e2684-dac1-4652-ba26-22e62a9fbee4:a1c834da-c916-41e6-96ed-86e6e6de91bb","","FALSE","FALSE","QA","B03A","Level 4","D15 - Bathroom","Wiring on the floor completed (photos attached)"
"81a5507d-1d64-4673-8015-d21d81c41da3","","checkpoint-status","pass","zSYS - B03A - Level 4:ee7e2684-dac1-4652-ba26-22e62a9fbee4:f6fb25e6-0fbc-41ac-b1d4-ebc73edef6f1","","FALSE","FALSE","QA","B03A","Level 4","D15 - Bathroom","Self leveling coverage completed"
"6e289020-e18e-45d2-afec-0d3e18e26bbc","","checkpoint-group","pass","zSYS - B03A - Level 4:90aea190-f5a8-4c98-bb94-95563e53a7cc","","FALSE","FALSE","QA","B03A","Level 4","D16 - Bathroom"
"9c825f14-69e9-4ceb-8827-d0ba3b2e1136","","checkpoint-status","pass","zSYS - B03A - Level 4:90aea190-f5a8-4c98-bb94-95563e53a7cc:eee22a6c-4aba-4d66-9395-5b9dcf179ae3","","FALSE","FALSE","QA","B03A","Level 4","D16 - Bathroom","Area floor level acceptable"
"d2a0c38e-b2de-4acb-aaa9-faa95b9fd5bb","","checkpoint-status","pass","zSYS - B03A - Level 4:90aea190-f5a8-4c98-bb94-95563e53a7cc:7a256cfb-198b-4cd0-9b5c-053cd00536db","","FALSE","FALSE","QA","B03A","Level 4","D16 - Bathroom","Wiring on the floor completed (photos attached)"
"b8813c8f-e35a-4f2d-8e5e-7b9ef323b379","","checkpoint-status","pass","zSYS - B03A - Level 4:90aea190-f5a8-4c98-bb94-95563e53a7cc:171240fc-7468-4369-9a71-bc7931191762","","FALSE","FALSE","QA","B03A","Level 4","D16 - Bathroom","Self leveling coverage completed"
"2a4caf50-714c-4d33-a302-dc2a9ee57fcc","","checkpoint-group","pass","zSYS - B03A - Level 4:62b1e60d-8f7f-4752-b8bf-3034ee1a575f","","FALSE","FALSE","QA","B03A","Level 4","D17 - Bathroom"
"34156536-c78b-4589-83b3-aed11acc925a","","checkpoint-status","pass","zSYS - B03A - Level 4:62b1e60d-8f7f-4752-b8bf-3034ee1a575f:e6d2dcb5-7e3f-4324-92fc-538e852ff575","","FALSE","FALSE","QA","B03A","Level 4","D17 - Bathroom","Area floor level acceptable"
"9d413f74-f3bb-408a-930e-8790a4e195a4","","checkpoint-status","pass","zSYS - B03A - Level 4:62b1e60d-8f7f-4752-b8bf-3034ee1a575f:37945ad5-1bf8-428d-92b0-ba4a31f73349","","FALSE","FALSE","QA","B03A","Level 4","D17 - Bathroom","Wiring on the floor completed (photos attached)"
"f22da1d4-b311-452d-a150-d4df61ada155","","checkpoint-status","pass","zSYS - B03A - Level 4:62b1e60d-8f7f-4752-b8bf-3034ee1a575f:86ebd77b-cb9d-4daa-96cf-9c3d92d76ef7","","FALSE","FALSE","QA","B03A","Level 4","D17 - Bathroom","Self leveling coverage completed"
"be86ab8e-1040-464c-8ae6-78bdb45f4943","","checkpoint-group","pass","zSYS - B03A - Level 4:0da34a37-e9e6-4a73-ae55-8db0081fdf06","","FALSE","FALSE","QA","B03A","Level 4","D18 - Bathroom"
"77725a42-c124-429c-96a3-2466fe89cd44","","checkpoint-status","pass","zSYS - B03A - Level 4:0da34a37-e9e6-4a73-ae55-8db0081fdf06:5177265a-313e-45fe-a2fa-55f98e6f872b","","FALSE","FALSE","QA","B03A","Level 4","D18 - Bathroom","Area floor level acceptable"
"068fb235-594a-4c62-ab8b-02cc33cfb792","","checkpoint-status","pass","zSYS - B03A - Level 4:0da34a37-e9e6-4a73-ae55-8db0081fdf06:a6fb95e7-4ef6-402a-a8f9-143ccce2ac72","","FALSE","FALSE","QA","B03A","Level 4","D18 - Bathroom","Wiring on the floor completed (photos attached)"
"f0a0320d-cbd5-4a85-a8e7-311c85178a55","","checkpoint-status","pass","zSYS - B03A - Level 4:0da34a37-e9e6-4a73-ae55-8db0081fdf06:8cf610e1-caf8-49fb-a416-73576a56b901","","FALSE","FALSE","QA","B03A","Level 4","D18 - Bathroom","Self leveling coverage completed"
"e8242d86-6794-4334-af9d-33b06b1b8242","","checkpoint-group","pass","zSYS - B03A - Level 4:dc1ff9e5-7654-427a-8e7d-73e926988023","","FALSE","FALSE","QA","B03A","Level 4","D19 - Bathroom"
"1b4b01b4-9dc7-46a9-9f1a-9cb7a84b1076","","checkpoint-status","pass","zSYS - B03A - Level 4:dc1ff9e5-7654-427a-8e7d-73e926988023:4a33f024-8f24-43c2-b77a-05e1d674b410","","FALSE","FALSE","QA","B03A","Level 4","D19 - Bathroom","Area floor level acceptable"
"9ef99953-44bb-4617-953c-8302fe7f32ac","","checkpoint-status","pass","zSYS - B03A - Level 4:dc1ff9e5-7654-427a-8e7d-73e926988023:77884b6c-25bd-4a56-b8df-cc5a3c480965","","FALSE","FALSE","QA","B03A","Level 4","D19 - Bathroom","Wiring on the floor completed (photos attached)"
"4ba23596-f723-45b8-b252-bbf216bb593b","","checkpoint-status","pass","zSYS - B03A - Level 4:dc1ff9e5-7654-427a-8e7d-73e926988023:9602a7f2-7d9e-47a5-b320-aa59e365d0c7","","FALSE","FALSE","QA","B03A","Level 4","D19 - Bathroom","Self leveling coverage completed"
"f9a124cf-ddd3-4e30-9f49-5f214bc81d68","","checkpoint-group","pass","zSYS - B03A - Level 4:866b50f1-cfe4-4a08-856d-f52c3f121a00","","FALSE","FALSE","QA","B03A","Level 4","D19 - Ensuite"
"cfcb7c86-4f9f-451e-adda-4bbb37084ff6","","checkpoint-status","pass","zSYS - B03A - Level 4:866b50f1-cfe4-4a08-856d-f52c3f121a00:d9c02361-b3b6-4804-85d8-add7285d58b0","","FALSE","FALSE","QA","B03A","Level 4","D19 - Ensuite","Area floor level acceptable"
"2d06ee31-a6f2-4f17-afa0-eef1c662d8f6","","checkpoint-status","pass","zSYS - B03A - Level 4:866b50f1-cfe4-4a08-856d-f52c3f121a00:b7638189-c2d6-4136-b5c1-bdf2d1feb31c","","FALSE","FALSE","QA","B03A","Level 4","D19 - Ensuite","Wiring on the floor completed (photos attached)"
