"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"70513420-2675-400f-865a-e38ff25d6488","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation"
"d0a0d546-66a9-4bf2-99d5-496a00b2e3a6","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater"
"aa993fa1-58eb-4e0a-9e7e-614d53ca03c3","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)"
"f62772cd-967b-4e73-8b20-fe4ea42b9a99","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist"
"d1c909f9-ae57-5673-98cd-9176fe03d82b","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"a525d2bd-a9c3-575a-876e-0c5e3f42a2cd","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:5c517e65-621c-49c1-ac0f-1487bcf6d65c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Pipe Laying Completed"
"17abbec6-c405-5c0a-9e35-157c2a30518c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:bd0edfc9-e6fb-42a4-bf63-bddc0ae5358b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding Sound"
"bfaaef8a-1801-59b6-9bcb-ee2fec1237c5","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:7a3633d0-cb1d-4456-aa88-e669f9ab1678","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Soil Removed"
"b9ac89fe-1b16-5a10-a1ee-85512c06e194","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e2eee042-ea5b-4720-bd88-396227607c17","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Trench Compacted"
"99e7aca8-1513-5376-b95d-6e75641c50c2","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:972937fa-1913-4765-a4d9-fca9bf01efc1","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Hard Filled"
"ae771e37-f706-5b14-a2af-05a6a2eb3427","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:ea1108a1-ab36-44be-b4b0-f8ba8a655b54","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Install Tests completed, reviewed & approved"
"c008aea7-b899-5c13-a1ca-cf20bb14a8e9","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:8d403cc0-6693-4a14-896c-fcbfa116a6d9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Local Authority Inspection Passed"
"33193081-0f92-5909-ba7d-79e1512db0a1","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:71b6e6bc-2d00-4ab8-a1fc-379a04914c72","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Area of Work Inspection Completed & Sign Off"
"10966581-1cd4-5881-a275-c782db28a0cb","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Backfill"
"7ce02833-5b87-5894-b8ac-a7c526df36c0","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:5189e464-7ecd-4c78-8d87-06a10c81f1e8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill methodology and material confirmed"
"68a59326-319c-5dfe-abbb-492164bb8995","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e8233221-50c5-4e57-80da-b6247bc47cdb","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Backfill","Any formwork/ debris removed from area"
"1ed91efa-ea49-5dcb-b1e1-9cae4d3f2ca4","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:88e16a35-9b12-408f-abe1-0d72356f8ac5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"37ec3d66-981d-52d1-8f4e-a6399a09689c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:2be963c6-9cac-4fda-b7ed-5911896e1d34","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"dd4b0590-8b20-583f-8a5f-c288449a28bd","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e3fbc0b4-b1ef-444d-bf09-7fc7dca2dfe3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Backfill","General photos and observations during backfill"
"4f225237-42be-56bd-969d-368acc1c3673","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e63cdfb5-e127-4e8a-922a-c3874991123d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"40b15f69-796c-406c-9461-f82ed03626d3","","checklist-sectioned","not-started","Drainage - Soakpit Install Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist"
"11212bf3-5839-5b81-8837-96aa4c1da148","","checkpoint-group","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install"
"2f0819e7-f5bc-51d6-a6cf-2e3d7fb13738","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:db727cb6-74fd-4982-a20e-4a9d49b90451","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Latest consented drawings"
"caefa181-176f-5923-92a7-edfc2bdc3a12","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:c7c1e6ca-0aa9-45ca-ae44-f52b11615248","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Setout Completed checked and accurate"
"cda607df-f204-588f-a0c0-ba82b66f49f7","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e66fcc7b-ce75-403b-b734-0f1e981914ae","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Excavation Accurate - Location & Depth"
"c54590d6-4ff9-5d95-9bb6-d43aa388a72d","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:941a9c44-6260-4135-a79a-171a7c3a076f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Ground conditions checked & acceptable"
"8a4d3d0d-4d26-571e-86d8-cc4546746e1a","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:e5d7856d-e723-40b9-9c7c-4dd60efda0de","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Bedding depth and material correct & compacted"
"80422c6c-9d1d-520a-98eb-8605522ad1ec","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:aa4ffd2b-9cce-45c7-a007-9d9d3a889795","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Correct Soakpit installed to specified height and sitting level"
"77c75a53-bfe4-5f38-ac1b-dd7215e041bd","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:34ed79c2-51f2-41b0-8c7d-707a4472065a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Risers Installed (if applicable)"
"4a4cd669-0681-5964-bac9-0d1f9d4b5df1","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:d4813821-e51d-4537-8278-8bef6a8bfbc3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Joints & connections correctly sealed as specified"
"be25fe4e-6110-5bb6-8cd6-944a124a5cf0","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:908437b8-5111-43ba-b1a0-dea6f1ec3041","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Soakpit benching completed and acceptable"
"e88bda68-6861-51b0-8d6e-b4a85394804b","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:7dff9e22-46aa-4598-98cf-87ff89670be5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Concrete Lid Installed and sitting appropriately"
"96b3b94e-334f-5790-ad18-e3b501393aec","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:920f1501-075f-4ec2-a2ad-5151fc19e2f7","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Cast Iron Lid Installed and sitting flush"
"57f55efe-9ac7-58f3-afb9-d655aee96ee8","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:3511c752-109c-4ca5-8b09-26c6cb7650ba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Soakpit Install","Signoff on Completed Work (Council etc)"
"687f9c16-18e4-5448-b57d-beb589ad4460","","checkpoint-group","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Backfill"
"156a72e5-6a78-575d-8255-10ffdec70b96","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:703d9d9a-9a4d-408f-a6c0-f9ae40b5e08c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Backfill","Backfill methodology and material confirmed"
"b225dffb-585e-5a69-aa27-2edaf553d77f","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:946595d8-eb21-415f-99db-5ce5a55f5b2b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Backfill","Any formwork/ debris removed from area"
"861937f4-d03f-52f9-b5b3-10d639bb1ebe","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:3bece902-9f31-4dbe-a81f-cbea05ba5048","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"9822306e-f063-505a-a9f9-5ce3104d00fb","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:f507f3b8-62f1-4eb4-ada2-dba0e99a480b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"dd37f6c7-5044-5f5c-af26-922856c628ae","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:4e402f1b-2f42-497f-9500-bb027bd2a73f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Backfill","General photos and observations during backfill"
"83c822fb-3afa-5f12-a575-32564baba3af","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:d2246ea0-1593-4b63-9313-877bf5a83229","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 1(SWSP1) to Stormwater private connection2(SWPC2)","Drainage - Soakpit Install Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"e9fd4167-f80f-434f-bc63-48a688e277be","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)"
"fab32a3c-b063-45a1-ae02-f70d6a01222c","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist"
"55ec5bf1-a2a4-5b7f-b5ad-a92fc8d3ce6e","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"0a339ee4-12d6-5184-a3df-90af0870aab9","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0e7aaaa3-b759-4859-b836-2d8db0e93825","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Latest consented drawings"
"c21aaf05-7954-5c4f-9ba1-2f4bb5468afd","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:48b9b4e0-5649-4bc9-87a0-b179262693cc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Setout completed checked and accurate"
"37246ad8-f1a9-5f3f-9b82-fd9ba4129f00","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e3b4f544-f151-4f36-8301-84ac59ec0f67","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Excavation Accurate - Location & Depth"
"00337707-cf89-556d-ba56-e496461c76f1","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3b5b1990-1547-45ca-a0fc-7c2dada5ce89","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Ground Conditions Checked & Acceptable"
"76f0a74f-2248-5fcf-a014-704a8f044975","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:f4c14850-749f-415e-ad60-4ac5d54034f9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding depth and material correct"
"bdeff9e4-27a8-50a9-8f1e-f939abd9b117","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:49164952-313a-4b22-92ab-3b847456b693","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Correct pipe laid to specified level and grade (all joints sealed correctly as specified)"
"472fef87-8a60-52dd-9a63-80afd528c3a5","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:d27c0140-2652-49c4-b093-b61ea6421f8a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Connections to manholes complete and approved"
"6a4ad3df-f3f4-52ef-a052-f54c95279850","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:9f1341e4-974b-446c-82c5-1c365476fdba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Downpipes have been checked, installed and approved"
"48e566bd-048d-5e89-abf6-3f67ecfcc8a7","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:66273d08-a3ff-40b9-bb80-476c78573c3f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"44f5a07c-24ee-5cc2-b010-3ec635c4e496","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:c8e8b675-41b0-4bd4-ba43-7d4ad4ea7bdc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"88b4ed05-9ae0-5bd0-862b-1a6a9effa041","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:2d7339b5-9c3c-472e-88be-1274d95fae9d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"1190e977-46a9-5700-9fc2-b11ba2929e9f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0961e97c-8ada-404c-ad74-2904d17d1402","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Cess Pitts have been checked, installed and approved"
"58b34437-8e83-5379-acce-a054416b8022","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3a50c613-e53a-450c-80ee-79d3b5fdbf55","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater private connection2(SWPC2) to Stormwater private connection1(SWPC1)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
