"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b683adb2-4923-4991-8a13-a5722e04e8bb","","folder-normal","not-started","","step","TRUE","FALSE","B01"
"68495235-ead8-4a9c-a54f-0e3be05f8e13","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor"
"672784cb-4846-4708-b435-d0ce2f173184","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care"
"82b6aa77-7cb9-4db1-9709-c2e426e2349a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 1 (Accessible)"
"4dd7ac49-dca2-4d75-a368-f5d747eccc27","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Care Laundry","Common Area Checklist"
"9686042e-f235-486b-81e0-12496fbbc920","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Linen"
"ae3701a5-0f36-4ce5-a217-887064d25176","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Linen","Rough In (Cavity Pockets & PMJ)"
"3c40987e-741f-4eee-9157-4c91a0bea57a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Linen","Common Area Checklist"
"6c650aef-1da3-4764-a9f2-4fbba44588d7","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Cleaners"
"5f78268d-5d86-425a-81e2-17dd59133c54","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Cleaners","Rough In (Cavity Pockets & PMJ)"
"13159918-909b-43a8-8827-be0a56e3a25e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Cleaners","Common Area Checklist"
"945a8f66-d873-485b-98c4-c3642a86bccc","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Store"
"e2043e5b-7340-439a-bb7d-c04ecad3c663","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Store","Rough In (Cavity Pockets & PMJ)"
"395a8740-f327-4013-8dae-4e7aed9b916c","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Store","Common Area Checklist"
"ea2532da-0ce4-42f7-89d7-d97067b67089","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Accessible WC"
"d1adfa72-de54-42c9-a78c-d3bfc121d319","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Accessible WC","Rough In (Cavity Pockets & PMJ)"
"888ddc4a-6a14-4d03-aed7-bcbcdf8e5f67","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Accessible WC","Common Area Checklist"
"e8e496a4-c8ab-4dfc-9ef8-441d213fef54","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Secure Lobby"
"e606ba64-7952-4f62-9fbd-a00367f2e642","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Secure Lobby","Rough In (Cavity Pockets & PMJ)"
"2a658535-fa4a-4d4d-9cbc-1a0b08ac37a7","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Secure Lobby","Common Area Checklist"
"5bb87049-7255-4a9d-bb0c-886d504106a7","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Lift Lobby"
"13ea5983-522c-496a-8d6f-65f09baec14c","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Lift Lobby","Rough In (Cavity Pockets & PMJ)"
"f73a98ea-121d-4172-b8d5-9a10b9cd9d24","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Lift Lobby","Common Area Checklist"
"ff733ba3-d39a-412e-8a14-f2fc77776b27","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Craft Room"
"bcd2657d-808e-408e-8905-b883aed9c071","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Craft Room","Rough In (Cavity Pockets & PMJ)"
"7b51662a-a0a8-446e-b54a-5876ee9079c8","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Craft Room","Common Area Checklist"
"93097874-7af9-489a-886a-a149ae6c0a5e","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Stair 4"
"f3574e36-5563-4078-a310-443a1bc635ae","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Stair 4","Rough In (Cavity Pockets & PMJ)"
"a8600c63-c2d5-4b6e-b484-bc759b08bf66","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Stair 4","Common Area Checklist"
"13de0e11-06aa-48f3-bfa6-f609bccb815e","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Sales"
"48c924eb-13fc-4df0-9b26-b0b68dd9b933","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Sales","Rough In (Cavity Pockets & PMJ)"
"9f948945-2859-486c-8662-bddf846b5b31","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Sales","Common Area Checklist"
"e8268ed1-6ab0-4a77-89d2-4610f0e380a8","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Gas/Water Service Cupboard"
"6f7ebff4-d94d-4279-a88e-b154df12c5e1","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Gas/Water Service Cupboard","Rough In (Cavity Pockets & PMJ)"
"30cdf0c8-d2ef-478f-9012-4b7e215a6667","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Gas/Water Service Cupboard","Common Area Checklist"
"11ab96df-b855-4c23-8f84-c4540f6079a3","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Electrical Cupboard"
"e5024363-8409-4205-9e0c-a7d63dbacac8","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Electrical Cupboard","Rough In (Cavity Pockets & PMJ)"
"b26717ff-51de-4c93-b68d-2b92f65c2c5e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Electrical Cupboard","Common Area Checklist"
"424d3130-d265-406f-ad01-d4e84a8fb895","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","FIP/EVAC Cupboard"
"d2d61bb3-86d5-4175-ab46-6bdcea5e8bff","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","FIP/EVAC Cupboard","Rough In (Cavity Pockets & PMJ)"
"5750ff68-b491-40a6-929a-caecab578297","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","FIP/EVAC Cupboard","Common Area Checklist"
"6bcec751-8292-472f-9944-0c2b23e120ce","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Store"
"4ff92911-41f0-44d0-85f8-2f35d4d226b9","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Store","Rough In (Cavity Pockets & PMJ)"
"4e02d8a4-4e30-467b-a1f5-a16c5c9e5beb","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Store","Common Area Checklist"
"82bc015f-8407-4aaa-a876-4362e4363649","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","WC Airlock"
"6b444349-31a3-4c04-9127-83e551521e8d","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","WC Airlock","Rough In (Cavity Pockets & PMJ)"
"6f408593-10c7-4a0a-9043-de3bb6f0d3d1","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","WC Airlock","Common Area Checklist"
"d21357cc-5f95-4737-b06e-4978cc662dcb","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Staff WC"
"4a576991-6910-4be6-a8f0-3b26f4a75137","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Staff WC","Rough In (Cavity Pockets & PMJ)"
"1e042977-be7b-4cca-b082-459bc4dda3bd","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Staff WC","Common Area Checklist"
"54c64877-6fca-4fea-aa05-a787cb4b2b2b","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Staff Room"
"8f21437c-0f3c-4378-8e25-aaeb18500e35","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Staff Room","Rough In (Cavity Pockets & PMJ)"
"4167411f-4d82-4599-bf53-c45525f53070","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Staff Room","Common Area Checklist"
"fdab608f-7d5c-44e0-b7c6-f8f38fa74086","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Cinema - Arcade Joinery"
"3f301924-1d6b-41b2-a730-b6f7d3cfc8a6","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Cinema - Arcade Joinery","Rough In (Cavity Pockets & PMJ)"
"dc8473e9-cf7b-41b8-9646-c7d53919cc4a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Cinema - Arcade Joinery","Common Area Checklist"
"615c14cd-3781-4c85-b362-19361286b8a7","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Games Room"
"3f619bf9-13c7-4c61-8748-6e2c3009912e","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Games Room","Rough In (Cavity Pockets & PMJ)"
"d6756b27-e896-4f7d-aabc-bc39c70b03a7","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Games Room","Common Area Checklist"
"6c73e717-232f-4c68-8596-f70759a9845d","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Activities Store"
"4b922f96-694f-4a25-a116-70528c437fee","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Activities Store","Rough In (Cavity Pockets & PMJ)"
"e10df595-fee2-4501-bf62-a76a2d23ccbd","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Activities Store","Common Area Checklist"
"922f1835-e02d-4bbd-8dd4-8339630cf59f","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Activities Room - Arcade Joinery"
"781d37f2-4c09-4596-8255-b3aa411acb78","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Activities Room - Arcade Joinery","Rough In (Cavity Pockets & PMJ)"
"81dbafbd-1ba8-4853-8401-df9d6daf765f","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Activities Room - Arcade Joinery","Common Area Checklist"
"fa255889-ac11-420d-90ae-b3c5a0631ddb","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Lounge"
"65221cef-b1ce-4f56-a4f0-793037f4f19c","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Lounge","Rough In (Cavity Pockets & PMJ)"
"f92acb65-5415-4066-8224-9c93a858160f","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Lounge","Common Area Checklist"
"7668a0f8-50bc-474e-952b-2183dbcdf9c6","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Lounge Spill"
"9f923ba9-b797-41eb-a140-275af4123e39","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Lounge Spill","Rough In (Cavity Pockets & PMJ)"
"a2f9eb69-6d42-4fab-ba71-eaafa1c6afed","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Lounge Spill","Common Area Checklist"
"f65a8f33-82b2-412a-ad08-e5424db045e4","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Library"
"f714af07-0f07-432b-ab61-83492c7e1cf6","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Library","Rough In (Cavity Pockets & PMJ)"
"fc5777a4-221b-44de-963c-df1dae6eeed0","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Library","Common Area Checklist"
"851d7d51-b10c-46a1-93d5-f9f6f68d97f8","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Meeting Room"
"3aed3c0d-5d60-46a6-bfe8-c7764a393f20","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Meeting Room","Rough In (Cavity Pockets & PMJ)"
"629612ef-8a9e-47cc-9d7a-c43f531427c4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Meeting Room","Common Area Checklist"
"6554738a-04e4-4ea3-b38e-8364c38234e0","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","General Office"
"30be0567-371c-4d13-8404-02913501d138","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","General Office","Rough In (Cavity Pockets & PMJ)"
"b272a8be-d02e-4bdd-a404-6ee01f13f36a","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","General Office","Common Area Checklist"
"8898d6a5-c54c-415c-8f56-b28b23ab4a07","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Print Room"
"73cbaeaa-7af9-40c6-a421-e1efa89aefe9","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Print Room","Rough In (Cavity Pockets & PMJ)"
"a151e0e8-4a8c-4666-a282-43aadf4ab030","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Print Room","Common Area Checklist"
"304524d0-a703-4758-b368-276307214086","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Reception - Arcade Joinery"
"e56aa85b-239a-480f-b30b-fbf39feb8362","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Reception - Arcade Joinery","Rough In (Cavity Pockets & PMJ)"
"bf5b55a2-5b28-4322-944b-115b1757bf28","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Reception - Arcade Joinery","Common Area Checklist"
"2a184854-6da5-44d1-9a62-ed4d5abf862a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Courier"
"94e89fb4-88d6-4a4b-8687-477e130f6a96","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Courier","Rough In (Cavity Pockets & PMJ)"
"2b3356bd-0a51-4c7a-8e08-571de51f0468","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Courier","Common Area Checklist"
"6679f084-c3e6-4ed3-88ce-e3c5df0da889","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","WC"
"77fd97b8-c894-4c1b-9923-4bd4298bd184","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","WC","Rough In (Cavity Pockets & PMJ)"
"e2a1fd56-bd2c-4f38-b751-23004212463f","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","WC","Common Area Checklist"
"96790d8e-8b1a-4a2b-b4df-a847769c32f7","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Accessible WC"
"7ce26bb2-c116-41e1-8176-5e264e1fe720","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Accessible WC","Rough In (Cavity Pockets & PMJ)"
"8aa695fb-cace-40bd-8e2c-36e48fb221a4","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Accessible WC","Common Area Checklist"
"ba1b83e9-7d5e-4cd0-b8ee-66e6dbb2c210","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area B - Common Area","Café - Arcade Joinery"
"932db067-f5d5-4c0d-84e4-896242888fd9","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Café - Arcade Joinery","Rough In (Cavity Pockets & PMJ)"
"64061707-eac8-422d-9f70-7b01f2c06403","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area B - Common Area","Café - Arcade Joinery","Common Area Checklist"
