"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f5be62f9-6eb3-475b-8327-9273845eb6f7","","no-status-not-started","","folder","TRUE","FALSE","Site QA"
"daf415f0-76d9-4631-8849-392bb85b0ee8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Whole Site"
"190586a6-e114-4d74-a792-a0ff92516578","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","03.27 - Subsoil Drains"
"40b6d0da-ac7b-41ab-b9b4-66d40fd8be6d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","03.28 - Sheet or Strip Filter Drains"
"1e1c04b1-a376-436b-b74a-38e989101be1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","03.41 - Rock Protection"
"8d2f7bbf-9ee6-4655-b348-d80d6c247b8d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.01 - Clearing & Grubbing"
"57135da3-c3d3-4a50-9bd1-4b788666ef15","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.04 - Ground Surface Treatment"
"cac4ec77-11b6-4c7c-b4aa-286976783780","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.05 - Embankment"
"93e3954b-948e-4779-959a-2ff21f16260f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.06 - General Excavation"
"462b76bb-1ccd-4605-aa44-8c681eccc473","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.07 - Structure Excavation (Unsuitable)"
"8a79632f-729a-4277-aaa2-82fcf1846a24","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.08 - Stripping of Topsoil"
"c8ba5a63-0551-4f5b-9d0a-53fe29a855e8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.10 - Backfill"
"690fda21-5262-440f-8e38-1aa558601e14","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.11 - Demolition of Road Furniture"
"633ab46d-e5dd-480c-b732-aa3ef3d1df41","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","04.18 - Subgrade Testing"
"cc9e5a69-7743-4c71-842d-67bc0b2a096f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","05.01 - Placement of Unbound Pavement"
"1956a469-2f00-43dd-b843-9e0759c83200","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements"
"8a2093cc-23e4-4eb2-bf89-ff54fcf9765b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","14.01 - Supply and Installation of Road Signs"
"cc45f9db-3b89-49b4-a02f-c960e2a5acaf","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","16.01 - Landscape and Revegetation Works"
"6020c6af-8acb-48fa-bc7b-4b9646653709","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","28.01 - Contractor's Camp and Site Facilities"
"942f6e60-724f-4dfe-baff-f587d9a88363","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","30.01 - Dense Graded Asphalt"
"75e98bf4-0565-41d1-ae93-a528faacdf7e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","45.01 - Road Surface Delineation"
"723b266b-c8e2-4e61-90c9-eae590526696","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","51.00 - Environmental Management Systems"
"e8ab08ac-45ff-48a9-aff0-163e42b7761d","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","52.01 - Erosion and Sediment Control"
"69cb4dae-f9db-4626-ab5b-1038f55e26e6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","70.01 - Placement of Concrete"
"1ceeeff2-ae1d-4d65-a18c-cf69472dc28f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","70.02 - MRTS70 Normal Class Concrete"
"c73a7919-d1bb-487f-ad79-b96d98d38890","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","70.03 - Supply of Concrete"
"c42cc399-92b8-4d5d-a04f-2bd43295432f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Old Toowoomba Rd","71.01 - Reinforcing Steel"
"aaf6e741-caa9-4fba-985b-06aa76c80b71","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd"
"9e5b6645-8b87-450d-ac8d-368906261756","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","02.01 - Traffic Management"
"04059b9a-ccf3-4be6-8b9d-8605e70b351f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.01 - Removal of Existing Drainage Structures and Concrete Slabs"
"ac85c826-1e25-4aee-ad4f-d982c8a6e027","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.02 - Supply and Installation of Precast Concrete Pipe"
"425389d7-734a-4818-b863-b42e4e621876","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.03 - Culvert Component/End Structure Insitu Cast"
"5a314a9c-fd65-4f1b-aa2b-86337262c81a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.04 - Pre Cast End Structure"
"ad44c1c7-5d8e-4a80-ad4c-3001960b3a65","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.05 - Supply and Installation of Precast Box Culverts"
"60e969ef-db80-4de1-b0fe-afedef25a1be","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.20 - Kerb - Cast Insitu/Extruded"
"7664b001-48fc-4593-8d83-c2691d157118","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.27 - Subsoil Drains"
"33c2bdba-dd7c-46e3-9966-c819a1c1a040","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.28 - Sheet or Strip Filter Drains"
"0da4973e-1443-49ee-b300-de1691abcbf7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","03.41 - Rock Protection"
"97f5a640-b1ac-40e3-8350-7dc6fd6364df","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.01 - Clearing & Grubbing"
"0c1ccc86-61da-44a0-af2c-bd2fcbefb746","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.04 - Ground Surface Treatment"
"d0d05f6c-b250-4243-af74-35236e6ea5f0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.05 - Embankment"
"f28ba154-7fe8-4385-a4b7-404242d7faec","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.06 - General Excavation"
"afb974ee-c448-42f6-9c90-435902f65356","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.07 - Structure Excavation (Unsuitable)"
"37772349-a5a9-4101-9257-206768d3b99c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.08 - Stripping of Topsoil"
"61edd957-d6f2-47db-b672-43fe4f46a111","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.10 - Backfill"
"483c7cdb-c017-49a5-9c3d-5a5615e4a48a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.11 - Demolition of Road Furniture"
"fba3c279-429e-483f-bd98-8b8461f5d239","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","04.18 - Subgrade Testing"
"59d9fda0-548b-44a9-bbe0-5b70e48738b1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","05.01 - Placement of Unbound Pavement"
"1be776c3-e896-48ad-9a92-28f93f9dc3a6","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements"
"b4fb60f6-09b6-4f54-96a8-3272d62d841c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","14.01 - Supply and Installation of Road Signs"
"6087e16d-655a-4374-80aa-e0819974aeae","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","16.01 - Landscape and Revegetation Works"
"8ddd0d1d-dff9-4d6d-a309-24cf658cd163","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","28.01 - Contractor's Camp and Site Facilities"
"16906e35-18e3-4248-ae97-c20e57e8b0e9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","30.01 - Dense Graded Asphalt"
"6241dea3-2193-4a20-9ccb-e019011e2e32","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","45.01 - Road Surface Delineation"
"eb72e25b-3b82-4729-a0dd-bbc448fda1de","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","51.00 - Environmental Management Systems"
"eb49e63b-6677-49f2-a0d2-8faa8405ead0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","52.01 - Erosion and Sediment Control"
"9ffa8295-9c7d-4272-93c2-15b847328620","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","70.01 - Placement of Concrete"
"2d7dab0d-fb92-42e5-8bec-c5058d1b60f8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","70.02 - MRTS70 Normal Class Concrete"
"ef3444fb-ac4a-46b9-95fc-119f8e89b2f5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","70.03 - Supply of Concrete"
"842cd40a-29f8-420c-8b69-77413c028e99","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Wells Rd","71.01 - Reinforcing Steel"
"752c184c-3b04-4c2a-a989-7d2f452698b4","","not-started","","folder","TRUE","FALSE","ITPs as Checklists"
"dc8a483c-e325-4eeb-af7a-7e5cb79941a7","","not-started","02.01 - Traffic Management","checklist","FALSE","FALSE","ITPs as Checklists","02.01 - Traffic Management"
"c63e815e-e7c5-4d04-8f28-5ec90131b671","","not-started","03.01 - Removal of Existing Drainage Structures and Concrete Slabs","checklist","FALSE","FALSE","ITPs as Checklists","03.01 - Removal of Existing Drainage Structures and Concrete Slabs"
"0535f75e-c775-4067-916b-fa25e6283e90","","not-started","03.02 - Supply and Installation of Precast Concrete Pipe","checklist","FALSE","FALSE","ITPs as Checklists","03.02 - Supply and Installation of Precast Concrete Pipe"
"d1bb7216-e0c3-439c-8717-89182067ed9d","","not-started","03.03 - Culvert Component/End Structure Insitu Cast","checklist","FALSE","FALSE","ITPs as Checklists","03.03 - Culvert Component/End Structure Insitu Cast"
"c198adba-16a9-4318-b193-f7b5b6e7ceb1","","not-started","03.04 - Pre Cast End Structure","checklist","FALSE","FALSE","ITPs as Checklists","03.04 - Pre Cast End Structure"
"db89f918-d0b3-414c-85b9-2f87adece6e5","","not-started","03.05 - Supply and Installation of Precast Box Culverts","checklist","FALSE","FALSE","ITPs as Checklists","03.05 - Supply and Installation of Precast Box Culverts"
"29791a76-f2ee-4b7b-97d7-e73e492273de","","not-started","03.20 - Kerb - Cast Insitu/Extruded","checklist","FALSE","FALSE","ITPs as Checklists","03.20 - Kerb - Cast Insitu/Extruded"
"fe17538d-cf5c-4d01-a6e0-497b31d1d39d","","not-started","03.27 - Subsoil Drains","checklist","FALSE","FALSE","ITPs as Checklists","03.27 - Subsoil Drains"
"9a8342e5-e29f-47b6-aead-9c7f5b140f39","","not-started","03.28 - Sheet or Strip Filter Drains","checklist","FALSE","FALSE","ITPs as Checklists","03.28 - Sheet or Strip Filter Drains"
"7644b5a8-39c9-4094-8e74-e3c4c3548041","","not-started","03.41 - Rock Protection","checklist","FALSE","FALSE","ITPs as Checklists","03.41 - Rock Protection"
"90a37ab3-6eae-4942-8e64-52ee41c8428e","","not-started","04.01 - Clearing & Grubbing","checklist","FALSE","FALSE","ITPs as Checklists","04.01 - Clearing & Grubbing"
"74555767-e584-41e4-b7a0-771e889c5ff4","","not-started","04.04 - Ground Surface Treatment","checklist","FALSE","FALSE","ITPs as Checklists","04.04 - Ground Surface Treatment"
"71287e45-917e-4e63-b2a1-821c3a4654f6","","not-started","04.05 - Embankment","checklist","FALSE","FALSE","ITPs as Checklists","04.05 - Embankment"
"287f1d7d-6571-4e88-885c-0c51eed9a6e2","","not-started","04.06 - General Excavation","checklist","FALSE","FALSE","ITPs as Checklists","04.06 - General Excavation"
"0fe03fc3-1bdc-49f3-a91a-b5aa005a211a","","not-started","04.07 - Structure Excavation (Unsuitable)","checklist","FALSE","FALSE","ITPs as Checklists","04.07 - Structure Excavation (Unsuitable)"
"9d3a7e21-a005-4bae-baf7-5236f45d5e04","","not-started","04.08 - Stripping of Topsoil","checklist","FALSE","FALSE","ITPs as Checklists","04.08 - Stripping of Topsoil"
"d156efc9-dc75-4cd1-81e2-e70e191e7493","","not-started","04.10 - Backfill","checklist","FALSE","FALSE","ITPs as Checklists","04.10 - Backfill"
"c7d9e1cb-d0d3-4e41-9233-089c2045c1e5","","not-started","04.11 - Demolition of Road Furniture","checklist","FALSE","FALSE","ITPs as Checklists","04.11 - Demolition of Road Furniture"
"9f9e3837-30e3-44c2-8100-95135838eb98","","not-started","04.18 - Subgrade Testing","checklist","FALSE","FALSE","ITPs as Checklists","04.18 - Subgrade Testing"
"cd77e694-d455-41a1-857e-9918766b7b32","","not-started","05.01 - Placement of Unbound Pavement","checklist","FALSE","FALSE","ITPs as Checklists","05.01 - Placement of Unbound Pavement"
"869e1e9b-b13e-49c1-9639-b890961cc0e2","","not-started","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements","checklist","FALSE","FALSE","ITPs as Checklists","10.01 - Plant Mixed Lightly Bound (Cemented) Pavements"
"66bf2503-3c99-43e5-be33-12f2144674ae","","not-started","14.01 - Supply and Installation of Road Signs","checklist","FALSE","FALSE","ITPs as Checklists","14.01 - Supply and Installation of Road Signs"
"f2930aad-3d99-427b-baea-97692d7c3612","","not-started","16.01 - Landscape and Revegetation Works","checklist","FALSE","FALSE","ITPs as Checklists","16.01 - Landscape and Revegetation Works"
"07aaadc7-fa51-4d74-9eaf-1d379d789343","","not-started","28.01 - Contractor's Camp and Site Facilities","checklist","FALSE","FALSE","ITPs as Checklists","28.01 - Contractor's Camp and Site Facilities"
"89f33742-7d0e-457d-a3e7-d160a00845d4","","not-started","30.01 - Dense Graded Asphalt","checklist","FALSE","FALSE","ITPs as Checklists","30.01 - Dense Graded Asphalt"
"1f27b700-3bdf-431a-8a3f-527e44237001","","not-started","45.01 - Road Surface Delineation","checklist","FALSE","FALSE","ITPs as Checklists","45.01 - Road Surface Delineation"
"550f26e5-b923-4ab0-b578-7e4b1e82fc37","","not-started","51.00 - Environmental Management Systems","checklist","FALSE","FALSE","ITPs as Checklists","51.00 - Environmental Management Systems"
"92dc0ae8-c0cc-412d-8df3-9b723f8323dc","","not-started","52.01 - Erosion and Sediment Control","checklist","FALSE","FALSE","ITPs as Checklists","52.01 - Erosion and Sediment Control"
"a37f3e75-fb60-42f6-82ce-2c10fa080a0e","","not-started","70.01 - Placement of Concrete","checklist","FALSE","FALSE","ITPs as Checklists","70.01 - Placement of Concrete"
"eb2002a8-3021-46c4-931f-375ca9ea4734","","not-started","70.02 - MRTS70 Normal Class Concrete","checklist","FALSE","FALSE","ITPs as Checklists","70.02 - MRTS70 Normal Class Concrete"
"18afe5c8-c9da-493f-b78c-38d7752f0207","","not-started","70.03 - Supply of Concrete","checklist","FALSE","FALSE","ITPs as Checklists","70.03 - Supply of Concrete"
"6c1a2fdc-f24f-4dd9-894e-4b1d43197651","","not-started","71.01 - Reinforcing Steel","checklist","FALSE","FALSE","ITPs as Checklists","71.01 - Reinforcing Steel"
